,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_fiji,hash_fijitiktok,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
4,US,7072023544875502891,1646583795,The city is calling me,294077009104707584,Mailson junior,"🇧🇷 CT 
IG mailson_junior 
👻mjunior639 
E mail - mailsonjuniorpj@gmail.com",0,False,https://www.tiktok.com/@.mailsonjunior/video/7072023544875502891?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072023544875502891&source=h5_m,50455202,22023,22075,58552,4211910,6842929580081171201,6842929580081171201,24,6842929580081171201,original sound - dika.nane,Dne♠️,6.776518630031361e+18,Dne♠️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6842929488444017410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac5655929fbc3d9d587df75eb12d27d2.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
5,US,7101080541482601774,1653349154,Dear future child..Don’t act up 😂❤️#therichway #foryou #Fyp #couple,6905912615203111942,THE RICH WAY,"THE RICH WAY
NEW VIDEO OUT NOW 💔
⬇️😳",0,False,https://www.tiktok.com/@therichway_/video/7101080541482601774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101080541482601774&source=h5_m,5530238,1607,7211,14867,318589,7043680768006458118,7043680768006458118,72,7043680768006458118,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",2.2245356847199027e+17,Jason Moments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7043680877330615046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7df030f082afbe22fd8ef3fc5a064e8e.json,False,False,[],0,0,Kaka,Tum Par Marte Hain,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",Fiji,#therichway #foryou #Fyp #couple,0,0,1,0,0,1,0,0,0,0
6,US,7075110818471333163,1647302606,They’re so bad and I love it 💖😂😂@jlo1017 @djkhaled #fyp #SmoothLikeNitroPepsi #dueces #MarchMadness #WomenAuthors #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7075110818471333163?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075110818471333163&source=h5_m,85259884,29914,152452,77557,10426955,7056911307873748994,7056911307873748994,10033,7056911307873748994,All I Do Is Win,DJ Khaled,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/02ffddd61ca44a49a10f9995b1a0c6bf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5b1c92eafa804a99a170ec54578c8cb6,False,True,[],0,0,,,,,Fiji,#fyp #SmoothLikeNitroPepsi #dueces #MarchMadness #WomenAuthors #foryou,0,0,1,0,0,1,0,0,0,0
7,AU,7072908255357390081,1646789787,Reply to @appleuser98546321 no body shaming in my comments. #island_afro,6735682970445562885,Arieta Kamikamica,"IG/FB: Arieta Kamikamica
ONLY FOR LAUGHTER & FUN
Tailevu repping🇫🇯🌸",0,False,https://www.tiktok.com/@viti_gurl/video/7072908255357390081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072908255357390081&source=h5_m,153792,199,15,236,11095,7049132538627443458,7049132538627443458,72,7049132538627443458,original sound - 4twentybby,4twentybby,6.745023179007821e+18,4twentybby,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7049132493190089474.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a8abafba4401d9886d496bddb70dd48.json,False,False,[],0,0,,,,,Fiji,#island_afro,0,0,0,0,0,0,0,0,0,0
0,FJ,7097060671694621953,1652413208,this didnt go as planned 😂,6807989786907001862,Shaheel Shermont Flair,"Entertainer 😇
Fiji 🇫🇯 
Follow me on instagram : shermont_22 
FB link 👇",0,False,https://www.tiktok.com/@shermont22/video/7097060671694621953?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097060671694621953&source=h5_m,216433,243,681,18,9448,7081344356355001131,7081344356355001131,10036,7081344356355001131,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b0ef0fd6ebb14db5b4bf031c3e284c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4b682e6a6cf4c58ad80e9a8330f53ef,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
1,FJ,7081038055938739458,1648682652, ,7028456653151110149,Riksh😈😏,,0,False,https://www.tiktok.com/@antarikshchand76/video/7081038055938739458?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081038055938739458&source=h5_m,453042,536,410,2075,35544,7081038041946540801,7081038041946540801,72,7081038041946540801,original sound - antarikshchand76,Riksh😈😏,7.02845665315111e+18,Riksh😈😏,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081037962682665730.mp3,,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
2,SG,7098299633918577925,1652701676, ,7079708177550410758,Assets_investing,#1 Advice and Business Content from Billionaires 👇🏼,0,False,https://www.tiktok.com/@assets_investing/video/7098299633918577925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098299633918577925&source=h5_m,7028560,1238,8534,38856,327904,7098299607754672902,7098299607754672902,72,7098299607754672902,original sound - assets_investing,Assets_investing,7.079708177550411e+18,Assets_investing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098299613764979462.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409b52b6935b2d578232751b8a88a637.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,GB,7096127379159928070,1652195906,"Duuuhhh, Simon 😆 #bgt #britainsgottalent #simoncowell #fyp #funny",6743619776520242182,Britain’s Got Talent,"Official account for Britain’s Got Talent.
Saturdays at 8pm on ITV and STV. #BGT",0,False,https://www.tiktok.com/@bgt/video/7096127379159928070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096127379159928070&source=h5_m,39803883,0,9980,29405,4038579,7096127353545345797,7096127353545345797,72,7096127353545345797,original sound - bgt,Britain’s Got Talent,6.743619776520242e+18,Britain’s Got Talent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096127357446097670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/99d65b9f015d6449dab5bd17b399baf6.json,False,False,[],0,0,,,,,Fiji,#bgt #britainsgottalent #simoncowell #fyp #funny,0,0,0,0,1,1,0,0,0,0
4,NG,7100805615580187909,1653285149,Watch until end 😂😂😂,7029298446881375237,kaycespyce,"Thanks for amazing 55k family 
Don’t like more than my 3 videos at a time 😡",0,False,https://www.tiktok.com/@kaycespyce/video/7100805615580187909?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100805615580187909&source=h5_m,33015513,10271,44094,89373,761380,7098657748488882949,7098657748488882949,72,7098657748488882949,original sound - theodore_ikalika (Contains music from: Carry Me Dey Go - Highlife Remix - ISONG BEATS),"Contains music from: ""Carry Me Dey Go - Highlife Remix""",6.816192463214314e+18,theodore_ikalika,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098657742667827974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/85a9bd5023a13284c77d29901ee56dfb.json,False,False,[],0,0,ISONG BEATS,Carry Me Dey Go - Highlife Remix,original sound - theodore_ikalika (Contains music from: Carry Me Dey Go - Highlife Remix - ISONG BEATS),"Contains music from: ""Carry Me Dey Go - Highlife Remix""",Fiji,,0,0,0,0,0,0,0,0,0,0
5,NZ,7094808607086185729,1651888858,#fyp #fypシ #foryou #foryoupage #viral #trending #couple #couplecomedy,6853371080015758342,Auzayr & Loni,"Bula&Talofa Lava welcome to AL_Squad2020 🇫🇯🇼🇸
Help us reach 10k sub on YT👇",0,False,https://www.tiktok.com/@al_squad2020/video/7094808607086185729?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094808607086185729&source=h5_m,1706192,607,1134,42,105455,6641799387494222594,6641799387494222594,140,6641799387494222594,Happy Laughing,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0d3f4fab62ab47a299f28095f585c565,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/51b66df80d2444a28aaa495c273cb403,False,True,[],0,0,,,,,Fiji,#fyp #fypシ #foryou #foryoupage #viral #trending #couple #couplecomedy,0,0,1,1,0,1,1,1,1,0
6,CA,7100208290734411013,1653146068,🤭💗 #toddler #baby #babylife #mama #mamalife #parentsoftiktok #MomsofTikTok #animalsounds #kidsoftiktok #babiesoftiktok,6808262420604453893,Kira The Light,✨ galaxi’s mama • sound healer ✨,0,False,https://www.tiktok.com/@kirathelight/video/7100208290734411013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100208290734411013&source=h5_m,2027364,1817,6413,709,187091,7100208296153991941,7100208296153991941,72,7100208296153991941,original sound - kirathelight,Kira The Light,6.808262420604454e+18,Kira The Light,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100208294777719558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/29899b762d1364b7c5ab1fbadb8e75c9.json,False,False,[],0,0,,,,,Fiji,#toddler #baby #babylife #mama #mamalife #parentsoftiktok #MomsofTikTok #animalsounds #kidsoftiktok #babiesoftiktok,0,0,0,0,0,0,0,0,0,0
7,US,7096512068639018242,1652285474,may I come in ?,6642278666289135622,zavali,"team@wow-media.ru
Cooperation
TRANSITION QUEEN 
I’m here
⬇️⬇️⬇️",0,False,https://www.tiktok.com/@za_vali/video/7096512068639018242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096512068639018242&source=h5_m,53296543,8772,15192,16531,3111793,7096512069545020162,7096512069545020162,72,7096512069545020162,original sound - za_vali (Contains music from: Se Divertida Al Bailar - Dj Tik Tok Mix),"Contains music from: ""Se Divertida Al Bailar""",6.642278666289136e+18,zavali,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096512054768552706.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77ebf8227516ea37cd8a39f63b20cf8d.json,False,False,[],0,0,Dj Tik Tok Mix,Se Divertida Al Bailar,original sound - za_vali (Contains music from: Se Divertida Al Bailar - Dj Tik Tok Mix),"Contains music from: ""Se Divertida Al Bailar""",Fiji,,0,0,0,0,0,0,0,0,0,0
0,FJ,7094102229359004930,1651724390,Sorry I posted the wrong one before 💀😂 #brassto #fyp #foryoupage,6735530242982069253,Diane Sovita,"21 🇫🇯
IG: @dianesovita
𝐂𝐄𝐎 𝐎𝐅 𝐃𝐀𝐍𝐂𝐈𝐍𝐆 𝐈𝐍 𝐓𝐇𝐄 𝐊𝐈𝐓𝐂𝐇𝐄𝐍",0,False,https://www.tiktok.com/@dianesovita/video/7094102229359004930?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094102229359004930&source=h5_m,47550,31,18,237,3870,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#brassto #fyp #foryoupage,0,0,0,1,0,1,0,0,0,0
1,FJ,7099713142367751425,1653030782,My dog stepped on a bee🐝 #teamjohnnydepp #amberturd #fyp #foryou #trending #xybca,6677954960988439557,fm96.2fj,"Your No. 1 HIT Station in Fiji!!🎶🔥
FM96, 96.2, 96.4, 96.6 & 96.8🤙🎶🔥",0,False,https://www.tiktok.com/@fm96.2fj/video/7099713142367751425?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099713142367751425&source=h5_m,46385,84,69,416,5099,7099713154321566465,7099713154321566465,72,7099713154321566465,original sound - fm96.2fj,fm96.2fj,6.67795496098844e+18,fm96.2fj,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099713146083871489.mp3,,False,False,[],0,0,,,,,Fiji,#teamjohnnydepp #amberturd #fyp #foryou #trending #xybca,0,0,1,0,0,1,0,1,0,0
2,US,7075337560792272174,1647355400,Never have I ever 🖖@johannesbartl,7148065,Amanda Cerny,Add me 🥰,0,False,https://www.tiktok.com/@amandacerny/video/7075337560792272174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075337560792272174&source=h5_m,33165421,7176,15428,14686,3525036,7075337543469796142,7075337543469796142,72,7075337543469796142,original sound - amandacerny,Amanda Cerny,7148065.0,Amanda Cerny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075337554064886574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/055fc0bd7fffa0ca5104c3b1b3f17bdb.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,GB,7101053236009897222,1653342797,#nickiminaj #foryou #barbz #kimkardashian #jenniferlopez #ritaora,6953230884780098566,Female Rap,"The #1 page for Female Rap Quotes
from public speaking
concerts and more!",0,False,https://www.tiktok.com/@femalerapquotes/video/7101053236009897222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101053236009897222&source=h5_m,16086380,2907,1387,11347,1848493,7101053209535466245,7101053209535466245,72,7101053209535466245,original sound - femalerapquotes,Female Rap,6.953230884780099e+18,Female Rap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101053244462795525.mp3,,False,False,[],0,0,,,,,Fiji,#nickiminaj #foryou #barbz #kimkardashian #jenniferlopez #ritaora,0,0,1,0,0,0,0,0,0,0
4,SE,7101763630382796037,1653508199,apology accepted | #wildchild #poppymoore #emmaroberts,6943265568888095750,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,thank you for 290k🤍,0,False,https://www.tiktok.com/@quicksilvermaximoff/video/7101763630382796037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101763630382796037&source=h5_m,10143822,6858,9332,57049,2195539,7101763627799120646,7101763627799120646,72,7101763627799120646,original sound - quicksilvermaximoff,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,6.943265568888096e+18,𝐟𝐞𝐥𝐢𝐜𝐢𝐚,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101763635021630214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/80073bea3c38a72adae02548eaaeaca2.json,False,False,[],0,0,,,,,Fiji,#wildchild #poppymoore #emmaroberts,0,0,0,0,0,0,0,0,0,0
5,IT,7097619039047961861,1652543211,"The dream of every child, Finally I met him! A Legend, a great player a wonderful person! I have no words guys 🥺 look at my face.🥺 thanks @psg WHO’S YOUR FAVORITE PLAYER?  #messi #lionelmessi #learnfromkhaby #LearnOnTikTok @tiktok",127905465618821121,Khabane lame,"Se vuoi ridere sei nel posto giusto😎 
If u wanna laugh u r in the right place😎",0,False,https://www.tiktok.com/@khaby.lame/video/7097619039047961861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097619039047961861&source=h5_m,88138324,72695,46413,134611,13829185,7097619004306557701,7097619004306557701,72,7097619004306557701,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",1.2790546561882112e+17,Khabane lame,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097619038330735365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a8ecba8ea89685e75f5960792355c3e.json,False,False,[],0,0,Glass Animals,Heat Waves,original sound - khaby.lame (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",Fiji,#messi #lionelmessi #learnfromkhaby #LearnOnTikTok,0,0,0,0,0,0,0,0,0,0
6,NZ,7103446596804676866,1653900045,Happy Samoan Language Week! 🇼🇸 #samoa #samoan #mauriora #nz,7062518927435465730,The Feed,"Ronnie & Mon bring you what’s trending
every weekday from 3:30pm on TVNZ 2 ✨",0,False,https://www.tiktok.com/@thefeed.tok/video/7103446596804676866?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103446596804676866&source=h5_m,88081,81,53,261,13681,7103446579176164098,7103446579176164098,72,7103446579176164098,original sound - thefeed.tok,The Feed,7.062518927435466e+18,The Feed,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103446586739051265.mp3,,False,False,[],0,0,,,,,Fiji,#samoa #samoan #mauriora #nz,0,0,0,0,0,0,0,0,0,0
7,AU,7092685571750989057,1651394548,#fyp #hardesteditz #edits #OnlyInMyCalvins,6846308864016040965,HardestEditz❄️,"Follow for daily posts 📩
🎯150🎯",0,False,https://www.tiktok.com/@hardesteditz/video/7092685571750989057?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092685571750989057&source=h5_m,10427390,9441,21260,49779,1796248,7092685561248516866,7092685561248516866,72,7092685561248516866,original sound - hardesteditz,HardestEditz❄️,6.846308864016041e+18,HardestEditz❄️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092685511348767489.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5daab925e8564b2379a1b046045e809.json,False,False,[],0,0,,,,,Fiji,#fyp #hardesteditz #edits #OnlyInMyCalvins,0,0,0,0,0,1,0,0,0,0
0,FJ,7073390285748718849,1646902014,💔 #onlylovecanhurtlikethis #celinedion #viral #Love #fyp #foryoupage,6826665809743315973,DIJON,TAYLOR | CÉLINE DION | AURORA,0,False,https://www.tiktok.com/@legendarybish/video/7073390285748718849?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073390285748718849&source=h5_m,4495818,948,927,25,616255,7040119996575927046,7040119996575927046,10036,7040119996575927046,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d0490fc10bf4a86b8589541edaabddc,False,True,[],0,0,,,,,Fiji,#onlylovecanhurtlikethis #celinedion #viral #Love #fyp #foryoupage,0,0,0,1,0,1,0,0,1,0
1,FJ,7092670286520143106,1651390994,Jodi was on fire for the magpies today 🐦 💗💃🔥 #netball #voiceeffects #magpies #vixens #melbourne #ssn #2022tiktok #fyp #blacktiktok,6724771557388174341,Netball is Life,A collection of netball videos,0,False,https://www.tiktok.com/@netballerperson/video/7092670286520143106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092670286520143106&source=h5_m,207382,13,28,272,9678,7044180205296569093,7044180205296569093,72,7044180205296569093,original sound - peter.ae (Contains music from: Bad Blood - Taylor Swift),"Contains music from: ""Bad Blood""",7.034976678226249e+18,🫡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7044180243493440261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54e0ff9e655f215c1ec8c8694857d6af.json,False,False,[],0,0,Taylor Swift,Bad Blood,original sound - peter.ae (Contains music from: Bad Blood - Taylor Swift),"Contains music from: ""Bad Blood""",Fiji,#netball #voiceeffects #magpies #vixens #melbourne #ssn #2022tiktok #fyp #blacktiktok,0,0,0,0,0,1,0,0,0,0
2,US,7073519313528835374,1646932056,I didn't even know that was an option..... #WNOS17,6660131576234524678,wildnout,"💥
MTV Wild ‘N Out Official Account
NEW EPISODES TUESDAYS @ 8/7c",2,False,https://www.tiktok.com/@wildnout/video/7073519313528835374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073519313528835374&source=h5_m,14760830,5532,17492,2153,2320562,7073519252648512298,7073519252648512298,72,7073519252648512298,original sound - wildnout,wildnout,6.660131576234525e+18,wildnout,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073519300895722283.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fcdd7aae57b63a9269b2a82807d974a5.json,False,False,[],0,0,,,,,Fiji,#WNOS17,0,0,0,0,0,0,0,0,0,0
3,DE,7101757338893192454,1653506736,Idk if someone already did this & yes it’s a Turkish-series Fanpage |  #insatiable #dizi #goviral #viral #trend #iconic #fypシ #netflix #vs,6922343236511106050,𝕩𝕥𝕦𝕣𝕜𝕚𝕤𝕙𝕤𝕖𝕣𝕚𝕖𝕤🦋,"ᴛᴜʀᴋɪꜱʜ ꜱᴇʀɪᴇꜱ ᴇᴅɪᴛꜱ 🎬
  𝕋𝕪 𝕗𝕠𝕣 𝟛,𝟙𝕄! 🤍
𝕤𝕙𝕖/𝕙𝕖𝕣",0,False,https://www.tiktok.com/@xturkishseries/video/7101757338893192454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101757338893192454&source=h5_m,8566445,6150,7998,2947,1201916,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#insatiable #dizi #goviral #viral #trend #iconic #fypシ #netflix #vs,0,0,0,0,0,0,1,0,1,0
