,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
4,US,7073588926447095086,1646948263,#trans 💉🖤,6775239945012839429,Rawtid Salad,,0,False,https://www.tiktok.com/@rawtidsalad/video/7073588926447095086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073588926447095086&source=h5_m,968733,137,274,150,112904,6825413052746222342,6825413052746222342,72,6825413052746222342,original sound - gthatcherr,yo gabba gabba,6.652407159277715e+18,yo gabba gabba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/16de460a4a2f5e1f8480c9975b5bb9c4.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6411552775dda9eef40b1682ad5b15e3.json,False,False,,,,,[],0,0,Czech Republic,#trans,0,0,0,0,0,0,0,0,0,0
5,CZ,7094629790996647173,1651847223,It do be like that🫠 #foryou #piratesofthecaribbean #johnnydepp #jacksparrow,29273399,🔥Annie🔥,"🐍The CEO of Loki smile🐍
Business: anniedvorakofficial@gmail.com
 Vote for me⬇️",0,False,https://www.tiktok.com/@anniedvorak/video/7094629790996647173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094629790996647173&source=h5_m,561213,213,256,893,108699,7008913208840948485,7008913208840948485,72,7008913208840948485,original sound - cxptxinjxckspxrrow,Jack sparrow Fanpage,6.975209010542773e+18,Jack sparrow Fanpage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7008913361723230981.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/415c3b7f13cbf9a6d44fdcf90425769a.json,False,False,,,,,[],0,0,Czech Republic,#foryou #piratesofthecaribbean #johnnydepp #jacksparrow,1,0,0,0,0,0,0,0,0,0
6,CA,7077388543420583173,1647832932,Always ending up taking a longer nap #fyp #foryou #foryoupage,6902112028366783489,Micah,14,0,False,https://www.tiktok.com/@machs._/video/7077388543420583173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077388543420583173&source=h5_m,10916337,19918,26613,44827,2486451,7067680533509376770,7067680533509376770,72,7067680533509376770,Its not so bad.,⋆｡˚ ☁︎ ˚｡⋆｡,6.892536202294674e+18,⋆｡˚ ☁︎ ˚｡⋆｡,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067680475447298817.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57cb4f593ecc13595bdd1559f7546625.json,False,False,,,,,[],0,0,Czech Republic,#fyp #foryou #foryoupage,1,1,0,0,1,0,0,0,0,0
7,CZ,7092865270208875781,1651436388,Lol😂,6881660062650614789,🤪🥳Retard😅🤦‍♀️🤦‍♀️,"<3
CZ
Adelline 🖤🦋v",0,False,https://www.tiktok.com/@betinabetuna/video/7092865270208875781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092865270208875781&source=h5_m,296186,6,306,4,20389,7043938357843331846,7043938357843331846,72,7043938357843331846,original sound - foodisdelicious,faybunny49,6.772895381925561e+18,faybunny49,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7043936079992457990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c8a57365c49638764f6ad6e0ebaed27.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,GB,7096864972017372422,1652367642,"Jiggle jiggle, out tomorrow 👀 #mymoneydontjiggle #autotune #remix #newmusic #fyp #jigglejiggle",6619772988588163077,Duke & Jones,"Manager: Jacob.m.gitt@gmail.com
🇬🇧music producers🇬🇧
Jiggle jiggle out now!",0,False,https://www.tiktok.com/@dukeandjones/video/7096864972017372422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096864972017372422&source=h5_m,32295362,13668,24291,10717,4036441,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#mymoneydontjiggle #autotune #remix #newmusic #fyp #jigglejiggle,0,0,0,0,1,0,0,0,0,0
1,US,7094752089322294574,1651875696,Got her 🤣😫,6740372348631942150,TheRealHammyTV,The couple that everyone else copy’s😉 best on Tiktok voted 2022 🚀,0,False,https://www.tiktok.com/@therealhammytv/video/7094752089322294574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094752089322294574&source=h5_m,36901677,21995,254480,24204,2791409,6716842684704622593,6716842684704622593,10033,6716842684704622593,Before I Knew It,Mason Ramsey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/793df502915f486e92add22c539c3f09,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d4ec9e2684284b1fb568547d28e453f2,True,True,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,CZ,7101295799983721734,1653399275,nemusíme niic #viral #foryoupage #fyp #foryou,7100268715342693382,🤘🏻,,0,False,https://www.tiktok.com/@ade1os/video/7101295799983721734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101295799983721734&source=h5_m,336860,883,226,607,43426,7076819615875173121,7076819615875173121,24,7076819615875173121,Somebody That I Used to Know (Remix) (Contains music from: Time - Leiner),"Contains music from: ""Time""",7.039728171708761e+18,♬,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076819594492545793.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb532bf3d2e69ce0ffb54c5f19ca87bd.json,False,False,Leiner,Time,Somebody That I Used to Know (Remix) (Contains music from: Time - Leiner),"Contains music from: ""Time""",[],0,0,Czech Republic,#viral #foryoupage #fyp #foryou,1,1,0,0,1,0,0,0,0,1
3,CZ,7081231968838454533,1648727798,Holky se baví 🤪 @yngsimoni @hankagelnarova @✨Lyubov103  ✨,6831551998728619014,LIKE HOUSE,sledujte nás každý všední den v 18:05 a 22:50 na @prima_show😍,0,False,https://www.tiktok.com/@likehouse.cz/video/7081231968838454533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081231968838454533&source=h5_m,1599157,1680,1182,2035,179438,6936224395417488134,6936224395417488134,72,6936224395417488134,original sound - jfh.16,Jan Fiala,6.919446710204925e+18,Jan Fiala,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6936224435577948934.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bb5e91a0d044c5651486d4e787ce8137.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,KG,7090234275622161665,1650823811,Оказывается у меня очень плохая собака 🦮,6891947725971571713,ARGEN,"I will never give up and
I never go back on my word
This is my way🔥
Goal 10.0M",0,False,https://www.tiktok.com/@argenby/video/7090234275622161665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090234275622161665&source=h5_m,52009993,47857,307279,300459,4390908,7090234267166427905,7090234267166427905,72,7090234267166427905,original sound - argenby (Contains music from: Bad To The Bone - George Thorogood And The Destroyers),"Contains music from: ""Bad To The Bone""",6.891947725971572e+18,ARGEN,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090234269985000193.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47b0df03945ac5111e514c2928bc089d.json,False,False,George Thorogood And The Destroyers,Bad To The Bone,original sound - argenby (Contains music from: Bad To The Bone - George Thorogood And The Destroyers),"Contains music from: ""Bad To The Bone""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7097267214658637061,1652461295,Viděl jsem temný věci 🤷‍♂️ #sukne #vitr @ancaa_7,25020260,Adam Kajumi 🇨🇿,"Currently in 🇨🇿
adkajumi@gmail.com 📩
Come live and get 1000 followers🙏🏽",0,False,https://www.tiktok.com/@adamkajumi/video/7097267214658637061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097267214658637061&source=h5_m,601018,439,158,695,47175,7083117878894971649,7083117878894971649,72,7083117878894971649,original sound - sawwqure27 (Contains music from: Pusse Pusse (Tik Tok) - TokLife),"Contains music from: ""Pusse Pusse (Tik Tok)""",7.034489824469173e+18,sonechka,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083117817066818305.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e7d0201554797c7a4e96be9c458a59b.json,False,False,TokLife,Pusse Pusse (Tik Tok),original sound - sawwqure27 (Contains music from: Pusse Pusse (Tik Tok) - TokLife),"Contains music from: ""Pusse Pusse (Tik Tok)""",[],0,0,Czech Republic,#sukne #vitr,0,0,0,0,0,0,0,0,0,0
6,US,7102316518855150854,1653636933,😳,6592567199944474629,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,"actress
Los angeles📍
✨18 ✨
don’t judge a book by its cover🤪🤫",0,False,https://www.tiktok.com/@fabiola.baglieri/video/7102316518855150854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102316518855150854&source=h5_m,9019867,1354,773,2905,1109972,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,US,7091092909675597099,1651023727,they lowkey be flirting 👀,14956611,Maddie and Elijah,"YT: Maddie and Elijah 2M 🥰

📧: lamont@empiresocialmgmt.com",0,False,https://www.tiktok.com/@maddieandelijah/video/7091092909675597099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091092909675597099&source=h5_m,710034,205,745,330,72690,6846830742056585990,6846830742056585990,72,6846830742056585990,original sound - ...twill,TWILL🕺🏼,6.737028949753021e+18,TWILL🕺🏼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990302028132436737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4274915b7568eb3fdebaa36e5a4470fd.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,PL,7103430392274849030,1653896276,#dc,7100655457056113669,sanderka,missclickiem tu jestem,0,False,https://m.tiktok.com/v/7103430392274849030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103430392274849030&source=h5_m,783383,2333,1325,2279,144197,222447365603897344,222447365603897344,71,222447365603897344,PPAP (Pen Pineapple Apple Pen) (Long Version),PIKOTARO,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2de88c910a7b404694edb03bc691f431,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d89e7f347cea47d4afd797447973c56c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1170388182', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#dc,0,0,0,0,0,0,0,0,0,0
1,US,7103543127524396334,1653922520,Will I ever get the words right to any song ?? @emmalia.razis,7092737076223132715,airikacax69,Follow me on ig if you love me ;),0,False,https://m.tiktok.com/v/7103543127524396334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103543127524396334&source=h5_m,160921,241,442,71,19549,6687141405699214085,6687141405699214085,72,6687141405699214085,the joke is on you. icarly,Kate,6.623047944398684e+18,Kate,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1632617732611077.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5f17b794c36c8f70be20ef968ecc7027.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,SG,7103531062373928194,1653919711,Wut. #fyp #singapore #bodybuilding,6698860649102361601,Syimah Mac,"VV33|3 || 25 || 🇸🇬
Awkward person 😐",0,False,https://m.tiktok.com/v/7103531062373928194.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103531062373928194&source=h5_m,68662,97,54,3,17344,7095737187697789723,7095737187697789723,24,7095737187697789723,original sound - cuhp_edit (Contains music from: simple dimple pop it - M&A/Betsy),"Contains music from: ""simple dimple pop it""",7.045421761509737e+18,CuhpEdit [Anime],False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7095737211504708379.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15e86f3a3b158789dade843201829fb7.json,False,False,M&A/Betsy,simple dimple pop it,original sound - cuhp_edit (Contains music from: simple dimple pop it - M&A/Betsy),"Contains music from: ""simple dimple pop it""",[],0,0,Czech Republic,#fyp #singapore #bodybuilding,0,0,0,0,1,0,0,0,0,0
3,US,7102115840266439941,1653590204, ,6666866281516728325,Kira Simurina lips baby🦋,👇🏼Subscribe please 👇🏼,0,False,https://m.tiktok.com/v/7102115840266439941.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102115840266439941&source=h5_m,4339065,733,374,1486,315961,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,CZ,7082765731548482821,1649084905,"One of our most favourite street foods- Small Strawberry Waffle with whipped cream, maple syrup, and butter biscuits♥️😍🍓🧇 #streetfoodbelike#chefkoudy#mnam#streetfoods#streetfoodstyle#wafflemaker#strawberrywaffle#maplesyrupchallenge#mnam#foodfun",6641992833447313414,CHEF KOUDY:Jakub&Andrea,"Easy RECIPES &some FUN
✉️chefkoudy@chefkoudy.cz
🇨🇿
♥️MERCH👇YOUTUBE👇RECIPES❣️",0,False,https://m.tiktok.com/v/7082765731548482821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082765731548482821&source=h5_m,8790622,2375,1756,4107,773297,6834861667730327553,6834861667730327553,10033,6834861667730327553,Tuyo (Narcos Theme),Rodrigo Amarante,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5764629769324f4b9f2d12e1da02648f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5210d3119ea44118cfbcf76c258b804,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1440048903', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#streetfoodbelike#chefkoudy#mnam#streetfoods#streetfoodstyle#wafflemaker#strawberrywaffle#maplesyrupchallenge#mnam#foodfun,0,0,0,0,0,0,0,0,0,0
5,AU,7101052382645079297,1653342599,my favourite white boy #fyp #shameless #carlgallagher #shamlessedits #carlgallagheredits #ethancutkosky #ethancutkoskyedits #foryou #aeahslvr,7012174765696009217,p,"After effects
Thankyou for 70k!
Edit requests⬇️",0,False,https://m.tiktok.com/v/7101052382645079297.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101052382645079297&source=h5_m,7473803,14452,12767,44564,1913903,7101052343231662850,7101052343231662850,72,7101052343231662850,original sound - aeahslvr,p,7.012174765696009e+18,p,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101052289925843714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2949d9e093c24875f824547e39f19325.json,False,False,,,,,[],0,0,Czech Republic,#fyp #shameless #carlgallagher #shamlessedits #carlgallagheredits #ethancutkosky #ethancutkoskyedits #foryou #aeahslvr,1,0,0,0,1,0,0,0,0,0
6,CZ,7090873412754672902,1650972624,Život s asiatkou be like 🍜,6887206257461150725,Venis Dao,"🤭
📲 instagram: venisdao 
📩 venisdao@puremodel.cz",0,False,https://m.tiktok.com/v/7090873412754672902.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090873412754672902&source=h5_m,250802,285,98,170,25268,7014294993514908442,7014294993514908442,72,7014294993514908442,original sound - tobi1433 (Contains music from: Goodbye (feat. Lyse) [Slow Version] - Feder),"Contains music from: ""Goodbye (feat. Lyse) [Slow Version]""",6.871591213309593e+18,bear,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7014294961013181211.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38ac96f45848515cd3b2dd9b5b6e0396.json,False,False,Feder,Goodbye (feat. Lyse) [Slow Version],original sound - tobi1433 (Contains music from: Goodbye (feat. Lyse) [Slow Version] - Feder),"Contains music from: ""Goodbye (feat. Lyse) [Slow Version]""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,DK,7101032944483028229,1653338073,do I ask her to sleep over? lol,27496873,oscarrosenstroem,I used to be popular,0,False,https://m.tiktok.com/v/7101032944483028229.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101032944483028229&source=h5_m,11903079,2459,5180,5886,1832588,7088097553489906438,7088097553489906438,72,7088097553489906438,original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",6.9263255066499e+18,LORD.xp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088097541383850758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc2a1e2eda86a9b346b4e9884a709b0.json,False,False,Bammbreezy Montana,Look At Me (Freestyle),original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,US,7101024500468157697,1653336106,Wait for it… #fyp @nataliereynoldsx,6532011134348689409,Zack and Natalie,Link in Bio :),0,False,https://m.tiktok.com/v/7101024500468157697.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101024500468157697&source=h5_m,5341656,2126,5054,3242,157035,7092047211189504811,7092047211189504811,72,7092047211189504811,original sound - gutta100_ (Contains music from: Let Her Go - James Bartholomew),"Contains music from: ""Let Her Go""",6.73745095317373e+18,Gutta100,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092047254659468078.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8d90d260a2bfeea27a167c7ed7783b5.json,False,False,James Bartholomew,Let Her Go,original sound - gutta100_ (Contains music from: Let Her Go - James Bartholomew),"Contains music from: ""Let Her Go""",[],0,0,Czech Republic,#fyp,0,0,0,0,1,0,0,0,0,0
1,PL,7096037753174936837,1652175043,Film w celach humorystycznych🤣,6808257544780841990,mama_na_obrotach,"wspolpraca@saltyeg.com 
mamanaobrotach24h@gmail.com
👉🏻córy_na_obrotach👈🏻",0,False,https://m.tiktok.com/v/7096037753174936837.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096037753174936837&source=h5_m,7367402,4550,17130,16373,699744,7096037728818629381,7096037728818629381,72,7096037728818629381,original sound - mamanaobrotach,mama_na_obrotach,6.808257544780842e+18,mama_na_obrotach,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096037708493048581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0f8c53b0182a39111b3b95d63b2f2c4.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
