,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_ad,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
3,RO,7099140923254181126,1652897552,never not thinking about this clip,6649760403281428485,lexy,"she/her | ae
spam like=block",0,False,https://www.tiktok.com/@g1ftedfilms/video/7099140923254181126?_r=1&u_code=0&region=US&mid=7099140902316264197&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099140923254181126&source=h5_t,11307251,10027,6898,25762,1491177,7099140902316264197,7099140902316264197,72,7099140902316264197,original sound - lexy,lexy,6.649760403281428e+18,lexy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099140909211601670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ac1468871d638e001eb751152911a3f.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
4,US,7097415416707829034,1652495800,performing this weekend at @Kingdom Faire 💙 come spread the love for Star Crossed Lovers Weekend! #mermaid #mermaidperformer #mermaidtank #renfairetiktok,185025600670224384,Felicia ✨,"Model & Mermaid 💙 from Maryland USA, usually traveling 🌊 Miss Mermaid USA 👑",0,False,https://www.tiktok.com/@feliciawithfins/video/7097415416707829034?_r=1&u_code=0&region=US&mid=6879017222358976514&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097415416707829034&source=h5_t,9403884,561,893,18170,202892,6879017222358976514,6879017222358976514,10033,6879017222358976514,Wonder,Shawn Mendes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b4a0d3c116ac437cad0294bc13c4df04,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bb3983c6ca7a4c2ca3ba2f0d3232813f,False,True,,,,,[],0,0,Cambodia,#mermaid #mermaidperformer #mermaidtank #renfairetiktok,0,0,0,0,0,0,0,0,0,0
5,KR,7102345072678538497,1653643576,엔진을 지키는 엔하방위대🌏 틱톡 골드어워드 감사합니다! #지구방위대챌린지 #ENHYPEN #TikTokAwards #틱톡어워즈,6854933796647846914,enhypen,"#ENHYPEN Official TikTok
#ENHYPEN 공식 틱톡",0,False,https://www.tiktok.com/@enhypen/video/7102345072678538497?_r=1&u_code=0&region=US&mid=6981732667649755906&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102345072678538497&source=h5_t,8959669,71225,40138,114911,2864824,6981732667649755906,6981732667649755906,10036,6981732667649755906,Earth Defense Force,Emetsound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd5417b94ab7451890e23bea1ce433c4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7d738524cf6d4e3a95b6b9c7f52a47c9,False,True,,,,,[],0,0,Cambodia,#지구방위대챌린지 #ENHYPEN #TikTokAwards #틱톡어워즈,0,0,0,0,0,0,0,0,0,0
6,KH,7091905738414640410,1651212978,ស្រលាញ់ប្រុសតឿអត់😂😂#helpfollowers #សុំ1kបានអត់ #chkutderm3la3 #សុំfollow10k,6982866924784092186,P I C H 🐶💓,"Fb : Pich Sky
Single🥹❤️",0,False,https://www.tiktok.com/@pichsky392/video/7091905738414640410?_r=1&u_code=0&region=US&mid=7081852601918425882&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091905738414640410&source=h5_t,153053,133,46,66,15746,7081852601918425882,7081852601918425882,24,7081852601918425882,original sound - Boprek Tep,Boprek Tep,6.62676750801381e+18,Boprek Tep,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081852611019705115.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4a8818676bc2283b866002ee839c909.json,False,False,,,,,[],0,0,Cambodia,#helpfollowers #សុំ1kបានអត់ #chkutderm3la3 #សុំfollow10k,0,0,0,0,0,0,0,0,0,0
0,KH,7090905970590715163,1650980202,ស្រួលខ្លួនហា☺️សាក់បាន❤️#123456789_vin,7019247571021349889,🌺jee Nary 🌸,🦋fb វុធ៚ ណារី❤️😉,0,False,https://www.tiktok.com/@miinari89/video/7090905970590715163?_r=1&u_code=0&region=US&mid=6870870404421339905&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090905970590715163&source=h5_t,201979,61,44,184,13597,6870870404421339905,6870870404421339905,24,6870870404421339905,original sound - Bigman Production Fan,Bigman Production Fan,6.660480717871219e+18,Bigman Production Fan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6870870348041112322.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3a25b1c8854c14bab60ade26c063ef56.json,False,False,,,,,[],0,0,Cambodia,#123456789_vin,0,0,0,0,0,0,0,0,0,0
1,KH,7102669934546767131,1653719213,សុំសង្សារខ្ទេីយមួយមក🏳️‍🌈🤣🙏,6920918975664800770,Ta❤🇰🇭,,0,False,https://www.tiktok.com/@nita168tk/video/7102669934546767131?_r=1&u_code=0&region=US&mid=7097428561065249563&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102669934546767131&source=h5_t,140866,121,69,86,24746,7097428561065249563,7097428561065249563,24,7097428561065249563,original sound - SO PHEAP - ឌឿន សុភាព ❤️❤️ (Contains music from: ប្រាប់តៗគ្នាផង ខ្ញុំនៅSingleទេ - Redking),"Contains music from: ""ប្រាប់តៗគ្នាផង ខ្ញុំនៅSingleទេ""",6.584152453832049e+18,SO PHEAP - ឌឿន សុភាព ❤️❤️,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7097428565758577435.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7fe2dfa1e67f8dec0cb5b276a67909e.json,False,False,Redking,ប្រាប់តៗគ្នាផង ខ្ញុំនៅSingleទេ,original sound - SO PHEAP - ឌឿន សុភាព ❤️❤️ (Contains music from: ប្រាប់តៗគ្នាផង ខ្ញុំនៅSingleទេ - Redking),"Contains music from: ""ប្រាប់តៗគ្នាផង ខ្ញុំនៅSingleទេ""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,TR,7091247550480665858,1651059733,hhhhhhhhhh🤣🤣🤣🤣🤣🤣🤣🤣🤣,7086051407652160513,𝐌𝐫_𝐯𝐢𝐨🖤,"my☺💫
dream💭
1m🎉♥️🎊",0,False,https://www.tiktok.com/@khaludi_0/video/7091247550480665858?_r=1&u_code=0&region=US&mid=7084951997350251266&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091247550480665858&source=h5_t,34218597,4585,18586,162145,1643491,7084951997350251266,7084951997350251266,72,7084951997350251266,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",7.084321733624808e+18,orici4,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084951974914902786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcdf9d32fde9c3062dc4c6a641e0b58.json,False,False,K3t Savage,Paul Aussaresses,original sound - orici4 (Contains music from: Paul Aussaresses - K3t Savage),"Contains music from: ""Paul Aussaresses""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
3,US,7078858512289238314,1648175184,Pose 📸 pose 📸 😎 ..🎥: @katchfilm #bdayshoot #chapter33 #inspiration #newchapter #grateful #mambamentality #JesusYear #GodsPlan #belena #kobebryant #aries♈️  #LizzosBigGrrrls #WomenOwnedBusiness #AEMembersAlways #HaloSilverTeam #ariesseason,6636787487979241478,Brittney Elena,"facial expressions 👑 
Actress Host 🎤 🏀 Fashion Good Vibes💖
IG: BrittneyElena",0,False,https://www.tiktok.com/@brittneyelena/video/7078858512289238314?_r=1&u_code=0&region=US&mid=7079333773325716266&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078858512289238314&source=h5_t,15491443,6427,7322,25396,2646888,7079333773325716266,7079333773325716266,72,7079333773325716266,original sound - Brittney Elena (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",6.636787487979241e+18,Brittney Elena,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079333803696720682.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6154d8fdc52effa43cd6c622b691b35e.json,False,False,Yo Gotti,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),original sound - Brittney Elena (Contains music from: Pose (feat. Megan Thee Stallion & Lil Uzi Vert) - Yo Gotti),"Contains music from: ""Pose (feat. Megan Thee Stallion & Lil Uzi Vert)""",[],0,0,Cambodia,#bdayshoot #chapter33 #inspiration #newchapter #grateful #mambamentality #JesusYear #GodsPlan #belena #kobebryant #aries♈️ #LizzosBigGrrrls #WomenOwnedBusiness #AEMembersAlways #HaloSilverTeam #ariesseason,0,0,0,0,0,0,0,0,0,0
4,GB,7099360919909682437,1652948778,#emmawatson #pregnant🤰,7091278525009953797,Emma Watson,All I can do is follow my instincts becasue I'll never please everyone.,0,False,https://www.tiktok.com/@emma.watson415/video/7099360919909682437?_r=1&u_code=0&region=US&mid=7099360862187686661&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099360919909682437&source=h5_t,9130524,900,934,1785,198056,7099360862187686661,7099360862187686661,72,7099360862187686661,original sound - Emma Watson (Contains music from: Pop - Jungleboy),"Contains music from: ""Pop""",7.091278525009954e+18,Emma Watson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099360881137470214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a830358e71b9a736391a5dfa926f880b.json,False,False,Jungleboy,Pop,original sound - Emma Watson (Contains music from: Pop - Jungleboy),"Contains music from: ""Pop""",[],0,0,Cambodia,#emmawatson #pregnant🤰,0,0,0,0,0,0,0,0,0,0
5,GE,7094687980836670721,1651860770,❗ flash warning ❗ follow me New video every day 🖤#walpaperaesthetic #flashwarning #walpapers #psychopathsedits #lyrics,7053461013615068165,Saba Xatiashvili,"my Instagram ↗️
new account 😁
flash warning 
music lyrics
my telegram ↙️",0,False,https://www.tiktok.com/@_xatiashvili_/video/7094687980836670721?_r=1&u_code=0&region=US&mid=7094687959119252226&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094687980836670721&source=h5_t,14980096,15928,182946,342906,2382557,7094687959119252226,7094687959119252226,72,7094687959119252226,original sound - Saba Xatiashvili (Contains music from: COWBELL WARRIOR! - Sxmpra),"Contains music from: ""COWBELL WARRIOR!""",7.053461013615068e+18,Saba Xatiashvili,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094687918816545538.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/17c52a99b4695f51a6f8784b307ca431.json,False,False,Sxmpra,COWBELL WARRIOR!,original sound - Saba Xatiashvili (Contains music from: COWBELL WARRIOR! - Sxmpra),"Contains music from: ""COWBELL WARRIOR!""",[],0,0,Cambodia,#walpaperaesthetic #flashwarning #walpapers #psychopathsedits #lyrics,0,0,0,0,0,0,0,0,0,0
6,US,7078727038689070382,1648144574,Make me laugh for $200😂🔥he scared me #djmer,6672558378680042501,Dj Merr,"Blessed by 2.6 million💕🙏🏽
Support me on IG
BLM",0,False,https://www.tiktok.com/@dj.merr/video/7078727038689070382?_r=1&u_code=0&region=US&mid=7078727006900226858&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078727038689070382&source=h5_t,4851561,2969,1171,4772,208752,7078727006900226858,7078727006900226858,72,7078727006900226858,original sound - Dj Merr,Dj Merr,6.672558378680042e+18,Dj Merr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078727036138801966.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/20d968af96ba6584318edafbe164e4be.json,False,False,,,,,[],0,0,Cambodia,#djmer,0,0,0,0,0,0,0,0,0,0
7,GB,7087248241900670213,1650128571,#prank #funny_zh,7046990385353180166,funny_zh,"Cure your bad mood🥰
Click the plus sign to see more😘",0,False,https://www.tiktok.com/@funny_zh/video/7087248241900670213?_r=1&u_code=0&region=US&mid=6746993352891189249&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087248241900670213&source=h5_t,41607574,16142,153016,105713,2574966,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#prank #funny_zh,0,0,0,0,0,0,0,0,0,0
0,KH,7090870329802788122,1650971903, ,72715426340,Chii♡🦋,"FB ><🦋Chima 🦋
Follow my iG >< 🦕notchiimaa__🦕
Idk just for fun xD",0,False,https://www.tiktok.com/@chichichimamamaa/video/7090870329802788122?_r=1&u_code=0&region=US&mid=7090150158163397403&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090870329802788122&source=h5_t,82741,43,39,2,9396,7090150158163397403,7090150158163397403,24,7090150158163397403,original sound - Seav Meng245 (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",7.053722752469845e+18,Seav Meng245,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090150163033623323.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3747f1a410662e18a78e30d6763f5e3.json,False,False,Clemencia Stgerard IV,environmenter,original sound - Seav Meng245 (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7073119874091928859,1646839054,នាំមនុស្សចាស់លេង TikTok ថត 15 ដង 😭🙏 @hengvisal123  #sreynea #sreyneanea,6549822068542832641,Srey Nea,A Cambodian beauty vlogger but I’m going to post whatever I want here 🤣,0,False,https://www.tiktok.com/@sreynea0906/video/7073119874091928859?_r=1&u_code=0&region=US&mid=7056764936550501122&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073119874091928859&source=h5_t,2631130,539,1698,1994,377854,7056764936550501122,7056764936550501122,72,7056764936550501122,YAA TRICK YAA (Contains music from: Yahhh! - Soulja Boy Tell'em),"Contains music from: ""Yahhh!""",6.915752717810058e+18,казуха симп,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056764933861853954.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/34fb5f10c3a82830356ca43542fb25b0.json,False,False,Soulja Boy Tell'em,Yahhh!,YAA TRICK YAA (Contains music from: Yahhh! - Soulja Boy Tell'em),"Contains music from: ""Yahhh!""",[],0,0,Cambodia,#sreynea #sreyneanea,0,0,0,0,0,0,0,0,0,0
2,US,7102517590811102507,1653683743,#flyysoulja #kodiyakredd #redd_4x #islandboys #FrunktheBeat￼ #katespadenycabana,6862584880335029253,Flyysoulja,Island Boys Click Link In Bio 🏝❤️‍🔥,0,False,https://www.tiktok.com/@flyysouljah/video/7102517590811102507?_r=1&u_code=0&region=US&mid=7073876545902775046&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102517590811102507&source=h5_t,2172705,1298,504,888,70104,7073876545902775046,7073876545902775046,10036,7073876545902775046,Whap Whap (feat. F.S.),Skillibeng,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16c8c26b1d7144b184b1b942fc6d0eb4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a76529d24f6f4094a8ae2c40b7ac3db6,False,True,,,,,[],0,0,Cambodia,#flyysoulja #kodiyakredd #redd_4x #islandboys #FrunktheBeat￼ #katespadenycabana,0,0,0,0,0,0,0,0,0,0
3,GB,7074164187550829830,1647082203, ,7032334295256286214,Ola soy Dora,"•MaTiRiAL gUrL•
•has 24.8k followers 💅💅•
Discord ⬇️⬇️⬇️⬇️",0,False,https://www.tiktok.com/@tick_tok_is_my_life_acc2/video/7074164187550829830?_r=1&u_code=0&region=US&mid=7074164152763271942&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074164187550829830&source=h5_t,9418308,6053,7027,4989,1597856,7074164152763271942,7074164152763271942,72,7074164152763271942,Are you kidding me this is only a dOlLoR,Ola soy Dora,7.032334295256286e+18,Ola soy Dora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074164167812336389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb6c13d6b98c378faaf28978b0e67415.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
4,US,7085611463234293038,1649747482,Diesel giving little diesel his chain getting ready for fast10 🎬🎥 @gpwiz @vindiesel @thevipersguy #foryou #fyp #foryoupage #fastandfurious #car #viral #family #movie #Fitness #food,6853450033372742662,Richard Avalos,"Follow me on Instagram @fitrich76 Vin Diesel,Daddy Yankee and Jay-Z Look Alike",0,False,https://www.tiktok.com/@fitrich76/video/7085611463234293038?_r=1&u_code=0&region=US&mid=6933032141900580866&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085611463234293038&source=h5_t,8917239,6629,6974,15591,450652,6933032141900580866,6933032141900580866,10033,6933032141900580866,Bandoleros,Don Omar,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0590c6b684224ad88354d4dd605a7b70,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3e8d2a70c5c84bd98f9efd7e61b5d110,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1555386781', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#foryou #fyp #foryoupage #fastandfurious #car #viral #family #movie #Fitness #food,0,0,1,1,0,1,0,0,0,1
5,JP,7103279298341113090,1653861094,#子供のいる暮らし#日常#5人兄妹#これが日常#子供の成長記録,7094510520099668993,ともや,"子供の成長記録
7人家族🙆🏽‍♂️犬4匹🐕猫1匹🐱
🌈12の生命体🌈",0,False,https://www.tiktok.com/@tomoya0722/video/7103279298341113090?_r=1&u_code=0&region=US&mid=7103279281732537090&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103279298341113090&source=h5_t,90261,196,28,33,2227,7103279281732537090,7103279281732537090,24,7103279281732537090,original sound - ともや,ともや,7.094510520099669e+18,ともや,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103279225477614338.mp3,,False,False,,,,,[],0,0,Cambodia,#子供のいる暮らし#日常#5人兄妹#これが日常#子供の成長記録,0,0,0,0,0,0,0,0,0,0
6,US,7092143901183692078,1651268430,Did we find the 6th dimension? @jeffxtingz (IB: @kacèl ),99017789314609152,Merrick,"🤖 Merrick Hanna 🤖
Biz: 4mhbiz@gmail.com
Twitter.com/itsMerrickHanna",0,False,https://www.tiktok.com/@merrickhanna/video/7092143901183692078?_r=1&u_code=0&region=US&mid=7082370286401702683&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092143901183692078&source=h5_t,50590534,18082,16761,104540,4570642,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
7,KH,7079982113734315291,1648436793,ប៉ុណ្ណឹងហើយប្រុសបោកទៀតចប់ហើយ 😂😫 #foryou #typ,6521226761321103361,Ann-Tra,"Fb :Mafea antra 
Follow My IG acc : Sivmeng",0,False,https://www.tiktok.com/@sivmeng6666/video/7079982113734315291?_r=1&u_code=0&region=US&mid=6786724106176940806&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079982113734315291&source=h5_t,240037,231,406,552,23436,6786724106176940806,6786724106176940806,72,6786724106176940806,original sound - tek tok (Contains music from: Частица твоего нутра - Вайт Блэки),"Contains music from: ""Частица твоего нутра""",6.693935845223843e+18,tek tok,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1656915067146261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7f04c94abda73fcee69edcec07f58538.json,False,False,Вайт Блэки,Частица твоего нутра,original sound - tek tok (Contains music from: Частица твоего нутра - Вайт Блэки),"Contains music from: ""Частица твоего нутра""",[],0,0,Cambodia,#foryou #typ,0,0,1,0,0,0,0,0,0,0
