,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
5,US,7078363621486578990,1648059959,Just a quick message for your day :) 💘,7036082735790064645,JesusChristLovezYou,"Full Videos ⤴️ on Instagram
💘JESUS CHRIST LOVES YOU✝️
GO VIRAL COURSE! ⤵️💘",0,False,https://www.tiktok.com/@jesuschristlovezyou/video/7078363621486578990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078363621486578990&source=h5_m,1142047,1790,1568,7498,178025,7078363576511286062,7078363576511286062,72,7078363576511286062,original sound - jesuschristlovezyou,JesusChristLovezYou,7.036082735790065e+18,JesusChristLovezYou,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078363616201739054.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/69b13ec52b159a18359d026649e27617.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
6,US,7077690177908428075,1647903160,#tattoo #inksacktattoo #fyp #DeserveADrPepperDuet #OscarsAtHome #WomenOwnedBusiness #SeeHerGreatness,6812295388432319493,Autumn,• future clinical psychologist • fueled by caffeine and The Office • she/her •,0,False,https://www.tiktok.com/@autumna98/video/7077690177908428075?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077690177908428075&source=h5_m,85002526,27118,18763,2789,2881536,6839382681642355462,6839382681642355462,72,6839382681642355462,ink sack,Kyra Love,6.626441237069939e+18,Kyra Love,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6839382645588232965.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8818432f0b5ad2ac7ca59f669c5f9643.json,False,False,,,,,[],0,0,French Guiana,#tattoo #inksacktattoo #fyp #DeserveADrPepperDuet #OscarsAtHome #WomenOwnedBusiness #SeeHerGreatness,0,0,0,1,0,0,0,0,0,0
7,US,7092955122237541674,1651457307,our new era @itspierreboo,6676450083707962373,Nicky Champa,,0,False,https://www.tiktok.com/@nickychampa/video/7092955122237541674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092955122237541674&source=h5_m,4812748,502,311,1495,326467,6950455829438991109,6950455829438991109,72,6950455829438991109,Beatbox Freestyle (Contains music from: Beat Box (feat. Young M.A) [Freestyle] - SpotemGottem),"Contains music from: ""Beat Box (feat. Young M.A) [Freestyle]""",6238186.0,The Badde$t,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6950455992144481030.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d9d87b567516c84ea5a6a1f4353ccad0.json,False,False,SpotemGottem,Beat Box (feat. Young M.A) [Freestyle],Beatbox Freestyle (Contains music from: Beat Box (feat. Young M.A) [Freestyle] - SpotemGottem),"Contains music from: ""Beat Box (feat. Young M.A) [Freestyle]""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
0,DE,7101433823816142086,1653431411,#fyp #glamoxuryy,6864335169533838342,✧,hi <3,0,False,https://www.tiktok.com/@glamoxuryy/video/7101433823816142086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101433823816142086&source=h5_m,1234127,118,428,243,65215,7101433795252980485,7101433795252980485,72,7101433795252980485,original sound - glamoxuryy (Contains music from: Middle Of Night - Kawl),"Contains music from: ""Middle Of Night""",6.864335169533838e+18,✧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101433810549721861.mp3,,False,False,Kawl,Middle Of Night,original sound - glamoxuryy (Contains music from: Middle Of Night - Kawl),"Contains music from: ""Middle Of Night""",[],0,0,French Guiana,#fyp #glamoxuryy,0,0,0,1,0,0,0,0,0,0
1,ZA,7096965372246543621,1652391018,the step back #,69974764559220736,Or Mo,,0,False,https://www.tiktok.com/@ormo/video/7096965372246543621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096965372246543621&source=h5_m,11976762,9664,93748,102641,736888,6972547500221663233,6972547500221663233,10036,6972547500221663233,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor & Nektunez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8eb3491a39549ee9e81b541f607dd31,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9d4322ff12004fcdaf2c41e184544ecf,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1603826298', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#,0,0,0,0,0,0,0,0,0,0
2,US,7081187036199226666,1648717346,#fyp #fypシ,7053075538475598894,day4oof,,0,False,https://www.tiktok.com/@day4oof/video/7081187036199226666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081187036199226666&source=h5_m,8266938,6928,35056,51000,382093,7019863080695843590,7019863080695843590,72,7019863080695843590,Send to Someone u dont wanna Lose,Smile 😊,7.002743707217741e+18,Smile 😊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7019861662240934661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2132640002ee1b7f289b8f2dbaabc70c.json,False,False,,,,,[],0,0,French Guiana,#fyp #fypシ,0,0,0,1,1,0,0,0,0,0
3,FR,7099447816392609030,1652969008,Il a honte du travail que fait son fils et va jusqu’à l’humilier en direct. #fy #cameracache #viralvideo #serveur #restaurant #repas #entreprise #patron #richesse #tiktok #prt1,6952908897745896453,BEST OF VIDÉO 2022 🎥🥇,"💰 BONS PLANS : 5,00€ gratuit 👇🤑",0,False,https://www.tiktok.com/@best_of_video_2022/video/7099447816392609030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099447816392609030&source=h5_m,271437,30,32,3,12986,7099447846432164614,7099447846432164614,72,7099447846432164614,original sound - best_of_video_2022,BEST OF VIDÉO 2022 🎥🥇,6.952908897745896e+18,BEST OF VIDÉO 2022 🎥🥇,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099447863687596805.mp3,,False,False,,,,,[],0,0,French Guiana,#fy #cameracache #viralvideo #serveur #restaurant #repas #entreprise #patron #richesse #tiktok #prt1,0,0,0,0,0,0,0,0,1,0
4,KR,7081837366993816833,1648868756,💍 🤵 👰,7074822840465425410,PSY,PSYchologist,0,False,https://www.tiktok.com/@42psy42/video/7081837366993816833?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081837366993816833&source=h5_m,69058663,52485,91697,165044,10830975,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,DE,7080183703049080069,1648483729,it’s bad … what’s your hook up line no.1? #viral#foryou#elevatorboys#fun#joke#german,6813884539272201221,jacob rott,"IG: jacobrott
boy meets world 🌍 

𝕳𝖊𝖑𝖑 𝖜𝖆𝖘 𝖇𝖔𝖗𝖎𝖓𝖌",0,False,https://www.tiktok.com/@jacob_rtt/video/7080183703049080069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080183703049080069&source=h5_m,17195507,13934,27572,1606,1932865,6767836526366755590,6767836526366755590,72,6767836526366755590,original sound - mikajr97,Mika ♪,6.700635756916213e+18,Mika ♪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1652304315943974.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2671aafb94e2deb66a47adfd520d4d58.json,False,False,,,,,[],0,0,French Guiana,#viral#foryou#elevatorboys#fun#joke#german,1,0,0,0,0,0,0,0,0,1
6,US,7100387641534942510,1653187825,🤔 what’s going on here #fyp,6685475097560630277,JABBAWOCKEEZ,"socialmedia@jbwkz.com
JABBAWOCKEEZ x FunkoPop ⬇️",0,False,https://www.tiktok.com/@jabbawockeez/video/7100387641534942510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100387641534942510&source=h5_m,2069652,762,708,5401,226210,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,French Guiana,#fyp,0,0,0,1,0,0,0,0,0,0
7,DE,7102454315415047430,1653669012,Had to hit it with @DENNISMIK💫 #fyp #fürdich #fy,6770280819560711174,noelgoescrazy,"Dancer🇳🇬🇩🇪
God first
Instagram: noelmoves 
📩: noel@labs.management",0,False,https://www.tiktok.com/@noelgoescrazy/video/7102454315415047430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102454315415047430&source=h5_m,8047624,677,1487,1389,519324,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,,,,,[],0,0,French Guiana,#fyp #fürdich #fy,0,0,0,1,0,0,0,0,0,0
0,GB,7102484539003391237,1653676048,@leightonwhyte @amandaellisx well then 😂 #fyp #boyfriend #girlfriend #xyzbca #joke,6717216674146092037,Amanda and Leighton,"✌️ONLY THE ELITE FOLLOW US ON  INSTAGRAM✌️
📩-harry@soincredible.tv",0,False,https://m.tiktok.com/v/7102484539003391237.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102484539003391237&source=h5_m,2989164,1468,5183,5897,228036,7062635585013304069,7062635585013304069,72,7062635585013304069,original sound - alexandra__gmn,Alexandra_ Gmn_🥰,6.764380215848502e+18,Alexandra_ Gmn_🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062635625983298309.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d943ea63db556629ecd225a09d4f69b.json,False,False,,,,,[],0,0,French Guiana,#fyp #boyfriend #girlfriend #xyzbca #joke,0,0,0,1,0,0,0,0,0,0
1,US,7096262907490520363,1652227461,Boy mom probz: *all jokes folks*,199011768785133568,Brooke Ashley Hall,"WIFEY + BOY MOM
4 BILLION+ VIEWS on YT
thank you.
KIDS VS ADULTS ⬇️",0,False,https://m.tiktok.com/v/7096262907490520363.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096262907490520363&source=h5_m,4950131,1468,905,3109,473019,7096262867858737966,7096262867858737966,72,7096262867858737966,original sound - brookeashleyhall (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",1.9901176878513357e+17,Brooke Ashley Hall,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096262905657592618.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2592b9af9df3eacdb083c0703c626fdd.json,False,False,Enderboybeats,Scream then beat,original sound - brookeashleyhall (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
2,US,7073947659509419310,1647031787,K+j#k+j#fyppppppppppppppppppppppp ##fyppppppppppppppppppppppp ###fypシ ###fypシ ##fypシ #fypシ #fypppppppppppopppppppppppppppppppp,6942542651167278085,Aesthetic things🌸🌼,"You look lost...follow me 
Goal:20000
⚡️✨💫🌙☀️",0,False,https://m.tiktok.com/v/7073947659509419310.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073947659509419310&source=h5_m,2644047,8927,6528,11455,127563,6968365513840134913,6968365513840134913,72,6968365513840134913,Hi,‿︵‿୨♡୧‿︵‿,6.818107885534676e+18,‿︵‿୨♡୧‿︵‿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990336141619055365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/45a7191c2adfd54f88dd46ca211a2b90.json,False,False,,,,,[],0,0,French Guiana,#k+j#fyppppppppppppppppppppppp ##fyppppppppppppppppppppppp ###fypシ ###fypシ ##fypシ #fypシ #fypppppppppppopppppppppppppppppppp,0,0,0,0,4,0,0,0,0,0
3,DE,7093162994879761670,1651505707,Patty ❤ #fyp #patty😈🔥 #debbyryan,7039670974934434822,🔥🥀🔥,🔥🥺🔥Patty Bladell🔥🥺🔥,0,False,https://m.tiktok.com/v/7093162994879761670.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093162994879761670&source=h5_m,317222,82,84,96,16598,7093132381271411462,7093132381271411462,72,7093132381271411462,original sound - patty.edit,🔥🥀🔥,7.039670974934435e+18,🔥🥀🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093132383084104454.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2436c30ba651eea783dbd4ae389cf066.json,False,False,,,,,[],0,0,French Guiana,#fyp #patty😈🔥 #debbyryan,0,0,0,1,0,0,0,0,0,0
4,DE,7083205335745400070,1649187258,Not them staring 🧿🧿🧿🧿 #foryourpage #upage #bestfriendscheck #baddiesforbiden,6924351623330874373,Rapunzel,"Main @monsterpunzel 
IG: @monsterpunzel 
YT: Monsterpunzel",0,False,https://m.tiktok.com/v/7083205335745400070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083205335745400070&source=h5_m,4938135,8205,7314,312,878899,7077157897016281902,7077157897016281902,72,7077157897016281902,original sound - flintl0ckw00d,Tik Toker,6.991267073775732e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077157974866742059.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/103a404318bda6c8bcc6f54c50098929.json,False,False,,,,,[],0,0,French Guiana,#foryourpage #upage #bestfriendscheck #baddiesforbiden,0,0,0,0,0,0,0,0,0,0
5,FR,7101719111897451782,1653497833,#humour #fypシ,6938469104530097158,𝑲𝒆𝒗𝒊𝒏,"humour
👻: kevin_pal7",0,False,https://m.tiktok.com/v/7101719111897451782.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101719111897451782&source=h5_m,328472,457,63,6,55629,7092547522534656774,7092547522534656774,72,7092547522534656774,stan ateez (Contains music from: Something Going On - Kompa Gouyad Extended Mix - kaysha),"Contains music from: ""Something Going On - Kompa Gouyad Extended Mix""",7.027465904850257e+18,𝐨 𝐬 𝐢 𝐫 𝐢 𝐬✰!*+,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092547525961435910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2398b75dcf0e61efbd733b07108d9e20.json,False,False,kaysha,Something Going On - Kompa Gouyad Extended Mix,stan ateez (Contains music from: Something Going On - Kompa Gouyad Extended Mix - kaysha),"Contains music from: ""Something Going On - Kompa Gouyad Extended Mix""",[],0,0,French Guiana,#humour #fypシ,0,0,0,0,1,1,0,0,0,0
6,NL,7102039792514387205,1653572499,Calling My Girlfriend for something 🤣🤣🤣    appeler ma copine 🤣🤣🤣,6949046793632875525,Afro Comedy Official,,0,False,https://m.tiktok.com/v/7102039792514387205.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102039792514387205&source=h5_m,1703681,1760,4990,14665,90583,7102039772067105541,7102039772067105541,72,7102039772067105541,original sound - afrocomedyofficial (Contains music from: Leave The Door Open - Bruno Mars & Anderson .Paak & Silk Sonic),"Contains music from: ""Leave The Door Open""",6.949046793632876e+18,Afro Comedy Official,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102039771874282245.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/91cb94e9916be6a2e21eececd70e7145.json,False,False,Bruno Mars & Anderson .Paak & Silk Sonic,Leave The Door Open,original sound - afrocomedyofficial (Contains music from: Leave The Door Open - Bruno Mars & Anderson .Paak & Silk Sonic),"Contains music from: ""Leave The Door Open""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
7,AE,7080142554963905794,1648474149,Just the therapy :) #foryou #fypシ #gymtok #FitTok #gymmotivation,6678494916883301378,Mimi,"Business/Coaching :
Fitwithmy@gmail.com
Insta: @mimi.coachh
LINK GYM CLOTHES ⬇️",0,False,https://m.tiktok.com/v/7080142554963905794.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080142554963905794&source=h5_m,1087462,138,327,2768,96544,7063160026109807407,7063160026109807407,72,7063160026109807407,original sound - burtonbastard,BurtonBastard,6.759683791579596e+18,BurtonBastard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7063160062403169070.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/29c075c6410b3087e791bdf4e02398be.json,False,False,,,,,[],0,0,French Guiana,#foryou #fypシ #gymtok #FitTok #gymmotivation,1,0,0,0,1,0,0,0,0,0
0,DE,7096513980662926598,1652285920,Ahhhh Finesse💫 DC: @koolkidnelly,6790738042664829958,DENNISMIK💫,"📍Berlin | London
📧 Mgmt@dennismik.com",0,False,https://www.tiktok.com/@dennismik/video/7096513980662926598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096513980662926598&source=h5_m,1494425,922,1565,100,157512,7072651745524042501,7072651745524042501,72,7072651745524042501,DJ JAMZY FINESSE DANCEHALL REMIX,DJ Jamzy SpecialistJamz,6.775478938116867e+18,DJ Jamzy SpecialistJamz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072651726272219909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/16fbb6631ba9e7c3f500b71733fae04c.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
1,US,7080619906412154155,1648585291,LMAOOOOOO I k ow y’all felt this 😂 #fyp #fypシ #foryou #foryoupage #trending #viral #xyzbca,6750813944661771270,Elian Sosa,SUBSCRIBE TO MY YOUTUBE CHANNEL TRUST ME🙏🏽,0,False,https://www.tiktok.com/@eliansosa_03/video/7080619906412154155?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080619906412154155&source=h5_m,3245429,5086,14076,22019,536442,7018720234085387013,7018720234085387013,72,7018720234085387013,original sound - officialliljanky,🌟LilJanky🌟,6.807914612987266e+18,🌟LilJanky🌟,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018720306223139589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fdd1dfcc569de37c4bdd0288dcd55ec4.json,False,False,,,,,[],0,0,French Guiana,#fyp #fypシ #foryou #foryoupage #trending #viral #xyzbca,1,1,0,1,1,0,0,0,0,1
2,US,7098866376181435694,1652833628,The best tacos for my man🌮🇯🇲 #jamaicanfood #oxtail #plantains #tacos #tacotuesday #EasyRecipe #WellThatsYou,6790537232303899654,✨Chef texy✨,"✨I’m innocent✨
Anyone I cook for, falls in love❤️
Texykitchen@gmail.com 📧",0,False,https://www.tiktok.com/@texykitchen1/video/7098866376181435694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098866376181435694&source=h5_m,3378733,2339,11549,5596,450746,7056821275070663430,7056821275070663430,72,7056821275070663430,Bun Fi Bun Slow Edition X Jazzy Vybz,Jazzy Vybz Muzik,6.79648086044854e+18,Jazzy Vybz Muzik,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056821287855246086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7df86164eded04f02130dcbe84c4a764.json,False,False,,,,,[],0,0,French Guiana,#jamaicanfood #oxtail #plantains #tacos #tacotuesday #EasyRecipe #WellThatsYou,0,0,0,0,0,0,0,0,0,0
