,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_honduras,hash_humor,hash_parati,hash_tiktok,hash_viral,hash_xyzbca
4,EC,7077594816007130373,1647880957,#fyp #viral #lentejas #xyzbca #random,143001977055051776,Josue_dc21,"🤡🤡
50k? Colaboren  😔🤣",0,False,https://www.tiktok.com/@josue_dc21/video/7077594816007130373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077594816007130373&source=h5_m,7289059,8630,37822,106663,900514,7.068767793553935e+18,7.068767793553935e+18,10036.0,7.068767793553935e+18,Prende la Cámara RMX,FMK & Tiago PZK & Mau y Ricky,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c3825d2eb7e143119665bc0776411dfc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3909db09eb464e8cbc6cfc0197c6b977,True,True,,,,,[],0.0,0,Honduras,#fyp #viral #lentejas #xyzbca #random,0,0,1,0,0,0,0,0,1,1
5,HN,7098693665899531526,1652793418,Buenos días gente hoy ando mudo perreo a qué casual con @rauwalejandro 😎👌 los envidiosos direan que es montaje 😒#milagroflores #katracha🇭🇳 #milyflow,6763349253290361862,Milagro Flores,"Soy un alma libre 😌🦋💫 
Amo bailar 🩰💃🏻
Me encanta viajar 🚘✈️🏕🏖",0,False,https://www.tiktok.com/@milagrofloresoficial/video/7098693665899531526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098693665899531526&source=h5_m,2176774,762,476,4860,85709,7.098693636736421e+18,7.098693636736421e+18,72.0,7.098693636736421e+18,original sound - milagrofloresoficial (Contains music from: Party - Bad Bunny & Rauw Alejandro),"Contains music from: ""Party""",6.763349253290362e+18,Milagro Flores,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098693640021134086.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b3cbcd4704c48874c3f4dd6854c6e80b.json,False,False,Bad Bunny & Rauw Alejandro,Party,original sound - milagrofloresoficial (Contains music from: Party - Bad Bunny & Rauw Alejandro),"Contains music from: ""Party""",[],0.0,0,Honduras,#milagroflores #katracha🇭🇳 #milyflow,0,0,0,0,0,0,0,0,0,0
6,HN,7083117147215482117,1649166725, ,6747835747226092550,Mia Adara Calderón,"Espero encuentres lo que buscas
Hondureña y madre de dos niñas",0,False,https://www.tiktok.com/@steffy_castillo6/video/7083117147215482117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083117147215482117&source=h5_m,1181348,37,973,10729,102307,7.083117109827374e+18,7.083117109827374e+18,72.0,7.083117109827374e+18,original sound - steffy_castillo6 (Contains music from: Back It Up Gunshots - Deez Memes),"Contains music from: ""Back It Up Gunshots""",6.747835747226093e+18,Mia Adara Calderón,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083117130236939013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9fb7b886a0d8451b4658d61fb4136fb0.json,False,False,Deez Memes,Back It Up Gunshots,original sound - steffy_castillo6 (Contains music from: Back It Up Gunshots - Deez Memes),"Contains music from: ""Back It Up Gunshots""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,US,7098874654420684078,1652835556,Me dio pena al final😏🫠 #parati #viral #fyp #foryoupage #foryou,117553256863600641,AniiMerlo🍹,"God is the only one 🤍
Vive la vida 📸",0,False,https://www.tiktok.com/@merloanii/video/7098874654420684078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098874654420684078&source=h5_m,1974560,241,2613,4802,167495,7.098874614746664e+18,7.098874614746664e+18,72.0,7.098874614746664e+18,original sound - merloanii,AniiMerlo🍹,1.1755325686360064e+17,AniiMerlo🍹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098874658421787434.mp3,,False,False,,,,,[],0.0,0,Honduras,#parati #viral #fyp #foryoupage #foryou,1,1,1,0,0,0,1,0,1,0
0,PA,7099573266003528966,1652998215,♥️,6800491467116872709,Miah Catalina,"PANAMÁ 🇵🇦
💌: cokiigraham@icloud.com 
Twitter /miahcatalina
🏳️‍⚧️",0,False,https://www.tiktok.com/@miahcatalina/video/7099573266003528966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099573266003528966&source=h5_m,15518285,14988,58355,25994,327694,7.095019005370453e+18,7.095019005370453e+18,72.0,7.095019005370453e+18,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,US,7103367406617136427,1653881606,Mira lo que tengo pa ti 😌@elrudeboy #keylinbe #fyp #parati,6809112836586619910,🥰🥵Keylin Benitez 🥵🥰,"sígueme en instagram 🥺

🇭🇳🥰CATRACHA🥰 🇭🇳",0,False,https://www.tiktok.com/@keylinbenitez02/video/7103367406617136427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103367406617136427&source=h5_m,229690,86,49,67,6414,6.966350310121983e+18,6.966350310121983e+18,72.0,6.966350310121983e+18,original sound - musicakerlop (Contains music from: Taka Taka - La Materialista),"Contains music from: ""Taka Taka""",6.937801215938381e+18,FANS LA MATERIALISTA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6966350394775685894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4e4cc9c3bd264a2f0f39d7cdcce4f73.json,False,False,La Materialista,Taka Taka,original sound - musicakerlop (Contains music from: Taka Taka - La Materialista),"Contains music from: ""Taka Taka""",[],0.0,0,Honduras,#keylinbe #fyp #parati,0,0,1,0,0,0,1,0,0,0
2,US,7102877837803425070,1653767620,Me despido por hoy amigos 😂😂😂😂,6527462849919325184,JuanDeMontreal (PakBambang),"Dios Primero 🙏  Ya salió mi nuevo video 
RAICES aqui 👇🏻👇🏻👇🏻👇🏻👇🏻",0,False,https://www.tiktok.com/@juandemontrealoficial/video/7102877837803425070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102877837803425070&source=h5_m,3572702,4775,2036,2198,385573,7.102877798347427e+18,7.102877798347427e+18,72.0,7.102877798347427e+18,original sound - juandemontrealoficial (Contains music from: Wait - Beatrix Slyein),"Contains music from: ""Wait""",6.527462849919325e+18,JuanDeMontreal (PakBambang),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102877830832261930.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/45cfced79d6653701496a7088cf06253.json,False,False,Beatrix Slyein,Wait,original sound - juandemontrealoficial (Contains music from: Wait - Beatrix Slyein),"Contains music from: ""Wait""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,DO,7089228389042769157,1650589612,#humor #parati 🤣🤣🤣🤣,6615931244961562630,Cϟ3LϟS_FP,🥺🥴Lastima que no te gustan las Gorditas 🥰❤️,0,False,https://www.tiktok.com/@cielisfp/video/7089228389042769157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089228389042769157&source=h5_m,45939221,24090,83131,189794,1814405,7.089228346667699e+18,7.089228346667699e+18,72.0,7.089228346667699e+18,original sound - cielisfp,Cϟ3LϟS_FP,6.615931244961563e+18,Cϟ3LϟS_FP,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089228369295919878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/082aea5568aeb5e349ecdbce6971f3ef.json,False,False,,,,,[],0.0,0,Honduras,#humor #parati,0,0,0,0,0,1,1,0,0,0
4,US,7078423246110068011,1648073841,ta' comoda la cama de este @airbnb  ✨🪐,7047450743465477126,Bad Bunny,.,0,False,https://www.tiktok.com/@badbunny/video/7078423246110068011?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078423246110068011&source=h5_m,32001028,30633,27122,31876,5453357,7.07842322316711e+18,7.07842322316711e+18,72.0,7.07842322316711e+18,original sound - badbunny,Bad Bunny,7.047450743465477e+18,Bad Bunny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078423246248413998.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1f64012bf0bc9797cb7708bb651ccca0.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
5,HN,7085789633694485765,1649788962,🥲🥲🥲,6988342937486623749,segovia_3lzurdo10,,0,False,https://www.tiktok.com/@segovia_3lzurdo10/video/7085789633694485765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085789633694485765&source=h5_m,428847,404,1660,2941,38453,6.968970437610966e+18,6.968970437610966e+18,72.0,6.968970437610966e+18,original sound - maynor776,Maynor,6.872833670656624e+18,Maynor,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6968970522700811013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c9eb4efbc7b1533eb15a2e5b94f6d84f.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7087696079721876742,1650232841,@hellenperezhn 🥰,6826122927944909830,Than Moncada,,0,False,https://www.tiktok.com/@thanm10/video/7087696079721876742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087696079721876742&source=h5_m,3476070,1972,4843,351,313421,7.087696094351707e+18,7.087696094351707e+18,72.0,7.087696094351707e+18,original sound - thanm10,Than Moncada,6.82612292794491e+18,Than Moncada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087696098105510661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d5a6872efd81c8b15843ac620e71c91a.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,HN,7087082913182846214,1650090080,🤍,6922157578411983878,Love y Hate🖤,"💫🎶Música para tus estados💫🎶
Sigan mi cuenta secundaria👇🏻

rolitas_sad7",0,False,https://www.tiktok.com/@sassuke.504/video/7087082913182846214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087082913182846214&source=h5_m,183648,242,60,586,23423,7.087082837563723e+18,7.087082837563723e+18,72.0,7.087082837563723e+18,original sound - sassuke.504,Love y Hate🖤,6.922157578411984e+18,Love y Hate🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087082841095310085.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,US,7097019255400484142,1652403562,@lizzo I’ve watched the music video for this like. A lot. (Dc: @jaedenraegomez ),10362295,Sofia Wylie,"ACTRESS • Film • TV 

Biz inquires: sofia_wylie@yahoo.com",0,False,https://m.tiktok.com/v/7097019255400484142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097019255400484142&source=h5_m,7427266,2637,2160,10369,1402253,7.086201843973622e+18,7.086201843973622e+18,10033.0,7.086201843973622e+18,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,HN,7098337361011969285,1652710458,#acapulcoshore #lacasadelosfamosos #parati #foryou #foryoupage #foryourpage,6845780154901414917,Memes Shore,"❌NO SPAM❌
[🔁] Sígueme y te crecerán las 🍑
🇭🇳 / 🇲🇽",0,False,https://m.tiktok.com/v/7098337361011969285.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098337361011969285&source=h5_m,4946413,7584,32276,66034,565100,7.098337323397467e+18,7.098337323397467e+18,72.0,7.098337323397467e+18,original sound - memes.shore (Contains music from: Dido-Thank You - 颜妹&十二),"Contains music from: ""Dido-Thank You""",6.845780154901415e+18,Memes Shore,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098337338245417734.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9f51930d6cee38ec3884b9f3db813d1.json,False,False,颜妹&十二,Dido-Thank You,original sound - memes.shore (Contains music from: Dido-Thank You - 颜妹&十二),"Contains music from: ""Dido-Thank You""",[],0.0,0,Honduras,#acapulcoshore #lacasadelosfamosos #parati #foryou #foryoupage #foryourpage,1,1,0,0,0,0,1,0,0,0
2,CL,7098453310226566405,1652737455,soloquiereparty😳,6787021968165471238,Jorge Chacón✨,"Libre y sin etiquetas.
@jorgechaconh en Instagram. 
🇻🇪🇨🇱",0,False,https://m.tiktok.com/v/7098453310226566405.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098453310226566405&source=h5_m,12332586,5143,17185,17582,649787,7.094303917231606e+18,7.094303917231606e+18,10033.0,7.094303917231606e+18,Party,Bad Bunny & Rauw Alejandro,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49fd32620c854059b5dd09578a78a8d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5f619d9a515d4f7290cc125329ac949b,True,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,HN,7103550592282414341,1653924259,El ámor es bello señores🤣😍,6627531156613529605,yuli Rivera,🍀❤,0,False,https://m.tiktok.com/v/7103550592282414341.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103550592282414341&source=h5_m,113811,75,502,957,4756,7.034250782564174e+18,7.034250782564174e+18,10033.0,7.034250782564174e+18,El Amor,"Tito ""El Bambino""",,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/de4d7ac862e743d3bb5b8b25a766fae2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/68b6c7508f234f53bc3a3ac27f31be2c,False,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
4,HN,7098078612972211498,1652650213,😂😂,6879672824286610438,C A M I L A 🤍,Sígueme en insta 🫶🏻🇭🇳⤴️,0,False,https://m.tiktok.com/v/7098078612972211498.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098078612972211498&source=h5_m,345352,327,127,321,28550,6.809030444592532e+18,6.809030444592532e+18,72.0,6.809030444592532e+18,original sound - juanzupremee,Juan Zupreme,6.653495820979962e+18,Juan Zupreme,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1662361356063749.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/99d7cdacc94c43bf8f097197bccc5358.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
5,US,7097393354786262315,1652490663,#LENOVOJUSTBEYOU #angdolls #FindYourEdge #fypシ #10MillionAdoptions,6999050107774338054,AngDolls,"•Hairstylist
        20K?
Call me Detective Ang",0,False,https://m.tiktok.com/v/7097393354786262315.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097393354786262315&source=h5_m,10576933,15180,26700,15521,1813974,7.097393337094671e+18,7.097393337094671e+18,72.0,7.097393337094671e+18,original sound - angiesworld95,AngDolls,6.999050107774338e+18,AngDolls,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097393355813849898.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7f4de8c1ecd82fcbd769f95f7ea816f5.json,False,False,,,,,[],0.0,0,Honduras,#LENOVOJUSTBEYOU #angdolls #FindYourEdge #fypシ #10MillionAdoptions,0,0,0,1,0,0,0,0,0,0
6,ES,7102074206594043142,1653580511,#fypシ #laroca #therockfans #therock #viral,7015299749684315141,💪 Rock Respect 🔥,"💪 The Rock Fan Club 🤩
🔥 ofc: @therock 💯",0,False,https://m.tiktok.com/v/7102074206594043142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102074206594043142&source=h5_m,6202744,633,4915,820,323405,6.986467738113805e+18,6.986467738113805e+18,72.0,6.986467738113805e+18,original sound - aguiilera.a,🇵🇷🇵🇷,6.869824007240926e+18,🇵🇷🇵🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6986467868279966470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de822aa718d5eede10b974d64452a864.json,False,False,,,,,[],0.0,0,Honduras,#fypシ #laroca #therockfans #therock #viral,0,0,0,1,0,0,0,0,1,0
7,HN,7083941787353582853,1649358727,poco aburridos,14971050,Valentina Matuty,,0,False,https://m.tiktok.com/v/7083941787353582853.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083941787353582853&source=h5_m,187486,108,127,248,12382,6.759598528449859e+18,6.759598528449859e+18,72.0,6.759598528449859e+18,original sound - itsnotcarog (Contains music from: Odio la Prepa - Colibritany),"Contains music from: ""Odio la Prepa""",8.381271843603251e+16,Carolina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1650297790176310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a9ff02e30faa36d85cc3d0bbe082242e.json,False,False,Colibritany,Odio la Prepa,original sound - itsnotcarog (Contains music from: Odio la Prepa - Colibritany),"Contains music from: ""Odio la Prepa""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,US,7095498147111243014,1652049404,"In the telegram : KIRA SMRN 🖤 , I told you where the scar came from",6666866281516728325,Kira Simurina lips baby🦋,👇🏼Subscribe please 👇🏼,0,False,https://www.tiktok.com/@kira_smrn/video/7095498147111243014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095498147111243014&source=h5_m,32373861,17032,2946,7230,1926378,7.072756285149564e+18,7.072756285149564e+18,24.0,7.072756285149564e+18,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,HN,7102989819160120582,1653793696,No me sale #uvabombom,7102972595062440966,Angie Flores💜,✨IG: angiefloresvip✨,0,False,https://www.tiktok.com/@angieflorespremiun/video/7102989819160120582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102989819160120582&source=h5_m,95313,25,17,167,10467,7.095019005370453e+18,7.095019005370453e+18,72.0,7.095019005370453e+18,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0.0,0,Honduras,#uvabombom,0,0,0,0,0,0,0,0,0,0
2,MX,7100776319750917381,1653278327,🥰💗,7042559686680314885,! 𝐕𝐢𝐯𝐢𝐚𝐧𝐚 𝐌𝐮𝐧̃𝐢𝐳!,𝑾𝒉𝒂𝒕!!!,0,False,https://www.tiktok.com/@mz.___viviana92/video/7100776319750917381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100776319750917381&source=h5_m,10879162,1906,2463,6502,256601,7.023818670908542e+18,7.023818670908542e+18,72.0,7.023818670908542e+18,original sound - sandyvega_12,Sandy Vega,6.777655494255281e+18,Sandy Vega,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7023822219667081989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de373c49ce836e453d96114d5a9f6b88.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,DO,7092565318165417221,1651366551,##tattooreal #tattoo3d,6523725974196982799,Ink_tattoo_joshuat,Visualiza mi Instagram ☝🏼,0,False,https://www.tiktok.com/@ink_tattoo_joshuat/video/7092565318165417221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092565318165417221&source=h5_m,11001057,1484,6619,31875,392599,7.083178065446046e+18,7.083178065446046e+18,10033.0,7.083178065446046e+18,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b3c5e3f160e4e65b438c55eecf9c5ed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6302af0aec1f4b06ab20656a3f19c2db,False,True,,,,,[],0.0,0,Honduras,##tattooreal #tattoo3d,0,0,0,0,0,0,0,0,0,0
