,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bajantiktok,hash_barbados,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
2,US,7102581690756795653,1653698669, ,6855972947623166982,Madara Dusal,Instagram: @Madara Dusal,0,False,https://m.tiktok.com/v/7102581690756795653.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102581690756795653&source=h5_m,215771,130,59,582,24388,7086477926132894470,7086477926132894470,10036,7086477926132894470,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16ed938aa03f47f99990ab584998ee21,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32f4070dfb2a447d87c154d854ebe59a,False,True,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
3,ZA,7096174089341062405,1652206782,This is how you learn to mind your business 🚶🏻@miz_dawi  @Whomurder #williamlast_krm,6805435283918078982,William Last KRM,Funniest Guy On The Planet,0,False,https://m.tiktok.com/v/7096174089341062405.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096174089341062405&source=h5_m,2468960,1160,1950,37920,187357,7096174096777546502,7096174096777546502,72,7096174096777546502,original sound - williamlast_krm,William Last KRM,6.805435283918079e+18,William Last KRM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096174100737067782.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/31340a1bd6a9bd899442310c38441711.json,False,False,,,,,[],0,0,Barbados,#williamlast_krm,0,0,0,0,0,0,0,0,0,0
4,US,7102885992184565034,1653769520,my ride or die #fyp #fypシ #foryou #foryoupage #blowthisup #trending #viral #xyzbca #couplegoals,6817566844992799750,Jake Johnson,"Ultra Ego♎️
THANKS for 5M:)
⬇️NEW YOUTUBE VIDEO OUT NOW⬇️",0,False,https://m.tiktok.com/v/7102885992184565034.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102885992184565034&source=h5_m,120126,34,3,13,16845,7078923689189706538,7078923689189706538,10036,7078923689189706538,Alright,Nardo Wick,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9811fa7b309c4ba1acd287880cfb0880,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4328f55c4d0248f88a8b1cff6f3c8aa1,False,True,,,,,[],0,0,Barbados,#fyp #fypシ #foryou #foryoupage #blowthisup #trending #viral #xyzbca #couplegoals,0,0,1,1,0,1,1,1,1,1
5,US,7082228245386743086,1648959762,😭😭😭,6790842629145068549,Energy Unmatched 😮‍💨🔥,"18.
MY IG WAYY BETTER
Doordash on mehh💞⬇️",0,False,https://m.tiktok.com/v/7082228245386743086.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082228245386743086&source=h5_m,215148,206,33,59,31234,7072533799778650922,7072533799778650922,72,7072533799778650922,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",6.716248483681207e+18,random videos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072533820301478699.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/abdc0939ce8a51643e3a2f6a09c1f54a.json,False,False,Young Adon,My Favourite Curse Word,original sound - clint_stafford90 (Contains music from: My Favourite Curse Word - Young Adon),"Contains music from: ""My Favourite Curse Word""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,GB,7102304884937985285,1653634234,I need it so much!😍😍😍#yuyaselect #yuyashop #product #garlicmachine,6968403594975396869,yuyaselect,"❤️Live Stream at pm5:30-10:00❤️
quality selection and great price for us",0,False,https://m.tiktok.com/v/7102304884937985285.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102304884937985285&source=h5_m,273,0,0,0,16,7102304972586470149,7102304972586470149,72,7102304972586470149,original sound - yuyabeauty,yuyaselect,6.968403594975397e+18,yuyaselect,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102304962742323974.mp3,,False,False,,,,,[],0,0,Barbados,#yuyaselect #yuyashop #product #garlicmachine,0,0,0,0,0,0,0,0,0,0
7,US,7098152590789086506,1652667437, ,7096124734866277419,bqwb678,"Lf you like my video,can follow for me ❤️love you 😘",0,False,https://m.tiktok.com/v/7098152590789086506.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098152590789086506&source=h5_m,3724268,466,581,4075,106662,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7094622088966819078,1651845430,New Song by @kalvis.hs #cheesus #backinbarbados #imissguyana,6808628320147653638,Phil,"Barbadian Opportunist 
Recording Artist #Brawling #SweetGirl
@fatherphilis.chair",0,False,https://www.tiktok.com/@fatherphilis/video/7094622088966819078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094622088966819078&source=h5_m,330977,280,223,596,37869,7088035035005061893,7088035035005061893,72,7088035035005061893,UP DJ Scratch Challenge,kalvis.hs,6.808327920483862e+18,kalvis.hs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088033279085775622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9e51636a7573e78c53329e3dcbbad3f6.json,False,False,,,,,[],0,0,Barbados,#cheesus #backinbarbados #imissguyana,0,0,0,0,0,0,0,0,0,0
1,BB,7094738040534437125,1651872426,Feelin FUSSYYY Dc: @jaedenraegomez,5678189,Deena,"Island gyal 
Barbados 🇧🇧 
📧: Deena.g.fares@gmail.com",0,False,https://www.tiktok.com/@iamafreshavocado/video/7094738040534437125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094738040534437125&source=h5_m,63753,105,10,38,10679,7092887342226164522,7092887342226164522,72,7092887342226164522,about damn time x promiscuous (Contains music from: Promiscuous - Nelly Furtado),"Contains music from: ""Promiscuous""",6.63785155540258e+18,Adam Wright,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092887361075432235.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e2ffe046e3860e53417e5d7a6eac61f0.json,False,False,Nelly Furtado,Promiscuous,about damn time x promiscuous (Contains music from: Promiscuous - Nelly Furtado),"Contains music from: ""Promiscuous""",[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
2,GB,7081577089706593542,1648808153,Queen Wrinklez ❤️ 5weeks old. Getting all mouthy for a video 😂 #fyp #bulldogsoftiktok #englishbulldog #puppylove,7031253431840162821,Chronic bullyz,"Wrinklez and Mabel  ❤️
Insta is attached 📸
Road to 350k
PayPal: @chronicbullyz",0,False,https://www.tiktok.com/@chronic_bullyz/video/7081577089706593542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081577089706593542&source=h5_m,20874367,12741,93534,209106,2253262,7081577056441502470,7081577056441502470,72,7081577056441502470,original sound - chronic_bullyz,Chronic bullyz,7.031253431840163e+18,Chronic bullyz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081577060358982405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/085433e402eea0e7b38dc4da5ebe0a3e.json,False,False,,,,,[],0,0,Barbados,#fyp #bulldogsoftiktok #englishbulldog #puppylove,0,0,0,0,0,1,0,0,0,0
3,DE,7102835399466306821,1653757740,#foryou #fürdich #funny #laugh #meme,7085337084998779910,fuunyvideos1_,"If you laugh you lose 🔥😂
🔥Follow for more funny videos 🔥",0,False,https://www.tiktok.com/@fuunyvideos1_/video/7102835399466306821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102835399466306821&source=h5_m,250691,198,888,232,28429,7102835393464208133,7102835393464208133,72,7102835393464208133,original sound - fuunyvideos1_ (Contains music from: Sweet Science - Saitama),"Contains music from: ""Sweet Science""",7.08533708499878e+18,fuunyvideos1_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102835401676671749.mp3,,False,False,Saitama,Sweet Science,original sound - fuunyvideos1_ (Contains music from: Sweet Science - Saitama),"Contains music from: ""Sweet Science""",[],0,0,Barbados,#foryou #fürdich #funny #laugh #meme,0,0,1,0,1,0,0,0,0,0
4,US,7092880755818335531,1651439992,Cookie Momster.,6763517179218330630,otakoyakisoba,"Your favorite Family of EEDJIOTS.
⬇️ TRY EXPRESS VPN 7 DAYS FREE TRIAL NOW!",0,False,https://www.tiktok.com/@otakoyakisoba/video/7092880755818335531?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092880755818335531&source=h5_m,3863640,3083,2655,2186,476249,7092880737338247982,7092880737338247982,72,7092880737338247982,original sound - otakoyakisoba,otakoyakisoba,6.763517179218331e+18,otakoyakisoba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092880749262850862.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cb57ec97514af927d54759fc7e723d3a.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
5,GB,7095838580471303429,1652128666,I wanna know what I said to Sam😭😭 dc me @Mayhem🚨 @_sam.wilson_ ❗️,28028088,☁️Jade☁️,"🇹🇭🇱🇦🇬🇧

Follow my insta @jadecw__
📧 james@je-partners.com",0,False,https://www.tiktok.com/@jadecw_/video/7095838580471303429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095838580471303429&source=h5_m,1773212,426,808,5926,219296,7083473887073258245,7083473887073258245,72,7083473887073258245,Jaydon Lewis kiss it better amapiano remix,_certified_loverboy_rsa 💏,7.058282480830776e+18,_certified_loverboy_rsa 💏,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083473910762621702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8201caa3822a20d56c8f2c910dfba64.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,BB,7084411413904592133,1649468071,ruin de man whole vibe🤣🤣🤣#barbadostiktok🇧🇧🇧🇧 #🇧🇧🇧🇧 #bajantiktok #bajantiktoker🇧🇧 #barbadostiktok🇧🇧🇧🇧 #🇧🇧🇧🇧,7083989298588828678,🇧🇧246,"🇧🇧🇧🇧
SWEEET GURLLLLLL!!!",0,False,https://www.tiktok.com/@carry_ya_sk4nt246/video/7084411413904592133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084411413904592133&source=h5_m,196772,278,1487,4416,29986,7084411391876057862,7084411391876057862,72,7084411391876057862,original sound - carry_ya_sk4nt246,🇧🇧246,7.083989298588829e+18,🇧🇧246,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084411368425786118.mp3,,False,False,,,,,[],0,0,Barbados,#barbadostiktok🇧🇧🇧🇧 #🇧🇧🇧🇧 #bajantiktok #bajantiktoker🇧🇧 #barbadostiktok🇧🇧🇧🇧 #🇧🇧🇧🇧,1,0,0,0,0,0,0,0,0,0
7,ZA,7099511127888989445,1652983748,Reply to @tents_gabi  #namwezi,6879491866715800577,Namwezi ❤️,"Subscribe to my YouTube, I fly metal birds 
text me on Insta for fast response💕",0,False,https://www.tiktok.com/@namweziiii_/video/7099511127888989445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099511127888989445&source=h5_m,330892,88,20,243,6474,7099511117559958278,7099511117559958278,72,7099511117559958278,original sound - namweziiii_,Namwezi ❤️,6.879491866715801e+18,Namwezi ❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099511130556582662.mp3,,False,False,,,,,[],0,0,Barbados,#namwezi,0,0,0,0,0,0,0,0,0,0
0,BB,7091415184618687749,1651098765,Ofc y’all do it! Both men &&’ women dou come for me now #imanicelebritybackuppage #fypシ #fypage #fyppppppppppppppppppppppp #exploremore #fypシ゚viral #explorer #caribbean #expulsion #datadat #suckhood #lovesucking,7058046148606723078,imanicelebritybackuppage,🇯🇲🇧🇧🏳️‍🌈,0,False,https://m.tiktok.com/v/7091415184618687749.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091415184618687749&source=h5_m,797160,2368,2683,6679,51638,7091415161651268358,7091415161651268358,72,7091415161651268358,original sound - imanicelebritybackuppage,imanicelebritybackuppage,7.058046148606723e+18,imanicelebritybackuppage,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091415175881837318.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/63db8cd341f36cd6c596e1dc43353d45.json,False,False,,,,,[],0,0,Barbados,#imanicelebritybackuppage #fypシ #fypage #fyppppppppppppppppppppppp #exploremore #fypシ゚viral #explorer #caribbean #expulsion #datadat #suckhood #lovesucking,0,0,0,0,0,0,2,0,1,0
1,BB,7098817271803415850,1652822195,👀👀👀#fyp #kikeenyc #nyc #barbados🇧🇧 #xyzbca #viral,7037668723688014853,Kikee🤭,"Ceo of getting banned😝
🇯🇲🇧🇧🇵🇷🗽
20😜
Follow me on twitch: @ Kikeenyc",0,False,https://m.tiktok.com/v/7098817271803415850.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098817271803415850&source=h5_m,57799,76,31,109,8558,7074693721287215918,7074693721287215918,72,7074693721287215918,Janrah (Contains music from: Wasa Pa Rido - Dayin),"Contains music from: ""Wasa Pa Rido""",6.576281784202772e+18,$avannah Hannah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074693759929305899.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92aa81045fbc1826e583a8ae8d326bb4.json,False,False,Dayin,Wasa Pa Rido,Janrah (Contains music from: Wasa Pa Rido - Dayin),"Contains music from: ""Wasa Pa Rido""",[],0,0,Barbados,#fyp #kikeenyc #nyc #barbados🇧🇧 #xyzbca #viral,0,1,0,0,0,1,0,0,1,1
2,US,7072198607247543598,1646624554,her face when she realized 💀😂 #fyp #couples,6705089610906944518,Anthony x Ana,"Colombiana🇨🇴 + Americano🇺🇸
📧 antxana12@gmail.com
MAKE $$ PLAYING GAMES👇",0,False,https://m.tiktok.com/v/7072198607247543598.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072198607247543598&source=h5_m,3340633,407,1569,2539,193044,7072198573420645166,7072198573420645166,72,7072198573420645166,original sound - antxana,Anthony x Ana,6.705089610906945e+18,Anthony x Ana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072198600494795563.mp3,,False,False,,,,,[],0,0,Barbados,#fyp #couples,0,0,0,0,0,1,0,0,0,0
3,US,7077526465130237230,1647865050,TRY THIS EPIC SLOW MO FEATURE 💥 see RESULTS 🔥 #fypシ #withgalaxy #drexlee #cameramemes #cameratricks,6647004938596188166,Drex Lee,"FOLLOW to be INSPIRED💥
Follow my IG for MORE👆
💥ONLY ACCOUNT💥
IronCorp",0,False,https://m.tiktok.com/v/7077526465130237230.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077526465130237230&source=h5_m,6644173,680,712,10177,398150,7025056274156881921,7025056274156881921,10036,7025056274156881921,TO THE MOON,Jnr Choi & Sam Tompkins,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6621596e615044939d3793e2427ca5db,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e7753c03af304e31b5c612d8522822cf,True,True,,,,,[],0,0,Barbados,#fypシ #withgalaxy #drexlee #cameramemes #cameratricks,0,0,0,0,0,0,1,0,0,0
4,IT,7080919328446516481,1648655006,Lips Is mad😳 #yungfilly #fillyandchunkz #footasylum #doestheshoefit,6753954423829283845,Sahil,wyd,0,False,https://m.tiktok.com/v/7080919328446516481.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080919328446516481&source=h5_m,2711585,374,1472,8415,256450,7066834846718364422,7066834846718364422,72,7066834846718364422,original sound - _slowcanciones (Contains music from: Day in the Life - Central Cee),"Contains music from: ""Day in the Life""",6.978777155774547e+18,SLOWCANCIONES,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066834849592052486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4573c63f21f9ae4a81db61981ad7cb3.json,False,False,Central Cee,Day in the Life,original sound - _slowcanciones (Contains music from: Day in the Life - Central Cee),"Contains music from: ""Day in the Life""",[],0,0,Barbados,#yungfilly #fillyandchunkz #footasylum #doestheshoefit,0,0,0,0,0,0,0,0,0,0
5,DE,7077646105424465157,1647892899,That’s my job🙋🏽‍♂️ #girlfriend #boyfriend #pov #justforfun,6794148180339737606,Bene,"Follow me on insta: bene.sz
Germany 🇩🇪",0,False,https://m.tiktok.com/v/7077646105424465157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077646105424465157&source=h5_m,11783788,11082,15352,8290,1814582,6949343467428399877,6949343467428399877,72,6949343467428399877,original sound - hxnamartince,H🅰️NA,6.811913374914676e+18,H🅰️NA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6949343603550489349.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54697659b6743356e881e428cb763af7.json,False,False,,,,,[],0,0,Barbados,#girlfriend #boyfriend #pov #justforfun,0,0,0,0,0,0,0,0,0,0
6,US,7100945346972486955,1653317677,You coming or wut ?😅#bookme #stthomas #virginislands,7058799028960822319,Wav3zz🌴,"Saint Thomas usvi 🌴
dm on Insta to book me🚀
⬇️Make 💰 playing with me ⬇️",0,False,https://m.tiktok.com/v/7100945346972486955.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100945346972486955&source=h5_m,74292,46,58,58,6869,7096990647504145195,7096990647504145195,72,7096990647504145195,original sound - jhacari (Contains music from: Come Over (Sped Up - TikTok Version) - Jhacari),"Contains music from: ""Come Over (Sped Up - TikTok Version)""",6.7439239002905e+18,jhacari,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096990681817762602.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/36dbeb74c406cf7bc3cd4bde78d49932.json,False,False,Jhacari,Come Over (Sped Up - TikTok Version),original sound - jhacari (Contains music from: Come Over (Sped Up - TikTok Version) - Jhacari),"Contains music from: ""Come Over (Sped Up - TikTok Version)""",[],0,0,Barbados,#bookme #stthomas #virginislands,0,0,0,0,0,0,0,0,0,0
7,GB,7086810124551245062,1650026565,#sidemenshow #sidemen #ksi #vikk #ethan #harry #tuktuk #silverman #zyxcba #foryou #fyp #fypシ,6967515685388108805,randomzeeee,Im just random,0,False,https://m.tiktok.com/v/7086810124551245062.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086810124551245062&source=h5_m,4381890,1432,1434,108,540912,7086810106838469382,7086810106838469382,72,7086810106838469382,original sound - randomzeeee,randomzeeee,6.967515685388109e+18,randomzeeee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086810118620269318.mp3,,False,False,,,,,[],0,0,Barbados,#sidemenshow #sidemen #ksi #vikk #ethan #harry #tuktuk #silverman #zyxcba #foryou #fyp #fypシ,0,0,1,0,0,1,1,0,0,0
0,BB,7078124135670484230,1648004200,-forgets i had social media-,6775115456267027461,DelilahsDischarge,not me being here again i-,0,False,https://www.tiktok.com/@delilahsdischarge/video/7078124135670484230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078124135670484230&source=h5_m,134920,952,365,311,35007,7017204866519010054,7017204866519010054,72,7017204866519010054,original sound - melaninmovies,VIDEO EDITOR,6.935215493075666e+18,VIDEO EDITOR,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7017204969153858310.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/971c8fde2bf532cd53b0da117219ed01.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
1,BB,7092771422497557765,1651414538,First Class 🇧🇧😆 👋🏾,6948440567349576710,C H A N T A L,"Island Girl 🏝🌞🇧🇧
Fashion💁‍♀️ Lifestyle🤳Comedy😹
Instagram: @mrs.teaze",0,False,https://www.tiktok.com/@mrs.teaze/video/7092771422497557765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092771422497557765&source=h5_m,3132,9,3,5,221,7084006982138480642,7084006982138480642,10033,7084006982138480642,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8712eb155ead4a259d0556ce2249f72f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d7c6d06714845a7bcd898dea16c5b97,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
