,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_balkan,hash_croatia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_hrvatska,hash_srbija,hash_viral
5,US,7075102025742159146,1647300559,Reply to @kate.grace101  Pretty much all the ‘-os’ #braces #chips #learnontiktok,6738675971962061829,Dr. Bar | Orthodontist,"🦷 Board Certified Orthodontist 🦷
Adventure Ortho TX
💕 Follow me on YouTube ⤵️",0,False,https://www.tiktok.com/@drbarthebracesdoc/video/7075102025742159146?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075102025742159146&source=h5_m,32025217,29812,14938,12798,2113212,6725474125504105222,6725474125504105222,72,6725474125504105222,original sound - the_crinch,Chris,6.66578545068032e+18,Chris,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1641961842892821.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/08f84273ce2aff057eea4d9d9f6ef5fe.json,False,False,,,,,[],0,0,Croatia,#braces #chips #learnontiktok,0,0,0,0,0,0,0,0,0,0
6,HR,7092841785646533894,1651430920,"Spremni za veceras… ljudi glasajte, trebat ce 😂💃 061 55 01 ❤️‍🔥  #psz #fy #sexy @plessazvijezdama.novatv ✨",6983969113573164037,domenica,,0,False,https://www.tiktok.com/@dome.nica.official/video/7092841785646533894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092841785646533894&source=h5_m,251961,52,85,117,13550,7067973400471325446,7067973400471325446,72,7067973400471325446,original sound - urgirlemina,E😵💞  /3k\,6.899337958480463e+18,E😵💞  /3k\,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067973404280064773.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/68d1cbe343a24bd4f3d8687f69fd5849.json,False,False,,,,,[],0,0,Croatia,#psz #fy #sexy,0,0,0,0,1,0,0,0,0,0
7,IT,7102075677838413062,1653580853,Titanik😂😂 #fyp #balkan #smeh #viral #smesno,7065717761478493190,Luancigo,Pazar,0,False,https://www.tiktok.com/@luancigo/video/7102075677838413062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102075677838413062&source=h5_m,455286,995,5636,17,41350,7102075672864099077,7102075672864099077,72,7102075672864099077,original sound - luancigo,Luancigo,7.065717761478493e+18,Luancigo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102075677293546245.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9cc9be6abfe4f7d06557666b00690286.json,False,False,,,,,[],0,0,Croatia,#fyp #balkan #smeh #viral #smesno,1,0,0,0,0,1,0,0,0,1
0,US,7088431546016845058,1650404081,not a minor tik tok #fyp #fakebody #kidfriendly,6724715071983354886,Natalie Reynolds,"Link in ig bio 💗🌶
18",0,False,https://www.tiktok.com/@nataliereynoldsx/video/7088431546016845058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088431546016845058&source=h5_m,22188990,11692,17986,621,2299093,6831598723282340613,6831598723282340613,72,6831598723282340613,original sound - therealrahulrai,The Real Rahul Rai,6.748182466593605e+18,The Real Rahul Rai,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/b112e63204a31a705fa7cc9a2ff01cde.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7d7e0c53af9533632a0b7c7b3ab05808.json,False,False,,,,,[],0,0,Croatia,#fyp #fakebody #kidfriendly,0,0,0,0,0,1,0,0,0,0
1,US,7101415706125798698,1653427191,Bio for lovely apparel and my yt/ ig,6934097464261854213,Dami,"LOVELY apparel in BIO
Business 📩 Fadadami01@gmail.com
📍ATL 🇳🇬",0,False,https://www.tiktok.com/@fadadami/video/7101415706125798698?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101415706125798698&source=h5_m,5269212,31163,71474,34512,1176345,6967563646655039490,6967563646655039490,10033,6967563646655039490,New Home (Slowed),Austin Farwell,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8fe128b993604afc9f1686a2c12f64df,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5760d7ae138d4e81accba8cf339f5e17,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1569808510', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,CA,7102467649279495429,1653672116,Reply to @sareyaiu are gym moms into short guys? @marcotrunzo,6734332188509144069,marco 😈,"follow me on instagram
business: trunzobiz@gmail.com
⬇️ Demon Time Uni Merch ⬇️",0,False,https://www.tiktok.com/@marcotrunzo/video/7102467649279495429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102467649279495429&source=h5_m,4218812,863,649,1413,401332,7021964049139256070,7021964049139256070,72,7021964049139256070,my audio is famous (Contains music from: Keisha - Lil Keisha & Lil Chris),"Contains music from: ""Keisha""",7.002252156511028e+18,ً,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021964116201835269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bcb8061eb6a85c36e93abff1313eec7b.json,False,False,Lil Keisha & Lil Chris,Keisha,my audio is famous (Contains music from: Keisha - Lil Keisha & Lil Chris),"Contains music from: ""Keisha""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,HR,7103081025865026822,1653814931,#viral #foryou #fyp #fypシ #fypage #foryoupage #football #croatia,6869663336439661573,HRVATSKI SPORT,"20K👉30K
🇭🇷
 16🔜17
  2. tiktok
hrvatski_sport_hnl",0,False,https://www.tiktok.com/@hrvatski_sport1/video/7103081025865026822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103081025865026822&source=h5_m,112650,75,15,108,10429,6768726019651143682,6768726019651143682,10036,6768726019651143682,BORN FOR THIS,Foxxi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/120c98b2d20948dcb3874be40ca4812e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/493690dd67294f79a272c81252e353e3,False,True,,,,,[],7081694660086726657,0,Croatia,#viral #foryou #fyp #fypシ #fypage #foryoupage #football #croatia,0,1,1,1,0,1,1,0,0,1
4,HR,7100253074605739270,1653156495,Kakav doček imam kod kuće 🥳😅 #fyp #foryou #foryoupage #family #wife,6732592902088098821,SANDI PEGO,"PLES SA ZVIJEZDAMA 
👇👇👇
GLASANJE : 061 55 10 ili preko aplikacije dnevnik.hr",0,False,https://www.tiktok.com/@sandipego/video/7100253074605739270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100253074605739270&source=h5_m,855344,72,50,91,52203,6707521414695521030,6707521414695521030,10036,6707521414695521030,Magic In The Hamptons,Social House,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/08cd5273723d42c49cdfb34d931be7af,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/142c521689434453aa8a36722a9abbbb,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1392575417', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#fyp #foryou #foryoupage #family #wife,0,0,1,1,0,1,0,0,0,0
5,US,7099068735603887365,1652880745,Taggiraj osobu koja ne voli dijeliti hranu 😂 @osamrastadevet #fyp #foryou,6738488169694512133,Ismael,"Collaboration 👇🏻
ismael.hadzic17@gmail.com
ZAPRATI NA INSTAGRAMU",0,False,https://www.tiktok.com/@ismael_iso/video/7099068735603887365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099068735603887365&source=h5_m,490831,277,298,440,40235,7099068701843999494,7099068701843999494,72,7099068701843999494,original sound - ismael_iso,Ismael,6.738488169694512e+18,Ismael,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099068706315160326.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #foryou,0,0,1,0,0,1,0,0,0,0
6,RS,7102893561644961030,1653771282,#fyp #fypp #fyoupage #foryoupage #serija,7102709760056116229,sjebann_bebo,💫,0,False,https://www.tiktok.com/@sjebann_bebo/video/7102893561644961030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102893561644961030&source=h5_m,227701,134,1224,1907,15988,7102893543974275846,7102893543974275846,72,7102893543974275846,original sound - sjebann_bebo,sjebann_bebo,7.102709760056116e+18,sjebann_bebo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102893555337366278.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #fypp #fyoupage #foryoupage #serija,0,0,0,1,0,1,0,0,0,0
7,US,7102946393572019502,1653783581,#greenscreen #greenscreenvideo #mentalhealth,6583074337824931846,poop,"👻 xxabbyy20 
🌈
if u know me irl pls leave",0,False,https://www.tiktok.com/@poopoogastime/video/7102946393572019502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102946393572019502&source=h5_m,2274126,333,81,387,289145,7073602207538793262,7073602207538793262,72,7073602207538793262,original sound - halfmoonrue,halfmoonrue ☾,6.923243288032839e+18,halfmoonrue ☾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073602241738951470.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8e91e1303cd135928c404204ccc32d9b.json,False,False,,,,,[],0,0,Croatia,#greenscreen #greenscreenvideo #mentalhealth,0,0,0,0,0,0,0,0,0,0
0,RS,7103479962149162246,1653907815,🫣🫣 #fyp #viral,6951670513921229830,andjela,ig & sc - anddjjjela,0,False,https://www.tiktok.com/@anddjjjela/video/7103479962149162246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103479962149162246&source=h5_m,126870,348,369,694,13517,7091056913370106629,7091056913370106629,72,7091056913370106629,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",6.958172207894922e+18,user3488332569599,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091056937957214982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5964cbbb8ce89588d22b2e8cf3b4bdb8.json,False,False,Russ Millions & YV & SwitchOTR,Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix,Deep Coughing (Contains music from: Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix - Russ Millions & YV & SwitchOTR),"Contains music from: ""Reggae & Calypso (Russ Millions x Buni x YV x CH (GMD) x SwitchOTR x Gazo x RoseReal) - Remix""",[],0,0,Croatia,#fyp #viral,0,0,0,0,0,1,0,0,0,1
1,RS,7086851488210783494,1650036194,💃🏻,6787027385508414469,Anja,"Asocial👧🏻
   22yo",0,False,https://www.tiktok.com/@anjablaa/video/7086851488210783494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086851488210783494&source=h5_m,1600049,438,692,1792,104782,7081674142977723179,7081674142977723179,72,7081674142977723179,original sound - itserik____ (Contains music from: The Way I Are - Timbaland),"Contains music from: ""The Way I Are""",6.8818019233899e+18,Iamerik,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081674182802541358.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bfe4ce69aa788dea0f42ed643c1c670e.json,False,False,Timbaland,The Way I Are,original sound - itserik____ (Contains music from: The Way I Are - Timbaland),"Contains music from: ""The Way I Are""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,GB,7098734196121816325,1652802854,⚠️Fake blood ⚠️ #fyp #foryou #period #funny #meme #pov #friend #netflix,6788186691243115525,LyricAudios🦋,"love all 1.8mill of u💕
Its just a bad day not a bad life❤️
email to sponsor👇",0,False,https://www.tiktok.com/@lyricaudios/video/7098734196121816325?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098734196121816325&source=h5_m,5764165,4572,6324,15368,720078,7098734203356973830,7098734203356973830,72,7098734203356973830,original sound - lyricaudios,LyricAudios🦋,6.788186691243116e+18,LyricAudios🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098734183811844870.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #foryou #period #funny #meme #pov #friend #netflix,0,0,1,0,0,1,0,0,0,0
3,CH,7103210036012272902,1653844966,Went on Omegle and met this cute girl… well… She changed her attitude pretty quick… 🌚😬,56133686974242816,Davide Magliocca,"Just trying to entertain you a bit 👀
Follow me on Instagram: @TheOfficialDavide",0,False,https://www.tiktok.com/@theofficialdavide/video/7103210036012272902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103210036012272902&source=h5_m,3199875,1793,1265,1889,353339,7103210061975440134,7103210061975440134,72,7103210061975440134,original sound - theofficialdavide,Davide Magliocca,5.613368697424282e+16,Davide Magliocca,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103210058344139525.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
4,RS,7098734055482608901,1652802822,Test poverenja. 😱 pt.2,6780396165990859781,GAGI,"insta @gagi_vujadinovic 
youtube: Gagi",0,False,https://www.tiktok.com/@gagii26/video/7098734055482608901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098734055482608901&source=h5_m,1744635,204,916,1107,107632,7098734057130887941,7098734057130887941,72,7098734057130887941,original sound - gagii26,GAGI,6.78039616599086e+18,GAGI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098734072930863878.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
5,HR,7073182629306141958,1646853665,Upute o lijeku...#danieldizdar #voiceover #imitacija,6830428897277527046,Daniel L Dizdar,"Voice artist, spiker, imitator glasova, vokalist, ma sve s glasom!",0,False,https://www.tiktok.com/@danieldizdar/video/7073182629306141958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073182629306141958&source=h5_m,506024,184,358,795,52447,6856378543438301185,6856378543438301185,10033,6856378543438301185,Epic,Joystock,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1a617fb1648473e93878e411443f517,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6f1493c3e6884fdab6c7ac90cbb8d009,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1526027294', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#danieldizdar #voiceover #imitacija,0,0,0,0,0,0,0,0,0,0
6,HR,7094986287773502725,1651930226,me before every test: #putin #foryou #fyp #viral #global #blowup #putmeonfyp,7081990804739474437,Javonn😻,Outer Banks!🌊💘,0,False,https://www.tiktok.com/@wa1toons/video/7094986287773502725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094986287773502725&source=h5_m,612680,1528,2168,3312,96383,6889489707869588226,6889489707869588226,72,6889489707869588226,original sound - christofferstl (Contains music from: Jupiter - Aurora Creation),"Contains music from: ""Jupiter""",1.957266841453486e+17,Christoffer Stål,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6889489585705945858.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1eb4439d8d04b3a73764e351d04265bf.json,False,False,Aurora Creation,Jupiter,original sound - christofferstl (Contains music from: Jupiter - Aurora Creation),"Contains music from: ""Jupiter""",[],0,0,Croatia,#putin #foryou #fyp #viral #global #blowup #putmeonfyp,0,0,1,0,0,1,0,0,0,1
7,BA,7072482890994535686,1646690745,Old but gold 🤣🤣🤣 #fy #fyp  #srbija #bosna #hrvatska #crnagora,6973607522423063558,Aj Naleti,"Kako'e?
Šta gledaš baci follow 😎
Ig: @aj.naletti 29k 🔥",0,False,https://www.tiktok.com/@aj.naletti/video/7072482890994535686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072482890994535686&source=h5_m,1753190,888,7385,19,127839,7072482880504482566,7072482880504482566,72,7072482880504482566,original sound - aj.naletti,Aj Naleti,6.973607522423064e+18,Aj Naleti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072482857608153861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5623e6e694abee0185ee23b8db999c7.json,False,False,,,,,[],0,0,Croatia,#fy #fyp #srbija #bosna #hrvatska #crnagora,0,0,0,0,1,1,0,1,1,0
0,RS,7103582927409122566,1653931788,Dnevna motivacija od mene 😎 Nadam se da sam vas motivisao! Insta: @arsaovde #fyp #foryou #foryoupage #motivation #balkan #viral #trend #funny,6790444571434107909,Arsa,"20
⬇️⬇️⬇️
INSTAGRAM: @arsaovde
📥 arsenijevicmarko01@gmail.com",0,False,https://www.tiktok.com/@arsaovde/video/7103582927409122566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103582927409122566&source=h5_m,99436,336,107,297,19850,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#fyp #foryou #foryoupage #motivation #balkan #viral #trend #funny,1,0,1,1,0,1,0,0,0,1
1,GB,7095116267043998981,1651960490,This dolphin impression is incredible! Obviously not Simon’s 😂 #BGT #BritainsGotTalent #Dogs #Dolphin #Impressions,6743619776520242182,Britain’s Got Talent,"Official account for Britain’s Got Talent.
Saturdays at 8pm on ITV and STV. #BGT",0,False,https://www.tiktok.com/@bgt/video/7095116267043998981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095116267043998981&source=h5_m,52898007,0,26136,56902,4145588,7095116249801181957,7095116249801181957,72,7095116249801181957,original sound - bgt,Britain’s Got Talent,6.743619776520242e+18,Britain’s Got Talent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095116261679467270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/00d03216c74db00f1570bc92b26aff28.json,False,False,,,,,[],0,0,Croatia,#BGT #BritainsGotTalent #Dogs #Dolphin #Impressions,0,0,0,0,0,0,0,0,0,0
2,UZ,7097660093835005186,1652552769,😂😂😂,7083528852475855874,Money Supervisors,"Successful Words From The 🐐’s
Business: moneysupervisors@gmail.com",0,False,https://www.tiktok.com/@moneysupervisors/video/7097660093835005186?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097660093835005186&source=h5_m,26190915,24240,91999,126326,3340934,7097660075422272258,7097660075422272258,72,7097660075422272258,original sound - moneysupervisors,Money Supervisors,7.083528852475856e+18,Money Supervisors,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097660065582271234.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/126e958309efc9360a62bf4bf45eb1cb.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,US,7077595628431215915,1647881150,no one got hurt pls let this stay up tiktok 🔥 (via muitohumildee/tw) #Soccer #football #overtimefc,6665406036373110790,overtimefc,"⚽️ Overtime FC
I’m hungry 
🔥 Powered by Overtime",2,False,https://www.tiktok.com/@overtimefc/video/7077595628431215915?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077595628431215915&source=h5_m,16348025,31466,65600,26129,1876761,7077595601562602286,7077595601562602286,72,7077595601562602286,original sound - overtimefc,overtimefc,6.665406036373111e+18,overtimefc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077595636526254894.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7a0355bdde7bb1593d7fbc4695a4e476.json,False,False,,,,,[],0,0,Croatia,#Soccer #football #overtimefc,0,0,0,0,0,0,0,0,0,0
