,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_pov,hash_trending,hash_viral,hash_xyzbca
4,US,7090749929483799854,1650943871,#duet with @taylahrobb #spritechallenge #Totinos425 #onlyinmycalvins #PringlesCanHands #MoveWithTommy #HPSustainableSounds,114687217133867008,Melissa Grant,"Empowering others in Lifestyle & Business Strategies, Mindset, Fun & Inspiration",0,False,https://www.tiktok.com/@melissalgrant/video/7090749929483799854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090749929483799854&source=h5_m,13628819,18291,74848,22416,1149794,7090045271396076289,7090045271396076289,72,7090045271396076289,original sound - taylahrobb,Taylah Robb,3314158.0,Taylah Robb,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090045214437542657.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1e698578fdd1da089d70ee55c2f4e6cb.json,False,False,,,,,[],0,0,Jersey,#duet #spritechallenge #Totinos425 #onlyinmycalvins #PringlesCanHands #MoveWithTommy #HPSustainableSounds,0,0,0,0,0,0,0,0,0,0
5,JE,7096846508061936902,1652363342,SHE WET HER PANTS!!! 😂😂😂 @kristenhanby123,6972016030848173061,hanbyfamily,⬇️ ⬇️ NEW VLOG ⬇️ ⬇️,0,False,https://www.tiktok.com/@hanbyfamily/video/7096846508061936902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096846508061936902&source=h5_m,827198,72,156,306,26448,7096846492488436486,7096846492488436486,72,7096846492488436486,original sound - hanbyfamily (Contains music from: When Lightning Strikes - Rockin' For Decades),"Contains music from: ""When Lightning Strikes""",6.972016030848173e+18,hanbyfamily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096846471319915270.mp3,,False,False,Rockin' For Decades,When Lightning Strikes,original sound - hanbyfamily (Contains music from: When Lightning Strikes - Rockin' For Decades),"Contains music from: ""When Lightning Strikes""",[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
6,JE,7079733025927449862,1648378798,💖🥵😻😩 #blowthisup #prayingforukraine #makemegoviral #harry #him #UARushChallenge #lastmonth #single #taken,7073917266363220997,follow me if your quirky 😩,"harry the fittie 😩😏
ty for 2.5k ilysm x
offline rn",0,False,https://www.tiktok.com/@harrytho6921/video/7079733025927449862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079733025927449862&source=h5_m,3900,163,71,3,679,7073928596514933510,7073928596514933510,72,7073928596514933510,Woman,Nightcore/sped up songs,7.002322489893701e+18,Nightcore/sped up songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073928604232567558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c0b0afdcd7141a86ad0bcb1fb13044b0.json,False,False,,,,,[],0,0,Jersey,#blowthisup #prayingforukraine #makemegoviral #harry #him #UARushChallenge #lastmonth #single #taken,0,0,0,0,0,0,0,0,0,0
7,US,7085784435378982187,1649787752,all credits to the bloxburh builders ty #TurboTaxAndRelax #ByeByeSundayBlues #roblox #house #bloxburghouse,6984551058107384838,Mya (🖤),"i ❤️ my followers
15
This page is a JOKE!!!

Online-💙 Offline-🖤",0,False,https://www.tiktok.com/@kamyaszn/video/7085784435378982187?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085784435378982187&source=h5_m,1958043,5631,2022,1792,338736,7021250190031981317,7021250190031981317,72,7021250190031981317,Benihxnx is better (Contains music from: GET HIT! - benihxnx),"Contains music from: ""GET HIT!""",7.021249094946358e+18,beni!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021258291128896261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2fedf385fce00a22e2197ba3093f20d.json,False,False,benihxnx,GET HIT!,Benihxnx is better (Contains music from: GET HIT! - benihxnx),"Contains music from: ""GET HIT!""",[],0,0,Jersey,#TurboTaxAndRelax #ByeByeSundayBlues #roblox #house #bloxburghouse,0,0,0,0,0,0,0,0,0,0
0,AU,7077436564678118658,1647844112,They always wanna steal your clothes #westernsydney #aussie #fyp #pov #funeral #sister #Siblings #family,6747271017028453381,nariman,"I’m funny sometimes.
📩nariman.businesss@gmail.com",0,False,https://m.tiktok.com/v/7077436564678118658.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077436564678118658&source=h5_m,2414132,2412,2576,6783,360795,6716039644095465474,6716039644095465474,10033,6716039644095465474,Funeral Music,Bobby Cole,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2f459caf76fa4fe08b5ec1a598f1d49b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/75dac269875f4e08af11fa839de80e61,False,True,,,,,[],0,0,Jersey,#westernsydney #aussie #fyp #pov #funeral #sister #Siblings #family,0,0,0,0,1,0,1,0,0,0
1,GB,7102094605520243974,1653585260,What a HECTIC video 😂😂 #comedy,6566950854028656646,Jack Bean,"📩jack.bean@outreachagency.co.uk📩
INSTAGRAM: JACKBEANUK 🎯",0,False,https://m.tiktok.com/v/7102094605520243974.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102094605520243974&source=h5_m,267050,70,180,265,29914,6868800953953422086,6868800953953422086,72,6868800953953422086,I can delete this and make so many people mad,M1sphit 🎵,6.714648406042101e+18,M1sphit 🎵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6974408689323805445.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8ecfa865b8b4485dc83e489eda649386.json,False,False,,,,,[],0,0,Jersey,#comedy,1,0,0,0,0,0,0,0,0,0
2,GB,7097963004674788613,1652623297,Behind the scene🤣#JOAT #rajvin23,6536472512748852224,Rajvin23,"Follow all socials above ☝️
Jack Of All Trades ✅
DM for promotions 📩",0,False,https://m.tiktok.com/v/7097963004674788613.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097963004674788613&source=h5_m,697916,119,93,390,26531,7097963001470307078,7097963001470307078,72,7097963001470307078,original sound - rajvin23,Rajvin23,6.536472512748852e+18,Rajvin23,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097963016376847109.mp3,,False,False,,,,,[],0,0,Jersey,#JOAT #rajvin23,0,0,0,0,0,0,0,0,0,0
3,GB,7103594736421702917,1653934537,He almost didn’t pass the test😂 #rosieandharry #foryou,6590801567803359238,Rosie and Harry,"💗The Pink Couple💗
✉️ - rosieandharry@uglymngmt.com
We’re on YouTube too!👀👇🏼",0,False,https://m.tiktok.com/v/7103594736421702917.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103594736421702917&source=h5_m,135043,68,16,31,20887,7103594721687177989,7103594721687177989,72,7103594721687177989,original sound - itsrosieandharry,Rosie and Harry,6.590801567803359e+18,Rosie and Harry,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103594723402681093.mp3,,False,False,,,,,[],0,0,Jersey,#rosieandharry #foryou,0,1,0,0,0,0,0,0,0,0
4,CA,7097690300201585925,1652559803,Who else is a girl that plays roblox? 🤔,6696894141329310726,Mackenzie Turner,"Biz: kenzmgmt@gmail.com
NEW MERCH 💗🌸",0,False,https://m.tiktok.com/v/7097690300201585925.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097690300201585925&source=h5_m,2024871,20965,496,1801,194942,7084093869918259994,7084093869918259994,24,7084093869918259994,sorry I didnt order a glass of your opinion (Contains music from: Leave the Sin - Legacy Hits),"Contains music from: ""Leave the Sin""",6.974388978925733e+18,Jann 🦋 (Taylor's Version),False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7084093867129506586.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9ea7038c03a820eb1bbd979e803b5dee.json,False,False,Legacy Hits,Leave the Sin,sorry I didnt order a glass of your opinion (Contains music from: Leave the Sin - Legacy Hits),"Contains music from: ""Leave the Sin""",[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
5,JE,7102361419248635141,1653647385,DON'T WAKE GRANDMA UP!!! 😂😂 @kristenhanby123 ON'T WAKE GRANDMA UP!!! 😂😂 @kristenhanby1233,6972016030848173061,hanbyfamily,⬇️ ⬇️ NEW VLOG ⬇️ ⬇️,0,False,https://m.tiktok.com/v/7102361419248635141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102361419248635141&source=h5_m,1429262,496,640,561,41485,7102361415104596741,7102361415104596741,72,7102361415104596741,original sound - hanbyfamily (Contains music from: Sneaky Sam - Jerry Lacey),"Contains music from: ""Sneaky Sam""",6.972016030848173e+18,hanbyfamily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102361402131614470.mp3,,False,False,Jerry Lacey,Sneaky Sam,original sound - hanbyfamily (Contains music from: Sneaky Sam - Jerry Lacey),"Contains music from: ""Sneaky Sam""",[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
6,JE,7078306810238749957,1648046732,( im out of ideas..</3 ) [creds:@...ebonyy._] #POV #fyp #foryoupage #gachaclub #gachatrend #gachafyp #edit #trend #fypシ #gachalife,6995124182066922502,🏝 ࣪˖ ୨ 𝑠𝑒𝑎 𝑎𝑟𝑚𝑦 ୧ ࣪˖🏝,"ꕤ˚🏝˳⊹𝘃𝗶𝗰𝘁𝗼𝗿˚ ˳🎋⊹ ꕤ
╰ 𝑡ℎ𝑒𝑦/𝑡ℎ𝑒𝑚
𝚂𝚙𝚊𝚖=🚫
<✦࣪ ▸ 189ᴋ ᴛʏsᴍ! ▸ ✦࣪ >",0,False,https://m.tiktok.com/v/7078306810238749957.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078306810238749957&source=h5_m,44423,75,89,362,5393,7078306759789628166,7078306759789628166,72,7078306759789628166,original sound - .vivt0r (Contains music from: Oh Ana - Mother Mother),"Contains music from: ""Oh Ana""",6.995124182066922e+18,🏝 ࣪˖ ୨ 𝑠𝑒𝑎 𝑎𝑟𝑚𝑦 ୧ ࣪˖🏝,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078306779192822533.mp3,,False,False,Mother Mother,Oh Ana,original sound - .vivt0r (Contains music from: Oh Ana - Mother Mother),"Contains music from: ""Oh Ana""",[],0,0,Jersey,#POV #fyp #foryoupage #gachaclub #gachatrend #gachafyp #edit #trend #fypシ #gachalife,0,0,1,0,1,1,1,0,0,0
7,US,7101089725376662826,1653351292,never again Timmy! 🐶 #dogs Can your dog swim?,7424064,Eric Artell,"Actor, Host, Comedian, VO guy
⬇️ CLICK! ⬇️",0,False,https://m.tiktok.com/v/7101089725376662826.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101089725376662826&source=h5_m,451435,37,135,324,14295,7101089693311388462,7101089693311388462,72,7101089693311388462,original sound - ericartell,Eric Artell,7424064.0,Eric Artell,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101089725376924462.mp3,,False,False,,,,,[],0,0,Jersey,#dogs,0,0,0,0,0,0,0,0,0,0
0,US,7080998175951260974,1648673364,#SmellLikeIrishSpring,6969002486146352134,harold809808,Hi guys,0,False,https://www.tiktok.com/@harold809808/video/7080998175951260974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080998175951260974&source=h5_m,4125524,54261,25582,19728,962856,7080998164249135918,7080998164249135918,72,7080998164249135918,original sound - harold809808,harold809808,6.969002486146352e+18,harold809808,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080998179789032238.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/03fa448acffda968a8e96be696bfd191.json,False,False,,,,,[],0,0,Jersey,#SmellLikeIrishSpring,0,0,0,0,0,0,0,0,0,0
1,US,7103593947871857966,1653934352,#extra #eggs #legs #whatdoyoumean #sleeptalking #sleeptalker,6927509312830981126,SLEEP YELLER,Nighttime recordings.,0,False,https://www.tiktok.com/@sleepyeller/video/7103593947871857966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103593947871857966&source=h5_m,201990,83,239,0,15079,7103593918062709546,7103593918062709546,72,7103593918062709546,original sound - sleepyeller,SLEEP YELLER,6.927509312830981e+18,SLEEP YELLER,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103593947376651051.mp3,,False,False,,,,,[],0,0,Jersey,#extra #eggs #legs #whatdoyoumean #sleeptalking #sleeptalker,0,0,0,0,0,0,0,0,0,0
2,GB,7081337711008713990,1648752418,Mums when your on FaceTime #mums #britishmums #ukmums #facetime,6738862612009714693,Iconicmoments,"-18-
Business enquiries email 
emilywilson@olivemgmt.co.uk 
He!!",0,False,https://www.tiktok.com/@iconicmoments/video/7081337711008713990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081337711008713990&source=h5_m,164724,743,301,504,29224,7081337703710673669,7081337703710673669,72,7081337703710673669,original sound - iconicmoments,Iconicmoments,6.738862612009715e+18,Iconicmoments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081337704209844997.mp3,,False,False,,,,,[],0,0,Jersey,#mums #britishmums #ukmums #facetime,0,0,0,0,0,0,0,0,0,0
3,US,7087257096072285483,1650130632,#answer to @maciegrace6 they are adorable #fyp #animal #fennecfox #cute #like #follow,60340442696810496,Tik Toker,🦘🐵I’m just the crazy exotic lady… 🦓 🐪,0,False,https://www.tiktok.com/@kamygrant/video/7087257096072285483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087257096072285483&source=h5_m,8935058,18279,26258,9726,1675202,6788624488197015553,6788624488197015553,10033,6788624488197015553,_Cute,Gabe Lost,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9c0bea9be57a47e3864e3bdc813f76bd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3af7a3a30e784ea5998c4f30b69673d8,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1497496696', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#answer #fyp #animal #fennecfox #cute #like #follow,0,0,0,0,1,0,0,0,0,0
4,FR,7087619869201485062,1650215097,ceo of aftereffect #french #paris #paris2024 #olympics,6779574266188121093,paris2024,We are the next Olympic and Paralympic Games in #Paris2024 🇫🇷,0,False,https://www.tiktok.com/@paris2024officiel/video/7087619869201485062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087619869201485062&source=h5_m,11582040,12317,15589,80,2179736,7081437333601487659,7081437333601487659,72,7081437333601487659,original sound - carlos_562 (Contains music from: Green Planet - Guy J),"Contains music from: ""Green Planet""",6.763931455359976e+18,carlos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081437357471435566.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2a80a2dee69eb40b054a2bdc5e925deb.json,False,False,Guy J,Green Planet,original sound - carlos_562 (Contains music from: Green Planet - Guy J),"Contains music from: ""Green Planet""",[],0,0,Jersey,#french #paris #paris2024 #olympics,0,0,0,0,0,0,0,0,0,0
5,US,7102536699804224814,1653688192,leave a comment asking me how to promounce words and i can show u thanks #fyp #mirandasings #english #accent channlege #talkinggood,66909795361820672,MirandaSings,I'm Miranda sings. This is my official musically. I'm relly famus. Suscribe to me on YouTube.,0,False,https://www.tiktok.com/@mirandasings/video/7102536699804224814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102536699804224814&source=h5_m,299782,1202,100,25,42165,7102536645408344874,7102536645408344874,72,7102536645408344874,original sound - mirandasings,MirandaSings,6.690979536182067e+16,MirandaSings,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102536698889849646.mp3,,False,False,,,,,[],0,0,Jersey,#fyp #mirandasings #english #accent #talkinggood,0,0,0,0,1,0,0,0,0,0
6,US,7102808744911703338,1653751533,It just hits different. #fyp #foryoupage #dogsoftiktok,6954843890915165190,BeauNoseBones,"IG and YouTube ⬆️

There’s a new Beau in town.🐾

LOVE GOLDENS!? ⬇️",0,False,https://www.tiktok.com/@beaunosebones/video/7102808744911703338?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102808744911703338&source=h5_m,285479,121,502,376,45970,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Jersey,#fyp #foryoupage #dogsoftiktok,0,0,1,0,1,0,0,0,0,0
7,GB,7101698772987628805,1653493098,#duet with @james_hoyles Could you tell the difference??? #actingduet #fyp #foryou #wasittheboogeyman #viral,6846857702753420293,James Hoyles,"Actor🇬🇧
Biz Enquiries: info@marylizmanagement.com
My Insta is cool too 😎",0,False,https://www.tiktok.com/@james_hoyles/video/7101698772987628805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101698772987628805&source=h5_m,87138,164,18,131,9544,7085008981722368814,7085008981722368814,72,7085008981722368814,Boogie woogie poo (Contains music from: Boogie Woogie Wu - Insane Clown Posse),"Contains music from: ""Boogie Woogie Wu""",7.077825760386369e+18,🍃scoobie🍃,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085008996310010667.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/50d503501886a20ad2333e6e49d7f8e9.json,False,False,Insane Clown Posse,Boogie Woogie Wu,Boogie woogie poo (Contains music from: Boogie Woogie Wu - Insane Clown Posse),"Contains music from: ""Boogie Woogie Wu""",[],0,0,Jersey,#duet #actingduet #fyp #foryou #wasittheboogeyman #viral,0,1,0,0,1,0,0,0,1,0
0,US,7072878777726127406,1646782919,Did I do it right this time? #sarcus #muscially #trend #trends #flamingo #naturalhues,223269,BeastEater,"🇦🇷🧿
HURRY click link in bio I might dm/follow u 
@beasteater
18.9M?!
💚M💚",0,False,https://m.tiktok.com/v/7072878777726127406.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072878777726127406&source=h5_m,7579550,3997,423,906,582434,6669769300770900742,6669769300770900742,72,6669769300770900742,Flamingo (Contains music from: Flamingo - Kero Kero Bonito),"Contains music from: ""Flamingo""",9951674.0,SophieElisa_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1628361643666469.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2751e658cd1d73367e5c7b85d50f002c.json,False,False,Kero Kero Bonito,Flamingo,Flamingo (Contains music from: Flamingo - Kero Kero Bonito),"Contains music from: ""Flamingo""",[],0,0,Jersey,#sarcus #muscially #trend #trends #flamingo #naturalhues,0,0,0,0,0,0,0,0,0,0
1,US,7101854444970642734,1653529342,Beeee whooo youuu areee,6763517179218330630,otakoyakisoba,"Your favorite Family of EEDJIOTS.
⬇️ TRY EXPRESS VPN 7 DAYS FREE TRIAL NOW!",0,False,https://m.tiktok.com/v/7101854444970642734.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101854444970642734&source=h5_m,1797895,538,736,665,201433,7101854411026189098,7101854411026189098,72,7101854411026189098,original sound - otakoyakisoba,otakoyakisoba,6.763517179218331e+18,otakoyakisoba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101854441032207146.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
2,GB,7076205902105185541,1647557576,#stitch with @maxfostercnn #georgehalseyy #relatable #foryoupage #foryou #uk #ukraine #ukraine🇺🇦 #viral,7031575735521936389,George you sexy shit,"Email - georgehalsey2006@gmail.com
Follow if you were dropped as a child 😩😩",0,False,https://m.tiktok.com/v/7076205902105185541.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076205902105185541&source=h5_m,481262,1258,324,1095,97888,6879017222358976514,6879017222358976514,10033,6879017222358976514,Wonder,Shawn Mendes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b4a0d3c116ac437cad0294bc13c4df04,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bb3983c6ca7a4c2ca3ba2f0d3232813f,False,True,,,,,[],0,0,Jersey,#stitch #georgehalseyy #relatable #foryoupage #foryou #uk #ukraine #ukraine🇺🇦 #viral,0,1,1,0,0,0,0,0,1,0
