,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_couples,hash_cyprus,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_greece,hash_viral
1,US,7098108695334276398,1652657217,My mom was not having it 😂,6746417382892176389,KEEMOKAZI,"Keemokazi@collab.inc 
Follow me on IG for good luck 🍀 
New video out now 🔥⬇️",0,False,https://www.tiktok.com/@keemokazi/video/7098108695334276398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098108695334276398&source=h5_m,7711732,5859,6377,5072,979451,7098108669698591531,7098108669698591531,72,7098108669698591531,original sound - keemokazi,KEEMOKAZI,6.746417382892176e+18,KEEMOKAZI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098108690095491883.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d8991592bc6ae616a36ba885c06077ae.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,US,7071673481326284078,1646502289,How much is your outfit? 😅💰 @tippymorgan #fyp #foryou,6744705947907933189,Jawaun Ford,"Email
jawaun@worldxfamous.com",0,False,https://www.tiktok.com/@fordjawaun/video/7071673481326284078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071673481326284078&source=h5_m,9660360,17201,8214,2456,1356183,7071673461654965034,7071673461654965034,72,7071673461654965034,original sound - fordjawaun,Jawaun Ford,6.744705947907933e+18,Jawaun Ford,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071673482110667562.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fb7e1bed36a6d1023e25e7077f0b9a8e.json,False,False,,,,,[],0,0,Cyprus,#fyp #foryou,0,0,1,0,0,0,1,0,0,0
3,DE,7100157573860494598,1653134260,#reaction #reactions #fyp #emotional #neymar #neymarjr,7095383167264261126,Sutierrez,Follow me on Instagram for Exklusiv Content,0,False,https://www.tiktok.com/@sutierrez/video/7100157573860494598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100157573860494598&source=h5_m,6247755,7692,7101,138,1353054,6865122194381342721,6865122194381342721,10033,6865122194381342721,All I Want,Olivia Rodrigo & Disney,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/06792ac2ea4940788cc039470d969cfe?x-expires=1653962278&x-signature=%2FaZGw29a95b0xsjSras8vVY15go%3D,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1485659134', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#reaction #reactions #fyp #emotional #neymar #neymarjr,0,0,0,0,0,0,1,0,0,0
4,CY,7087078746951388417,1650089109,Gm yallll,7047368764498084866,Libra ♎️,"dina 
🤸‍♀️💃
Blue 💎💙
3 fps : D 🫶🏻💞",0,False,https://www.tiktok.com/@consta_ntina8/video/7087078746951388417?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087078746951388417&source=h5_m,68021,95,15,0,5663,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7080598108651949313,1648580216,iloveyou❤️@aristos_th20 #fyp #couples #bf,6724549008474031109,,hi babies🙋🏻‍♀️,0,False,https://www.tiktok.com/@ioanna.styl/video/7080598108651949313?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080598108651949313&source=h5_m,333080,336,2772,1863,38172,6902454108368751362,6902454108368751362,72,6902454108368751362,When We Met (voiceover),xgilham,6.77445750385615e+18,xgilham,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6902454093378325250.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5a533aa71c858668913f408089c045dc.json,False,False,,,,,[],0,0,Cyprus,#fyp #couples #bf,1,0,0,0,0,0,1,0,0,0
6,CA,7101807608482254086,1653518439,Okayyy lets go #fyp,6781453305577276421,Jake Andrich / Jakipz,"My Instagram & YouTube 👆
Full-time weirdo 😛🍁
Twitter: @Jakipz",0,False,https://www.tiktok.com/@jakeandrich/video/7101807608482254086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101807608482254086&source=h5_m,2189751,1936,450,508,192104,6917464269244073985,6917464269244073985,10033,6917464269244073985,I Like,Guy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/082ab3422f5f46808b7867acac200c85,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1423913fb5914a67855a22650c1779bd,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1452813664', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#fyp,0,0,0,0,0,0,1,0,0,0
7,CY,7103194461055864065,1653841340,Angela just shut up 🤗‼️ #fypシ #fyp #foryou #foryoupage #strangerthings #strangerthings4 #eleven #hopper,7098715649380746242,July 1st?😏,"Editor but not the best!🫶🏻
-
Got banned😨
-
😱🍕🍆",0,False,https://www.tiktok.com/@mayfieldssvfx/video/7103194461055864065?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103194461055864065&source=h5_m,115179,225,67,2,24702,7103194457146985218,7103194457146985218,72,7103194457146985218,original sound - mayfieldssvfx (Contains music from: Another Love Speed + reberb - Eyüp Demir),"Contains music from: ""Another Love Speed + reberb""",7.098715649380746e+18,July 1st?😏,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103194458330221314.mp3,,False,False,Eyüp Demir,Another Love Speed + reberb,original sound - mayfieldssvfx (Contains music from: Another Love Speed + reberb - Eyüp Demir),"Contains music from: ""Another Love Speed + reberb""",[],0,0,Cyprus,#fypシ #fyp #foryou #foryoupage #strangerthings #strangerthings4 #eleven #hopper,0,0,1,1,0,0,1,1,0,0
0,CY,7096112436167707910,1652192429, ,6933583250645337093,Romeo,"he/him 
All the links on Insta😜",0,False,https://www.tiktok.com/@romeo_twi/video/7096112436167707910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096112436167707910&source=h5_m,1317805,463,363,1242,141551,7091386817194347307,7091386817194347307,72,7091386817194347307,gud,zion 🥱,6.794994196370589e+18,zion 🥱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091386853634427694.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/510aed326cf533ac97ecf0b239f47b5a.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
1,CY,7084314763253009665,1649445567,#duet with @brynnemarieeee #μεμασιεσαι,57330654228545536,evelinaxxz,"21
🇨🇾
✨Find all my links below✨
#ΜΕμασιεσαι",0,False,https://www.tiktok.com/@evelinaxxz/video/7084314763253009665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084314763253009665&source=h5_m,96616,23,16,13,5236,7072833381838359338,7072833381838359338,72,7072833381838359338,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",7.051325885107701e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072833412377316142.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6bbddac5d61f7a8c4aec6a4f15530de3.json,False,False,VINNE,La Monica,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",[],0,0,Cyprus,#duet #μεμασιεσαι,0,0,0,0,0,0,0,0,0,0
2,BR,7103529885443935493,1653919439, ,7023685030179783685,tbasottii,"Oie! Me chamo Tuani Basotti
Mais informações sobre meu trabalho chama no insta!",0,False,https://www.tiktok.com/@tbasottii/video/7103529885443935493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103529885443935493&source=h5_m,571808,243,838,1304,37812,6728353350770755585,6728353350770755585,10033,6728353350770755585,Ass Like That,Urban All Stars,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7c6565717cbd49e593576ee3652eceb9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cbb12d43064142cea4de8b84720fc056,False,True,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
3,US,7071136522728164651,1646377271,Jimmy & @dualipaofficial team up to surprise 80-year-old superfan Papa Richy and fulfill his dream of dancing with Dua! #FallonTonight,6600107989528985606,FallonTonight,Official Account of The Tonight Show Starring Jimmy Fallon,2,False,https://www.tiktok.com/@fallontonight/video/7071136522728164651?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071136522728164651&source=h5_m,30159237,22171,81353,15684,4979592,7071136454411356970,7071136454411356970,72,7071136454411356970,original sound - fallontonight,FallonTonight,6.600107989528986e+18,FallonTonight,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071136518710151982.mp3,,False,False,,,,,[],0,0,Cyprus,#FallonTonight,0,0,0,0,0,0,0,0,0,0
4,GB,7102373723549781253,1653650248, ,6989164726328558597,Business| Entrepreneurship,"Daily MoneyTips from Billionaires🚀
Paid collabs:support@digitalexecutives.co.uk",0,False,https://www.tiktok.com/@moneytips.uk/video/7102373723549781253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102373723549781253&source=h5_m,6215738,3108,5862,7679,444716,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,US,7093338548631358766,1651546580, ,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7093338548631358766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093338548631358766&source=h5_m,30070219,35986,34409,68219,5703828,7093338516306021163,7093338516306021163,72,7093338516306021163,original sound - selenagomez,Selena Gomez,9.761465332477133e+16,Selena Gomez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093338541144656686.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3af199501bedd0fe70b9f85726356a67.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
6,CY,7098038824407715074,1652640949,Reply to @cancel._.adrianna  #zendaya #kcundercover 👀,6638127045123915782,Zendaya,"ᶠᵒˡˡᵒʷ ᵐʸ ⁱᵍ
""I don't mind if people look at me like I’m crazy.I’m just being me",0,False,https://www.tiktok.com/@zendayaxfans/video/7098038824407715074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098038824407715074&source=h5_m,38554,75,29,69,6279,7098038813293546241,7098038813293546241,72,7098038813293546241,original sound - zendayaxfans,Zendaya,6.638127045123916e+18,Zendaya,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098038810981845761.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/863dcdce4f37c39296116876cbc14ac3.json,False,False,,,,,[],0,0,Cyprus,#zendaya #kcundercover,0,0,0,0,0,0,0,0,0,0
7,AE,7097631633771203841,1652546143, ,6765439695927100422,Kate Shumskaya,"📟Your Kate📟
💌cooperation: pr.mimisskate@gmail.com
📍Dubai📍
Check it👇🏻",0,False,https://www.tiktok.com/@mimisskate/video/7097631633771203841?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097631633771203841&source=h5_m,2388221,333,242,712,73146,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
0,US,7072396277517962538,1646670579,👀 the 👧 face#foryou #fyp #earwax #earwaxremnoval,7059593943605085231,Jeriah7788,"🥳🥳🥸🥸
Funny things here😊",0,False,https://www.tiktok.com/@buikisatsu/video/7072396277517962538?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072396277517962538&source=h5_m,148503688,35687,38262,46134,6371577,6842582526297393154,6842582526297393154,10036,6842582526297393154,How You Like That,BLACKPINK,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3a65180af6434e289a7d314d7bcc114e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e2d504b8108437fbd3cc0f9ae5c8b2e,False,True,,,,,[],0,0,Cyprus,#foryou #fyp #earwax #earwaxremnoval,0,0,1,0,0,0,1,0,0,0
1,GB,7101762460968897798,1653507926,Reply to @ruinwmd666 my sweet husband x,6809251843257697285,SiennaKeera,"Sienna & @georgekeywood 💍 
🤍 links in my Insta bio 🤍
hugo@grail-talent.com",0,False,https://www.tiktok.com/@siennakeera/video/7101762460968897798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101762460968897798&source=h5_m,1934494,3486,880,695,74953,7101762457080777478,7101762457080777478,72,7101762457080777478,original sound - siennakeera,SiennaKeera,6.809251843257697e+18,SiennaKeera,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101762459184728837.mp3,,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,GB,7103485882891504901,1653909193,#movie,7093514469863326725,ryde,"📺📺TIKTOK FILMS🇬🇧🇬🇧
Daily updates of exciting movies",0,False,https://www.tiktok.com/@ryde841/video/7103485882891504901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103485882891504901&source=h5_m,190156,41,8,30,9006,6817476355106572289,6817476355106572289,10036,6817476355106572289,Sports Music (60 Sec),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7e98108a71ea4cc289a99442b85c88d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f9366aac9cd4883a0188e3c53229acf,False,True,,,,,[],0,0,Cyprus,#movie,0,0,0,0,0,0,0,0,0,0
3,SG,7094222879641931013,1651752481, ,7079708177550410758,Assets_investing,#1 Advice and Business Content from Billionaires 👇🏼,0,False,https://www.tiktok.com/@assets_investing/video/7094222879641931013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094222879641931013&source=h5_m,20530122,8854,33733,41103,2014807,7094222852307684102,7094222852307684102,72,7094222852307684102,original sound - assets_investing,Assets_investing,7.079708177550411e+18,Assets_investing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094222864840149766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d2d6d7ce896b2eb3a526a7339c7ba0c.json,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
4,CY,7093501910786772226,1651584616,@mcdonalds_cyprus♥️,6916216885697020934,🌸𝐌𝐀𝐑𝐈𝐀𝐌🌸,Κάμεμε φώλλοου πρίν μια μέρα γίνω πλούσια και διάσημη #νοτ🤍,0,False,https://www.tiktok.com/@_.mariam.g._/video/7093501910786772226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093501910786772226&source=h5_m,98814,157,96,67,6761,7070933441591642886,7070933441591642886,72,7070933441591642886,original sound - biteable (Contains music from: Everybody (Backstreet's Back) (Radio Edit) - Backstreet Boys),"Contains music from: ""Everybody (Backstreet's Back) (Radio Edit)""",6.856836069658379e+18,Biteable,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070938771948063493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e072d6e5874ac340b42f14a88e013bf5.json,False,False,Backstreet Boys,Everybody (Backstreet's Back) (Radio Edit),original sound - biteable (Contains music from: Everybody (Backstreet's Back) (Radio Edit) - Backstreet Boys),"Contains music from: ""Everybody (Backstreet's Back) (Radio Edit)""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7081545937423715585,1648800900,#fyp #guaba,6854878062943077381,loukiageo,,0,False,https://www.tiktok.com/@fygouaaa.01/video/7081545937423715585?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081545937423715585&source=h5_m,122028,93,48,88,15065,6894852868034153222,6894852868034153222,72,6894852868034153222,original sound - dsully5,Danny Sullivan,6.848795303824377e+18,Danny Sullivan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6894852765084912390.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1749b88c7b0d62d5b3d90656dd0216f9.json,False,False,,,,,[],0,0,Cyprus,#fyp #guaba,0,0,0,0,0,0,1,0,0,0
6,US,7097377714230971694,1652487022,He’s always 10 steps ahead 😂😂😂 @jlo1017 #fyp #LENOVOJUSTBEYOU #tricky #WellThatsYou #KitchenHacks #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7097377714230971694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097377714230971694&source=h5_m,30321259,8968,23049,11646,2345793,7091835624172292098,7091835624172292098,10033,7091835624172292098,Honest,Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e3e22af1a4d74fa3b3ec58ffe7985169,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d7b89291c404ef58c5b4026d1fce7db,True,True,,,,,[],0,0,Cyprus,#fyp #LENOVOJUSTBEYOU #tricky #WellThatsYou #KitchenHacks #foryou,0,0,1,0,0,0,1,0,0,0
7,CY,7089120180231556353,1650564415,Κερατινη καμ μπακ #ntakshi #agelee #foryou #fyp #keratintreatment,6573288945231642629,✨xariklia✨,"•Sup stalker👀•
  follow the gram   ⤴️
Fkallw ta parapona mu sto tik tok
15k🔜😜",0,False,https://www.tiktok.com/@xariklia.ik/video/7089120180231556353?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089120180231556353&source=h5_m,97977,169,75,93,6911,7089120177006709506,7089120177006709506,72,7089120177006709506,original sound - xariklia.ik,✨xariklia✨,6.573288945231643e+18,✨xariklia✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089120164045769474.mp3,,False,False,,,,,[],0,0,Cyprus,#ntakshi #agelee #foryou #fyp #keratintreatment,0,0,1,0,0,0,1,0,0,0
0,CY,7087208182895906049,1650119244,#fyp #viral,6782281514387801093,Dimitrisarr,"Just a regular normal 90's ""$&@:(-.!
🇨🇾🇦🇺
Follow for more 🖤",0,False,https://www.tiktok.com/@dimitrisarr/video/7087208182895906049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087208182895906049&source=h5_m,19659554,55890,153207,614,4230949,7087208166676531969,7087208166676531969,72,7087208166676531969,original sound - dimitrisarr,Dimitrisarr,6.782281514387801e+18,Dimitrisarr,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087208145268886274.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b31ebfdc7d47ae2f612c23d0cd6a5732.json,False,False,,,,,[],0,0,Cyprus,#fyp #viral,0,0,0,0,0,0,1,0,0,1
1,CY,7097235083567893761,1652453814,🙄,7040424237836141569,Kev & Celi ❤️,"Instagram: @its_celinaslifestyle
Check my Instagram 4 more ↖️😈",0,False,https://www.tiktok.com/@__kevandceli__/video/7097235083567893761?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097235083567893761&source=h5_m,888752,878,973,1437,105128,7047638935387769606,7047638935387769606,72,7047638935387769606,original sound - erxenyeager (Contains music from: Solid - MaSke),"Contains music from: ""Solid""",7.02865145923689e+18,erxenyeager,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7047638935870245638.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb12e89d4950bd498a6349cf9c55d22b.json,False,False,MaSke,Solid,original sound - erxenyeager (Contains music from: Solid - MaSke),"Contains music from: ""Solid""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
