,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_explore,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
3,EG,7090613215406624005,1650912041,سكلاتك أمين امك ياض #مصمم #حالات_واتس #Hamo,6909318920231388165,مصمم❤️ حلات❤️ واتس,ما شاء الله,0,False,https://www.tiktok.com/@hamofego25/video/7090613215406624005?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090613215406624005&source=h5_m,3878076,1657,7415,6317,323521,7090613198080035589,7090613198080035589,72,7090613198080035589,original sound - hamofego25,مصمم❤️ حلات❤️ واتس,6.909318920231388e+18,مصمم❤️ حلات❤️ واتس,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090613216740477701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4fd2d08814726994001d5c03af8e79e.json,False,False,,,,,[],0,0,Egypt,#مصمم #حالات_واتس #Hamo,0,0,0,0,0,0,0,0,0,0
4,EG,7098472837794532614,1652742001,#لاحياء_في_العلم ✨🥰🖤🙏#معلومات_مفيده_مع_مستر_حسن #مستر_حسن_اخصائي_تمريض_معلومات_طبيه #fypシ #دكتور #تمريض_نوره_يحتاجون_للتنفس #fypシ #fyp,6535779209481032704,M/ Hassan Nursing💉🥼💊,"انستقرام👆👆
Mr. Hassan Nursing♥️
Content useful medical information
🇸🇾❤️🇪🇬",0,False,https://www.tiktok.com/@hassan_ahmad55/video/7098472837794532614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098472837794532614&source=h5_m,22257412,21633,107560,172188,331491,7098345935721253638,7098345935721253638,72,7098345935721253638,original sound - hassan_ahmad55 (Contains music from: Missing you - Mattyas),"Contains music from: ""Missing you""",6.535779209481033e+18,M/ Hassan Nursing💉🥼💊,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098351581787851526.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa5af3883b515a034ae5143551bab840.json,False,False,Mattyas,Missing you,original sound - hassan_ahmad55 (Contains music from: Missing you - Mattyas),"Contains music from: ""Missing you""",[],0,0,Egypt,#لاحياء_في_العلم #معلومات_مفيده_مع_مستر_حسن #مستر_حسن_اخصائي_تمريض_معلومات_طبيه #fypシ #دكتور #تمريض_نوره_يحتاجون_للتنفس #fypシ #fyp,0,0,0,0,1,2,0,0,0,0
5,EG,7082433778785799430,1649007616,اعمل ايه بحب الكنافة🥺 #foryou #fyp,6795881314882487301,Mayan El Sayed,"🎭🎬🌍❣️
They call me Mayouna😜",0,False,https://www.tiktok.com/@mayanelsayed/video/7082433778785799430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082433778785799430&source=h5_m,14568135,3206,4140,21510,610391,7069112653381225221,7069112653381225221,72,7069112653381225221,original sound - eslam__a7,مصـــمــم حلاتــــ🥀,7.047719262785455e+18,مصـــمــم حلاتــــ🥀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069157552658975493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0c6ec7ad395a1aa10384205f2abbf31.json,False,False,,,,,[],0,0,Egypt,#foryou #fyp,0,0,1,0,1,0,0,0,0,0
6,LB,7100938974834789634,1653316193,منشن لحدا ستيلو حلو ❤️ #dubai #explore #fyp #lebanon #arab #دبي #lunasb #foryoupage,21314201,لونا,"فلسطينية 🇵🇸
For business inquiries email 🤍
🦋فينا نوصل 2M؟",0,False,https://www.tiktok.com/@lunasb__/video/7100938974834789634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100938974834789634&source=h5_m,2142963,1775,753,3164,102792,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Egypt,#dubai #explore #fyp #lebanon #arab #دبي #lunasb #foryoupage,0,1,0,1,1,0,0,0,0,0
7,FR,7084198824390020358,1649418573, ,6861266353005888518,La tictokeuse 869,latiktokeuse869🦄,0,False,https://www.tiktok.com/@latiktokeuse869/video/7084198824390020358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084198824390020358&source=h5_m,5662093,975,11625,1654,60161,6813052138546006789,6813052138546006789,72,6813052138546006789,original sound - kalesalad,For You,6.642309458071568e+18,For You,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663343053389878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9e6e1d314b92562cf97209abb4af5ab2.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7079170067749014790,1648247724,و ادعيلي يا غاليه ما شوطش ع الفاضي ⚽️♥️ #fyp #zouba #moveeveryday #trainlikeawoman #womenathletes #sportok #redbulldanceyourstyle,6639668565359181830,Shimaa sobhy_زوبا,"2M?.500k insta
winner redbull dance your style 2022 🥇
Choreographer 🇪🇬",0,False,https://www.tiktok.com/@zouba_official/video/7079170067749014790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079170067749014790&source=h5_m,11281608,4049,10451,53483,711320,7076863810434599686,7076863810434599686,72,7076863810434599686,original sound - wegzpablo21 (Contains music from: بعودة يا بلادى - Wegz),"Contains music from: ""بعودة يا بلادى""",6.931367300932257e+18,W E G Z | P A B L O,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076863803278854917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab4cf01a5397a890668e2434ab9cd569.json,False,False,Wegz,بعودة يا بلادى,original sound - wegzpablo21 (Contains music from: بعودة يا بلادى - Wegz),"Contains music from: ""بعودة يا بلادى""",[],0,0,Egypt,#fyp #zouba #moveeveryday #trainlikeawoman #womenathletes #sportok #redbulldanceyourstyle,0,0,0,0,1,0,0,0,0,0
1,AE,7098685758420077826,1652791575,بس انا فنان 🚀😂#ramroomfatooh,6762178823754793990,Reema🇦🇪ريما,"📍Abu Dhabi 🇦🇪
reema.sarhan92@gmail.com
تعالوا انستجرام 🔥 برد عالخاص 😍",0,False,https://www.tiktok.com/@ramroomfatooh/video/7098685758420077826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098685758420077826&source=h5_m,3162465,2528,524,1246,79251,7086336188273003265,7086336188273003265,72,7086336188273003265,original sound - aboktata1 (Contains music from: بس أنا فنان - D1M1K),"Contains music from: ""بس أنا فنان""",6.607866527348883e+18,مش شايف 🖕🏻🦅,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086336156857568002.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3dc27c2d376a99547f3cc6aae06ad34c.json,False,False,D1M1K,بس أنا فنان,original sound - aboktata1 (Contains music from: بس أنا فنان - D1M1K),"Contains music from: ""بس أنا فنان""",[],0,0,Egypt,#ramroomfatooh,0,0,0,0,0,0,0,0,0,0
2,DZ,7101255748272803077,1653389950,#la_nass23,6950964246596174854,Thé Queen 👑,❤️‍🔥❤️‍🩹👑🥺💞,0,False,https://www.tiktok.com/@el_majnouna27/video/7101255748272803077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101255748272803077&source=h5_m,7986853,0,1024,1387,71513,6880570849863158530,6880570849863158530,72,6880570849863158530,original sound - policejordan911 (Contains music from: موطني - مراد السويطي),"Contains music from: ""موطني""",6.824591763225003e+18,Police _jordan911_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6880570805034470145.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/157a574cf624e2997ba495c1deeff6d9.json,False,False,مراد السويطي,موطني,original sound - policejordan911 (Contains music from: موطني - مراد السويطي),"Contains music from: ""موطني""",[],0,0,Egypt,#la_nass23,0,0,0,0,0,0,0,0,0,0
3,CO,7102689728125799685,1653723826, ,7099778248549237766,💕 You Like My B1O 💟,👇 You Like It 💜,0,False,https://www.tiktok.com/@bsytss/video/7102689728125799685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102689728125799685&source=h5_m,3854456,383,5402,11338,43520,7094179885190908678,7094179885190908678,72,7094179885190908678,original sound - vvcstk,Tik Toker,7.094174843196868e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094179932762295046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cab0bac42836768496beb1b0dc43785.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
4,LB,7097885382619958529,1652605223,#يسمى❤ #هتعمل_ايه #يابرو,6803352839511983109,سلطانة بنت حسين 👑,"كلو عادي زي غيرو الي يمشي يجي غيرو 
النفس تميل لمن يدللها 🤍
ناعمة كالسلام 🐍🐍",0,False,https://www.tiktok.com/@sultana_yasma/video/7097885382619958529?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097885382619958529&source=h5_m,11441591,52909,16878,32826,465466,7097885376794069761,7097885376794069761,72,7097885376794069761,original sound - sultana_yasma,سلطانة بنت حسين 👑,6.803352839511983e+18,سلطانة بنت حسين 👑,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097885325272042241.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0fd9c63a4a60a362e87868b7ff716bb.json,False,False,,,,,[],0,0,Egypt,#يسمى❤ #هتعمل_ايه #يابرو,0,0,0,0,0,0,0,0,0,0
5,BR,7093526093315017990,1651590248,🤙🏻🤙🏻,6821305942525674501,🍓Brenda Campos🍓,"ES 🍓🇧🇷
18y 🍓",0,False,https://www.tiktok.com/@brendacamposv/video/7093526093315017990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093526093315017990&source=h5_m,28942351,19404,10181,51097,1591286,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,EG,7101735899247037702,1653501742,#تصميميtamer_hosny___1 #اكسبلوووور #فوريو,6610513456738680837,تامر حسني,"صفحة معجب 
الحمد لله 💞
16 أغسطس 1977",0,False,https://www.tiktok.com/@tamer_hosny___1/video/7101735899247037702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101735899247037702&source=h5_m,1324890,1181,5360,479,80474,7101735893429422854,7101735893429422854,72,7101735893429422854,original sound - tamer_hosny___1,تامر حسني,6.610513456738681e+18,تامر حسني,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101735886210992902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0eabcdd49c608c7a66841892e26e1e44.json,False,False,,,,,[],0,0,Egypt,#تصميميtamer_hosny___1 #اكسبلوووور #فوريو,0,0,0,0,0,0,0,0,0,0
7,MX,7079141177328422149,1648240997, ,7078786766081131525,moslajo,"𝔸𝔻𝕌𝕃𝕋 𝕍𝕀𝔻𝔼𝕆𝕊🔽
𝕊𝕀𝔾ℕ 𝕌ℙ😍",0,False,https://www.tiktok.com/@moslajo/video/7079141177328422149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079141177328422149&source=h5_m,8640470,608,1487,9356,178919,7079141152104008453,7079141152104008453,72,7079141152104008453,original sound - moslajo,moslajo,7.078786766081132e+18,moslajo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079141162163211013.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7099833866294152453,1653058891,مفيش مبروك😂💍♥️,6517273525244400655,ابو ضحكه جنان 😄🍓,تعالو انستا برد ع الكل اللينك ف البايو😂♥️,0,False,https://www.tiktok.com/@seiftarek71/video/7099833866294152453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099833866294152453&source=h5_m,8510825,6591,2891,16577,297119,7094320275118344965,7094320275118344965,72,7094320275118344965,original sound - _nada_mohamed__ (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.805968368929572e+18,Nada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094320272882322181.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b5b7e20daa6dec99055810f2563c2e0.json,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - _nada_mohamed__ (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
1,EG,7102206557550644485,1653611327,#foryou #fyp #viral #fypシ,6878993084707324934,Adham Ibrahem,♠️🦂,0,False,https://www.tiktok.com/@adhamibrahem19/video/7102206557550644485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102206557550644485&source=h5_m,899564,1,2777,1087,34822,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,#foryou #fyp #viral #fypシ,0,0,1,0,1,1,0,0,1,0
2,FR,7076731672103767301,1647679991,Nancy ajram 🥰🥰,6648690204834578437,LOUIS RODRIGUEZ✨,"Snapchat 👻 : @london-louis
2eme compte : louisrodriguez1.2",0,False,https://www.tiktok.com/@louisrodriguez12/video/7076731672103767301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076731672103767301&source=h5_m,17633502,36037,93697,5474,518652,7020349815758293766,7020349815758293766,72,7020349815758293766,original sound - joesbussyinthecorner (Contains music from: Ah W Noss - Nancy Ajram),"Contains music from: ""Ah W Noss""",6.933190593737541e+18,user1004363550964,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7020349922943748870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f73f38f9233cfa491aa7f3d074a95000.json,False,False,Nancy Ajram,Ah W Noss,original sound - joesbussyinthecorner (Contains music from: Ah W Noss - Nancy Ajram),"Contains music from: ""Ah W Noss""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
3,EG,7103207243960569094,1653844316,منى زكى😂👙🔥#viral #diaa_elshehry #ضياءهاني #fyp #تصميمي,7072002923337335814,ELSHEHRY,"اللهم صلى على سيدنا محمد ♥
🤲🏻SOON200K🤲🏻
just for fun🚶‍♂️❤
TOP🥇🎬
👑🎧🎬",0,False,https://www.tiktok.com/@diaa.elshehry/video/7103207243960569094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103207243960569094&source=h5_m,3600240,830,5142,721,89805,7103207232380111622,7103207232380111622,72,7103207232380111622,original sound - diaa.elshehry,ELSHEHRY,7.072002923337336e+18,ELSHEHRY,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103207226076187397.mp3,,False,False,,,,,[],0,0,Egypt,#viral #diaa_elshehry #ضياءهاني #fyp #تصميمي,0,0,0,0,1,0,0,0,1,0
4,PK,7097232252488207643,1652453154,#❤️❤️ #😜😜😜 ❤️❤️  #videosnapchallenge🤗💕❤️💯🤙😊🍺  #❤️❤️ #😜,6651579112744960005,Dilawer,I am back on TikTok,0,False,https://www.tiktok.com/@dilawarmughal173/video/7097232252488207643?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097232252488207643&source=h5_m,6671165,2,1054,5908,149027,7081681242139134747,7081681242139134747,72,7081681242139134747,original sound - masken394,Tik Toker,7.032271484006237e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7081681269901380378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42bfeefcd7ced564c20f498353b5e604.json,False,False,,,,,[],0,0,Egypt,#❤️❤️ #😜😜😜 #videosnapchallenge🤗💕❤️💯🤙😊🍺 #❤️❤️ #😜,0,0,0,0,0,0,0,0,0,0
5,EG,7102719304399080710,1653730711, ,90702458137542656,Teema Bashar,"Follow me on insta 
سورية 🇸🇾 | مصر 🇪🇬
يوميات سورية بمصر 🙏🏻",0,False,https://www.tiktok.com/@teemabashar/video/7102719304399080710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102719304399080710&source=h5_m,1463416,1013,630,1914,80834,7099036183589604101,7099036183589604101,72,7099036183589604101,original sound - el_zingo,El_Zingo🔥✨,6.689022372899735e+18,El_Zingo🔥✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099048022226651910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe466765eb5705ab0f2a056882ab28a8.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,LB,7071389095938903297,1646436078,🤓 @hendabdelhaliim 😂,6799186022187222021,Rakeen Saad,Actress 😁 ♐️,0,False,https://www.tiktok.com/@rakeensaad/video/7071389095938903297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071389095938903297&source=h5_m,894913,147,256,502,61078,7047821902290619142,7047821902290619142,72,7047821902290619142,original sound - el_deep0,MOHAMED SAEED•|🌿☕️],7.007221446599738e+18,MOHAMED SAEED•|🌿☕️],False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7047821917931309829.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e8d7668a5b586b0abad896a7f29bfa30.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
7,EG,7102596090372934917,1653702023,الناس الي فكره ان البنت الي بتحسس علي جسمي ولد لا دي بنت تمام 👌😊❤️#بسنت_شوقي #fypシ #foryoupage,7022759102057825285,بسنت شوقي ✨,"بسنت شوقي 
actor 
الاكونت بتاعي الرسمي 
علي التيك توك 
لي الكوليس     🌸🤍💙",0,False,https://www.tiktok.com/@passant_shawky/video/7102596090372934917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102596090372934917&source=h5_m,3939007,617,121,1040,46437,7102596059188366086,7102596059188366086,72,7102596059188366086,original sound - passant_shawky,بسنت شوقي ✨,7.022759102057825e+18,بسنت شوقي ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102596057502190342.mp3,,False,False,,,,,[],0,0,Egypt,#بسنت_شوقي #fypシ #foryoupage,0,0,0,1,0,1,0,0,0,0
