,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
4,AU,7097576781368052994,1652533371,Boss reacts to AirPods cable @gelcreates_ #boss #deepmeaning #bossthoughts #worklife,6958409897286206466,Tofu Tech,"Biz: info@tofutech.com.au
Momax Products Wholesale
🇦🇺 Sydney Australia 🇦🇺",0,False,https://www.tiktok.com/@tofutech/video/7097576781368052994?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097576781368052994&source=h5_m,4531304,2002,3672,8393,468531,7097576781863062273,7097576781863062273,72,7097576781863062273,original sound - tofutech,Tofu Tech,6.958409897286206e+18,Tofu Tech,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097576790687779585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/134e8060b5165011d755299dc8c2479e.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#boss #deepmeaning #bossthoughts #worklife,0,0,0,0,0,0,0,0,0,0
5,US,7103198208226053422,1653842212,I can’t be the only one 🤌✨,11956846,The Mannii Show,"ʕ•̫͡•ʔ🙏🏼Follow my YouTube⤴️ iNstaGram⤴️ʕ•̫͡•ʔ
✨BLM✨
Merch Coming S♾N 🧢🔥",0,False,https://www.tiktok.com/@the_mannii/video/7103198208226053422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103198208226053422&source=h5_m,326679,1570,151,138,53421,6948521578766371590,6948521578766371590,10036,6948521578766371590,Levitating,Dua Lipa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e22a3692efb14476848d348e2f5e163f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e178a480d11642dc976018bf5aa3b7a2,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,TH,7103318278176607514,1653870168,กระทะทอดไข่ #alltv246,7089422103325197339,สนใจ > จิ้มลิงค์หน้าโปรไฟล์,"❤️ สั่งของที่นี่ สั่งของที่นี่ ❤️
🛒 ลิ้งซื้อสินค้า 🛒

⬇️ ⬇️ ⬇️ ⬇️ ⬇️ ⬇️ ⬇️ ⬇️",0,False,https://www.tiktok.com/@alltv246/video/7103318278176607514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103318278176607514&source=h5_m,2881,0,0,2,40,6992424953840700186,6992424953840700186,24,6992424953840700186,original sound - organ1109,ออร์ แกน 🎶,77644339027.0,ออร์ แกน 🎶,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6992424927177591578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c7d6b294772c7ab38f7136fe2523809.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#alltv246,0,0,0,0,0,0,0,0,0,0
7,PH,7103015395241495835,1653799647,Good food at #HabaneroKitchenBar 🌶,6776975421902144514,AJ De Leon,IG/Twitter: theajdeleon✨,0,False,https://www.tiktok.com/@theajdeleon/video/7103015395241495835?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103015395241495835&source=h5_m,141967,68,640,210,6030,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#HabaneroKitchenBar,0,0,0,0,0,0,0,0,0,0
0,US,7094032613047897386,1651708180, ,7093298146877719594,NotKegn,it’s not my main,0,False,https://m.tiktok.com/v/7094032613047897386.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094032613047897386&source=h5_m,13250791,41360,116670,43017,2830528,7094032595666914094,7094032595666914094,72,7094032595666914094,original sound - not_kegn,NotKegn,7.09329814687772e+18,NotKegn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094032614444813102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23b901a5e2c3ee39faa963a5bdf36dfd.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
1,US,7098887623338380587,1652838575,Our neighbors always got something going on  @oliver6060 #couplehumor #couplegoals #agegapcouple #foryou,6984097241485067270,King quran 🤴🏾,If you have a small business and want a s/o P.O. Box 3091 Rome ga 30164,0,False,https://m.tiktok.com/v/7098887623338380587.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098887623338380587&source=h5_m,1518777,1445,308,264,55343,6927348508873837317,6927348508873837317,72,6927348508873837317,original sound - mr757finest,Tik Toker,6.917824719031977e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6927348505551964933.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8d69d180a0a5627656fec437d72208b3.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#couplehumor #couplegoals #agegapcouple #foryou,0,1,0,0,0,0,0,0,0,0
2,US,7091439364412312878,1651104392,Gripping some grizzly grip. #grizzlygrip #grizzlygriptape #skateboarding #skatetok #skate #skater #griptape #grip #skateboardingisfun #fyp #tiktok,6814976679632077829,Victor Brooks,"Suga Brooks
Blacxican
 Enjoy Life ✌🏾
Trust the process",0,False,https://m.tiktok.com/v/7091439364412312878.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091439364412312878&source=h5_m,36430206,2312,2157,6409,1685627,7091439349945928491,7091439349945928491,72,7091439349945928491,original sound - victor.brooks (Contains music from: Ys3 - Know Opinions),"Contains music from: ""Ys3""",6.814976679632078e+18,Victor Brooks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091439374583319338.mp3,,False,False,Know Opinions,Ys3,original sound - victor.brooks (Contains music from: Ys3 - Know Opinions),"Contains music from: ""Ys3""",[],0,0,"Bonaire, Sint Eustatius and Saba",#grizzlygrip #grizzlygriptape #skateboarding #skatetok #skate #skater #griptape #grip #skateboardingisfun #fyp #tiktok,0,0,0,0,1,0,0,0,0,0
3,US,7092880755818335531,1651439992,Cookie Momster.,6763517179218330630,otakoyakisoba,"Your favorite Family of EEDJIOTS.
⬇️ TRY EXPRESS VPN 7 DAYS FREE TRIAL NOW!",0,False,https://m.tiktok.com/v/7092880755818335531.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092880755818335531&source=h5_m,3865252,3084,2655,2189,476452,7092880737338247982,7092880737338247982,72,7092880737338247982,original sound - otakoyakisoba,otakoyakisoba,6.763517179218331e+18,otakoyakisoba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092880749262850862.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cb57ec97514af927d54759fc7e723d3a.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
4,TH,7103084922482527515,1653815835,Sound Wave Tattoo...#tattoo #soundwavetattoo #sdo,7098341514577396762,BFly,,0,False,https://m.tiktok.com/v/7103084922482527515.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103084922482527515&source=h5_m,172653,73,94,82,8805,7103084914626579226,7103084914626579226,24,7103084914626579226,original sound - bfly_dj,BFly,7.098341514577397e+18,BFly,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103084927658642202.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#tattoo #soundwavetattoo #sdo,0,0,0,0,0,0,0,0,0,0
5,TH,7103075821820153114,1653813716,ผุสาวเต่าเหม็น พ่อหนุ่มเต่าดำ บ่มั่นใจแมนบ่ มาจ้า มาลอง #ครีมรักแร้ชูว์มี #tiktokshop #fyp,6895620190136468482,กานต์พารีวิว ♡,"สั่งสินค้าใน tiktok shop
กดรูปตระกร้าได้เลย 👇🏻
ลด 120 บาท ส่งฟรีมีปลายทาง!",0,False,https://m.tiktok.com/v/7103075821820153114.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103075821820153114&source=h5_m,642,1,0,0,39,7056834206521199366,7056834206521199366,72,7056834206521199366,original sound - ozuedits (Contains music from: Unforgettable (feat. Swae Lee) - French Montana),"Contains music from: ""Unforgettable (feat. Swae Lee)""",8.316014461578035e+16,ozu ♚,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7056834220827659014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f44abb232b2eed650c6d6932e32a8d7.json,False,False,French Montana,Unforgettable (feat. Swae Lee),original sound - ozuedits (Contains music from: Unforgettable (feat. Swae Lee) - French Montana),"Contains music from: ""Unforgettable (feat. Swae Lee)""",[],0,0,"Bonaire, Sint Eustatius and Saba",#ครีมรักแร้ชูว์มี #tiktokshop #fyp,0,0,0,0,1,0,0,0,0,0
6,GB,7091307889977068805,1651073783,#question from @bbtoyss_uk  Click the yellow button to get this flying ball!☺️☺️☺️#toys #flyingball #onlyinmycalvins #flyingorb #giftgifthouse #toytok,7080442437516919814,BBtoyss_uk,☺️☺️share my video to your mom or dad and click the shopping bag to buy IT 👇 👇,0,False,https://m.tiktok.com/v/7091307889977068805.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091307889977068805&source=h5_m,654118,4363,431,1001,23800,7091008467187600134,7091008467187600134,72,7091008467187600134,original sound - bbtoyss_uk (Contains music from: TikTok Cutie - Stephen Sharer),"Contains music from: ""TikTok Cutie""",7.08044243751692e+18,BBtoyss_uk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091148964204268294.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1fdd3b9cdf7a103bd054eb93bceb64ee.json,False,False,Stephen Sharer,TikTok Cutie,original sound - bbtoyss_uk (Contains music from: TikTok Cutie - Stephen Sharer),"Contains music from: ""TikTok Cutie""",[],0,0,"Bonaire, Sint Eustatius and Saba",#question #toys #flyingball #onlyinmycalvins #flyingorb #giftgifthouse #toytok,0,0,0,0,0,0,0,0,0,0
7,US,7102428227607579906,1653662937,yuh,6561695017990504449,Krutika 🐥,"Just a weeb that likes anime, kdrama and games 🤡",0,False,https://m.tiktok.com/v/7102428227607579906.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102428227607579906&source=h5_m,566677,329,126,599,122328,7102428212265437953,7102428212265437953,24,7102428212265437953,original sound - themermaidscale,Krutika 🐥,6.561695017990504e+18,Krutika 🐥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102428199329876737.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,AU,7073993437430680834,1647042449,Pool Salt asmr that one lumpy bag #poolguy #swimmingpool #pool #salt #asmr,6928265693201417217,theaussiepoolguy,"Pool Guy - Australia 🇦🇺
DM’s through Instagram ⬆️",0,False,https://www.tiktok.com/@theaussiepoolguy/video/7073993437430680834?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073993437430680834&source=h5_m,43054697,7463,1889,4504,1654368,7073993411447114497,7073993411447114497,72,7073993411447114497,original sound - theaussiepoolguy,theaussiepoolguy,6.928265693201417e+18,theaussiepoolguy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073993348079782658.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2aa27c2bb6f82b10ddb50930be133c63.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#poolguy #swimmingpool #pool #salt #asmr,1,0,0,0,0,0,0,0,0,0
1,CA,7092839048057769221,1651430282,#stitch with @mattythetechy do you have a #mario phone?,6608229780943306757,Ricky Berwick,"Your not so normal video entertainer!
For business: ricky@LFM.tv",0,False,https://www.tiktok.com/@therickyberwick/video/7092839048057769221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092839048057769221&source=h5_m,10085033,11617,24354,29212,1771345,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#stitch #mario,0,0,0,0,0,0,0,0,0,0
2,GB,7101724792046292230,1653499156, ,7094941776141714437,massage.studio,,0,False,https://www.tiktok.com/@football_show.ll/video/7101724792046292230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101724792046292230&source=h5_m,36079451,6970,3411,15715,1437372,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
3,CA,7099877969526689029,1653069159,This might seem basic so I hope it’s helpful!! 🥰🥰🥰 #hug #hugs #kiss #advice #advicetiktok #adviceforgirls #expert #psychology #psychologytips #datingadvice #datingadviceforwomen #datingadviceforgirls #datingexpert #relationship #relationshipgoals #crush #boyfriend #howtokiss #kissing #hugging #makehimloveme #psychologyfacts #psych #psychologytricks,6617655923106447366,Kimberly,"Relationship & Fragrance Expert
Teaching the Art of Attraction
New music soon🎵",0,False,https://www.tiktok.com/@ask_kimberly/video/7099877969526689029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099877969526689029&source=h5_m,3938300,2410,2260,11519,660385,7099877968512191237,7099877968512191237,72,7099877968512191237,original sound - ask_kimberly,Kimberly,6.617655923106447e+18,Kimberly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099877978263325446.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#hug #hugs #kiss #advice #advicetiktok #adviceforgirls #expert #psychology #psychologytips #datingadvice #datingadviceforwomen #datingadviceforgirls #datingexpert #relationship #relationshipgoals #crush #boyfriend #howtokiss #kissing #hugging #makehimloveme #psychologyfacts #psych #psychologytricks,0,0,0,0,0,0,0,0,0,0
4,GB,7072678391501180165,1646736265,How about two ramps 😂,6817445128426800134,Becky Giles,"HGV Driver 🐂
23
Instagram becky_giles16",0,False,https://www.tiktok.com/@beckygiles/video/7072678391501180165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072678391501180165&source=h5_m,113287527,8761,8645,48671,4797947,6721836954511476738,6721836954511476738,10033,6721836954511476738,Dance Monkey,Tones And I,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/49cbca21603c43ff885f4dbae04986c3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9d83c509e71e4e8a82cb8cbc77fc620e,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
5,DE,7100990766717095173,1653328252,Let ME teach you how! #healthybreakfast #breakfast #healthyfood #oatmeal,7006714059408032774,Matteo,"healthy and high protein recipes everyday 
matteo@oatsbaker.com
👇recipes👇",0,False,https://www.tiktok.com/@oatsbaker/video/7100990766717095173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100990766717095173&source=h5_m,16460295,4271,4410,173,1828875,7093186279105596206,7093186279105596206,72,7093186279105596206,original sound - paramind (Contains music from: About Damn Time - Lizzo),"Contains music from: ""About Damn Time""",6.728915814622021e+18,paramind,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093186303042456366.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3a0c90b696aa109fb8dcc845045eb42b.json,False,False,Lizzo,About Damn Time,original sound - paramind (Contains music from: About Damn Time - Lizzo),"Contains music from: ""About Damn Time""",[],0,0,"Bonaire, Sint Eustatius and Saba",#healthybreakfast #breakfast #healthyfood #oatmeal,0,0,0,0,0,0,0,0,0,0
6,NG,7103228970786688261,1653849375,Who hates this 😭💔#fyp #relatable,6778095602435687425,Abdullahi is my name btw,"☪️ ✨
Let’s get my insta to 100k🤞🏾
Following back 
Abdallahnura3@gmail.com📬",0,False,https://www.tiktok.com/@itsyaboymaina/video/7103228970786688261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103228970786688261&source=h5_m,104939,138,93,254,17001,7103228962041613062,7103228962041613062,72,7103228962041613062,original sound - itsyaboymaina,Abdullahi is my name btw,6.778095602435687e+18,Abdullahi is my name btw,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103228967347309317.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #relatable,0,0,0,0,1,0,0,0,0,0
7,US,7101414344860257578,1653426873,It’s a special message that you deserve to hear. I love you. #gogodancechallenge #elalfa,6620989473662910469,DadlifeJason,"Wholesome dad with the diverse family 
Contact: Dadlifejason@a3artistsagency.com",0,False,https://www.tiktok.com/@dadlifejason/video/7101414344860257578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101414344860257578&source=h5_m,65051,67,13,17,5718,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f?x-expires=1653914203&x-signature=o2NJq%2FwYBhlGZ73uAVzwMLABD%2FM%3D,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#gogodancechallenge #elalfa,0,0,0,0,0,0,0,0,0,0
0,US,7099663696158346542,1653019269,Let’s talk about hair growth 🌱 #TopGunMode #xyzbca #fyp #hair #hairgrowth #hairloss #hairtok #flaxseed #hairgoals #hairtransformation,6791543787317920773,Jennifer Godina,"🌹HOLA AMIGAS 🌹
✨ Follow me on IG ✨
📧 Jennifergodinaa@gmail.com",0,False,https://www.tiktok.com/@jennyxo_x/video/7099663696158346542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099663696158346542&source=h5_m,2547335,586,4510,15522,255175,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#TopGunMode #xyzbca #fyp #hair #hairgrowth #hairloss #hairtok #flaxseed #hairgoals #hairtransformation,0,0,0,0,1,0,0,0,0,1
1,SA,7085865485585222914,1649806624, ,6980176503175234565,O 💔,,0,False,https://www.tiktok.com/@3.h.z.9/video/7085865485585222914?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085865485585222914&source=h5_m,32841219,69342,36124,57056,5158183,7068738118249204482,7068738118249204482,72,7068738118249204482,original sound - 3.h.z.9,O 💔,6.980176503175235e+18,O 💔,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7068738119914949378.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4608ccca7c6a408de42f16fa7d1ea143.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
2,US,7085856713366146347,1649804580,#POV: The government gives everyone a number based on their appearance… // IB: @amarachehade,6732185469285614597,IAN,"ハーフ 🌊
A human who loves creating 🔥
ianboggsbiz@gmail.com 🕊
My socials!🔻",0,False,https://www.tiktok.com/@ianboggs/video/7085856713366146347?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085856713366146347&source=h5_m,13268809,7789,512,2575,1476727,6838359795553061637,6838359795553061637,72,6838359795553061637,original sound - treyspencerr,trey spencer,6.532077992057799e+18,trey spencer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6838359720621837061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/de1ca7569afd03bb411fe750816b405b.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#POV:,0,0,0,0,0,0,0,0,0,0
