,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_ai,hash_foryou,hash_fyp,hash_fypシ,hash_imparacontiktok,hash_italy,hash_neiperte,hash_parati,hash_perte,hash_viral
2,US,7085423541897727237,1649703725, ,28849410,ELÈNA HAZINAH,"Follow my Instagram: @elenahazinah

An Italian living in an American college🇺🇸",0,False,https://www.tiktok.com/@elenahazinah/video/7085423541897727237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085423541897727237&source=h5_m,52437633,19278,22518,24287,5850548,7085423538429938438,7085423538429938438,72,7085423538429938438,original sound - elenahazinah,ELÈNA HAZINAH,28849410.0,ELÈNA HAZINAH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085423545630608134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57ad4f74000677f4ea5102efa3806871.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7103146831139409158,1653830251,Vi ricordate di lei? #perte #ovviamenteperte #fypシ @Martina Attili,6725263114508157958,🎵,"Se ami la musica pop-indie. seguimi, ogni giorno nuovi video🎼",0,False,https://www.tiktok.com/@orsholyrics_/video/7103146831139409158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103146831139409158&source=h5_m,1409723,1142,2399,4099,166217,7103146868959365894,7103146868959365894,72,7103146868959365894,original sound - orsholyrics_,🎵,6.725263114508158e+18,🎵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103146879491263237.mp3,,False,False,[],0,0,,,,,Italy,#perte #ovviamenteperte #fypシ,0,0,0,1,0,0,0,0,1,0
4,ES,7087553363042258182,1650199613,😳 #Courtois wiggle wiggle #UCL #Skill #RealMadrid #Championsleague,6693776501107033094,Real Madrid C.F.,"⚽️ The official Real Madrid C.F. account
🏆 14 times European Champions",0,False,https://www.tiktok.com/@realmadrid/video/7087553363042258182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087553363042258182&source=h5_m,9771915,3909,3654,17095,1166272,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,#Courtois #UCL #Skill #RealMadrid #Championsleague,0,0,0,0,0,0,0,0,0,0
5,IT,7093917323307912454,1651681338,Come vede una persona astigmatica ?👁 #ottici #optometristi #visione #astigmatismo #difettivisi #occhialidavista #lentiacontatto #occhio #benesserevisivo #optometria #contattologia,7082296101948785669,Ottica Peirano,"🛍Negozio di occhiali
🥼Pillole su lenti e difetti visivi
⬇️Scopri i servizi",0,False,https://www.tiktok.com/@otticapeirano/video/7093917323307912454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093917323307912454&source=h5_m,2778488,2449,3503,1856,155858,7093917313925155590,7093917313925155590,72,7093917313925155590,original sound - otticapeirano,Ottica Peirano,7.082296101948786e+18,Ottica Peirano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093917307298138886.mp3,,False,False,[],0,0,,,,,Italy,#ottici #optometristi #visione #astigmatismo #difettivisi #occhialidavista #lentiacontatto #occhio #benesserevisivo #optometria #contattologia,0,0,0,0,0,0,0,0,0,0
6,IT,7103243500992335109,1653852758,Da una #barzelletta del 1949. Metti like se ti ho fatto venire voglia di #pasta alle #cozze #comedy #ristorante,6753257153509409798,frank_gramuglia,"🗣Storyteller
📘Lavorate voi, il mio nuovo romanzo fuori ora
👇🏻leggilo qui",0,False,https://www.tiktok.com/@frank_gramuglia/video/7103243500992335109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103243500992335109&source=h5_m,2041898,820,9115,6486,210696,6809152516526312198,6809152516526312198,72,6809152516526312198,"september on crack ft. a recorder (Earth, Wind & Fire - September) (Contains music from: September - Earth, Wind & Fire)","Contains music from: ""September""",6.79484090911038e+18,frickin weeb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1662391101898757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/da28162ffb5edd4109635a9ac1ac6eac.json,False,False,[],0,0,"Earth, Wind & Fire",September,"september on crack ft. a recorder (Earth, Wind & Fire - September) (Contains music from: September - Earth, Wind & Fire)","Contains music from: ""September""",Italy,#barzelletta #pasta #cozze #comedy #ristorante,0,0,0,0,0,0,0,0,0,0
7,IT,7101651368515079430,1653482061,|| ❤️‍🔥 #trueorfalse #Love #quotes #ita #edit #editvideo,6743192376254317574,truso,"Profilo Edit 💫

Per Info Ecc. Contattatemi su ig 📲

E Seguitemi Lì _trusoo_ 💙",0,False,https://www.tiktok.com/@truso/video/7101651368515079430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101651368515079430&source=h5_m,2813101,670,1108,3245,383476,7101651350584298246,7101651350584298246,72,7101651350584298246,original sound - truso (Contains music from: the remedy for a broken heart (why am I so in love) - Instrumental - XXXTENTACION),"Contains music from: ""the remedy for a broken heart (why am I so in love) - Instrumental""",6.743192376254318e+18,truso,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101651357244852998.mp3,,False,False,[],0,0,XXXTENTACION,the remedy for a broken heart (why am I so in love) - Instrumental,original sound - truso (Contains music from: the remedy for a broken heart (why am I so in love) - Instrumental - XXXTENTACION),"Contains music from: ""the remedy for a broken heart (why am I so in love) - Instrumental""",Italy,#trueorfalse #Love #quotes #ita #edit #editvideo,0,0,0,0,0,0,0,0,0,0
0,IT,7098301537218202885,1652702119,Che buono il succo 🙄           INSTA: danidanycabrass,6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://m.tiktok.com/v/7098301537218202885.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098301537218202885&source=h5_m,4951881,4404,17979,9790,768131,7098301487545207558,7098301487545207558,72,7098301487545207558,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098301500272200454.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7103129353537522950,1653826182, ,6896034417267426305,MarianoPrank,✉️ Collab: mariano@cfactor.it,0,False,https://m.tiktok.com/v/7103129353537522950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103129353537522950&source=h5_m,441049,115,64,4,66721,7103129337746361094,7103129337746361094,72,7103129337746361094,original sound - marianoprank,MarianoPrank,6.896034417267426e+18,MarianoPrank,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103129324206754566.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,EC,7101111363954593030,1653356333,Lap clap 👋🏻 #fyp #twerk #usa #tiktok,6954492264509178886,valentinaof.4,"✨Cuenta secundaria ✨
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7101111363954593030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101111363954593030&source=h5_m,3255795,1588,4866,163,208045,6898553301953284865,6898553301953284865,72,6898553301953284865,что это (Contains music from: Clap Life - DJ Puddu),"Contains music from: ""Clap Life""",6.841907769550816e+18,OWAR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6898553185678478082.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e4323efb8c87f319b7ce52acfaafffe.json,False,False,[],0,0,DJ Puddu,Clap Life,что это (Contains music from: Clap Life - DJ Puddu),"Contains music from: ""Clap Life""",Italy,#fyp #twerk #usa #tiktok,0,0,1,0,0,0,0,0,0,0
3,IT,7083481854434626822,1649251640,VUOI QUALCOSA DI OMEOPATICO?✨ #farmacista #dottore #lavoro #medicine #mamma #ragazzi #perte #neiperte #virla,6775939620619437062,Mattia Stanga,"Brescia, 👻
Vorrei fare tante cose ma faccio solo schifo
Insta: mattia_stanga 🤡",0,False,https://m.tiktok.com/v/7083481854434626822.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083481854434626822&source=h5_m,2817088,2523,10434,4820,484057,7083481853528754950,7083481853528754950,72,7083481853528754950,original sound - mattiastanga,Mattia Stanga,6.775939620619437e+18,Mattia Stanga,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083481859304327942.mp3,,False,False,[],0,0,,,,,Italy,#farmacista #dottore #lavoro #medicine #mamma #ragazzi #perte #neiperte #virla,0,0,0,0,0,0,1,0,1,0
4,IT,7098329798124113157,1652708698,MA L’ULTIMA REAZIONE 😅 #viral #fyp #funny #prank,258847888011870208,Vincenzo Borrelli,"INSTAGRAM: Vincy.borre 🖤
Collab: borrelliskills@gmail.com",0,False,https://m.tiktok.com/v/7098329798124113157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098329798124113157&source=h5_m,3928556,1387,1918,2582,336611,7098329783989209862,7098329783989209862,72,7098329783989209862,original sound - vincenzoborrelli00 (Contains music from: Por Primera Vez - Mikel Mur Martinez),"Contains music from: ""Por Primera Vez""",2.588478880118702e+17,Vincenzo Borrelli,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098329794059766533.mp3,,False,False,[],0,0,Mikel Mur Martinez,Por Primera Vez,original sound - vincenzoborrelli00 (Contains music from: Por Primera Vez - Mikel Mur Martinez),"Contains music from: ""Por Primera Vez""",Italy,#viral #fyp #funny #prank,0,0,1,0,0,0,0,0,0,1
5,CA,7073626352313732357,1646956978,Day 41/100 daily handstand practice post 🤍 #handstands #Fitness #selflove,6728884614625264645,Taylor Little,"✰  HANDSTANDS | FITNESS | LIFESTYLE ✰
 ✉️ taylorobrienlittle@gmail.com",0,False,https://m.tiktok.com/v/7073626352313732357.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073626352313732357&source=h5_m,24244439,43381,71711,74385,3625380,7058463948324767746,7058463948324767746,10033,7058463948324767746,Rocking A Cardigan in Atlanta,lil Shordie Scott,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d9da0664319d4b24961dedcf2cdbbaf2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8e2785ecb63e4b39b086c3427be6cfae,False,True,[],0,0,,,,,Italy,#handstands #Fitness #selflove,0,0,0,0,0,0,0,0,0,0
6,IT,7103506836279561477,1653914071,Se non ballo valle in qualsiasi posto non sono io 😂😍,6562055184686694405,franceska🥀,"Ca ke qe shef?
🦋🇦🇱
IG : _francesca_lecini_",0,False,https://m.tiktok.com/v/7103506836279561477.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103506836279561477&source=h5_m,362069,616,606,0,38304,7103506823583435525,7103506823583435525,72,7103506823583435525,original sound - lecinifranceska,franceska🥀,6.562055184686694e+18,franceska🥀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103506805627652869.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,IT,7103580063030938886,1653931121, ,7033737825607173126,labirramoretti,insta: the.moretti,0,False,https://m.tiktok.com/v/7103580063030938886.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103580063030938886&source=h5_m,227849,237,872,595,45061,7091410637179456262,7091410637179456262,72,7091410637179456262,original sound - uhurayedits,paulina,6.95817054921117e+18,paulina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091410630158830341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/818796481abd8c9a91c98d1e7907d5bc.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,US,7092159759868054826,1651272122,😝,6816739521494320134,EMILY RAINEY 👸🏼,"“Have courage & be kind” Cinderella
Actress, model, fitness
ENERGY🦋
Spread love",0,False,https://www.tiktok.com/@emilymakeitrainey/video/7092159759868054826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092159759868054826&source=h5_m,8909255,4272,6713,276,491134,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7102734094399868166,1653734153,@alessandrosartorr 🔥🤜🏽🤛🏽🔥 #sturdy #dance #trap #drip #school,177261705771683841,ESPOSITOPINKY💸,"I’m a dancer,not a Tik-toker

   ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏",0,False,https://www.tiktok.com/@espositopinky/video/7102734094399868166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102734094399868166&source=h5_m,1060446,659,456,802,161164,7053834335313136389,7053834335313136389,72,7053834335313136389,CRAMP DAT,Stepz,8.953659662186496e+16,Stepz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7053834386017389317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/58723ba698e6b286e61db355fbcf5ed8.json,False,False,[],0,0,,,,,Italy,#sturdy #dance #trap #drip #school,0,0,0,0,0,0,0,0,0,0
2,US,7074392903921044778,1647135454,Easy nail trimmings with bear! #ryanprater4 @Spicy Cam #ryanprater4 #bearpurrs #bearandryan #PetsOfTikTok #viral #fyp #guarddog #attack #funnypets #weirdpets #TurboTaxAlphorn #SchickAsks #TheAdamProject,6750361067798742022,Bear purrs,"Bears different 
Bear purrS
The growling Rottie 
We don’t want or need advice",0,False,https://www.tiktok.com/@ryanprater4/video/7074392903921044778?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074392903921044778&source=h5_m,64631284,43299,180952,2471,4432026,7074392889727453995,7074392889727453995,72,7074392889727453995,original sound - ryanprater4,Bear purrs,6.750361067798742e+18,Bear purrs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074392908794907438.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fd9926b45e8712d4fac40200c850b92e.json,False,False,[],0,0,,,,,Italy,#ryanprater4 #ryanprater4 #bearpurrs #bearandryan #PetsOfTikTok #viral #fyp #guarddog #attack #funnypets #weirdpets #TurboTaxAlphorn #SchickAsks #TheAdamProject,0,0,1,0,0,0,0,0,0,1
3,IT,7103501252520103173,1653912772,"Se vuoi l’addome, seguimi che su INSTA: lucamastra_fit 🔥 #addominali #pettorali #vuoiquesto #dietasa #allenamento #estate",7060794114006549509,MASTRA🔱,"seguitemi su Instagram☝🏻
*ACCOUNT BANNATO A 300k*😓
⬇️CANALE TWITCH⬇️",0,False,https://www.tiktok.com/@lucamastra_fit/video/7103501252520103173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103501252520103173&source=h5_m,461080,133,526,1186,16822,6731817793466927106,6731817793466927106,10033,6731817793466927106,Your Body (Cat Dealers Radio Edit),Tom Novy & Cat Dealers,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2ffd6c3c7a19405e92d10c302f8b8ee8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/505b19f8e61d46f29d6626d019bb6e07,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1250913759', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,#addominali #pettorali #vuoiquesto #dietasa #allenamento #estate,0,0,0,0,0,0,0,0,0,0
4,IT,7101003524175072518,1653331223,#perte,6910121389613876230,🤍,"seguitemi su IG
🇮🇹",0,False,https://www.tiktok.com/@__la_sofi_/video/7101003524175072518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101003524175072518&source=h5_m,782954,1565,1808,1984,119430,7094703300322708230,7094703300322708230,72,7094703300322708230,original sound - _ma._sticazzi_,🫶🏻,7.069532572245591e+18,🫶🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094703315782470405.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a411eb358e9a2fe89db94b2fad16f722.json,False,False,[],0,0,,,,,Italy,#perte,0,0,0,0,0,0,0,0,1,0
5,BR,7085038682335399173,1649614117,viciada nesse short.,96402384888725504,Gabriela Moura,📍brasil,0,False,https://www.tiktok.com/@gabimfmoura/video/7085038682335399173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085038682335399173&source=h5_m,27356557,17073,28441,43279,3438625,242635592474492928,242635592474492928,71,242635592474492928,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
6,IT,7083466716977581318,1649248116, ,7036735992782865413,Fabio Giampietro,"Amo la mia famiglia, gli animali , il ballo 
SEGUITEMI E FATEVI DUE RISATE",0,False,https://www.tiktok.com/@fabiogiampietro68/video/7083466716977581318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083466716977581318&source=h5_m,3311360,392,176,229,32641,6991227109779802886,6991227109779802886,72,6991227109779802886,original sound - serenagenitoni,𝐒𝐄𝐑𝐄𝐍𝐀 𝐑𝐄𝐀𝐋🌙,1.9565426674776883e+17,𝐒𝐄𝐑𝐄𝐍𝐀 𝐑𝐄𝐀𝐋🌙,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6991227239178226438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21d1ff47c7185a316e1562b6e1457af0.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,US,7103537070961872133,1653921111,io non l’ho visto🫣,135245035368783872,gaia bianchi👸🏼💸,barbie più drill💙,0,False,https://www.tiktok.com/@la.bianchis/video/7103537070961872133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103537070961872133&source=h5_m,630103,529,694,1330,121377,7094976642187070213,7094976642187070213,72,7094976642187070213,original sound - kyliegennaio,.,7.088418930553144e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094976642044529414.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ea04579eec50ce557c156e254e64486.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,US,7103369558722923819,1653882108,Reply to @kaylakellyy0 he good tho thank u sm for the love n wishes,6712947044682826757,Sayden,"cute n hot me ^
snap/yt/twitt - saydenseay
tayden@weareverified.co",0,False,https://www.tiktok.com/@saydenseay/video/7103369558722923819?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103369558722923819&source=h5_m,208427,336,95,5,55984,7103369523700615982,7103369523700615982,72,7103369523700615982,original sound - saydenseay,Sayden,6.712947044682827e+18,Sayden,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103369563185974058.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
1,US,7103401984660770094,1653889658,1000/10 movie #milesteller #maverick #topgun #pilot,6795657282115978246,Annmarie Brown,Nurse in training 🩸🩺 👩‍⚕️    Pilot Wife 👨‍✈️,0,False,https://www.tiktok.com/@annmariebrown91/video/7103401984660770094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103401984660770094&source=h5_m,4973942,3812,18723,607,738493,6891415542779873281,6891415542779873281,10033,6891415542779873281,Top Gun: Take My Breath Away,Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7a2de380f820415b9443dd9008697be5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cfeea520f60141a8948f5557b11f9c4b,False,True,[],0,0,,,,,Italy,#milesteller #maverick #topgun #pilot,0,0,0,0,0,0,0,0,0,0
