,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_goviral,hash_tiktok,hash_trending,hash_viral
5,US,7084898702283902250,1649581532,"She said..mothers of today 🤦‍♀️🤦‍♀️, but I will follow you in the other car",6948230565146674181,evlinajoaolumande,,0,False,https://m.tiktok.com/v/7084898702283902250.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084898702283902250&source=h5_m,6635096,5348,14875,15515,156911,7003689203506711322,7003689203506711322,24,7003689203506711322,original sound - phouthone67 (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",6.808062959748023e+18,Thongnaphapuak,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7003689170174561050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9dffc59b2b0018e226fe06ee2a45e451.json,False,False,Aurora Creation,Lupa Daratan,original sound - phouthone67 (Contains music from: Lupa Daratan - Aurora Creation),"Contains music from: ""Lupa Daratan""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
6,NG,7099512320375786758,1652984025,😭😭😭😭😭#fyp #foryoupage #viral #iamqueeneth2 #goviralchallenge,6778882626867905542,iamqueeneth,"🌺Welcome to my page 
🌺ig:iamqueeneth_",0,False,https://m.tiktok.com/v/7099512320375786758.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099512320375786758&source=h5_m,1751200,344,79,1477,35872,6971031806669818625,6971031806669818625,72,6971031806669818625,original sound - theycalmeshan,Shan,6.936419756623971e+18,Shan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6971031812072033025.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb82072929999d8b406ec4b29170b291.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyp #foryoupage #viral #iamqueeneth2 #goviralchallenge,0,1,0,0,1,0,0,0,0,1
7,NG,7098026550116764933,1652638095,#fyp #foryou #tiktoknigeria🇳🇬🇳🇬 #comedy,7070142235711390726,Damsel,You found me kindly follow me pls get me to 10k 🥰🙏🙏🙏🙏,0,False,https://m.tiktok.com/v/7098026550116764933.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098026550116764933&source=h5_m,1567795,612,7098,56875,56045,7096555927754558213,7096555927754558213,72,7096555927754558213,original sound - cuty.erica (Contains music from: After Midnight - Instrumental - LeoKarlo),"Contains music from: ""After Midnight - Instrumental""",6.8096300605112e+18,cuty erica,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096555934511680262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c95c0e913bcb38aa39764d2646eb00b.json,False,False,LeoKarlo,After Midnight - Instrumental,original sound - cuty.erica (Contains music from: After Midnight - Instrumental - LeoKarlo),"Contains music from: ""After Midnight - Instrumental""",[],0,0,Equatorial Guinea,#fyp #foryou #tiktoknigeria🇳🇬🇳🇬 #comedy,1,0,0,0,1,0,0,0,0,0
0,GQ,7075799408842935558,1647462931, ,6809320229257266182,Teddy Nguema,,0,False,https://m.tiktok.com/v/7075799408842935558.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075799408842935558&source=h5_m,110876,318,317,956,4762,236842421115072512,236842421115072512,71,236842421115072512,Rock Me Tonight For Old Times Sake,Freddie Jackson,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7d76ab7243764a969e0dc5d1067c8a81,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/630d377f43d1413198057ad6d732abc6,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '714402070', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
1,GQ,7098803291080985862,1652818941,😱😱😱😱😱😱,6705051568825959429,Emeterio NDIAYE IBOLO,Detrás de cada principio se esconde siempre un final.,0,False,https://m.tiktok.com/v/7098803291080985862.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098803291080985862&source=h5_m,136211,55,114,957,1625,7097690413201623814,7097690413201623814,72,7097690413201623814,Buga went wrong,COKEMAN🤪🥤,7.012964944225682e+18,COKEMAN🤪🥤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097690413523356422.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2ab66c137fea7c2032490dec1010341a.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,NG,7099775228569472261,1653045239,#teamsam🔥,6999251032803001350,blackchully,"Content Creator • Brand Ambassador • Entertainer • Actor
DM for promotions",0,False,https://m.tiktok.com/v/7099775228569472261.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099775228569472261&source=h5_m,2221727,282,495,10982,136470,7095447408993651461,7095447408993651461,72,7095447408993651461,THE BRUSH CHALLENGE,👑 LORD OF TRANSITIONS💄,6.913854062208566e+18,👑 LORD OF TRANSITIONS💄,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095819150819347205.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9907c9a363f0a3849f1b29ba3ebdff02.json,False,False,,,,,[],0,0,Equatorial Guinea,#teamsam🔥,0,0,0,0,0,0,0,0,0,0
3,US,7073164896996838699,1646849537, ,676286,SwagBoyQ on IG,❗️❗️PART 2 ON IG: SwagBoyQ ❗️❗️,0,False,https://m.tiktok.com/v/7073164896996838699.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073164896996838699&source=h5_m,9901794,4390,3692,35116,562129,7073164827702692650,7073164827702692650,72,7073164827702692650,original sound - swagboyq (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",676286.0,SwagBoyQ on IG,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073164887391849262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0dd69fa2b361da40a4625fe7188b9c68.json,False,False,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) (Remix),original sound - swagboyq (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
4,US,7085326136812604714,1649681047,Do this everyday to become slim. #weightloss #fatloss #Fitness #easyworkout #10minsworkout#slimfast #fitnessmotivation #workoutroutine #bellyfatworkout,7028370615300015110,Urban Artistic Home,Fitness Tips and Home Workout for us to get Fit.,0,False,https://m.tiktok.com/v/7085326136812604714.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085326136812604714&source=h5_m,3912304,567,17670,110703,91667,7074532009942469402,7074532009942469402,24,7074532009942469402,original sound - chanhealthy,ChanHealthy,6.559488963487302e+18,ChanHealthy,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7074531991391193883.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e79e89e5174870337c65b38737f8ee28.json,False,False,,,,,[],0,0,Equatorial Guinea,#weightloss #fatloss #Fitness #easyworkout #10minsworkout#slimfast #fitnessmotivation #workoutroutine #bellyfatworkout,0,0,0,0,0,0,0,0,0,0
5,GB,7103166140238580997,1653834747, ,6766781172792411142,Mickalia Taylor,mi no hablo inglés,0,False,https://m.tiktok.com/v/7103166140238580997.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103166140238580997&source=h5_m,313299,154,196,570,49815,7086473019123911429,7086473019123911429,72,7086473019123911429,original sound - user_oh_1_2_1_do_1,secret.,6.967370784981616e+18,secret.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086473032982006534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0735b5b941ab70621028014413950ab1.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
6,CA,7097236813755993349,1652454217,Its bee season 😵‍💫😩,1492876,Sabriina.lj,"God first  ✝️
Mtl , Can
Dm for collab 
contact: saablap@gmail.com",0,False,https://m.tiktok.com/v/7097236813755993349.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097236813755993349&source=h5_m,40123,50,11,45,3867,7083114963711085318,7083114963711085318,72,7083114963711085318,Kpoclè Acte 2 IVK,Ivoriankid,6.825178404297885e+18,Ivoriankid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083114943792319237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/82858c8e4137d3537ca4d5a789300bb3.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
7,US,7083948817149611307,1649360363,This energy 😂‼️ @rafirod__ @katttrod (dc: @KOOLKIDNELLY⚡️ ),10140734,Analisseworld,"🇳🇮🇩🇴
✊🏻✊🏼✊🏽✊🏾✊🏿
IG: Analisseworld & meettherodz ✨",0,False,https://m.tiktok.com/v/7083948817149611307.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083948817149611307&source=h5_m,1591609,573,1292,23007,239195,7072824333840091950,7072824333840091950,72,7072824333840091950,original sound - suri.fern,suri.fernandezz,6.766770969127208e+18,suri.fernandezz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072824387951676206.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/99dcf9ed5ba59161117a0d7c6acf8927.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
0,GQ,7094608276746243334,1651842215,aún no lo creo kiee,7058167079765640197,@unicamente_gladys,,0,False,https://www.tiktok.com/@unicamente_gladys/video/7094608276746243334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094608276746243334&source=h5_m,93285,319,92,271,2557,6750990329060542465,6750990329060542465,10033,6750990329060542465,Yo Te Extrañare,tercer cielo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728536c1ca7c46cc8dea578d1e320c57,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/449cfabf4fc54f94b209940abd084e7c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1038541876', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
1,GQ,7097513197065784582,1652518569,#trabajodeparto🐈🥰😍,6880086907587560453,Juana Rocío ESONO NZ,,0,False,https://www.tiktok.com/@rocio2017_2021/video/7097513197065784582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097513197065784582&source=h5_m,133500,14,8,98,3947,6959246234804685573,6959246234804685573,10036,6959246234804685573,Mama,Flavour,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/840820e4f0f74de9b2e8fb8fa2d145e0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2434f8aef6f043e6b148b58154ba7215,False,True,,,,,[],0,0,Equatorial Guinea,#trabajodeparto🐈🥰😍,0,0,0,0,0,0,0,0,0,0
2,NG,7103058659243986181,1653809723, ,7070102035899991045,Funny_update,"Let get to 800,000k like
Follow us and laugh away your sorrow 
 🤣🤣🤣😂
 📸🎥",0,False,https://www.tiktok.com/@funny_update/video/7103058659243986181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103058659243986181&source=h5_m,90315,5,142,1141,2707,7103058633222671110,7103058633222671110,72,7103058633222671110,original sound - funny_update,Funny_update,7.070102035899991e+18,Funny_update,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103058659701230342.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
3,SG,7070867026125917441,1646314522,I don't wanna go to school 😭🏫 #fyp cr:@lxndi,6570363322338983938,Ming Keat,"Crazy Comedian 🤪🎭
✨ IG: @mingkeat ✨
tanmingkeat@gmail.com 📩
🇸🇬",0,False,https://www.tiktok.com/@ming_keat/video/7070867026125917441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070867026125917441&source=h5_m,12547779,6677,26945,137864,971292,7043356699310164738,7043356699310164738,72,7043356699310164738,original sound - _lxndi,lxndi,6.788927117842515e+18,lxndi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7043356694935653121.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/49fdefbf7cbc442e6a6cb0dfe11cf309.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyp,0,0,0,0,1,0,0,0,0,0
4,NG,7087498139631979782,1650186756,Her phone screen break please 😂😂,6757944276279559174,Aloma Isaac Junior,Ig: @zicsaloma,0,False,https://www.tiktok.com/@zicsaloma/video/7087498139631979782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087498139631979782&source=h5_m,2238439,1847,5291,22405,176183,6895446692632562433,6895446692632562433,72,6895446692632562433,Another Number,mum,6.718678335486117e+18,mum,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6895446621065415426.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9039a06f078a5b077dcdee7f624e6fc9.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
5,US,7087308244439272747,1650142541,😂😂 #fypシ゚viral #couplecomedy #couplestiktok #couplelove #couplestiktok,7085582676715521066,jcandmori,"Emori & J.C. 🖤
Come enjoy life w/us",0,False,https://www.tiktok.com/@jcandmori/video/7087308244439272747?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087308244439272747&source=h5_m,16090678,5054,45801,162450,796221,6856519789666503429,6856519789666503429,72,6856519789666503429,original sound - akandrose,Ak & Rose,6.794973595246249e+18,Ak & Rose,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6856519742514105094.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d20eaee6b9f56cd77f11d21657d1db2e.json,False,False,,,,,[],0,0,Equatorial Guinea,#fypシ゚viral #couplecomedy #couplestiktok #couplelove #couplestiktok,0,0,0,0,0,1,0,0,0,1
6,DE,7072334278209588485,1646656143,2 weeks later and I still forget sometimes 🙃 #nonbinary,6812682022265390086,Gialu | Gio,"🌈as queer as it can get🦋
🇩🇪| 23 |🇮🇹
he/they
Berlin",0,False,https://www.tiktok.com/@mx.gialu/video/7072334278209588485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072334278209588485&source=h5_m,3955431,2808,371,361,567033,6747767329284770566,6747767329284770566,72,6747767329284770566,original sound - enny.xx,baddie w/ a fattie,989289.0,baddie w/ a fattie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1647408033083398.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1d2969106fc607d5870a99335fa7550f.json,False,False,,,,,[],0,0,Equatorial Guinea,#nonbinary,0,0,0,0,0,0,0,0,0,0
7,TR,7097255097855429890,1652458474,🤭 #northcyprus🇨🇾 #viral,12750635,Caglakuzu,🇹🇷 🇳🇬,0,False,https://www.tiktok.com/@caglakuzuu/video/7097255097855429890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097255097855429890&source=h5_m,516750,3141,902,216,46759,7097255091598232322,7097255091598232322,72,7097255091598232322,Nigerian men,Caglakuzu,12750635.0,Caglakuzu,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097255051940465409.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c56627bf0cc911a20b5ee1ae0d74bac1.json,False,False,,,,,[],0,0,Equatorial Guinea,#northcyprus🇨🇾 #viral,0,0,0,0,0,0,0,0,0,1
0,GQ,7074495192279125254,1647159271,#humorhair,6886980616782545922,best wigs.,we have the best vietnam / germany / poska human hair.  we await your requests.,0,False,https://www.tiktok.com/@melenasterrazapolska/video/7074495192279125254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074495192279125254&source=h5_m,111611,10,21,6,978,7071304696543185670,7071304696543185670,72,7071304696543185670,original sound - nenadreams_4_ever,NENA DREAMS 🏳️‍🌈,6.985907630159447e+18,NENA DREAMS 🏳️‍🌈,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071304705586039557.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#humorhair,0,0,0,0,0,0,0,0,0,0
1,GQ,7101276428045421830,1653394764, ,6923938737152558086,Olga Perla Engonga,Guinée équatoriale,0,False,https://www.tiktok.com/@olgaperlaengonga/video/7101276428045421830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101276428045421830&source=h5_m,1091330,74,81,1146,17627,7101276410613926662,7101276410613926662,72,7101276410613926662,original sound - olgaperlaengonga,Olga Perla Engonga,6.923938737152558e+18,Olga Perla Engonga,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101276402300963589.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,CA,7102464652369562886,1653671418,I literally can’t study with music 😅🤷🏾‍♀️ credit: @fombasyllah #christiantiktok #learnontiktok,6752266346220340230,Ariel Fitz,"heyy sugarr, welcome to the gang 🤪💕
📧 : ariel.fitz@lstagency.com
🇻🇨🇹🇹🇨🇦",0,False,https://www.tiktok.com/@ariel.fitz/video/7102464652369562886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102464652369562886&source=h5_m,356394,579,577,2575,89776,7029431710219520002,7029431710219520002,10033,7029431710219520002,One Call,Lecrae & 1K Phew,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/52d4efa2dd414d49b5f4a82ece0a91e2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d2a8cf0d11eb411b9ac688f2bc1c1917,True,True,,,,,[],0,0,Equatorial Guinea,#christiantiktok #learnontiktok,0,0,0,0,0,0,0,0,0,0
3,FR,7100178634832448774,1653139164,🤣,6810666323326092294,𝐀𝐃𝐈𝐍𝐀🇪🇹,"Rejoins moi aussi sur insta 😉: _iam.adina
📥ad.birket@gmail.com",0,False,https://www.tiktok.com/@_iam.adina/video/7100178634832448774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100178634832448774&source=h5_m,180742,163,181,23,23403,6648824130898660101,6648824130898660101,72,6648824130898660101,you look pretty!,Chris,5.529388436423475e+16,Chris,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1625960954685445,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9b6c4817e6533f0297cba2f8a77aaa5b.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
4,US,7085540620390894891,1649730984,@kay.ibrah  I got you 😂😂 #mcrajiofficial,6678837549986989062,MC RAJI,"THE GUY GOING BACK TO AFRICA..

STAND UP COMEDIAN (clean comedy ) EVENT MC 🎤 🎙",0,False,https://www.tiktok.com/@mcrajiofficial/video/7085540620390894891?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085540620390894891&source=h5_m,7895389,7713,58788,60840,521126,7085540611469658923,7085540611469658923,72,7085540611469658923,original sound - mcrajiofficial,MC RAJI,6.678837549986989e+18,MC RAJI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085540620881922862.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/34d35ffd5cd70edc5ff0b83e752bbf60.json,False,False,,,,,[],0,0,Equatorial Guinea,#mcrajiofficial,0,0,0,0,0,0,0,0,0,0
5,NG,7098448493471092010,1652736332,#janetjackson#forcoloredgirls#omarihardwick #thefilmagic,6823515797710750725,Thefilmagic,"Curated for cinephiles 🍿
•
Follow @wavelang_",0,False,https://www.tiktok.com/@thefilmagic/video/7098448493471092010?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098448493471092010&source=h5_m,5072740,4352,10257,48633,483175,7098448466137025326,7098448466137025326,72,7098448466137025326,original sound - thefilmagic,Thefilmagic,6.823515797710751e+18,Thefilmagic,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098448485862755115.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8ed3bf6518118715796dfdfe1c4e349f.json,False,False,,,,,[],0,0,Equatorial Guinea,#janetjackson#forcoloredgirls#omarihardwick #thefilmagic,0,0,0,0,0,0,0,0,0,0
