,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
4,SA,7096509723503119618,1652284928,انتظرو النتيجه,6738678832603612166,احمد الشراري📿,اللهم صل على محمد🇸🇦 📍القريات عندك اعلان تواصل سناب,0,False,https://www.tiktok.com/@509c_/video/7096509723503119618?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096509723503119618&source=h5_m,29798972,8701,2566,4289,892867,7082391746126154498,7082391746126154498,24,7082391746126154498,i scream (Contains music from: Wind - DAVI),"Contains music from: ""Wind""",7.033293459751093e+18,sped up audios <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082391698369809153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8dbf6f9c40f7eadfb311612290358635.json,False,False,DAVI,Wind,i scream (Contains music from: Wind - DAVI),"Contains music from: ""Wind""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,SA,7101655118814235906,1653482934,بابا لبس الدور لبس😭#ساره_مهند_😩🦾 #foryou #fyp,6692072267016750086,sara💜,"📍JED
SARA MOHANNAD 
احب قمر
👻سنا⬇️بي",0,False,https://www.tiktok.com/@sa_ro01/video/7101655118814235906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101655118814235906&source=h5_m,17349572,23885,11433,27651,1122592,6699112275816631046,6699112275816631046,72,6699112275816631046,original sound - ahmedouda13,ahmed ouda,6.658710212038509e+18,ahmed ouda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1635538387113990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab42eaedd054fbbe2e579cdb01d63c94.json,False,False,,,,,[],0,0,Iraq,#ساره_مهند_😩🦾 #foryou #fyp,0,1,0,0,1,0,0,0,0,0
6,LB,7096045706296806658,1652176891,ترند لأقوى دبيكة#dabke#dabkeh#dabke_baalbackieh#لبنان#دبكة#دبكة_بعلبكية#دبكة_لبنانية#دبكة_سورية#دبكةاردنية#دبكة_فلسطينية#دبكة_السورية,6883421743605974022,EM JOUD,"حسابي الرسمي ✔️📌                              
ضيفوني انستاغرام ويوتيوب🥰❤️",0,False,https://www.tiktok.com/@emjouddabki/video/7096045706296806658?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096045706296806658&source=h5_m,12229917,842,1730,7718,191637,7096045688978475777,7096045688978475777,72,7096045688978475777,original sound - emjouddabki,EM JOUD,6.883421743605974e+18,EM JOUD,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096045650756143874.mp3,,False,False,,,,,[],0,0,Iraq,#dabke#dabkeh#dabke_baalbackieh#لبنان#دبكة#دبكة_بعلبكية#دبكة_لبنانية#دبكة_سورية#دبكةاردنية#دبكة_فلسطينية#دبكة_السورية,0,0,0,0,0,0,0,0,0,0
7,SA,7103620231595101442,1653940472,@Rana Alkhodari,6574905696412008453,ميتو الشامسي,"Ads@Meeto.Tech
Snap : ometx 
Youtube Channel👇🏻",0,False,https://www.tiktok.com/@iimeeto/video/7103620231595101442?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103620231595101442&source=h5_m,1678637,863,376,1148,79521,7103620211697371905,7103620211697371905,72,7103620211697371905,original sound - iimeeto,ميتو الشامسي,6.574905696412008e+18,ميتو الشامسي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103620209352690433.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,PE,7101676988938636550,1653488027, ,7100827640819647494,terrakri,My present for u😚⤵️,0,False,https://m.tiktok.com/v/7101676988938636550.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101676988938636550&source=h5_m,2467044,79,104,793,34499,7100894846746954538,7100894846746954538,72,7100894846746954538,ČHÈČĶ МŶ pÖŘŇÖ ĨŃ МŶ_BÍö,Tik Toker,6.987280796906489e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100894933392870186.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bae30b10a6e0102eaff1b3b4ec258cf5.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,MX,7100904234329083141,1653308106,😂🫶🏽,6890592109931594753,Camiso & Kassandra 👨🏽‍🦱👩🏻,"IG:Camisandra_off
camisandra@bts-agency.com",0,False,https://m.tiktok.com/v/7100904234329083141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100904234329083141&source=h5_m,5757093,368,2609,2955,65574,6726375562752903942,6726375562752903942,72,6726375562752903942,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",6.682785956758685e+18,Кирилл,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1642181963988022.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/59ad7caae3718fcd8a11731c5634baa5.json,False,False,Miracle,Ozmodiar,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,EG,7095728560035384577,1652103049,ابو مكه 😍❤️ + محتاج أعضاء لتيمي 👈 | #تيم_مارك⚡ #fypシ,6979966286521418754,الــشـَـحــات ♕︎,"ليدر / #تيم_مارك⚡
- 
𝗕 𝗔 𝗥 𝗖 𝗔 💙 / 𝗔𝗦𝗖 ❤️
-
قناه تيلي بنزل فيها كل حاجه",0,False,https://m.tiktok.com/v/7095728560035384577.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095728560035384577&source=h5_m,10498194,472,2098,22503,269860,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#تيم_مارك⚡ #fypシ,0,0,0,0,0,1,0,0,0,0
3,US,7076420620216683822,1647607570,Crushing a Perrier x Murakami bottle 💦 #baderalsafar #foryou #fyp #foryoupage #perrier #murakami #asmr #satisfying #satisfaction #supreme #hypebeast #crushing,6752632772340335621,Bader Al Safar,So Halal Mode,0,False,https://m.tiktok.com/v/7076420620216683822.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076420620216683822&source=h5_m,30950861,2301,1104,2792,489520,6738456583379880706,6738456583379880706,25,6738456583379880706,love nwantinti (ah ah ah),CKay,6.733392183322625e+18,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3cfa653a618c42df8f6462bd4fdad281,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a82d760a97fb48f1a2ce7afe08add5e6,True,True,,,,,[],0,0,Iraq,#baderalsafar #foryou #fyp #foryoupage #perrier #murakami #asmr #satisfying #satisfaction #supreme #hypebeast #crushing,0,1,1,0,1,0,0,0,0,0
4,IQ,7099370183797509377,1652950931,لا تنسى متابعة حبايب گلبى ❤️                شنو رايكم بهيج  دهون😱؟                       مركز  ريوان ستايل فى اربيل#rewanstyle✅,6613395187200131078,Center rewan style,سەنتەری ڕێوان ستایل 📍هەولێر داون تاون بۆ هەبونی پەر پرسیارێ  سناپ 🔔👇👇🔔,0,False,https://m.tiktok.com/v/7099370183797509377.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099370183797509377&source=h5_m,10413321,2806,1572,4664,210905,7039289544931281666,7039289544931281666,72,7039289544931281666,original sound - rewan_style_center,Rewan,6.79583824582684e+18,Rewan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7039300887533128449.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/daa6fff4b6b26e4bc1adb3ea67870017.json,False,False,,,,,[],0,0,Iraq,#rewanstyle✅,0,0,0,0,0,0,0,0,0,0
5,IQ,7102750770281368833,1653738035,بچووکردنەوەی لووت بە بی نە شتەرگەری بە گرەنتی 💯👈💯ریک کردنەوە و باریک کردنەوە و بەرز کردنەوە ✅بۆ سرە حجز کردن نامە بۆ سناپ بنیرن 👈🔔h_xamosh2019,6629944297095610373,Xamosh/Beauti💇‍♀️,هەولیر لانگە ی نوی جووت سایدی منارە بینای Eنهۆمی دووەم خامۆش بیوتی👇👈🔔,0,False,https://m.tiktok.com/v/7102750770281368833.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102750770281368833&source=h5_m,1369658,458,2458,3893,24895,7073628286043130629,7073628286043130629,72,7073628286043130629,original sound - llaeyla.said0 (Contains music from: Qat Labirt Nache - Mari Sam),"Contains music from: ""Qat Labirt Nache""",6.811947849116616e+18,Layla Said,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073628298344991493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/63ef471c382f2c223a1aa846387f7005.json,False,False,Mari Sam,Qat Labirt Nache,original sound - llaeyla.said0 (Contains music from: Qat Labirt Nache - Mari Sam),"Contains music from: ""Qat Labirt Nache""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,IQ,7103266595492973826,1653858135,#طلاب_ثالث #ثالثيون,6980006511281357826,وزارة التربية🔵☑️,"حساب وزارة التربية الرسمي🛑لانمتلك أي حساب غير هذا..
صلوا على النبي🌹",0,False,https://m.tiktok.com/v/7103266595492973826.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103266595492973826&source=h5_m,1484610,1743,9043,21481,38612,6975492091333937921,6975492091333937921,72,6975492091333937921,original sound - rhxv,AZ,6.641172509730603e+18,AZ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6975492115765807873.mp3,,False,False,,,,,[],0,0,Iraq,#طلاب_ثالث #ثالثيون,0,0,0,0,0,0,0,0,0,0
7,TR,7098395105240911106,1652723903,،  ، عليكي سلام 🖤🎶 ،  ،,6988930328287249409,●《 🥀🖤 Hello 🖤🥀 》●,"•♥︎ صــ⍣⃟ـلي عـܓـلى رسـﷺــول الله ♥︎•
°★ [WEXL] ★°
🖤🎧MUSIC🎧🖤
``♠︎500K?♠︎``
●",0,False,https://m.tiktok.com/v/7098395105240911106.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098395105240911106&source=h5_m,4058601,1849,20196,105015,329058,7098395103311530753,7098395103311530753,72,7098395103311530753,original sound - wexl.1 (Contains music from: Aleky Eyoun - Ahmed Saad),"Contains music from: ""Aleky Eyoun""",6.988930328287249e+18,●《 🥀🖤 Hello 🖤🥀 》●,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098395075587181313.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/700d1a05dbaee60aab9f4f88d721dd77.json,False,False,Ahmed Saad,Aleky Eyoun,original sound - wexl.1 (Contains music from: Aleky Eyoun - Ahmed Saad),"Contains music from: ""Aleky Eyoun""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,US,7096904415612914946,1652376825,Hahah didn’t expect this,6950995786503357441,selllboy,"subscribe to my 
🖤inst: ssselboy🤍",0,False,https://www.tiktok.com/@selllboy/video/7096904415612914946?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096904415612914946&source=h5_m,23317798,1374,2409,5668,1843620,242635592474492928,242635592474492928,71,242635592474492928,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,EC,7095415997548612870,1652030275,This is my favourite audio 😌 #fyp,7056270315719230469,Melissa Thomas,Yes I have one ⚪️🔵 link on my Instagram- melissathomasbackup,0,False,https://www.tiktok.com/@melissathomasof/video/7095415997548612870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095415997548612870&source=h5_m,31509550,161,44223,7435,752127,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,,,,,[],0,0,Iraq,#fyp,0,0,0,0,1,0,0,0,0,0
2,US,7080224980914425094,1648493340, ,7026690071697015813,doctordavis00,Share human health knowledge,0,False,https://www.tiktok.com/@doctordavis00/video/7080224980914425094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080224980914425094&source=h5_m,23622916,4310,4808,21732,182698,7037414236066253594,7037414236066253594,24,7037414236066253594,original sound - babygirloffcial,baby girl< gay,6.941387985813177e+18,baby girl< gay,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7037414222971554586.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed2c80d1d9b4db680f8655855614e338.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,JO,7102762979829058817,1653740880,أخطر شي عملته بحياتي ركبت عالجمل بدون حماية 😱🔥#ramroomfatooh #بترا #petra #الاردن,6762178823754793990,Reema🇦🇪ريما,"📍Abu Dhabi 🇦🇪
reema.sarhan92@gmail.com
تعالوا انستجرام 🔥 برد عالخاص 😍",0,False,https://www.tiktok.com/@ramroomfatooh/video/7102762979829058817?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102762979829058817&source=h5_m,7759059,20997,39355,61532,257235,7102763004651260674,7102763004651260674,72,7102763004651260674,original sound - ramroomfatooh,Reema🇦🇪ريما,6.762178823754794e+18,Reema🇦🇪ريما,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102763014415862530.mp3,,False,False,,,,,[],0,0,Iraq,#ramroomfatooh #بترا #petra #الاردن,0,0,0,0,0,0,0,0,0,0
4,AE,7087954971475332354,1650293119, ,7020383116520145946,AhmiiHott 🖤🥀,"OFFICIAL ACCOUNT 🔵
اسلام آباد ♥️
ع ش ق 🖤🥀
VERIFIED ✅
Queen of Dubai 👑🇦🇪😻",0,False,https://www.tiktok.com/@ahmiihott/video/7087954971475332354?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087954971475332354&source=h5_m,3717629,1655,3236,3741,63708,7064552944796060442,7064552944796060442,72,7064552944796060442,original sound - juttbahadr (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",6.633339148580307e+18,Jutt bahader,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7064552947316951835.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7e20f49c9ea6e65a461a6bc0d0a6c80a.json,False,False,Sara Medin,Lovely,original sound - juttbahadr (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,LB,7081227994152307969,1648726873,Join my dancing class this Thursday on March 31 at @fitnessfirstoasiscentre 7 pmFor reservations call : 04 3307736Be many!!@marwaalshikheh @danafitnessdubai  @fitnessfirstalbarsha ...#dancewitheyad #oreintaldance #dubai #dxb #expodubai #danceclass #dance #dancer #dancelife #dancers #dancestudio #dancing #choreography #dancersofinstagram #dancevideo #dancechallenge #instadance #danceclasses #dancefloor #danceschool #dancelove #danceteacher #dancerlife #Fitness #Love #choreographer #fyp,6932723890532582402,Choreographer.eyadmalaeb,"Professional Dancer, Belly dance trainer & Choreographer.
Check my Instagram acc",0,False,https://www.tiktok.com/@choreographer.eyadmalaeb/video/7081227994152307969?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081227994152307969&source=h5_m,15908275,8365,46752,1484,562274,7081227996954217218,7081227996954217218,72,7081227996954217218,original sound - choreographer.eyadmalaeb (Contains music from: Boushret Kheir - حسين الجسمي),"Contains music from: ""Boushret Kheir""",6.932723890532582e+18,Choreographer.eyadmalaeb,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081227971687615233.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/79284a64beb812316923199ee86f3d99.json,False,False,حسين الجسمي,Boushret Kheir,original sound - choreographer.eyadmalaeb (Contains music from: Boushret Kheir - حسين الجسمي),"Contains music from: ""Boushret Kheir""",[],0,0,Iraq,#dancewitheyad #oreintaldance #dubai #dxb #expodubai #danceclass #dance #dancer #dancelife #dancers #dancestudio #dancing #choreography #dancersofinstagram #dancevideo #dancechallenge #instadance #danceclasses #dancefloor #danceschool #dancelove #danceteacher #dancerlife #Fitness #Love #choreographer #fyp,0,0,0,0,1,0,0,0,0,0
6,IQ,7102024791086992641,1653569005,🥰🥰.  #اكسبلور #ملاك_القيسي_ومروه_القيسي #صعدو_انزل_تكمله_🤣🤣🔥 #اكسبلور #🏳️‍🌈 #fyp #fypシ #علييييي😂😂,7101656792748278786,• ۿـَـدِئ ،  нυ∂α ⇣,⌯⎨ ظاهَـࢪي هادُئ وانيق .,0,False,https://www.tiktok.com/@6llo9/video/7102024791086992641?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102024791086992641&source=h5_m,6271886,6533,12324,39065,301523,7102024765216541442,7102024765216541442,72,7102024765216541442,original sound - 6llo9,• ۿـَـدِئ ،  нυ∂α ⇣,7.101656792748279e+18,• ۿـَـدِئ ،  нυ∂α ⇣,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102024759765109506.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b95f468b5b253eab9ecc99979ddd0689.json,False,False,,,,,[],0,0,Iraq,#اكسبلور #ملاك_القيسي_ومروه_القيسي #صعدو_انزل_تكمله_🤣🤣🔥 #اكسبلور #🏳️‍🌈 #fyp #fypシ #علييييي😂😂,0,0,0,0,1,1,0,0,0,2
7,US,7092900117128236331,1651444500,Reply to @ktx.aaron,6852884528537977862,Radar,"Welcome to doughtok 
Cutting daily weight request let’s play 😊",0,False,https://www.tiktok.com/@thedoughdaddy/video/7092900117128236331?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092900117128236331&source=h5_m,7161634,1700,86,279,137536,7092900091228359467,7092900091228359467,72,7092900091228359467,original sound - thedoughdaddy,Radar,6.852884528537978e+18,Radar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092900118478932782.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,UZ,7093096394503818497,1651490200,inst: abramovaone 🙃☀️,6784708104737113093,𝐙𝐀𝐌𝐈𝐑𝐀,"Ты не машина🚘чтоб я о тебе мечтала☺️
Новый профиль abramovaone ⤵️🫀
Цель500k🫂",0,False,https://www.tiktok.com/@abramova.one/video/7093096394503818497?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093096394503818497&source=h5_m,1137717,31,278,75,47942,7047111701069646593,7047111701069646593,72,7047111701069646593,original sound - gass_o7 (Contains music from: Galawezh - Aram Shaida Feat Sarkawt Star),"Contains music from: ""Galawezh""",6.82601718428097e+18,Достон,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7047574948554066689.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2b6445eef78c93a697f3150fa5d81e4.json,False,False,Aram Shaida Feat Sarkawt Star,Galawezh,original sound - gass_o7 (Contains music from: Galawezh - Aram Shaida Feat Sarkawt Star),"Contains music from: ""Galawezh""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,EC,7102178008039034117,1653604680, ,7102174936961762310,smwibw,"For u
⬇️⬇️",0,False,https://www.tiktok.com/@smwibw/video/7102178008039034117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102178008039034117&source=h5_m,3278671,176,737,2224,66817,7100895077437901610,7100895077437901610,72,7100895077437901610,Mý. pÖŘŇÖ._VîÍĎ.Ë0 ón ĺink in._BÍö,Tik Toker,6.987289724285306e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100895145717058350.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e1e3d3e3081cd12fe322c7bce8449f0.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
