,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_food,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tahiti,hash_viral
4,GB,7103576770384858374,1653930354,#duet with @hecktor_salon,7531698,Levi Jed Murphy,"business: henry@cadence-talent.com

👇🏽 MY GAWWJUS MERCH BELOW 👇🏽",0,False,https://www.tiktok.com/@levijedmurphy/video/7103576770384858374?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103576770384858374&source=h5_m,108024,94,12,32,14491,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,French Polynesia,#duet,0,0,0,0,0,0,0,0,0,0
5,US,7102449046777908526,1653667784,I don’t know what to say 🤫,7070249835786355758,GORACER WATCHES,"📦 60% OFF + Free Shipping 📦
👇 Grab Yours👇",0,False,https://www.tiktok.com/@goracerwatches/video/7102449046777908526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102449046777908526&source=h5_m,3329185,2717,6574,560,317054,6979962204569242370,6979962204569242370,72,6979962204569242370,original sound - xz.audio,✨ オーディオ ✨,6.958992391789577e+18,✨ オーディオ ✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6979962257136519937.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15d0ed83b92f2a2bb31570c984d0e92b.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
6,AU,7099724938331950337,1653033529,parallels 💕 #fakebodies #dancemoms #dancemomsedit #maddieziegler #fyp #viral #xyzbca,6883636292514300929,annie<3,"vsp | aldc edits.
goal: 160k 💟
TYSM for 150k!",0,False,https://www.tiktok.com/@pattinsonfx/video/7099724938331950337?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099724938331950337&source=h5_m,7426930,3718,1436,16002,846639,7099724936016644865,7099724936016644865,72,7099724936016644865,original sound - pattinsonfx,annie<3,6.883636292514301e+18,annie<3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099724935379028737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/acb78d03bebe427ea876bca007b12a7e.json,False,False,,,,,[],0,0,French Polynesia,#fakebodies #dancemoms #dancemomsedit #maddieziegler #fyp #viral #xyzbca,0,0,0,0,1,0,0,0,0,1
7,JP,7102743576483794177,1653736360,できる人？🙋🏻‍♀️,6609774040616370178,りこちゃさま【YouTuber】,"5兄弟の母♥️😈
加工無しはYouTubeきーて♡🍆
ままだってかわいくなりたい🥺",0,False,https://www.tiktok.com/@rikochasama/video/7102743576483794177?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102743576483794177&source=h5_m,57511,8,0,3,946,6927069993523841797,6927069993523841797,72,6927069993523841797,Tbone (Contains music from: Put Your Head on My Shoulder - Paul Anka),"Contains music from: ""Put Your Head on My Shoulder""",6.674751546020988e+18,Tbone,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6927069998280379141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77dd58e95f23b7b77b2c8dcc715c9632.json,False,False,Paul Anka,Put Your Head on My Shoulder,Tbone (Contains music from: Put Your Head on My Shoulder - Paul Anka),"Contains music from: ""Put Your Head on My Shoulder""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
0,PF,7092528702864624898,1651358026,a tous mes rageux oui amu téton🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣faite gaffe à vos copines🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,7040982765499597829,Scanos Ppt753,,0,False,https://www.tiktok.com/@kingscanos/video/7092528702864624898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092528702864624898&source=h5_m,60777,143,31,31,1090,6833934234948732941,6833934234948732941,25,6833934234948732941,Get You The Moon,Kina,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7bb0a250720f4a7f9be6a49574d518ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9bf325e67b3a484893faf2054ca32e51,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1470415871', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7098803114211380482,1652818900,Répondre à @maruraitahiti l’explication du blanc au niveau de ma TEUCH ! ✌🏼😃,6716790296480728069,Heiku YK,"🧿
📍𝐓𝐀𝐇𝐈𝐓𝐈 🇵🇫
🌈𝙻𝚊𝚞𝚐𝚑 𝙾𝚞𝚝 𝙻𝚘𝚞𝚍 = 𝚆𝚘𝚛𝚔𝚒𝚗𝚐 𝙰𝚋𝚣𝚣✨",0,False,https://www.tiktok.com/@heikualani/video/7098803114211380482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098803114211380482&source=h5_m,52353,331,58,0,3727,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,FR,7096689950799842562,1652326893,Merci pour tout vos messages d’anniversaire 😭 je vous aimes fort  #fypage #humour,6960051671611261957,manu,☀️,0,False,https://www.tiktok.com/@manuteaaa/video/7096689950799842562?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096689950799842562&source=h5_m,42699,43,6,0,3104,6839823810397588230,6839823810397588230,72,6839823810397588230,original sound - naaykiara,Houston’s Mommy 💓,6.777504800600606e+18,Houston’s Mommy 💓,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6839823786791979782.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9825f2ea3480d48c5d7bd1e3306339ff.json,False,False,,,,,[],0,0,French Polynesia,#fypage #humour,0,0,0,0,0,0,1,0,0,0
3,US,7099623573358185771,1653009928,"As promised, BTS of #doctorstrangeinthemultiverseofmadness #americachavez",6815650290126275589,Xóchitl Gómez,"AMERICA CHAVEZ in Doctor Strange 2
DAWN on Babysitters Club s1
🇺🇸🇲🇽",0,False,https://www.tiktok.com/@_xochitl.gomez/video/7099623573358185771?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099623573358185771&source=h5_m,22995673,10,15378,640,3732427,6715195989356988418,6715195989356988418,10033,6715195989356988418,Thunderstruck,AC/DC,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/02f0fa00874d4392b6837d99b2e0d754,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2aa37476c6a04337ae0d29c572cdefd8,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '575998661', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#doctorstrangeinthemultiverseofmadness #americachavez,0,0,0,0,0,0,0,0,0,0
4,US,7102316518855150854,1653636933,😳,6592567199944474629,𝐹𝑎𝑏𝑖𝑜𝑙𝑎,"actress
Los angeles📍
✨18 ✨
don’t judge a book by its cover🤪🤫",0,False,https://www.tiktok.com/@fabiola.baglieri/video/7102316518855150854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102316518855150854&source=h5_m,9093736,1362,778,2932,1115605,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
5,AU,7103139485327592705,1653828540,Here we go again,6798324500859569158,Brodie Moss,Youtuber / Creator at YBS Youngbloods,0,False,https://www.tiktok.com/@ybsbrodie/video/7103139485327592705?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103139485327592705&source=h5_m,1132566,338,425,215,80062,7103139466855942913,7103139466855942913,72,7103139466855942913,original sound - ybsbrodie,Brodie Moss,6.798324500859569e+18,Brodie Moss,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103139471318977282.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
6,GB,7103574647827975430,1653929860,Wait for it 😂#fyp,6610751024398270469,Jamie Nyland,"Cuz it’s Funnnyyy 

zack@zgadigital.co.uk
⬇️ WATCH VIDEO HERE ⬇️",0,False,https://www.tiktok.com/@jamie.nyland/video/7103574647827975430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103574647827975430&source=h5_m,313498,255,150,8,25762,7103574639334394629,7103574639334394629,72,7103574639334394629,original sound - jamie.nyland,Jamie Nyland,6.61075102439827e+18,Jamie Nyland,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103574642429807365.mp3,,False,False,,,,,[],0,0,French Polynesia,#fyp,0,0,0,0,1,0,0,0,0,0
7,GB,7086786092938169605,1650020970,"I relate to this dog, I’d be pissed as well 😂 🎥 ViralHog #ladbible #fyp #foryoupage #doggo #angrydog #burgers #bigmac",6676352751163032582,LADbible,"😂 The funniest videos 😂
💵 Earn cash 💵
👇Submit your video👇",0,False,https://www.tiktok.com/@ladbible/video/7086786092938169605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086786092938169605&source=h5_m,8515662,14899,37957,38538,884250,7086786061220760325,7086786061220760325,72,7086786061220760325,original sound - ladbible,LADbible,6.676352751163033e+18,LADbible,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086786070469151494.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f06836b6aec137f31d284950c0ba79f0.json,False,False,,,,,[],0,0,French Polynesia,#ladbible #fyp #foryoupage #doggo #angrydog #burgers #bigmac,0,0,0,1,1,0,0,0,0,0
0,PF,7098179140876111106,1652673621,@alyzeeteriitetoofa,188280891004051456,J A D E 🍓,"Insta: Nails by J
Proud to be a mom ❤️
Family first, Laugh and Dance after..
#18",0,False,https://m.tiktok.com/v/7098179140876111106.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098179140876111106&source=h5_m,55050,15,24,0,5250,7096689243463977729,7096689243463977729,72,7096689243463977729,original sound - heree__,here,1.1842656532708147e+17,here,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096689223633210113.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36309d17e6474a412046862b7620879f.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7096177517354208558,1652207580,Scary,131826387216355328,Eimeo,"Tahitian boyyy🇵🇫 🇵🇫 
18
From the sun🔥",0,False,https://m.tiktok.com/v/7096177517354208558.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096177517354208558&source=h5_m,6695536,5106,5981,10311,1301981,7083649718743665454,7083649718743665454,72,7083649718743665454,original sound - sp3ddupaudi0ss,sp3ddupaudi0ss 🌌,7.076884207817115e+18,sp3ddupaudi0ss 🌌,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083649742143490859.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2705019568cbacc2261a4e71d7e67c90.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,FR,7101357878065253638,1653413727,BIG MAC Maison 🏠 #bigmac #mcdo #recette #macdonalds,6770683005650895877,Happycook,"𝙍𝙚𝙘𝙚𝙩𝙩𝙚𝙨 🥢🇯🇵🇨🇳🇰🇷
- Chef 🔪
- Consultant ✈️🧠
Insta: happycook.fr",0,False,https://m.tiktok.com/v/7101357878065253638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101357878065253638&source=h5_m,431092,117,1550,12,31470,7101357869345426181,7101357869345426181,72,7101357869345426181,original sound - happycook.fr,Happycook,6.770683005650896e+18,Happycook,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101357881408244486.mp3,,False,False,,,,,[],0,0,French Polynesia,#bigmac #mcdo #recette #macdonalds,0,0,0,0,0,0,0,0,0,0
3,FR,7102474165885750534,1653673633,Mon fatii boubouleeee 👨‍👩‍👦❤️💍#fypシ #987 #couplegoals,7058712967403996166,Mihirangii ❤️,❤️HEREHIA❤️,0,False,https://m.tiktok.com/v/7102474165885750534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102474165885750534&source=h5_m,68883,21,6,1,5030,7074803121545055022,7074803121545055022,72,7074803121545055022,original sound - sydsspam1 (Contains music from: Love in This Club (feat. Young Jeezy) - Usher),"Contains music from: ""Love in This Club (feat. Young Jeezy)""",7.026069561795741e+18,🕺🏼🕺🏼🕺🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074803172170156846.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5301b70ba05a884afd7d75164219240c.json,False,False,Usher,Love in This Club (feat. Young Jeezy),original sound - sydsspam1 (Contains music from: Love in This Club (feat. Young Jeezy) - Usher),"Contains music from: ""Love in This Club (feat. Young Jeezy)""",[],0,0,French Polynesia,#fypシ #987 #couplegoals,0,0,0,0,0,1,0,0,0,0
4,DE,7101006384975711494,1653331890, ,6928036397187548165,🔥Forged in Fire🔥,"🔥Forged in Fire🔥
Any Kind of weapons
⚔️🗡️🛡️🏹🎯 
you are welcome to tip",0,False,https://m.tiktok.com/v/7101006384975711494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101006384975711494&source=h5_m,11925791,1434,419,222,1188790,6740850687409686530,6740850687409686530,10033,6740850687409686530,Carol Of The Bells,Lindsey Stirling,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6c4a8d6ca5e8476f9469fa6945ac93f7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6773afdd0ce34be1af26a0fe8b57714d,True,True,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
5,FR,7102344982152875270,1653643557,#fyp #tiktok,6837029435997799430,louu,"ig :lou_ndll 
📩: contactpro.lou@gmail.com",0,False,https://m.tiktok.com/v/7102344982152875270.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102344982152875270&source=h5_m,963514,1748,526,25,78529,7102344928818137862,7102344928818137862,72,7102344928818137862,original sound - lou_ndl,louu,6.837029435997799e+18,louu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102344940155439877.mp3,,False,False,,,,,[],0,0,French Polynesia,#fyp #tiktok,0,0,0,0,1,0,0,0,0,0
6,GB,7102835011459484934,1653757649,#duet with @instantenglish I AM 100% POFESSIONAL AND HE IS RABBISH! 🙏Please support my GoFundMe - Link on my profile ❤️ #comedy #hilarious #humour #funny #brownmum #trends #viral #fyf,6896958533520081921,Shumirun Nessa,"📧 shumirun@devvmedia.com 📧
⬇️ Click the link below to donate ⬇️",0,False,https://m.tiktok.com/v/7102835011459484934.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102835011459484934&source=h5_m,596224,295,585,377,35274,7089027510452620037,7089027510452620037,72,7089027510452620037,original sound - instantenglish,Instant English,6.823967602815223e+18,Instant English,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089027517218065157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fb688c1197dcafad745a43f2e8a9c041.json,False,False,,,,,[],0,0,French Polynesia,#duet #comedy #hilarious #humour #funny #brownmum #trends #viral #fyf,0,0,0,0,0,0,1,0,0,1
7,SA,7091971145779465474,1651228208,#ASMR #memes #리사 #kdrama #🚿 #🧼,6906794167184294914,淳子_1😭,세계 스펙트럼에 오신 것을 환영} [💗합니다 ༄🌸 ♡︎ 🍒♡︎ 🧷🍓♡︎ 🧁༄,0,False,https://m.tiktok.com/v/7091971145779465474.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091971145779465474&source=h5_m,110825166,35804,15419,8281,6425344,7091971157007584002,7091971157007584002,24,7091971157007584002,original sound - oo_ii60,淳子_1😭,6.906794167184295e+18,淳子_1😭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091971148728077058.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/255e3ca0adaf9af27a75d6a8e3090aba.json,False,False,,,,,[],0,0,French Polynesia,#ASMR #memes #리사 #kdrama #🚿 #🧼,1,0,0,0,0,0,0,0,0,0
0,PF,7080796318767009025,1648626366,Dc : @Loic reyeltv #calmdowndance #calmdown #vaimomo #tahitiangirls987🇵🇫 @ygmorgane @vaireaatchapa,6920807352455513089,Vai & Momo,"@vaireaatchapa & @ygmorgane
Your favorite duo💕
🌴 Island girls - 🇵🇫🇷🇪",0,False,https://www.tiktok.com/@vaireamorgane/video/7080796318767009025?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080796318767009025&source=h5_m,145028,70,101,1039,8509,7060633760082511873,7060633760082511873,10033,7060633760082511873,Calm Down,Rema,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c949a9d3160540c29454422944a94d51,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/497d133b3a174fafb9ec5667c6eb23bb,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1612872897', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,#calmdowndance #calmdown #vaimomo #tahitiangirls987🇵🇫,0,0,0,0,0,0,0,0,0,0
1,PF,7100778703902215426,1653278879,Tahitiに来てから初海🤭❤️ #tahiti #beach #タヒチ,6593130444630392834,moeka,楽天roomに私の使っているものでオススメなもの載せてます！⬇︎,0,False,https://www.tiktok.com/@moeka_mocha/video/7100778703902215426?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100778703902215426&source=h5_m,45051,42,30,0,4250,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,French Polynesia,#tahiti #beach #タヒチ,0,0,0,0,0,0,0,0,1,0
2,FR,7103559753619623174,1653926392,#nature #animaux #reportage #documentaireanimalier #bkrepost #cyrilchauquet #requin,6992178612590347270,REPORTAGE ANIMALIER 🐱 ECO,"Les meilleurs reportages animaliers🐼
TOUT SAVOIR SUR LES ANIMAUX🦍
ABONNE TOI ❤",0,False,https://www.tiktok.com/@bk_repost/video/7103559753619623174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103559753619623174&source=h5_m,108596,2,5,0,3311,7103559733637909254,7103559733637909254,72,7103559733637909254,original sound - bk_repost,REPORTAGE ANIMALIER 🐱 ECO,6.992178612590347e+18,REPORTAGE ANIMALIER 🐱 ECO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103559752017349382.mp3,,False,False,,,,,[],0,0,French Polynesia,#nature #animaux #reportage #documentaireanimalier #bkrepost #cyrilchauquet #requin,0,0,0,0,0,0,0,0,0,0
3,DE,7079607927614508294,1648349672,Bruh i can’t concentrateee #art #drawing #boyfriend #fyp,6816263266768733189,Julia Gisella,"Insta&YT👆🏻
💌 julia@kyra.com
Join my patreon here☺️👇",0,False,https://www.tiktok.com/@juliagisella/video/7079607927614508294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079607927614508294&source=h5_m,4273036,2760,7740,232,572648,7070095264576440322,7070095264576440322,10033,7070095264576440322,Lonely,Zoe Wees,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c33ba1ea8145474b89ca5fff81b2eb43,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a99b656d00d945d680b5b41004fe2318,True,True,,,,,[],0,0,French Polynesia,#art #drawing #boyfriend #fyp,0,0,0,0,1,0,0,0,0,0
