,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_pourtoi,hash_viral,hash_xyzbca
5,US,7102937514536684846,1653781515,Teamwork! 😂💪🏽 #parentcomedy #fyp,443220,Martin Family,"God First 🙌🏾
Business: themartinfamily@wheagency.com",0,False,https://www.tiktok.com/@officialmartinfam/video/7102937514536684846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102937514536684846&source=h5_m,1069835,234,1796,537,111175,7043680768006458118,7043680768006458118,72,7043680768006458118,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",2.2245356847199027e+17,Jason Moments,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7043680877330615046.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7df030f082afbe22fd8ef3fc5a064e8e.json,False,False,Kaka,Tum Par Marte Hain,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",[],0,0,Belgium,#parentcomedy #fyp,0,0,0,0,1,0,0,0,0,0
6,BE,7097229610928082181,1652452540,Where my Italians at? #chrislobanzo,6766199994544587782,Chris Lobanzo,"🇧🇪🇨🇩
Welcome to TikTok Premium 🤝
CEO of 😲
📩 t+chris@shake-influence.com",0,False,https://www.tiktok.com/@chrislobanzo/video/7097229610928082181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097229610928082181&source=h5_m,4559240,6028,3319,7204,693795,6939965202909678342,6939965202909678342,72,6939965202909678342,original sound - genius,Genius ,1.6854950981432934e+17,Genius ,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6939965332727679749.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ca365e2dbe14b6df703bba7182358a43.json,False,False,,,,,[],0,0,Belgium,#chrislobanzo,0,0,0,0,0,0,0,0,0,0
7,CH,7100896942493863173,1653306409,my money don‘t #jigglejiggle 💷 #louistheroux #london #uk #jounggustav,6788887926626550790,Joung Gustav,"subscribe to the YT channel 👆🏼
first video dropping at 10k subs 📈",0,False,https://www.tiktok.com/@jounggustav/video/7100896942493863173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100896942493863173&source=h5_m,38805428,15146,21160,49429,6756700,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#jigglejiggle #louistheroux #london #uk #jounggustav,0,0,0,0,0,0,0,0,0,0
0,US,7092610070466333998,1651376968,Reply to @sparklingcomet99 Almost missed the shoe 😪 #trend #dad #notviral,6760364431521285125,Nic Suarez,"🕺
mgmt: nick@underscoretalent.com",0,False,https://www.tiktok.com/@in_the_nic_of_time/video/7092610070466333998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092610070466333998&source=h5_m,42716920,31034,26207,69438,8364678,7082250350756907819,7082250350756907819,72,7082250350756907819,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",7.04176212468569e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082250387058707243.mp3,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/73b1325b2696a339f8ca8df42a836656.json,False,False,J. Cole,No Role Modelz,No Role Modelz (Remix) (Contains music from: No Role Modelz - J. Cole),"Contains music from: ""No Role Modelz""",[],0,0,Belgium,#trend #dad #notviral,0,0,0,0,0,0,0,0,0,0
1,US,7092850697728724267,1651432994,Pay back🤣😭,6740372348631942150,TheRealHammyTV,The couple that everyone else copy’s😉 best on Tiktok voted 2022 🚀,0,False,https://www.tiktok.com/@therealhammytv/video/7092850697728724267?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092850697728724267&source=h5_m,33589527,21565,191192,75688,1878424,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
2,DE,7085846353699409157,1649802168,Reply to @username72946 me vs my twin sis @notjuliagisella ✨#drawing #arttok #fyp #colourpencils,6816263266768733189,Julia Gisella,"Insta&YT👆🏻
💌 julia@kyra.com
Join my patreon here☺️👇",0,False,https://www.tiktok.com/@juliagisella/video/7085846353699409157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085846353699409157&source=h5_m,36331058,73455,117029,2574,3805385,6808457731310094337,6808457731310094337,10033,6808457731310094337,Wildest Dreams,Duomo,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bc39672a1e7a4600ab594b21c4ebef06,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/06e3912968f3407685d38cb8b266814e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1504307728', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#drawing #arttok #fyp #colourpencils,0,0,0,0,1,0,0,0,0,0
3,US,7073271715240873259,1646874407,Well this one hit diffierent😅 #bodybuilding #bodybuildingprank #gymprank #gym #Fitness #lifting #FitTok #fittiktok #fitnesstiktok #gymtok #zooculture #rawgear #rawgearclothing #gymhumor #gymcomedy #fitnesshumor #bodybuildinghumor #liftinghumor #prank #fitgirl #pranks #rawgearathlete,6949759522542093317,MamaSwole,"@rawgear @onesol.supps code “MAMASWOLE”
YOUTUBE BELOW
💌christina@mamaswole.com",0,False,https://www.tiktok.com/@mama_swole/video/7073271715240873259?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073271715240873259&source=h5_m,57256162,36372,64258,34803,6389813,7061930180574579457,7061930180574579457,72,7061930180574579457,original sound - isaac.maximoff (Contains music from: Si Te Sabes El TikTok Baila 32 - Dj Morant),"Contains music from: ""Si Te Sabes El TikTok Baila 32""",6.893370230324659e+18,Isaac ᗢ,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7061930181577247489.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/11485090fd57aa7b6069e362201f47dc.json,False,False,Dj Morant,Si Te Sabes El TikTok Baila 32,original sound - isaac.maximoff (Contains music from: Si Te Sabes El TikTok Baila 32 - Dj Morant),"Contains music from: ""Si Te Sabes El TikTok Baila 32""",[],0,0,Belgium,#bodybuilding #bodybuildingprank #gymprank #gym #Fitness #lifting #FitTok #fittiktok #fitnesstiktok #gymtok #zooculture #rawgear #rawgearclothing #gymhumor #gymcomedy #fitnesshumor #bodybuildinghumor #liftinghumor #prank #fitgirl #pranks #rawgearathlete,0,0,0,0,0,0,0,0,0,0
4,NG,7099689414636457221,1653025264,😂😂😂,7080534432004342790,Emotional damage,🥰🥰Love y’all 🥰😍,0,False,https://www.tiktok.com/@e_m280/video/7099689414636457221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099689414636457221&source=h5_m,34108025,26846,281863,95140,4399388,7099689375546166021,7099689375546166021,72,7099689375546166021,original sound - e_m280,Emotional damage,7.080534432004343e+18,Emotional damage,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099689333761919749.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c6016e569215ab01b74ba579ef0fc12.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
5,BE,7080850261341752582,1648638926,When do you get 🦋🦋? #fyp #fypシ #viral #foryou #sounds #foryoupage,7050408985514198022,sounds to use,"finding sounds so
you don't have to :)",0,False,https://www.tiktok.com/@sounds._.to_.use/video/7080850261341752582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080850261341752582&source=h5_m,260828,102,28,152,24149,7075796291619408683,7075796291619408683,72,7075796291619408683,I wanna ride I wanna ride (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",7.054666782247323e+18,❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075796308279233322.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a62fe0dffe48cc60ef790ad2d693b705.json,False,False,Joseline Hernandez,Vegas (I Wanna Ride),I wanna ride I wanna ride (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",[],0,0,Belgium,#fyp #fypシ #viral #foryou #sounds #foryoupage,1,1,0,0,1,1,0,0,1,0
6,BE,7102088367118109953,1653583807,Let’s learn how to be a model💕 #model #catwalk #Runway #fashion,125049999767314432,SAB,"♑️ 
📩victoria@preludemgmt.com
👇🏼shop my closet👇🏼",0,False,https://www.tiktok.com/@imallpanicnodisco/video/7102088367118109953?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102088367118109953&source=h5_m,2503235,2047,2451,3438,226106,7102088351422925570,7102088351422925570,72,7102088351422925570,original sound - imallpanicnodisco,SAB,1.2504999976731443e+17,SAB,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102088357185964801.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f203b78f2ae804824beff41a39c590ee.json,False,False,,,,,[],0,0,Belgium,#model #catwalk #Runway #fashion,0,0,0,0,0,0,0,0,0,0
7,AU,7096320718845136129,1652240924,When you’re trying to make a Tiktok but your guitar steals the spotlight,6870035534656734214,Kat and Romeo,"📍Newcastle | Australia
Instagram - @kat_holmes1 & @rome_yoo",0,False,https://www.tiktok.com/@katandromeo/video/7096320718845136129?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096320718845136129&source=h5_m,41239469,44340,153275,49963,2986025,7092047211189504811,7092047211189504811,72,7092047211189504811,original sound - gutta100_ (Contains music from: Let Her Go - James Bartholomew),"Contains music from: ""Let Her Go""",6.73745095317373e+18,Gutta100,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092047254659468078.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8d90d260a2bfeea27a167c7ed7783b5.json,False,False,James Bartholomew,Let Her Go,original sound - gutta100_ (Contains music from: Let Her Go - James Bartholomew),"Contains music from: ""Let Her Go""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
0,US,7100267702379629870,1653159900,Kyius would never 😅 #fyp #foryou #son #comedy,5777337,The Trench Family❤️,"JOIN THE FAMILY❤️
Mgmt: trenchfamily@createfluence.com
👇🏽NEW VIDEO👇🏽",0,False,https://www.tiktok.com/@thetrenchfamily/video/7100267702379629870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100267702379629870&source=h5_m,3050460,1053,4481,5792,160881,7043680768006458118,7043680768006458118,72,7043680768006458118,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",2.2245356847199027e+17,Jason Moments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7043680877330615046.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7df030f082afbe22fd8ef3fc5a064e8e.json,False,False,Kaka,Tum Par Marte Hain,original sound - jasonmoments (Contains music from: Tum Par Marte Hain - Kaka),"Contains music from: ""Tum Par Marte Hain""",[],0,0,Belgium,#fyp #foryou #son #comedy,1,0,0,0,1,0,0,0,0,0
1,US,7088903690937011499,1650514010, ,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7088903690937011499?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088903690937011499&source=h5_m,45949836,20586,91333,28114,6162133,6902943641598167813,6902943641598167813,72,6902943641598167813,original sound - tracydimarco,Tracy DiMarco,6.768968401794598e+18,Tracy DiMarco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902943706366692102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aea710e9888738ae226c5d8a75bb924f.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
2,GB,7102508223671864582,1653681563,#fyp #johnnydepp #johnnydeppcourtcase #johnnydeppisinnocent #amberturd #amberheardisguilty #camillevasquez #benchew #golittlerockstar,6714226424402707461,Find Dory,"YouTube Channel ⬆️
👩🏻‍⚖️ VIDEOS OF JOHNNY DEPP 👩🏻‍⚖️
🏴‍☠️ Team Johnny Depp",0,False,https://www.tiktok.com/@finddory__/video/7102508223671864582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102508223671864582&source=h5_m,7046099,1377,2230,54,454428,6946143798342716161,6946143798342716161,72,6946143798342716161,original sound - deppjd_,Johnny🍷,6.91940522790147e+18,Johnny🍷,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6946143730336287489.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2b6e74ae60a51df1bf98aa718e03758.json,False,False,,,,,[],0,0,Belgium,#fyp #johnnydepp #johnnydeppcourtcase #johnnydeppisinnocent #amberturd #amberheardisguilty #camillevasquez #benchew #golittlerockstar,0,0,0,0,1,0,1,0,0,0
3,GE,7080911886492929286,1648653273,————————————————————-Cold shower challenge DAY 8💜⚡️“Self-Care is how you take your POWER back” if you are stressed try this! Stress and anxiety goes away instantly 💪💫✨#pwrcoldshower #selflove #SelfCare #selfmade #selfawareness #selfworth #mentalhealth #stress #mentalhealthmatters #mentalfitness #healing #motivation #reels  #reelsinstagram #reelsviral #viral #selfmade #life #quotes #advice #coldshower #coldwater #healthadvice #stressfreeskincare  #anxiety #anxietytips #stress,6775608451513254917,Natia Fedotoviene,Join our PWR programs 👇,0,False,https://www.tiktok.com/@pwrprograms/video/7080911886492929286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080911886492929286&source=h5_m,17989642,20043,24217,34730,2603670,7080911874229537542,7080911874229537542,72,7080911874229537542,original sound - pwrprograms,Natia Fedotoviene,6.775608451513255e+18,Natia Fedotoviene,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080911876774873862.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8a629f3765a5b147383542b467e269da.json,False,False,,,,,[],0,0,Belgium,#pwrcoldshower #selflove #SelfCare #selfmade #selfawareness #selfworth #mentalhealth #stress #mentalhealthmatters #mentalfitness #healing #motivation #reels #reelsinstagram #reelsviral #viral #selfmade #life #quotes #advice #coldshower #coldwater #healthadvice #stressfreeskincare #anxiety #anxietytips #stress,0,0,0,0,0,0,0,0,1,0
4,US,7097413441912196394,1652495342,I noticed him at the end @samdezz,6732675975610074118,Brooke Monk,"❤️Jesus forever❤️
 19
I’m not funny 
My YouTube is cool too 👇",0,False,https://www.tiktok.com/@brookemonk_/video/7097413441912196394?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097413441912196394&source=h5_m,9370973,3971,2500,10952,1398555,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
5,BE,7098776009339636998,1652812589,Ok 😅 #beliveitornot #hollywood #losangeles #la #usa #robertwadlow,6751342470233621510,luana__fontana,"TV host based in Belgium 📺
Exploring the world 🌎✈️
Join me on Instagram 🤩",0,False,https://www.tiktok.com/@luana__fontana/video/7098776009339636998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098776009339636998&source=h5_m,8797495,1885,792,1863,171946,6741017428655884290,6741017428655884290,10033,6741017428655884290,Fake,The Tech Thieves,,,False,False,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8602ed0e5b264a33a38e02bb23c26f19,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/52bbfd79f02a48f6a89c0b80dc43568f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1451770100', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#beliveitornot #hollywood #losangeles #la #usa #robertwadlow,0,0,0,0,0,0,0,0,0,0
6,BE,7102027076441558277,1653569538,#guesstheplayer Pls help my dog i love him so much. He is only 7 #Fyp #helpmeplease #dogsoftiktok #sick #watchtwice #pls #loveyou,7102021790751097861,Golden retriever,The story of a 7-year-old dog who has been suffering for 3 months with pain ❤️,0,False,https://www.tiktok.com/@helpmydog314/video/7102027076441558277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102027076441558277&source=h5_m,4138951,20984,83957,56,988611,7066587857196026629,7066587857196026629,72,7066587857196026629,original sound - antisocial.yu,🇹🇷,6.913489481724298e+18,🇹🇷,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066587872194792198.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d0dbc950b4a0595a11f2cdad546592b.json,False,False,,,,,[],0,0,Belgium,#guesstheplayer #Fyp #helpmeplease #dogsoftiktok #sick #watchtwice #pls #loveyou,0,0,0,0,1,0,0,0,0,0
7,GB,7099877465488624901,1653069042,It’s the ✨jiggle✨ for me 😂 #mymoneydontjiggle #labrador,6925923531344462853,Good Boy Ollie,"The goodest good boy
Insta - @good.boy.ollie",0,False,https://www.tiktok.com/@good.boy.ollie/video/7099877465488624901?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099877465488624901&source=h5_m,4593612,4364,35295,15730,425980,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#mymoneydontjiggle #labrador,0,0,0,0,0,0,0,0,0,0
0,GB,7087575109057154310,1650204676,#healing #healingjourney #mentalhealth #ilostmybestfriend #mentalhealthmatters #MentalHealthAwareness #greif #greifjourney #greiving #struggling #copingwithgrief #greivingprocess #depressionanxiety #silentbattles,6908316269871924229,Kallie lunt,"KCosmetics find us on socials!
Spreading Mental health awareness
West Yorkshire",0,False,https://www.tiktok.com/@kallielunt/video/7087575109057154310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087575109057154310&source=h5_m,41253660,58124,89202,90293,6021262,7058940166768970501,7058940166768970501,72,7058940166768970501,original sound - bertat91 (Contains music from: SAW IT COMING - Roet The Rapper),"Contains music from: ""SAW IT COMING""",6.807837501781345e+18,berta 💐,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7058940164617341702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/175dd62b81c25eed85cd7742ba88880c.json,False,False,Roet The Rapper,SAW IT COMING,original sound - bertat91 (Contains music from: SAW IT COMING - Roet The Rapper),"Contains music from: ""SAW IT COMING""",[],0,0,Belgium,#healing #healingjourney #mentalhealth #ilostmybestfriend #mentalhealthmatters #MentalHealthAwareness #greif #greifjourney #greiving #struggling #copingwithgrief #greivingprocess #depressionanxiety #silentbattles,0,0,0,0,0,0,0,0,0,0
