,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_korean,hash_movie,hash_viral,hash_xyzbca,hash_이어찍기,hash_추천
2,KR,7103496874954476801,1653911751,자연 맞다공 ㅋㅋㅋㅋㅋㅋㅋㅋ,6998366045623845890,링콩이,"인스타:99__ji_ji
링콩이라이브
 콩패밀리",0,False,https://www.tiktok.com/@lovekong15/video/7103496874954476801?_r=1&u_code=0&region=US&mid=6744602844231518978&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103496874954476801&source=h5_t,97176,259,217,12,12193,6744602844231518978,6744602844231518978,24,6744602844231518978,original sound - 구기동 (Contains music from: RAIDER - Epiik & DJ RR & SIXTHEMA),"Contains music from: ""RAIDER""",6.558292730946486e+18,구기동,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1646633770305586.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a730b18b23fa1110855826b4f84b2b8e.json,False,False,Epiik & DJ RR & SIXTHEMA,RAIDER,original sound - 구기동 (Contains music from: RAIDER - Epiik & DJ RR & SIXTHEMA),"Contains music from: ""RAIDER""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
3,KR,7092002493667839234,1651235511,Wait a minute! #JOSHUA #HOSHI,6756484434957009921,SEVENTEEN,"#SEVENTEEN Official TikTok
#세븐틴 공식 틱톡",0,False,https://www.tiktok.com/@seventeen17_official/video/7092002493667839234?_r=1&u_code=0&region=US&mid=7082370286401702683&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092002493667839234&source=h5_t,4970960,19051,14294,37078,1183587,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0,0,"Korea, Republic of",#JOSHUA #HOSHI,0,0,0,0,0,0,0,0,0,0
4,KR,7102402799576550657,1653657016,Beat? #추천 #fyp #viral,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://www.tiktok.com/@ox_zung/video/7102402799576550657?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102402799576550657&source=h5_t,2945340,1621,444,4587,327850,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,"Korea, Republic of",#추천 #fyp #viral,0,0,1,0,0,0,1,0,0,1
5,ES,7103206550524677382,1653844155,goo goo? goo gaga.,54086091175112704,Benji Krol,"hi :D
insta: @benjikrol
business email - biz@krolbenji.com",0,False,https://www.tiktok.com/@benjikrol/video/7103206550524677382?_r=1&u_code=0&region=US&mid=7092984503995550510&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103206550524677382&source=h5_t,686405,2389,302,1140,122844,7092984503995550510,7092984503995550510,72,7092984503995550510,"use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",6.925938645232977e+18,Deflixs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092984535792487214.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dddf73c8bbd83d8ebb9759e5df1aaccf.json,False,False,RKsmelly,"Quandale dingle ""The Race"" Freestyle cover","use this sound if u like men (Contains music from: Quandale dingle ""The Race"" Freestyle cover - RKsmelly)","Contains music from: ""Quandale dingle ""The Race"" Freestyle cover""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,KR,7093684254458088705,1651627072,#ThatThat men in the mirror,7074822840465425410,PSY,PSYchologist,0,False,https://www.tiktok.com/@42psy42/video/7093684254458088705?_r=1&u_code=0&region=US&mid=7090489329688020993&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093684254458088705&source=h5_t,16940105,5577,2778,6893,2332773,7090489329688020993,7090489329688020993,10033,7090489329688020993,That That (prod. & feat. SUGA of BTS),PSY,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ffa5c42ddc445768a4b2ed7d83e9dc9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c4ddaada42234fe9bd5d38308ac347f9,False,True,,,,,[],0,0,"Korea, Republic of",#ThatThat,0,0,0,0,0,0,0,0,0,0
7,KR,7076886450419076354,1647716028,#trend #korean #knock #cosplay,6784043347084067841,Spring (새봄),"Follow my insta ❤︎
불펌시 고소
.
☟︎ Profile link for more ☟︎",0,False,https://www.tiktok.com/@bomnewbom/video/7076886450419076354?_r=1&u_code=0&region=US&mid=6989938088650869509&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076886450419076354&source=h5_t,449972,113,290,95,27696,6989938088650869509,6989938088650869509,72,6989938088650869509,original sound - 🦋XENA🦋 (Contains music from: Pluck - Paul Flexx),"Contains music from: ""Pluck""",6.554638075216101e+18,🦋XENA🦋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6989957249179323141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2a58878b2a2fa426eadee9fb05d1b2f4.json,False,False,Paul Flexx,Pluck,original sound - 🦋XENA🦋 (Contains music from: Pluck - Paul Flexx),"Contains music from: ""Pluck""",[],0,0,"Korea, Republic of",#trend #korean #knock #cosplay,0,0,0,0,1,0,0,0,0,0
0,KR,7103083525817093377,1653815511,#pov 친구와 20달러를 걸고 내기를 했다.      #마티 #mati #fyp,6619510555772370946,마티랜드🐰마티🐰,"🇰🇷Korean🇰🇷
🐰마티랜드에 오신 손님들 반가워요🐰
🐰팬애칭 손님🐰
👇instagram👇",0,False,https://t.tiktok.com/i18n/share/video/7103083525817093377/?region=US&mid=6854553435191167745&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103083525817093377&source=h5_t,414327,181,73,440,46855,6854553435191167745,6854553435191167745,24,6854553435191167745,original sound - 내이름은 진아 지나가는 중이죠,내이름은 진아 지나가는 중이죠,6.599966574358413e+18,내이름은 진아 지나가는 중이죠,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6854887097459804929.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2adc9765d99f5331203ee3b30dff12d7.json,False,False,,,,,[],0,0,"Korea, Republic of",#pov #마티 #mati #fyp,0,0,1,0,0,0,0,0,0,0
1,SG,7103455700700974338,1653902165,"I have concluded, head shaking takes skills and i’m a squidward at the end",248204076428034048,Liting 🦋,"Just playin 
ig: @kaeie.ting",0,False,https://t.tiktok.com/i18n/share/video/7103455700700974338/?region=US&mid=7074912610465975067&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103455700700974338&source=h5_t,19773,17,56,101,2516,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
2,MY,7102874499540045082,1653766844,100/10 for the aura #blackpink,6662983155609567234,Jason,Posting Random Videos 💕,0,False,https://t.tiktok.com/i18n/share/video/7102874499540045082/?region=US&mid=7075729123557100294&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102874499540045082&source=h5_t,952784,582,1465,78,157040,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",#blackpink,0,0,0,0,0,0,0,0,0,0
3,BE,7102027076441558277,1653569538,#guesstheplayer Pls help my dog i love him so much. He is only 7 #Fyp #helpmeplease #dogsoftiktok #sick #watchtwice #pls #loveyou,7102021790751097861,Golden retriever,The story of a 7-year-old dog who has been suffering for 3 months with pain ❤️,0,False,https://t.tiktok.com/i18n/share/video/7102027076441558277/?region=US&mid=7066587857196026629&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102027076441558277&source=h5_t,4388636,21947,87956,56,1051717,7066587857196026629,7066587857196026629,72,7066587857196026629,original sound - 🇹🇷,🇹🇷,6.913489481724298e+18,🇹🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066587872194792198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d0dbc950b4a0595a11f2cdad546592b.json,False,False,,,,,[],0,0,"Korea, Republic of",#guesstheplayer #Fyp #helpmeplease #dogsoftiktok #sick #watchtwice #pls #loveyou,0,0,1,0,0,0,0,0,0,0
4,KR,7073001664856280322,1646811531, ,7071450724336681989,이쁜 쨍이,"더 많은 동영상보기 
Ins팔로우
라이브 방송⬇️",0,False,https://t.tiktok.com/i18n/share/video/7073001664856280322/?region=US&mid=7073001659357563650&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073001664856280322&source=h5_t,108721,22,39,186,2077,7073001659357563650,7073001659357563650,72,7073001659357563650,original sound - 이쁜 쨍이,이쁜 쨍이,7.071450724336682e+18,이쁜 쨍이,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073001656023075586.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,KR,7079401115825097986,1648301520,무지개반사,6584774857907994625,냥뇽녕냥👻,"Hi! I’m Hina ひな🤍
Twitch:hinachan_01
사진 편집은 에픽🎬⬇️",0,False,https://t.tiktok.com/i18n/share/video/7079401115825097986/?region=US&mid=7067433411928984322&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079401115825097986&source=h5_t,1111188,655,1808,541,109166,7067433411928984322,7067433411928984322,24,7067433411928984322,original sound - ことば🥢@声優志望_14,ことば🥢@声優志望_14,6.980950448391914e+18,ことば🥢@声優志望_14,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067433410247379714.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/95be5442d5197736b2b73a5dfac0c5a8.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,KR,7085979116582817025,1649833080,👉👈👇👆#TWICE #트와이스,6805697443515663361,TWICE,"One in a Million! Hello We are TWICE💖
Let’s TikTok with TWICE!",0,False,https://t.tiktok.com/i18n/share/video/7085979116582817025/?region=US&mid=6897654966907833090&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085979116582817025&source=h5_t,47221388,64733,54943,165654,7304472,6897654966907833090,6897654966907833090,10036,6897654966907833090,Edge,REZZ,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f7d21c2eb65d491bb882a51978feb869,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0cfc55ff234845538156f63f5956b221,True,True,,,,,[],0,0,"Korea, Republic of",#TWICE #트와이스,0,0,0,0,0,0,0,0,0,0
7,US,7102901285636066606,1653773080,lil fit check ft. my new point and shoot 📸 🙂,6623877572643192838,mak ingemi,"check out my insta and YT for more!🦖
mgmt: adam@undercurrent.net",0,False,https://t.tiktok.com/i18n/share/video/7102901285636066606/?region=US&mid=7028678085570906882&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102901285636066606&source=h5_t,315058,633,248,259,63295,7028678085570906882,7028678085570906882,72,7028678085570906882,original sound - Basketball,Basketball,6.905275358405936e+18,Basketball,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7028678054885083905.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/61e1c5f32ae074810360cae7f0ece4fb.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,KR,7099715230627843329,1653031269,ㅎ…ㅎ,6609104341016526849,BEDDY,"P.I CO
IG:choehyeokgeun
📩 business@picorp.co.kr",0,False,https://www.tiktok.com/@choega/video/7099715230627843329?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099715230627843329&source=h5_t,2300657,4392,1297,4111,350795,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
1,KR,7093400230078483713,1651560942,#감전 #k고딩,6918382152863400962,으눙,Insta,0,False,https://www.tiktok.com/@2unwo_o/video/7093400230078483713?_r=1&u_code=0&region=US&mid=7072756285149563649&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093400230078483713&source=h5_t,142112,63,77,0,11370,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - aypiks (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - aypiks (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,"Korea, Republic of",#감전 #k고딩,0,0,0,0,0,0,0,0,0,0
2,CA,7100663765418413318,1653252117,Not really 🥹 #fyp #lgbt,6753268795898463238,Jude Karda,Non-binary Model 🖤💜🤍💛 They/Them 🇨🇦 Click Link To Send Support Funds,0,False,https://www.tiktok.com/@jude.karda/video/7100663765418413318?_r=1&u_code=0&region=US&mid=7091404970348432134&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100663765418413318&source=h5_t,1502590,2570,3325,1964,60234,7091404970348432134,7091404970348432134,72,7091404970348432134,MOOSCLES ARE GETTING BIGGER,Kyle,7.033675817394652e+18,Kyle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091404523055041286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d7adec2cee5ec910170db2942599ffa.json,False,False,,,,,[],0,0,"Korea, Republic of",#fyp #lgbt,0,0,1,0,0,0,0,0,0,0
3,GB,7099533856151211269,1652989039,#deadpool#cold,6784486010660897798,AJ,🥱,0,False,https://www.tiktok.com/@a22.j6/video/7099533856151211269?_r=1&u_code=0&region=US&mid=7070558931843582762&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099533856151211269&source=h5_t,19876057,17813,36593,72814,5336714,7070558931843582762,7070558931843582762,72,7070558931843582762,ty,dan,7.024027038589175e+18,dan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070558971886717742.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d07c42a02e57e6d872dda8918b1cd75e.json,False,False,,,,,[],0,0,"Korea, Republic of",#deadpool#cold,0,0,0,0,0,0,0,0,0,0
4,US,7081830507683745070,1648867156,His reaction was amazing 🥺 thank you @Gametime for blessing him! #fypp #kindness #foru,6826433962585310213,Charlie Rocket,"Making Dreams Come True! If you are here, you are apart of the ARMY OF LOVE",0,False,https://www.tiktok.com/@charlie/video/7081830507683745070?_r=1&u_code=0&region=US&mid=6777936242173544450&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081830507683745070&source=h5_t,12245234,8142,7623,1828,1345955,6777936242173544450,6777936242173544450,10033,6777936242173544450,Keep You Safe,Lindsey Ray,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d262b099fae148a58bb802c4797bec4c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fe5c64183b4c4fa2a81776f5585c44a3,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481940674', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",#fypp #kindness #foru,0,0,0,0,0,0,0,0,0,0
5,US,7102801074683251969,1653749747,dance with me,6561695017990504449,Krutika 🐥,"Just a weeb that likes anime, kdrama and games 🤡",0,False,https://www.tiktok.com/@themermaidscale/video/7102801074683251969?_r=1&u_code=0&region=US&mid=7102801071689108226&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102801074683251969&source=h5_t,369328,804,83,396,73986,7102801071689108226,7102801071689108226,24,7102801071689108226,original sound - Krutika 🐥 (Contains music from: Somebody - HQ),"Contains music from: ""Somebody""",6.561695017990504e+18,Krutika 🐥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102801065519270658.mp3,,False,False,HQ,Somebody,original sound - Krutika 🐥 (Contains music from: Somebody - HQ),"Contains music from: ""Somebody""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,KR,7103406877073050882,1653890798,"Once I start eating, I just get more hungry…",6768298772725744642,Sorn,JUST FOR FUN 😉,0,False,https://www.tiktok.com/@sssorn_chonnasorn/video/7103406877073050882?_r=1&u_code=0&region=US&mid=7100606544194833157&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103406877073050882&source=h5_t,101366,79,44,116,14781,7100606544194833157,7100606544194833157,72,7100606544194833157,original sound - girls,girls,6.743935286751692e+18,girls,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100606554323405573.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
7,TW,7103381136889351451,1653884803,我可以穿著JK 踩你的AJ 嗎,6657805632902594562,林林 16,"IG：sinin15.__
希望我哀居通知那邊可以嗨爆
上面有傳送門，直達哀居✨
啊都點進來了不關注是要引起我注意嗎",0,False,https://www.tiktok.com/@liiiin__06/video/7103381136889351451?_r=1&u_code=0&region=US&mid=7101236098516486913&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103381136889351451&source=h5_t,28539,40,14,37,4550,7101236098516486913,7101236098516486913,72,7101236098516486913,original sound - komol_vines,komol_vines,6.740193658899695e+18,komol_vines,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101236100466871041.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,KR,7099642432056298753,1653014318, ,7081899875373958145,queenie,"black n korean
youtube: queenie queen",0,False,https://www.tiktok.com/@limqueeniee/video/7099642432056298753?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099642432056298753&source=h5_t,1036931,1765,3939,8425,276464,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
