,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
2,GH,7085441544336985350,1649707916,#foryoupage #fyp #tiktokghana🇬🇭 #,6935450674844124165,user7251773665590,,0,False,https://www.tiktok.com/@serwaabae1/video/7085441544336985350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085441544336985350&source=h5_m,512659,86,158,1904,11592,7085441531619855109,7085441531619855109,72,7085441531619855109,original sound - serwaabae1,user7251773665590,6.935450674844124e+18,user7251773665590,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085441536648825606.mp3,,False,False,,,,,[],0,0,Ghana,#foryoupage #fyp #tiktokghana🇬🇭 #,0,0,1,1,0,0,0,1,0,0
3,DE,7087645028419390725,1650220955,one of my favorite series #lesbian #lesbiancouple #lgbt #🏳️‍🌈 #lesbiantvseries #fyp #lesbiancouples,7084013901344982022,Lesbian Couples,follow for more🦋,0,False,https://www.tiktok.com/@lescples/video/7087645028419390725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087645028419390725&source=h5_m,3165621,1375,2321,1120,266900,6917660526450903041,6917660526450903041,10033,6917660526450903041,Fire On Fire - Bonus Track,Sam Smith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b7d5c36ddf244d259d7d620588132e52,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ddebbcedf3e1410e8a0819a064093263,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1531499825', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#lesbian #lesbiancouple #lgbt #🏳️‍🌈 #lesbiantvseries #fyp #lesbiancouples,0,0,0,1,0,0,0,0,0,0
4,UG,7086597899567500550,1649977152,Guys should add the volume🎤☺️#phatmahissa1☺️,6996053943293887494,fatimaIssa1,"I also don't know what I'm doing here
Interact with me🦋
deen over everything 💫",0,False,https://www.tiktok.com/@phatmahissa1/video/7086597899567500550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086597899567500550&source=h5_m,2479178,10437,18756,14649,255008,6921915800999758598,6921915800999758598,72,6921915800999758598,HeartTouchingbeat by hysajjamal (Contains music from: Emotions - Bl'aq),"Contains music from: ""Emotions""",6.846223394648917e+18,AJ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990476340625541890.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/67eac6527e83354b7b522a8572973c5b.json,False,False,Bl'aq,Emotions,HeartTouchingbeat by hysajjamal (Contains music from: Emotions - Bl'aq),"Contains music from: ""Emotions""",[],0,0,Ghana,#phatmahissa1☺️,0,0,0,0,0,0,0,0,0,0
5,UG,7098972783488535813,1652858406, ,6997253504926548997,Certified Tattoist/Piercer,"Professional Tattoist/Piercer 
Kampala,Uganda
| +256758719144 or +256775129752 |",0,False,https://www.tiktok.com/@bodyiink256/video/7098972783488535813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098972783488535813&source=h5_m,1075987,100,216,3316,20270,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,GH,7103242480484732165,1653852520, ,7064734342912230406,Yaababy,"Am here to have fun..😂😂
 
DM me for all you need 💫💫💫",0,False,https://www.tiktok.com/@yaababy883/video/7103242480484732165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103242480484732165&source=h5_m,115467,128,130,1611,10403,7103242473241086725,7103242473241086725,72,7103242473241086725,original sound - yaababy883,Yaababy,7.06473434291223e+18,Yaababy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103242483517524742.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,CM,7101621344122440966,1653475072,Reply to @kolgochristy its a boy tho😂😂😂😂 visitors at this time are not allowed #viral #trending #foryoupage #foryou #fyp,6723866793436546054,Hortensia,"Pls NO spam liking🙏🏽 thank you
Let's get to 35k families😘",0,False,https://www.tiktok.com/@its_hortensia/video/7101621344122440966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101621344122440966&source=h5_m,1436063,1257,703,5497,57524,7004789853875424006,7004789853875424006,72,7004789853875424006,ding dong (Contains music from: 过年了 - 创作灵感),"Contains music from: ""过年了""",6.910557154878178e+18,deedeemariecomedy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7004797247317953286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4de0aa0092337e7e318bd60258d069c2.json,False,False,创作灵感,过年了,ding dong (Contains music from: 过年了 - 创作灵感),"Contains music from: ""过年了""",[],0,0,Ghana,#viral #trending #foryoupage #foryou #fyp,0,1,1,1,0,0,0,0,1,1
0,GH,7099862285019057413,1653065508,I Can’t be serious for once💀😂 #fyp #foryou #tiktoknigeria🇳🇬,6599670145054949382,Thereal.phrankie,"fin_x❤️🦅🤯
Singer💫",0,False,https://www.tiktok.com/@iam_fin.x/video/7099862285019057413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099862285019057413&source=h5_m,391068,615,419,3249,48808,7099862271572462341,7099862271572462341,72,7099862271572462341,original sound - iam_fin.x,Thereal.phrankie,6.599670145054949e+18,Thereal.phrankie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099862267780549382.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8126ff975b4edfe7d2aa815ec9afd595.json,False,False,,,,,[],0,0,Ghana,#fyp #foryou #tiktoknigeria🇳🇬,0,1,0,1,0,0,0,0,0,0
1,GH,7098755117180128518,1652807725,Now send this to that person disturbing you😂 #emmaifeanyi,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7098755117180128518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098755117180128518&source=h5_m,1248714,889,899,7536,115828,7089721520255142661,7089721520255142661,10036,7089721520255142661,I Have Feelings for You,Keasungs,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c050605534d9439b96c4be40b067eab3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/29365760ad5e451a89650ce4ad93c19d,False,True,,,,,[],0,0,Ghana,#emmaifeanyi,0,0,0,0,0,0,0,0,0,0
2,GH,7098387316690914566,1652722089,"Madam nie 😂🤣🤣🤣🤣 Abeg like,share and leave a comment 🤣🤣🤣#dacosterghana #official_dacoster",6808693226355835910,official_dacoster,"lG:, official_dacoster
Multiple Award winning 
comedian 
Actor 
brand influencer",0,False,https://www.tiktok.com/@official_dacoster/video/7098387316690914566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098387316690914566&source=h5_m,292207,762,396,1475,33961,7098387302988253957,7098387302988253957,72,7098387302988253957,original sound - official_dacoster,official_dacoster,6.808693226355836e+18,official_dacoster,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098387311078984454.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/daa9ba5bf4fe1abc87258696b3e0f92c.json,False,False,,,,,[],0,0,Ghana,#dacosterghana #official_dacoster,0,0,0,0,0,0,0,0,0,0
3,GH,7086478364302675205,1649949320,You’re wicked 😩😩 @erkuahofficial #laasu #jackline_mensah #donmama🤑 #ghanatiktok #trending #teamtennie #acting,6671946882523643910,THE TIKTOK GODDESS 🧝🏻‍♀️,"Tap on the link below to follow me on Instagram 🥰❤️
2M?🥺🥺
I luv y’all 😻",0,False,https://www.tiktok.com/@jackline_mensah/video/7086478364302675205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086478364302675205&source=h5_m,1525416,1678,2186,26212,204644,6918418722386414341,6918418722386414341,72,6918418722386414341,original sound - sadiabawa,Sadia Bawa,6.813651834080577e+18,Sadia Bawa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990670869446118149.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cfaead5496e22f110e239140a13b4fee.json,False,False,,,,,[],0,0,Ghana,#laasu #jackline_mensah #donmama🤑 #ghanatiktok #trending #teamtennie #acting,0,0,0,0,0,1,0,0,1,0
4,BE,7103200782551452934,1653842812,#fyp #ghanatiktok🇬🇭 #foryoupage #tiktoker,6809657564952577029,Matilda,"Please,don’t like my videos more than 5❤️",0,False,https://www.tiktok.com/@matildaow20/video/7103200782551452934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103200782551452934&source=h5_m,100470,47,4,10,5997,7103200783604173574,7103200783604173574,72,7103200783604173574,original sound - matildaow20,Matilda,6.809657564952577e+18,Matilda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103200779096623877.mp3,,False,False,,,,,[],0,0,Ghana,#fyp #ghanatiktok🇬🇭 #foryoupage #tiktoker,0,0,1,1,0,1,0,0,0,0
5,CI,7102804321418382598,1653750504,#fypシ゚viral outfit : @Afrikrea,6605152536805851142,Habi,"De retour sur YouTube 🤎シ
contact@habituetoi.com",0,False,https://www.tiktok.com/@habituetoi/video/7102804321418382598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102804321418382598&source=h5_m,1982855,1468,1477,6002,187015,7083114963711085318,7083114963711085318,72,7083114963711085318,Kpoclè Acte 2 IVK,Ivoriankid,6.825178404297885e+18,Ivoriankid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083114943792319237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/82858c8e4137d3537ca4d5a789300bb3.json,False,False,,,,,[],0,0,Ghana,#fypシ゚viral,0,0,0,0,1,0,0,0,0,1
6,GH,7100246694922652933,1653155010,😭😂 Am sure I’m not the only one that can relate to this ? @emmaifeanyi #jusstprince #fypviral,7006867245465224197,PRINCE ❤️ 👑,"OLD ACCOUNT LIVE SHADOW BANNED
PLEASE FOLLOW ME 🥺♥️🤲
500k🥺❤️
Stay Entertained",0,False,https://www.tiktok.com/@jusstprince/video/7100246694922652933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100246694922652933&source=h5_m,6139469,3899,7679,82112,339392,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#jusstprince #fypviral,0,0,0,0,0,0,0,0,0,0
7,GH,7094950842993872133,1651921974,Let me break it na it took my mama 9 months to make it 😂😂😂#teamsam🔥 #viral #fypシ,6811139248131441670,Tracy Mensah,"1M🥺🙏
I’ve got no backups aside this page . I’m available for ads & promotion",0,False,https://www.tiktok.com/@tracy_mensah/video/7094950842993872133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094950842993872133&source=h5_m,1230259,911,771,6647,106870,7069209543951305518,7069209543951305518,10036,7069209543951305518,Don't Stop,Olamide,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f807cf0993ad4fc18bf349dbbcd832f5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce4e3b01067f4a12a49e813024b5ac5a,False,True,,,,,[],0,0,Ghana,#teamsam🔥 #viral #fypシ,0,0,0,0,1,0,0,0,0,1
0,GH,7098470505635663109,1652741458,The adwuma has si😂😂😂 #monday ##fypシ #viral #trending #longhair #theboy4420,7063901952165626886,TheBoy,"CEO:How can you tell me this story😕
Twi-Nglish Language
text me on instagram😂",0,False,https://www.tiktok.com/@the_boy4420/video/7098470505635663109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098470505635663109&source=h5_m,324493,754,1127,4803,45716,7098470504717208325,7098470504717208325,72,7098470504717208325,original sound - the_boy4420,TheBoy,7.063901952165627e+18,TheBoy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098470499608529670.mp3,,False,False,,,,,[],0,0,Ghana,#monday ##fypシ #viral #trending #longhair #theboy4420,0,0,0,0,1,0,0,0,1,1
1,GH,7088403367017598214,1650397520,Igwe2pac don fuckup😂,269848193209638912,KING OF QUEENS 👑,"GhMercyJohnson
Let’s get to 1.8Million 
Ig⤵️
For business 📞 0246788355",0,False,https://www.tiktok.com/@asantewaaaaa/video/7088403367017598214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088403367017598214&source=h5_m,1622328,3353,1911,12360,169645,7088403422851959558,7088403422851959558,72,7088403422851959558,original sound - asantewaaaaa,KING OF QUEENS 👑,2.698481932096389e+17,KING OF QUEENS 👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088403440635841286.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7083818178819656966,1649329947,😂🤪😂😂😂🤪😂#atemudacomedy #fyptiktokviralシ #atemuda #nigeriantiktok🇳🇬,6854109736176174086,Atemuda Comedy TV,"I'm Actor/Comedian⭐
YouTube_Atemuda Comedy TV⭐
Link Up For business..0500086914⭐",0,False,https://www.tiktok.com/@real_atemuda/video/7083818178819656966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083818178819656966&source=h5_m,1769790,420,2637,34262,105480,7083818136964729605,7083818136964729605,72,7083818136964729605,original sound - real_atemuda (Contains music from: Twin City Mafia - Shasha Marley),"Contains music from: ""Twin City Mafia""",6.854109736176174e+18,Atemuda Comedy TV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083818158435339014.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39e691c0b09da50b20c5688b105c3739.json,False,False,Shasha Marley,Twin City Mafia,original sound - real_atemuda (Contains music from: Twin City Mafia - Shasha Marley),"Contains music from: ""Twin City Mafia""",[],0,0,Ghana,#atemudacomedy #fyptiktokviralシ #atemuda #nigeriantiktok🇳🇬,0,0,0,0,0,0,0,0,0,0
3,BE,7097231695123909893,1652453026,Watch the artwork at the end of the video#trending,6733879514981762053,محمد لبد,"Filmaker📽️
Photographer
🇵🇸🇧🇪belguim
جلسات التصوير التواصل عالانستغرام",0,False,https://www.tiktok.com/@mohammedloubad/video/7097231695123909893?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097231695123909893&source=h5_m,16366402,3020,6056,11956,650316,6835274110008969990,6835274110008969990,72,6835274110008969990,original sound - rapidsongs (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",1.0138948420988518e+17,rapidsongs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6835274093009439494.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42b4102a7023d86741823d7f31eb8041.json,False,False,Sunashi Rom,Unstoppable Next,original sound - rapidsongs (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",[],0,0,Ghana,#trending,0,0,0,0,0,0,0,0,1,0
