,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gaming,hash_minecraft,hash_minecraftbuilding,hash_pourtoi,hash_trend,hash_viral
3,FR,7076400947940920581,1647602989, ,7076108082195284998,jaimeleblue,"Ig : @nebaem

Neba.cloud@gmail.com",0,False,https://www.tiktok.com/@jaimeleblue/video/7076400947940920581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076400947940920581&source=h5_m,40814783,25409,27152,663,7166299,7061271396685056774,7061271396685056774,72,7061271396685056774,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",7.060564211961742e+18,Spe3d_up_songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061271416649304837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b182c7614667851fe872d5217f0532f.json,False,False,[],0,0,Justin Bieber,Baby,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",Madagascar,,0,0,0,0,0,0,0,0,0,0
4,FR,7096870604778769670,1652368952,Moment d’égarement 🫢 …#clinique #enrythme #team#,6587317506301149190,Kébir,La vie et tellement simple... mais on s’arrange  pour la rendre compliqué.,0,False,https://www.tiktok.com/@tamonsalam/video/7096870604778769670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096870604778769670&source=h5_m,1140698,1985,2168,162,104183,6792419857162832646,6792419857162832646,72,6792419857162832646,Francois perusse urgence grippe,Amarok,6.613359917464895e+18,Amarok,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1658333524758550.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dfd87adf43ff654b30bf62174bf04171.json,False,False,[],0,0,,,,,Madagascar,#clinique #enrythme #team#,0,0,0,0,0,0,0,0,0,0
5,MG,7101221747826904326,1653382033, ,6797706878275535877,Roxan Ïrcha,Roxan ïrcha,0,False,https://www.tiktok.com/@roxan019/video/7101221747826904326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101221747826904326&source=h5_m,261124,30,16,197,11491,7096860308706183941,7096860308706183941,72,7096860308706183941,Cadriah1,Bébé149,7.09644898784728e+18,Bébé149,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096860318680337157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2d7b0ea657e23029eac1ec01d69fd305.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7088231868243479813,1650357590,@camilacabello talking about Harry Styles 🫶🏽 #camilacabello #harrystyles #xfactor,7075006361516557318,Lix and Faci ✨,love is everything,0,False,https://www.tiktok.com/@ilitsm/video/7088231868243479813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088231868243479813&source=h5_m,262939,125,310,217,38910,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,[],0,0,,,,,Madagascar,#camilacabello #harrystyles #xfactor,0,0,0,0,0,0,0,0,0,0
7,DE,7100520338672356614,1653218724,Food lover 🤌🏼 #FoodLover #funnyvideos #fyp,63540133341257729,Lena Wi,🇩🇪• 32 • 🌈,0,False,https://www.tiktok.com/@_lenawi__/video/7100520338672356614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100520338672356614&source=h5_m,1042724,411,3800,113,64660,7071327514966313774,7071327514966313774,72,7071327514966313774,Diets Be Stressin Me Out (Contains music from: Sometimes - Jungleboy),"Contains music from: ""Sometimes""",6.788243207064274e+18,TheHamburglar🍔,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071327570364582702.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/defedf52610910e32d531074038813f0.json,False,False,[],0,0,Jungleboy,Sometimes,Diets Be Stressin Me Out (Contains music from: Sometimes - Jungleboy),"Contains music from: ""Sometimes""",Madagascar,#FoodLover #funnyvideos #fyp,0,0,1,0,0,0,0,0,0,0
0,FR,7103559896183868678,1653926425,Oui j’ai pas un bon génétique 🥹 #fypシ,6960313248395936773,Real_Teng,"Wanna be your favorite Chinese boy 😖 
📍🇫🇷",0,False,https://www.tiktok.com/@real_teng/video/7103559896183868678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103559896183868678&source=h5_m,83275,316,62,0,15687,6965755842419280645,6965755842419280645,72,6965755842419280645,original sound - teen_wolf_fan_86,Teen_Wolf_fan_86,6.910200357655594e+18,Teen_Wolf_fan_86,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6965756122733021957.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d16352bb399b4b9fd4e87a34494c8da5.json,False,False,[],0,0,,,,,Madagascar,#fypシ,0,0,0,1,0,0,0,0,0,0
1,FR,7101307416733584645,1653401979,merci tiktok 😂,6711390935094019077,maybeshana,"shana 💕💕💕
pro : maybeshana@sunymanagement.com",0,False,https://www.tiktok.com/@maybeshanaa/video/7101307416733584645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101307416733584645&source=h5_m,401121,798,671,34,81455,7090169230485736198,7090169230485736198,72,7090169230485736198,original sound - tycieso,Tycieso,6.893164121723979e+18,Tycieso,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090169252065397510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0953b8dd093ab478ed58a0e9ba1603a3.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
2,PH,7074374288039496986,1647131120,Good morning. Eto na naman po ako😂 #jagjeansph @jagjeansph,6915381504173032450,Shuvee Etrata,"Hiii, keep on smiling😄",0,False,https://www.tiktok.com/@smilingshuvee/video/7074374288039496986?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074374288039496986&source=h5_m,704843,470,175,1339,66089,7064884950239070977,7064884950239070977,72,7064884950239070977,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,[],0,0,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",Madagascar,#jagjeansph,0,0,0,0,0,0,0,0,0,0
3,FR,7103563287672933638,1653927215,Twitch en bio #gameofclones #telerealite #react #reaction #xyzbca #fyp #sadioofficiel,7018238276214752261,Sadioclip,"Je stream vers 22h ou 23h 
👇",0,False,https://www.tiktok.com/@sadioofficiel3/video/7103563287672933638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103563287672933638&source=h5_m,81781,55,26,1,9415,7103563294859266821,7103563294859266821,72,7103563294859266821,original sound - sadioofficiel3,Sadioclip,7.018238276214752e+18,Sadioclip,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103563292198652677.mp3,,False,False,[],0,0,,,,,Madagascar,#gameofclones #telerealite #react #reaction #xyzbca #fyp #sadioofficiel,0,0,1,0,0,0,0,0,0,0
4,FR,7100722336755666181,1653265755,On est des étrangers mais avec des souvenirs #foryou #prt #pourtoi #fyp #fypシ,7091627380149879814,imterryby,je répond à tout sur insta : imterryby 👀,0,False,https://www.tiktok.com/@imterryby/video/7100722336755666181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100722336755666181&source=h5_m,378541,360,1518,4,47259,6928870083712322310,6928870083712322310,72,6928870083712322310,original sound - _eva.ast_,eva,6.550572983365146e+18,eva,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6928870082315553541.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/61a886e8d7ff94af895830d4a4685f04.json,False,False,[],0,0,,,,,Madagascar,#foryou #prt #pourtoi #fyp #fypシ,1,0,1,1,0,0,0,1,0,0
5,MG,7071979637034716421,1646573572,😂😂,6985112401092920325,gabriella,TikTok Malagasy 🇲🇬🇲🇬,0,False,https://www.tiktok.com/@gabriellaparmenti2/video/7071979637034716421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071979637034716421&source=h5_m,682192,42,372,1996,41401,7050148133841750790,7050148133841750790,72,7050148133841750790,original sound - gabriellemarieoffi,gabriellemarieoffi,6.800457819176895e+18,gabriellemarieoffi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050148162610285317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ce668df7c0baa06cf63744dfabbbb396.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7086846138611010822,1650034952,"On nous leurre avec les crédits carbone, les fonds pour l'environnement mais conrètement les malagasy ils souffrent du des conséquence du changement climatique auquel ils ne participent que trè peu. #cop26 #climate #climatechange #giec #humour #ironie #irony #humor #montreuxcomedy #ayemriclampret #madagascar #malagasytiktok #trend #nature #environnement",7074440655213282310,Masindahy,"Réedit: Pop culture, memes, environnement, anime. 
Abonne-toi✔️,1K?
🇲🇬🇺🇸🇨🇵",0,False,https://www.tiktok.com/@masindahy_/video/7086846138611010822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086846138611010822&source=h5_m,46261,209,254,584,2055,7049295094381283330,7049295094381283330,10033,7049295094381283330,CANADA,1PLIKÉ140,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/48261e9622e045f89a3fc171515b4f69,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81538fc885fc49b6a837b74d25909494,False,True,[],0,0,,,,,Madagascar,#cop26 #climate #climatechange #giec #humour #ironie #irony #humor #montreuxcomedy #ayemriclampret #madagascar #malagasytiktok #trend #nature #environnement,0,0,0,0,0,0,0,0,1,0
7,DE,7101058224534637829,1653343959,#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,6943892872010040325,maramieze,"Misho Fosterkitten found May 2022
Kira found April 2022
Nila born 28.04.2018",0,False,https://www.tiktok.com/@maramieze/video/7101058224534637829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101058224534637829&source=h5_m,1049973,855,8004,100,69134,7075452961564003115,7075452961564003115,72,7075452961564003115,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",6.920397168885646e+18,tinytown kittens 🐱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075452991758781227.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3846be54685b59d694b83623d1161a9.json,False,False,[],0,0,Carlos Colleen,Abyss,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",Madagascar,#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,0,0,0,0,0,0,0,0,0,0
0,FR,7095287990859140357,1652000473,“Même si tu pars au bout du monde moi je serai encore dans ta tête 🥴” @ＳＥＮＳＥＹ’ #fypage #pourtoi #cover #singing,6787344278806004742,wendy 🇲🇬,ig: wendy.mly,0,False,https://m.tiktok.com/v/7095287990859140357.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095287990859140357&source=h5_m,47780,158,230,0,9090,7095287965605268229,7095287965605268229,72,7095287965605268229,original sound - wendy.mly,wendy 🇲🇬,6.787344278806005e+18,wendy 🇲🇬,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095287977966111494.mp3,,False,False,[],0,0,,,,,Madagascar,#fypage #pourtoi #cover #singing,0,0,0,0,0,0,0,1,0,0
1,FR,7096155392283036934,1652202429,Which country are you from ? 💦 ps : PROUD TO BE POLYNESIAN 🇵🇫 (From TAHITI) ❤️ #proudtobe #polynesian #fromtahiti,6894628252872410113,Heikilea❤️,"From 🌴A )( I T I 🇵🇫

IG : heikilealcs ✨",0,False,https://m.tiktok.com/v/7096155392283036934.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096155392283036934&source=h5_m,352362,413,319,272,31987,7039726723402861338,7039726723402861338,24,7039726723402861338,original sound - vl0085 (Contains music from: Azoko (Np Heaven Remix) - NP HEAVEN),"Contains music from: ""Azoko (Np Heaven Remix)""",6.566116418692956e+18,Phalla🖤🖤ផល្លា🇰🇭,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7039726708630620954.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8c16567d5ca8aa797599ff013e7bd9e5.json,False,False,[],0,0,NP HEAVEN,Azoko (Np Heaven Remix),original sound - vl0085 (Contains music from: Azoko (Np Heaven Remix) - NP HEAVEN),"Contains music from: ""Azoko (Np Heaven Remix)""",Madagascar,#proudtobe #polynesian #fromtahiti,0,0,0,0,0,0,0,0,0,0
2,US,7081344390496554286,1648753973, ,6725503402786259974,Jack Harlow,"Come Home The Kids Miss You - May 6th

LOUISVILLE, KY ⛲️",0,False,https://m.tiktok.com/v/7081344390496554286.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081344390496554286&source=h5_m,67291997,41270,189185,92292,5728566,7081344356355001131,7081344356355001131,10036,7081344356355001131,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b0ef0fd6ebb14db5b4bf031c3e284c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e4b682e6a6cf4c58ad80e9a8330f53ef,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
3,BE,7089093343711333638,1650558167,Which one is your fav?,6917739013130699781,Ed People,"Can you teach me your favorite dance move? 💃
Support the project 👇",0,False,https://m.tiktok.com/v/7089093343711333638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089093343711333638&source=h5_m,11420787,2199,2387,22475,1758308,7089093334412577541,7089093334412577541,72,7089093334412577541,original sound - edpeople,Ed People,6.9177390131307e+18,Ed People,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089093336640523013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f229d39c4051ecc4176c040913a4a969.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
4,FR,7078654393914068230,1648127660,La chanson qui traverse les générations… Qui fait #vitaa et qui fait #diams dans les commentaires? 😂,7070587898496009222,La Génération Nan Nan,À toute cette génération qui a brillée grâce à Mélanie - Diam’s. 💎,0,False,https://m.tiktok.com/v/7078654393914068230.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078654393914068230&source=h5_m,7059885,10938,19634,724,987431,6705073038188087298,6705073038188087298,10033,6705073038188087298,Confessions nocturnes,Diam's & Vitaa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9e248dafa0a94d268e78e51ab5a7412b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9e35c5b6b46940919d8071d09bb49ec6,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '692040965', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,#vitaa #diams,0,0,0,0,0,0,0,0,0,0
5,MG,7097668853739572485,1652554808,Bonsoir#fyp #malagasy #challenge,6923169134219265030,Rajerison Tendry,"Girl just wanna have fun
🇲🇬🇲🇬🇲🇬",0,False,https://m.tiktok.com/v/7097668853739572485.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097668853739572485&source=h5_m,85303,178,84,182,6194,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,[],0,0,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",Madagascar,#fyp #malagasy #challenge,0,0,1,0,0,0,0,0,0,0
6,MG,7092319748179987717,1651309375,#minecraft #minecraftbuilding #foryou #fypシ #gaming #viral,7011799037910500358,"Minecraft pixel art,memes",Hi,0,False,https://m.tiktok.com/v/7092319748179987717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092319748179987717&source=h5_m,9854297,13865,4142,6392,778640,7053769242491079450,7053769242491079450,24,7053769242491079450,HEAT WAVES,liriiklagu,6.822964716483118e+18,liriiklagu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053769239425633051.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee30a697a946d0df813168fb858d7b9f.json,False,False,[],0,0,,,,,Madagascar,#minecraft #minecraftbuilding #foryou #fypシ #gaming #viral,1,0,0,1,1,1,1,0,0,1
7,GB,7083214961970892037,1649189500,my money don’t jiggle jiggle.,15879181,jess qualter,my money don’t,0,False,https://m.tiktok.com/v/7083214961970892037.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083214961970892037&source=h5_m,53898116,79427,198171,311117,6445564,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
0,US,7098016046568820014,1652635645,That one kid at Church 😂 #fypシ #unbanthemanniishow #themannii,11956846,The Mannii Show,"ʕ•̫͡•ʔ🙏🏼Follow my YouTube⤴️ iNstaGram⤴️ʕ•̫͡•ʔ
✨BLM✨
Merch Coming S♾N 🧢🔥",0,False,https://www.tiktok.com/@the_mannii/video/7098016046568820014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098016046568820014&source=h5_m,2807680,6848,5168,12664,376964,6926421229222071041,6926421229222071041,72,6926421229222071041,Our God is an awesome God (Contains music from: Awesome God - Hillsong UNITED),"Contains music from: ""Awesome God""",6.869283976847361e+18,Genevieve,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6926421173844708098.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6a0b9d6e2b721711001d6d0c83e8d8f8.json,False,False,[],0,0,Hillsong UNITED,Awesome God,Our God is an awesome God (Contains music from: Awesome God - Hillsong UNITED),"Contains music from: ""Awesome God""",Madagascar,#fypシ #unbanthemanniishow #themannii,0,0,0,1,0,0,0,0,0,0
1,US,7076154120733855018,1647545519,This is now embedded in our brains 🤌🏽😂🔥 @katttrod (dc: @pearlywhirl ),10140734,Analisseworld,"🇳🇮🇩🇴
✊🏻✊🏼✊🏽✊🏾✊🏿
IG: Analisseworld & meettherodz ✨",0,False,https://www.tiktok.com/@analisseworld/video/7076154120733855018?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076154120733855018&source=h5_m,12872722,4436,12009,87650,1551347,7050925335956769537,7050925335956769537,72,7050925335956769537,I was down but whatever,Tik Toker,7.047094151775962e+18,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7058264288368069377.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c3fb8d928c814d8cfcbf004af6b5524.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
