,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_oscarsathome,hash_polytiktok,hash_viral
3,US,7080242908338703659,1648497514, ,6878660830599447558,Kali,"Your Mom is at My House 
Subscribe on YouTube!!
Click me👇",0,False,https://www.tiktok.com/@funkyfrogbait/video/7080242908338703659?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080242908338703659&source=h5_m,7796424,11212,30414,8661,1659344,7080242885597367086,7080242885597367086,72,7080242885597367086,original sound - funkyfrogbait,Kali,6.878660830599448e+18,Kali,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080242915145943854.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e696f194d2be2013eaf6a74374ce3123.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
4,US,7098388633111088427,1652722396,WAIT A MINUTE…💀 #foryou #fyp,2114049,Marrkadams,Business only: Mjadams1994@gmail.com,0,False,https://www.tiktok.com/@marrkadams/video/7098388633111088427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098388633111088427&source=h5_m,3184952,2238,771,4530,316142,7098388575258954538,7098388575258954538,72,7098388575258954538,original sound - marrkadams (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",2114049.0,Marrkadams,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098388616510049067.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/19e37fb4ff5d3b0ca1939313acdd006b.json,False,False,Lil Nas X & Jack Harlow,INDUSTRY BABY,original sound - marrkadams (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",[],0,0,American Samoa,#foryou #fyp,0,1,0,0,1,0,0,0,0,0
5,US,7099475551835917611,1652975464, ,6864998925146211334,Chlorinated Water Supply,"Minnesota’s leading
bulk water supply company.
💧",0,False,https://www.tiktok.com/@chlorinated_water/video/7099475551835917611?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099475551835917611&source=h5_m,9278989,658,989,359,405925,7099475471527873326,7099475471527873326,72,7099475471527873326,original sound - chlorinated_water,Chlorinated Water Supply,6.864998925146211e+18,Chlorinated Water Supply,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099475523474049835.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
6,US,7099205183833443630,1652912513,#fyp #foryoupage #foryou #crush #writing #viral #trend #xyzbca #thisinitial #tiktoktrend #share #sendit #claimit,7089260584026113066,user12202020,"12k?
comment names/ideas",0,False,https://www.tiktok.com/@writewithme24/video/7099205183833443630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099205183833443630&source=h5_m,1222872,2514,4165,3046,41208,6932875681474939653,6932875681474939653,72,6932875681474939653,h e a r t b r e a k,𝐤𝐚𝐲𝐥𝐞𝐞 ✰⚡︎,6.897601785478235e+18,𝐤𝐚𝐲𝐥𝐞𝐞 ✰⚡︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6932875716488973062.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e197637984f39a2b681517bd86327b63.json,False,False,,,,,[],0,0,American Samoa,#fyp #foryoupage #foryou #crush #writing #viral #trend #xyzbca #thisinitial #tiktoktrend #share #sendit #claimit,0,1,1,0,1,0,0,0,0,1
7,GB,7102607436690885894,1653704665, ,6989593615282930694,xouxou47,,0,False,https://www.tiktok.com/@xouxou47/video/7102607436690885894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102607436690885894&source=h5_m,1424905,77,11,46,99763,7102607391941839621,7102607391941839621,72,7102607391941839621,original sound - xouxou47,xouxou47,6.989593615282931e+18,xouxou47,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102607397692263173.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
0,AS,7074332391011126570,1647121365,🤣🤣🤣🤣#TheAdamProject #voiceeffects #samoancomedy,6575254887885553670,𝐧𝐞𝐞𝐞𝐞𝐞𝐞𝐤𝐨𝐨𝐨𝐨𝐨,刀ﾉᄃの ｲひｱひの刀の,0,False,https://www.tiktok.com/@nicodawidow/video/7074332391011126570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074332391011126570&source=h5_m,50277,180,141,43,4899,7074332348954856235,7074332348954856235,72,7074332348954856235,original sound - nicodawidow,𝐧𝐞𝐞𝐞𝐞𝐞𝐞𝐤𝐨𝐨𝐨𝐨𝐨,6.575254887885554e+18,𝐧𝐞𝐞𝐞𝐞𝐞𝐞𝐤𝐨𝐨𝐨𝐨𝐨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074332397810010926.mp3,,False,False,,,,,[],0,0,American Samoa,#TheAdamProject #voiceeffects #samoancomedy,0,0,0,0,0,0,0,0,0,0
1,AS,7074064177152724266,1647058916,I’m sorry but I had to do the SPLASHHH!!! 🤣🤣 @kigaaasmash,4666867,Miracle Toilolo,,0,False,https://www.tiktok.com/@miracletoilolo/video/7074064177152724266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074064177152724266&source=h5_m,301173,295,87,267,30346,7070312563233344257,7070312563233344257,72,7070312563233344257,original sound - paialiileone (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",6.830182584120935e+18,1111,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070306613973830402.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f6dc2f68206aa92640d629ca801d5eea.json,False,False,Patrice Roberts & Nessa Preppy & Travis World & Dan Evens,Splash,original sound - paialiileone (Contains music from: Splash - Patrice Roberts & Nessa Preppy & Travis World & Dan Evens),"Contains music from: ""Splash""",[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
2,US,7090326038059748614,1650845178,Omg the last one 😵‍💫😵‍💫 #safetyrazor #razorbumpsolutions #shaving,7065135550349165569,shop.ecotivity,"Goodbye to razor bumps and ingrown hairs✨💗
Use code TIKTOK10 for 10% off 🤍",0,False,https://www.tiktok.com/@shop.ecotivity/video/7090326038059748614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090326038059748614&source=h5_m,22646747,3019,11106,15285,863849,7081430359807707946,7081430359807707946,72,7081430359807707946,as it was bridge is a BANGER (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",5.487355773375693e+16,🍊 han,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081429458842159914.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cab2054af956152a570390805f275a17.json,False,False,Harry Styles,As It Was,as it was bridge is a BANGER (Contains music from: As It Was - Harry Styles),"Contains music from: ""As It Was""",[],0,0,American Samoa,#safetyrazor #razorbumpsolutions #shaving,0,0,0,0,0,0,0,0,0,0
3,US,7074725904538176814,1647212986, ,6851399188057293830,manders,"she/her
blm",0,False,https://www.tiktok.com/@seckcmofo/video/7074725904538176814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074725904538176814&source=h5_m,31951794,14010,3941,2629,5806027,7074725873907157802,7074725873907157802,72,7074725873907157802,original sound - seckcmofo,manders,6.851399188057294e+18,manders,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074725898783574826.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a2e266177ad29992b5f49ee95b67cc52.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
4,US,7081855402895461678,1648872952,It’s giving “independent bad bitch”☺️,6874406506231612421,Cici,"IG: @cici.geee
YouTube: @RaisingJayJay",0,False,https://www.tiktok.com/@thisisthejohnsons/video/7081855402895461678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081855402895461678&source=h5_m,5011568,2572,2701,436,305021,6755977034398205953,6755977034398205953,10033,6755977034398205953,I Bet U Won't,Mouse and Level,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6994308344fb4f818438f4cdb9581161,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/db60fb27679a4259ab274b669ad0780c,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1300735253', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,US,7082365291459628330,1648991672,Never get tired of watching my own story 😭🤣 #foryou #fyp #xybca,84773076646682624,Israel David,"Filipino 🇵🇭      Poqhnpei🇫🇲  
   TYGSM for 394k
   I love you stinks !",0,False,https://www.tiktok.com/@israeldavid/video/7082365291459628330?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082365291459628330&source=h5_m,74155,60,33,172,9236,7062190680260594434,7062190680260594434,72,7062190680260594434,original sound - annasmygf (Contains music from: I am Back Lugro - Muzammal),"Contains music from: ""I am Back Lugro""",7.060790991088158e+18,anna ❤︎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7062190701764725505.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/003e79ad24ea8dec480053730e7be64f.json,False,False,Muzammal,I am Back Lugro,original sound - annasmygf (Contains music from: I am Back Lugro - Muzammal),"Contains music from: ""I am Back Lugro""",[],0,0,American Samoa,#foryou #fyp #xybca,0,1,0,0,1,0,0,0,0,0
6,BR,7088576269289393413,1650437779, ,6883397926056854529,betty,👇👇click link to get it👇👇,0,False,https://www.tiktok.com/@stfhae/video/7088576269289393413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088576269289393413&source=h5_m,25754214,2934,65035,78856,256204,261516312592707584,261516312592707584,10009,261516312592707584,Baby Shark,Pinkfong,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dea0e3c26db642bc909b78bf686762fe,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/37eed7bdec5c4e6689d0c6a7f60f6e17,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1441725813', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
7,PH,7102374149154262298,1653650345,Sorryyy HAHAHAHA #fyp #xyzbca #foryoupage,7074227182100415489,Kikiam,"FB: Faith Andrea Bonceli
IG: andheraa_8
📩 faithandreabon@gmail.com",0,False,https://www.tiktok.com/@andheraa_8/video/7102374149154262298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102374149154262298&source=h5_m,6747,25,4,22,1042,7082687282658036481,7082687282658036481,72,7082687282658036481,BANYO QUEEN REMIX,Francisdimalanta0105,6.973699713096091e+18,Francisdimalanta0105,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082687285971536642.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4fb88b9bbaef6343c9d9912624070961.json,False,False,,,,,[],0,0,American Samoa,#fyp #xyzbca #foryoupage,0,0,1,0,1,0,0,0,0,0
0,AS,7076974876971683118,1647736616,"If you haven’t yet, try it! Lol #SushiRice #SeeHerGreatness #polytiktok🇦🇸🇼🇸 #EnoyTheNomz #macysownyourstyle #fyp #ForYouPage #allforyou",3171768,Brenda Foleni,📍684 🇦🇸,0,False,https://m.tiktok.com/v/7076974876971683118.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076974876971683118&source=h5_m,17840,6,7,3,941,6832618984580335617,6832618984580335617,10033,6832618984580335617,Stuck In The Middle,Tai Verdes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a1dd33fca7d24b5e979fd8cdb121254f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5413e29e2184d9ca7afff2a30f6a81a,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1516057958', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#SushiRice #SeeHerGreatness #polytiktok🇦🇸🇼🇸 #EnoyTheNomz #macysownyourstyle #fyp #ForYouPage #allforyou,0,0,1,0,1,0,0,0,1,0
1,AS,7085773941788249386,1649785309,Tried this trend & small kind fail 🤣 #foryou #easywithadobeexpress,6787577742168572934,TheVakis❤️,"🇦🇸🇼🇸🇹🇴
Just a couple having fun🥴🤣❤️
We ❤️ our kids Jade, Mila & Miracle!",0,False,https://m.tiktok.com/v/7085773941788249386.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085773941788249386&source=h5_m,24221,6,2,0,916,7079338588014119682,7079338588014119682,72,7079338588014119682,original sound - doinsole,coleman,6.99358074421253e+18,coleman,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079338582292417281.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e98982593e6b6edc52bc37191ce52b20.json,False,False,,,,,[],0,0,American Samoa,#foryou #easywithadobeexpress,0,1,0,0,0,0,0,0,0,0
2,GB,7102621492340346118,1653707937, ,6994985031202718726,feelqs2,,0,False,https://m.tiktok.com/v/7102621492340346118.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102621492340346118&source=h5_m,527175,30,13,72,22808,7102621427773213446,7102621427773213446,72,7102621427773213446,original sound - feelqs2,feelqs2,6.994985031202719e+18,feelqs2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102621480520813318.mp3,,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
3,US,7080771054431604014,1648620484,Doorbell Dad Joke 8 #dad #dadsoftiktok #dadjokes #doorbell #doorbellcam #vivint #porchpirates #comedy #trees #dork,7050303072664421381,howelllance,Sharing laughs in a world that needs it! 😄🙏🏻  30% off Vivint use “DADJOKES30”,0,False,https://m.tiktok.com/v/7080771054431604014.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080771054431604014&source=h5_m,25032330,46261,227518,13798,4849959,7080770964157647662,7080770964157647662,72,7080770964157647662,original sound - thedaddork,howelllance,7.050303072664421e+18,howelllance,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080771017047673643.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/98aa4876c21e6be253a6576aa2ea11d7.json,False,False,,,,,[],0,0,American Samoa,#dad #dadsoftiktok #dadjokes #doorbell #doorbellcam #vivint #porchpirates #comedy #trees #dork,0,0,0,0,0,0,0,0,0,0
4,US,7070515128126672174,1646232590, ,6873729743000585221,wavyjayy1,"Follow YT 🎥 
Tag me @ D waves
USE CODE: WAVYJAYY15
🔥⬇️BEST DURAGS TAP LINK⬇️🔥",0,False,https://m.tiktok.com/v/7070515128126672174.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070515128126672174&source=h5_m,8143897,1760,1567,4229,597617,6790057285126195201,6790057285126195201,10033,6790057285126195201,Invincible,Pop Smoke,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/85290c317e8148be92961a838997b4d8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/15ffdaf2f8754529862b2c34d54c2a17,False,True,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
5,US,7073294041537989930,1646879605,Ga o a’u (gaoa’u) it’s probably the name of his friend 😁 #samoatiktokers🇦🇸🇼🇸 #fyp #funny #talkingdog,7016859484472673285,Dennis Mata’afa,,0,False,https://m.tiktok.com/v/7073294041537989930.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073294041537989930&source=h5_m,149874,211,617,3885,11580,7073294020373400362,7073294020373400362,72,7073294020373400362,original sound - mataafa76,Dennis Mata’afa,7.016859484472673e+18,Dennis Mata’afa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073294038807448362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f6f6655c3eafed734efcdaf6d0d82ffd.json,False,False,,,,,[],0,0,American Samoa,#samoatiktokers🇦🇸🇼🇸 #fyp #funny #talkingdog,0,0,0,1,1,0,0,0,0,0
6,GB,7101686564849241350,1653490256,#😂 #fyp #funny #cheater #200iq,6949651095858430982,RandomHub,"😎FOLLOW😎
🐐13K GOATS🐐",0,False,https://m.tiktok.com/v/7101686564849241350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101686564849241350&source=h5_m,1539104,807,4419,4846,115776,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,American Samoa,#😂 #fyp #funny #cheater #200iq,0,0,0,1,1,0,0,0,0,0
7,NL,7081256031959010566,1648733401,How to tie your hoodie 😏 Hit the + for daily #fashionhacks 🤍 #hoodies #hoodiehack #hacksoflife #stylehacks #hack #fashiontips #tipsandtricks,6757308579458614277,Noah Altink,"Follow my Instagram 👆🏼
FASHION - HACKS - LIFESTYLE
✉️ noahaltink@gmail.com",0,False,https://m.tiktok.com/v/7081256031959010566.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081256031959010566&source=h5_m,20725030,2958,5576,74711,1189099,7061271396685056774,7061271396685056774,72,7061271396685056774,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",7.060564211961742e+18,Spe3d_up_songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061271416649304837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b182c7614667851fe872d5217f0532f.json,False,False,Justin Bieber,Baby,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",[],0,0,American Samoa,#fashionhacks #hoodies #hoodiehack #hacksoflife #stylehacks #hack #fashiontips #tipsandtricks,0,0,0,0,0,0,0,0,0,0
0,AS,7081125033589886250,1648702901,don’t come for me 💀 @_ms.gurlll 🤣🔫 #WomenOwnedBusiness #OscarsAtHome #fyp💘 #likeitup #SmellLikeIrishSpring,7048869578252796933,💸,New account 😮‍💨,0,False,https://www.tiktok.com/@_darea1dide/video/7081125033589886250?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081125033589886250&source=h5_m,5088,22,1,1,416,7074329655980985131,7074329655980985131,72,7074329655980985131,original sound - hotboykaay_3 (Contains music from: 1 bkitch part 2k - Asmdabkopster),"Contains music from: ""1 bkitch part 2k""",6.810900859603748e+18,$kaay$,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074329681708796714.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2d2c1257cb770846da05caa0137aaf22.json,False,False,Asmdabkopster,1 bkitch part 2k,original sound - hotboykaay_3 (Contains music from: 1 bkitch part 2k - Asmdabkopster),"Contains music from: ""1 bkitch part 2k""",[],0,0,American Samoa,#WomenOwnedBusiness #OscarsAtHome #fyp💘 #likeitup #SmellLikeIrishSpring,0,0,0,0,1,0,0,1,0,0
1,AS,7097465322814524718,1652507421,#shesbuff #4u #LENOVOJUSTBEYOU,53722338285862912,Gladys-Fa'aitaita Aita,,0,False,https://www.tiktok.com/@rarizzz8/video/7097465322814524718?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097465322814524718&source=h5_m,1666,6,0,0,99,7093694888931380011,7093694888931380011,72,7093694888931380011,original sound - lilmark_m256,Tik Toker,6.672040445869605e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093694911815617326.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af2f34dd8882170d7e8b61ef46d797e2.json,False,False,,,,,[],0,0,American Samoa,#shesbuff #4u #LENOVOJUSTBEYOU,0,0,0,0,0,0,0,0,0,0
2,US,7075768228810706218,1647455672,#fyp ⚠️ this is all bedsheets and pillows lol,6663611091502137349,marcovalencia,Follow me on ig tho👆🏻,0,False,https://www.tiktok.com/@marcovalenciaa/video/7075768228810706218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075768228810706218&source=h5_m,36175496,26469,108773,40907,6199219,6704930248477116418,6704930248477116418,10033,6704930248477116418,Thinking with My Dick (feat. Juicy J),Kevin Gates,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/9b751e22d4374f3883da37dcbe088130?x-expires=1653898751&x-signature=yHVglnL2tS4Uyvmn0GbSnsVWkks%3D,True,True,,,,,[],0,0,American Samoa,#fyp,0,0,0,0,1,0,0,0,0,0
