,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
7,VN,7098736377231052058,1652803360,Việc nhẹ lương nhẹ hihi #vietnamairlines #airport #viags #maybay #airplane #aviation  ✈️,244858061687775232,Thuy Van,"ins: thuyvan.95
Welcome to my little world 😘",0,False,https://www.tiktok.com/@thuyvan959/video/7098736377231052058?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098736377231052058&source=h5_m,6259951,755,383,756,149261,7098736368393784090,7098736368393784090,24,7098736368393784090,original sound - thuyvan959,Thuy Van,2.4485806168777523e+17,Thuy Van,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098736391340722970.mp3,,False,False,,,,,[],0,0,Kuwait,#vietnamairlines #airport #viags #maybay #airplane #aviation,0,0,0,0,0,0,0,0,0,0
0,PK,7089995771017284890,1650768280,#jutt72 #foryoupage #jugijut72 #zayxfam #fyp #foryou #fruits #pendo #jugipendo @pia_sitang,7052246920186790939,Nature Fruits,subscribe my YouTube channel 👆 for more interesting videos ......,0,False,https://www.tiktok.com/@naturefruits/video/7089995771017284890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089995771017284890&source=h5_m,4433808,675,1285,8618,115376,7048249072234351387,7048249072234351387,72,7048249072234351387,original sound - rehman__write (Contains music from: Ahrarun Ahrarun Arabic nasheed - القرآن الكريم & القرآن & نات وحمد),"Contains music from: ""Ahrarun Ahrarun Arabic nasheed""",6.931212420950132e+18,♥️_Zia Ur Rehman_🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7048249069239552795.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fe1db39c82e12aba30e4ca4cc82cedde.json,False,False,القرآن الكريم & القرآن & نات وحمد,Ahrarun Ahrarun Arabic nasheed,original sound - rehman__write (Contains music from: Ahrarun Ahrarun Arabic nasheed - القرآن الكريم & القرآن & نات وحمد),"Contains music from: ""Ahrarun Ahrarun Arabic nasheed""",[],0,0,Kuwait,#jutt72 #foryoupage #jugijut72 #zayxfam #fyp #foryou #fruits #pendo #jugipendo,1,1,0,1,0,0,0,0,0,0
1,KW,7074561309940944130,1647174664,#ad jollibee charot beke nmn,6592117852744433669,Latifa,"I am here to spam 🥰 
 support me ^_^ code: LULU ⬇️",0,False,https://www.tiktok.com/@violetlatifa/video/7074561309940944130?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074561309940944130&source=h5_m,402811,246,31,131,10818,7028737153232554798,7028737153232554798,72,7028737153232554798,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",6.856679840805684e+18,jaz <33,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7028737246991895342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4869806cdeffbcd0237e4b9aa35fcaf4.json,False,False,Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace,Carnaval Del Barrio,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",[],0,0,Kuwait,#ad,0,0,0,0,0,0,0,0,0,0
2,FR,7099945933894421766,1653084984,#aishwaryarai #festivaldecannes #2022 #india #foryou #bollywood,218628658779803649,Laïmin ♡,"⟬⟭ ⟭⟬  ♡
All the videos are taken by me. 🦋",0,False,https://www.tiktok.com/@_laimin_/video/7099945933894421766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099945933894421766&source=h5_m,16470669,5745,8808,1866,877444,7099945921349290757,7099945921349290757,72,7099945921349290757,original sound - _laimin_,Laïmin ♡,2.1862865877980365e+17,Laïmin ♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099945946200541958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3c543802dfec46d3c45abe5a32cea76b.json,False,False,,,,,[],0,0,Kuwait,#aishwaryarai #festivaldecannes #2022 #india #foryou #bollywood,1,0,0,0,0,0,0,0,0,0
3,DE,7103218623971478789,1653846966,Nur die araber werdens verstehen😂#arabic #lebanon #ahlen,7103093596534916102,vibesandmore1,Like and Follow for more🤪,0,False,https://www.tiktok.com/@vibesandmore1/video/7103218623971478789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103218623971478789&source=h5_m,1459814,2138,14581,303,66909,7103218624445680390,7103218624445680390,72,7103218624445680390,original sound - vibesandmore1,vibesandmore1,7.103093596534916e+18,vibesandmore1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103218626736704261.mp3,,False,False,,,,,[],0,0,Kuwait,#arabic #lebanon #ahlen,0,0,0,0,0,0,0,0,0,0
4,KW,7099208704091819265,1652913335,قفلنا على ترندكم 😂#يعقوب_العنزي #d3bool96 #fyp #fypシ #foryou #اكسبلور #exblore,6884326316511216645,يعقوب العنزي,"🇰🇼
🌐Lifestyle
🏐Volleyball Player
👮🏻‍♂️Airport security inspector
👻",0,False,https://www.tiktok.com/@d3bool96/video/7099208704091819265?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099208704091819265&source=h5_m,2899396,1711,749,1365,53254,7079019457934297857,7079019457934297857,72,7079019457934297857,original sound - meme65xx (Contains music from: Second Life - HUBBA),"Contains music from: ""Second Life""",2.034347896460165e+17,Meme 🌸💗,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079019440104377090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fb82c5584aa5e9447aa81d4126781c55.json,False,False,HUBBA,Second Life,original sound - meme65xx (Contains music from: Second Life - HUBBA),"Contains music from: ""Second Life""",[],0,0,Kuwait,#يعقوب_العنزي #d3bool96 #fyp #fypシ #foryou #اكسبلور #exblore,1,0,0,1,1,0,0,0,1,0
5,KW,7099750467076377857,1653039472,#كيميا #senior2022 💔💔,6970091801073320962,E,حسابي الجديد هذا  ، القديم نسيت رمزه,0,False,https://www.tiktok.com/@eisa_75/video/7099750467076377857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099750467076377857&source=h5_m,179206,298,760,1804,11551,7099750461502147329,7099750461502147329,72,7099750461502147329,original sound - eisa_75,E,6.970091801073321e+18,E,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099750439373081345.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a17f74fcf60b9fa245e6f06892f9969a.json,False,False,,,,,[],0,0,Kuwait,#كيميا #senior2022,0,0,0,0,0,0,0,0,0,0
6,QA,7090160956310899970,1650806740,اكتب اول حرف من اسمك بالانجليزي 😂 #كم_لغة_تعرف_تتكلم #familytime #foryou #fyp,91008180977098752,Kareemtime 🇶🇦,"Family Time 🇶🇦

Click the link and follow us 👻",0,False,https://www.tiktok.com/@kareemtime/video/7090160956310899970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090160956310899970&source=h5_m,506999,112,72,241,12920,7068306825950710530,7068306825950710530,72,7068306825950710530,original sound - hasoona09,الفخمين🤟🏻🤟🏻,7.019709726275831e+18,الفخمين🤟🏻🤟🏻,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7068306802953947905.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e6d224bf0e765165774457f8f7fcf883.json,False,False,,,,,[],0,0,Kuwait,#كم_لغة_تعرف_تتكلم #familytime #foryou #fyp,1,0,0,1,0,0,0,0,0,0
7,KW,7099844731710033153,1653061420, ,6950534974786077702,chisomloveth4,From Nigeria 🇳🇬in Kuwait 🇰🇼never give up believe in God..,0,False,https://www.tiktok.com/@chisomloveth4/video/7099844731710033153?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099844731710033153&source=h5_m,269883,82,257,364,3727,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
0,DE,7097624415328029958,1652544463,"Switzerland, Zürich🇨🇭. Mensch ist Mensch🙏😘, Wo Soll ich als Nächstes kommen? #dfaguimba @f.dabo",6862427203654370310,dfaguimba,"Follow me🙏😘
Folg mir🙏😘
2.3M😘🙏",0,False,https://www.tiktok.com/@dfaguimba/video/7097624415328029958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097624415328029958&source=h5_m,6278653,4851,1834,433,466398,6822352061254863622,6822352061254863622,10036,6822352061254863622,Jerusalema (feat. Nomcebo Zikode) [Edit],Master KG,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/943802d68d824978a368a93eded6ddfd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bbc34a399fe246eda493353d9ca5c465,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1522736829', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#dfaguimba,0,0,0,0,0,0,0,0,0,0
1,AE,7102864837130095874,1653764593,#foryou #fyp #summerbox #dxb,7098187957891204098,Amnesia_events,🇦🇪,0,False,https://www.tiktok.com/@charliedubai/video/7102864837130095874?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102864837130095874&source=h5_m,6583936,872,4324,12092,133644,7102864814657129218,7102864814657129218,72,7102864814657129218,original sound - charliedubai,Amnesia_events,7.098187957891204e+18,Amnesia_events,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102864805987388162.mp3,,False,False,,,,,[],0,0,Kuwait,#foryou #fyp #summerbox #dxb,1,0,0,1,0,0,0,0,0,0
2,GB,7086478406640061702,1649949330,#escaperoom #fyp #foryou #😂,6765804134065243142,HAYLEIGH,"INSTA: hayzybaho
Essex 🤙🏻
Backup account: hayzybaho86backup",0,False,https://www.tiktok.com/@hayzybaho86/video/7086478406640061702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086478406640061702&source=h5_m,8899406,1381,6438,7373,370284,6763615215318747137,6763615215318747137,10033,6763615215318747137,The Purge,Demetrius X,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c3be0b9a3c4f4090b0e10e696be4eba2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1fd8c175838c4da7b6e101933cd4902d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1477684687', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#escaperoom #fyp #foryou #😂,1,0,0,1,0,0,0,0,0,0
3,GH,7102911187490278662,1653775386,Who can relate ? #naadromo98 #teamtennie,6860243351905207301,Han🌹❤️,"❤️🌸
Follow my Instagram:Naa Droomoo",0,False,https://www.tiktok.com/@naadromo98/video/7102911187490278662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102911187490278662&source=h5_m,4970659,10289,11843,19778,418486,7041200086633696006,7041200086633696006,72,7041200086633696006,original sound - fbxciii,FBXCIII,6.806659081789588e+18,FBXCIII,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7041200125435382533.mp3,,False,False,,,,,[],0,0,Kuwait,#naadromo98 #teamtennie,0,0,0,0,0,0,0,0,0,0
4,KW,7102355374585515266,1653645975,@kingrolodex #explore #viral #viralvideo #fyp 😂😂,6848848282555581446,Tony&lucie,,0,False,https://www.tiktok.com/@tonyluciana/video/7102355374585515266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102355374585515266&source=h5_m,79506,58,111,133,742,7100312614625938177,7100312614625938177,72,7100312614625938177,original sound - kingrolodex,kingrolodex,6.747092214550496e+18,kingrolodex,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100312570807978753.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4795b724ad79bc5bad5375493776569c.json,False,False,,,,,[],0,0,Kuwait,#explore #viral #viralvideo #fyp,0,0,0,1,0,0,0,1,0,0
5,EG,7093507452951334150,1651585908,سورة الضحي 🎧 | #القران_الكريم #المنشاوي,7032740283466056710,المنشاوي | Al Minshawi,"﴿ وَيَسِّرۡ لِيٓ أَمۡرِي ﴾

And ease for me my task
-",0,False,https://www.tiktok.com/@_.minshawi/video/7093507452951334150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093507452951334150&source=h5_m,1097451,2123,6078,19836,235517,7093507439999339270,7093507439999339270,72,7093507439999339270,original sound - _.minshawi,المنشاوي | Al Minshawi,7.032740283466057e+18,المنشاوي | Al Minshawi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093507445901511429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/40e98f470057a2d741d3fcb9bc8c54aa.json,False,False,,,,,[],0,0,Kuwait,#القران_الكريم #المنشاوي,0,0,0,0,0,0,0,0,0,0
6,SA,7100120518333893890,1653125632,#الشعب_الصيني_ماله_حل😂😂 #fypシ #funny,6998560197401150470,Crash1431,,0,False,https://www.tiktok.com/@crash1431/video/7100120518333893890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100120518333893890&source=h5_m,8342907,4779,2836,928,146545,7100120524818270978,7100120524818270978,72,7100120524818270978,original sound - crash1431,Crash1431,6.99856019740115e+18,Crash1431,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100120502911372033.mp3,,False,False,,,,,[],0,0,Kuwait,#الشعب_الصيني_ماله_حل😂😂 #fypシ #funny,0,0,1,0,1,0,0,0,0,1
7,CA,7103192440168860933,1653840869,Rest in perfect peace the Legend 👑😭🥹 forever be in my heart 💔 #sidhumoosewala #sidhumossewala #sidhumoosewalafan #sad #heartbroken💔 #canadapunjabi #bramptonpunjabi #india #indian #indiantiktok ￼￼,6719912179363054597,Augustine K Appiah,"From 🇬🇭🇬🇭🇬🇭
Live in 🇨🇦🇨🇦🇨🇦
Follow me and let’s be friends 😊",0,False,https://www.tiktok.com/@kwame229/video/7103192440168860933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103192440168860933&source=h5_m,2322771,5502,15871,165,213288,7103192437484522245,7103192437484522245,72,7103192437484522245,original sound - kwame229,Augustine K Appiah,6.719912179363055e+18,Augustine K Appiah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103192448964348677.mp3,,False,False,,,,,[],0,0,Kuwait,#sidhumoosewala #sidhumossewala #sidhumoosewalafan #sad #heartbroken💔 #canadapunjabi #bramptonpunjabi #india #indian #indiantiktok,0,0,0,0,0,0,0,0,0,0
0,FR,7100472159335730437,1653207508,Her expressions ❤️#janhvikapoor #bollywood #kollywood #tollywood #humor #parati #pourtoi #popular #live #Love #memes #wow #weeb #duet #dance #DIY #duo #omg #lol #stitch #foryou #anime #goviral #viral #greenscreen #joke #happy #edit #relatable #roblox #tiktok #trending #trend #tiktokindia #tiktok_india #tiktoker #reels #usa #illu #kawaii #video #fyp #fypシ #fypage #naruto #netflix #youtube #tiktok #followers😘thanku #follovers # #quarantine #wow #capcut #cute #challenge #thankyou #merci #abonne,7023435507364070406,BOLLYWOOD HOME,"Follow for more Bollywood news and videos ❤️
Thank you for your love ❤️❤️",0,False,https://www.tiktok.com/@bollywoodhome/video/7100472159335730437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100472159335730437&source=h5_m,55979,14,12,2,1600,6662299805999500037,6662299805999500037,10036,6662299805999500037,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5d3abfa345541429fc9233724ffd7d1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cd6bc16b4a674899b260f4f1c87cb8c6,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#janhvikapoor #bollywood #kollywood #tollywood #humor #parati #pourtoi #popular #live #Love #memes #wow #weeb #duet #dance #DIY #duo #omg #lol #stitch #foryou #anime #goviral #viral #greenscreen #joke #happy #edit #relatable #roblox #tiktok #trending #trend #tiktokindia #tiktok_india #tiktoker #reels #usa #illu #kawaii #video #fyp #fypシ #fypage #naruto #netflix #youtube #tiktok #followers😘thanku #follovers # #quarantine #wow #capcut #cute #challenge #thankyou #merci #abonne,1,0,0,1,1,0,2,1,0,0
1,FR,7103162989989186822,1653834013, ,6954227379100517381,Qamar Abbas,"جدوں عشق دا ول سانو آیا           
سجن پردیسی ہو گیا💔 🇲🇫",0,False,https://www.tiktok.com/@qamar.__.abbas/video/7103162989989186822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103162989989186822&source=h5_m,207107,73,161,2,3493,7103162970393381638,7103162970393381638,72,7103162970393381638,original sound - qamar.__.abbas,Qamar Abbas,6.954227379100517e+18,Qamar Abbas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103162988785355526.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,PK,7071919993285266714,1646559684,soap#fpyシ #foryou #foryoupage #ryoupage,7070773510960677914,fahad.ali165,,0,False,https://www.tiktok.com/@fahad.ali165/video/7071919993285266714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071919993285266714&source=h5_m,22139034,5447,2379,5567,898896,7071920003263810330,7071920003263810330,72,7071920003263810330,original sound - fahad.ali165,fahad.ali165,7.070773510960678e+18,fahad.ali165,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7071920013766036251.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/85310cabd988977022679c19f13a121d.json,False,False,,,,,[],0,0,Kuwait,#fpyシ #foryou #foryoupage #ryoupage,1,1,0,0,0,0,0,0,0,0
3,QA,7093558472272284930,1651597786, ,6793715058247320581,Ali  Al Thani🇶🇦🇶🇦🇶🇦,"🇶🇦Instagram - alialthani_19
🇶🇦Snapchat - alialthani7
🇶🇦Facebook - althania",0,False,https://www.tiktok.com/@alialthani7/video/7093558472272284930?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093558472272284930&source=h5_m,169663,161,146,143,4844,7090672360017218306,7090672360017218306,72,7090672360017218306,original sound - bffyhvvyll,استديو هواي خليجي,6.91955122870105e+18,استديو هواي خليجي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090672341528906497.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f9bfb9917be948750737edf68d93ea65.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
4,BH,7087724806434475265,1650239531, ,6850779308668273669,funny uglycute kokpoks💞🇵🇭🤣,🤤fhilipina 💕 funny  in philipines  🇵🇭 😆😇,0,False,https://www.tiktok.com/@kokpopoks/video/7087724806434475265?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087724806434475265&source=h5_m,2095795,456,1047,2318,50778,6923899763159091970,6923899763159091970,72,6923899763159091970,original sound - arwa_5098,arwa,6.601782263628038e+18,arwa,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6923899725464783617.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/72e2744ffa1849cb1602af79e2733a8c.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
