,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_duet,hash_ethiopia,hash_ethiopian_tik_tok,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_habesha,hash_habeshatiktok,hash_viral
0,ET,7089835409999482117,1650730944,ነባ ፕራንክ አደረገኝ 😑😭 ፕራንኩ በቅርብ ይለቀቃል Follow አድሪጉኝ🙏 #share #piranka #fyp #foryoupage #ethiopian_tik_tok #fypシ #fypシ #viral,6956768866958885893,Hana Merhatsidek,,0,False,https://m.tiktok.com/v/7089835409999482117.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089835409999482117&source=h5_m,989565,73,105,160,22735,7089835396447668998,7089835396447668998,72,7089835396447668998,original sound - hanamerhatsidek,Hana Merhatsidek,6.956768866958886e+18,Hana Merhatsidek,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089835407361215237.mp3,,False,False,[],0,0,,,,,Ethiopia,#share #piranka #fyp #foryoupage #ethiopian_tik_tok #fypシ #fypシ #viral,0,0,1,0,1,1,2,0,0,1
1,ET,7103123237571185925,1653824759,እባካችሁ ወደ ድሮ ፍቅራቹ ተመለሱ😢😢#ethiopiantiktok #habeshatiktok ##ፍቅርያሸንፋል,6977376463859516422,freaky_🇪🇹,let's go...50k,0,False,https://m.tiktok.com/v/7103123237571185925.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103123237571185925&source=h5_m,93715,111,26,174,2922,7056059200312462081,7056059200312462081,72,7056059200312462081,original sound - sentuhabeshawit (Contains music from: Gen - Wendi Mak),"Contains music from: ""Gen""",7.031198387313067e+18,Sentu Ye jimmawa🍷😍😘,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056059192737827585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d442e7177f671db7be9a679ba4ef29d.json,False,False,[],0,0,Wendi Mak,Gen,original sound - sentuhabeshawit (Contains music from: Gen - Wendi Mak),"Contains music from: ""Gen""",Ethiopia,#ethiopiantiktok #habeshatiktok ##ፍቅርያሸንፋል,0,0,0,0,0,0,0,0,1,0
2,GB,7076871462161861894,1647712538,#balageru #ባላገሩ @remi1007,6835636054785344518,ኢትዮጵያ,"🇪🇹🇪🇷 
ትዝታና slow 🥰🥰
የ80 እና 90ዎቹ ሙዚቃዎች
የራስህን ህይወት ኑር!!",0,False,https://m.tiktok.com/v/7076871462161861894.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076871462161861894&source=h5_m,871521,31,4989,214,49411,7076871500753931013,7076871500753931013,72,7076871500753931013,original sound - remi1007,ኢትዮጵያ,6.835636054785345e+18,ኢትዮጵያ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076871497331116805.mp3,,False,False,[],0,0,,,,,Ethiopia,#balageru #ባላገሩ,0,0,0,0,0,0,0,0,0,0
3,ET,7095828058543803653,1652126216,#የጁሉድ የልጅነት ፍቅር በጡዘት😁#ethiotiktok #ኢትዮጺያዬ💚💛❤ ኢትዮጵያ ለዘላለም ትኑር,7080061457278174213,አቢስኒያ ኢትዮጵያ,ኢትዮጲያዬ,0,False,https://m.tiktok.com/v/7095828058543803653.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095828058543803653&source=h5_m,265026,135,292,2380,10581,7095828068836625158,7095828068836625158,72,7095828068836625158,original sound - abyssina_ethiopia,አቢስኒያ ኢትዮጵያ,7.080061457278174e+18,አቢስኒያ ኢትዮጵያ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095828080069020422.mp3,,False,False,[],0,0,,,,,Ethiopia,#የጁሉድ #ethiotiktok #ኢትዮጺያዬ💚💛❤,0,0,0,0,0,0,0,0,0,0
4,ET,7089076541228944646,1650554255,እናንተስ ምን ታስባላቹ ??,6687849195178836994,SINEWORK NEGASI,100k Ema megbat alebin,0,False,https://m.tiktok.com/v/7089076541228944646.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089076541228944646&source=h5_m,260493,70,17,509,5954,7089076543951391493,7089076543951391493,72,7089076543951391493,original sound - sinework_negasi,SINEWORK NEGASI,6.687849195178837e+18,SINEWORK NEGASI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089076539710507781.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,ET,7099798173564144902,1653050581,Reply to @roxi_love_funny ለሁሉም እንዲደርስ ሼር ይደረግ @temu_buza #አማኑኤል #ኦርቶዶክስ #ክርስትና,6920179549024158725,Temu-buza,እውነት እና ሳቅ ከተሙ,0,False,https://m.tiktok.com/v/7099798173564144902.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099798173564144902&source=h5_m,52091,38,125,18,9021,7099798144061344518,7099798144061344518,72,7099798144061344518,original sound - temu_buza,Temu-buza,6.920179549024159e+18,Temu-buza,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099798153137785605.mp3,,False,False,[],0,0,,,,,Ethiopia,#አማኑኤል #ኦርቶዶክስ #ክርስትና,0,0,0,0,0,0,0,0,0,0
6,ET,7093035751373294854,1651476083, ,6954303006092542981,Omo Valley Tours And Travel,"Follow our remote expeditions, we’re passionate about tribal people and culture",0,False,https://m.tiktok.com/v/7093035751373294854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093035751373294854&source=h5_m,316803,134,318,36,18507,7093035677729803014,7093035677729803014,72,7093035677729803014,original sound - omovalleytoursethiopia,Omo Valley Tours And Travel,6.954303006092543e+18,Omo Valley Tours And Travel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093035671838444294.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7087989311274093830,1650301115, ,7083195444357153797,Sudeys Kemal325,,0,False,https://m.tiktok.com/v/7087989311274093830.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087989311274093830&source=h5_m,268894,68,215,5006,11725,7087989285923736325,7087989285923736325,72,7087989285923736325,original sound - zair7450,Sudeys Kemal325,7.083195444357154e+18,Sudeys Kemal325,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087989288293452549.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e98158261f3493784958f35ff19195cf.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7101550987269115142,1653458694,#foryou #ethiomusic #xyzbcafypシ #ethiopian_tik_tok  #habeshatiktok #fyp #music #afro #ethioold1 #ethioold1 #habesha #viral #xyzbca #ethiopia #አስታወሰኝ,6843029541121197061,old ብቻ 1,ተራ ለመባል ውድድር አያስፈልገውም,0,False,https://www.tiktok.com/@ethioold1/video/7101550987269115142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101550987269115142&source=h5_m,218093,92,605,6234,13351,7101550984375094022,7101550984375094022,72,7101550984375094022,original sound - ethioold1,old ብቻ 1,6.843029541121197e+18,old ብቻ 1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101550961725819653.mp3,,False,False,[],0,0,,,,,Ethiopia,#foryou #ethiomusic #xyzbcafypシ #ethiopian_tik_tok #habeshatiktok #fyp #music #afro #ethioold1 #ethioold1 #habesha #viral #xyzbca #ethiopia #አስታወሰኝ,0,1,1,1,0,1,0,1,1,1
1,ET,7100208478106438918,1653146112,#nebasheger #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #habesha🇪🇹 #ortodoxtewahdo #ortodoxmezemur #ethiopiamuslim😍 #habeshamuslim🇪🇹💘🇪🇹 #ኦርቶዶክስ #ኦርቶዶክስ_ተዋህዶ_ፀንታ_ለዘለዓለም_ትኑር #ኦርቶዶክስተዋህዶ #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኢትዮጵያ🇪🇹 #ሀበሻ🇪🇹🇪🇹🇪🇹tiktok #ሀበሻ🇪🇹🇪🇹🇪🇹 #ኢትዮጵያ🇪🇹🇪ቲክቶክ,6874177581617349633,Neba,I Give Everyone Respect Before I Disrespected  Them Remember That,0,False,https://www.tiktok.com/@nebasheger/video/7100208478106438918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100208478106438918&source=h5_m,743478,484,1793,324,5871,7100208471593814789,7100208471593814789,72,7100208471593814789,original sound - nebasheger,Neba,6.87417758161735e+18,Neba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100208480451152646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf7c6b978b016320f4bde38a4d071699.json,False,False,[],0,0,,,,,Ethiopia,#nebasheger #ethiopian_tik_tok🇪🇹🇪🇹🇪🇹🇪🇹 #habesha🇪🇹 #ortodoxtewahdo #ortodoxmezemur #ethiopiamuslim😍 #habeshamuslim🇪🇹💘🇪🇹 #ኦርቶዶክስ #ኦርቶዶክስ_ተዋህዶ_ፀንታ_ለዘለዓለም_ትኑር #ኦርቶዶክስተዋህዶ #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹 #ኢትዮጵያ🇪🇹 #ሀበሻ🇪🇹🇪🇹🇪🇹tiktok #ሀበሻ🇪🇹🇪🇹🇪🇹 #ኢትዮጵያ🇪🇹🇪ቲክቶክ,0,0,1,0,0,0,0,1,0,0
2,US,7071731514244926763,1646515801,#duet with @azg______azg,6813470108453192710,Yonas M Muluneh,,0,False,https://www.tiktok.com/@yonimagna_1/video/7071731514244926763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071731514244926763&source=h5_m,1419590,531,3797,19112,60885,7071314408353434370,7071314408353434370,72,7071314408353434370,original sound - azg______azg,ምርጥ የኮልፌ ልጅ ✌️,6.915314143415682e+18,ምርጥ የኮልፌ ልጅ ✌️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071323727094647554.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a50f6aa3aaf4d3337529bc12d360748e.json,False,False,[],0,0,,,,,Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
3,ET,7099495635841207558,1652980140,🤣🤣🤣🤣#fypシ #viral #habeshanmeme #habeshatiktk #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያ #habeshatiktk #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያ,7058267933906682885,Nati,,0,False,https://www.tiktok.com/@pap.nati2/video/7099495635841207558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099495635841207558&source=h5_m,334781,157,251,107,23537,7099495619890334469,7099495619890334469,72,7099495619890334469,original sound - pap.nati2,Nati,7.058267933906683e+18,Nati,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099495633484139270.mp3,,False,False,[],0,0,,,,,Ethiopia,#fypシ #viral #habeshanmeme #habeshatiktk #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያ #habeshatiktk #🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹ኢትዮጵያ,0,0,0,0,0,0,1,0,0,1
4,ET,7102450367803182341,1653668092, ,6651281889100005382,Adam Sandler is bae,"God first ✝️
Roasting y’all second 🙂",0,False,https://www.tiktok.com/@sambusachick/video/7102450367803182341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102450367803182341&source=h5_m,290182,536,58,57,18139,7102450357234305798,7102450357234305798,72,7102450357234305798,original sound - sambusachick,Adam Sandler is bae,6.651281889100005e+18,Adam Sandler is bae,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102450353416735494.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,US,7100632584195034411,1653244856,it’s officially aroos szn💕,6818694944401769477,Shamsa🤍,"kun karoon🤍
🇸🇴
dhaanto enthusiast",0,False,https://www.tiktok.com/@s.xmsaaa/video/7100632584195034411?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100632584195034411&source=h5_m,1590534,1149,1981,3378,92849,7100632538653199147,7100632538653199147,72,7100632538653199147,original sound - s.xmsaaa,Shamsa🤍,6.818694944401769e+18,Shamsa🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100632577786121003.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3959518860b09eedfac038e18d898804.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
6,ET,7083456232689831173,1649245676, ,6809176809143337989,user3946169455836,samrawit_nura_konjo instagram  follow me😎,0,False,https://www.tiktok.com/@samri92/video/7083456232689831173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083456232689831173&source=h5_m,1630422,395,1031,552,57695,7082814280420100869,7082814280420100869,72,7082814280420100869,original sound - yesu_jr,yesu_jr,7.053431408718906e+18,yesu_jr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082814294605204229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0eea4bfa8147bb6abc90330e1c865946.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7070597352251247878,1646251733, ,7024105641518334982,GOLDEN,love is the only inspiration,0,False,https://www.tiktok.com/@1goldenminds/video/7070597352251247878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070597352251247878&source=h5_m,1548815,0,425,251,28039,7070597321259895557,7070597321259895557,72,7070597321259895557,original sound - 1goldenminds,GOLDEN,7.024105641518335e+18,GOLDEN,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070597333968308997.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
0,ET,7103096580911156486,1653818552,#mahderasefa #ethiopian_tik_tok #oromotiktok #habeshatiktok #viral #stitch #parati,6859390397531161606,Dery,"this m new tiktok account 
    follow me",0,False,https://www.tiktok.com/@mahiderasefa/video/7103096580911156486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103096580911156486&source=h5_m,169484,15,7,245,4759,7103096531255184134,7103096531255184134,72,7103096531255184134,original sound - mahiderasefa (Contains music from: Please Don't Go - Joel Adams),"Contains music from: ""Please Don't Go""",6.859390397531162e+18,Dery,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103096573881486085.mp3,,False,False,[],0,0,Joel Adams,Please Don't Go,original sound - mahiderasefa (Contains music from: Please Don't Go - Joel Adams),"Contains music from: ""Please Don't Go""",Ethiopia,#mahderasefa #ethiopian_tik_tok #oromotiktok #habeshatiktok #viral #stitch #parati,0,0,1,0,0,0,0,0,1,1
1,ET,7100221201888333061,1653149074,“እንጃ”በቅርብ ቀን @mahi keb #enjaaa,6790787552053527557,Ed_mike_,"ethiopian🇪🇹 🇪🇹 🇪🇹
choreographer &
dancer🕺",0,False,https://www.tiktok.com/@_ed_mike_/video/7100221201888333061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100221201888333061&source=h5_m,371986,201,152,1018,36192,7100221204740475654,7100221204740475654,72,7100221204740475654,original sound - _ed_mike_,Ed_mike_,6.790787552053528e+18,Ed_mike_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100221210780896006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/edc10bb939bd4dd2bd8a10057ea2eb2c.json,False,False,[],0,0,,,,,Ethiopia,#enjaaa,0,0,0,0,0,0,0,0,0,0
2,ZA,7103077721953078534,1653814161,አትፍረዱ#fypシ゚viral🖤tiktok #ertreantiktok🇪🇷💝💊💝🇪🇹,6907897450372023302,Řăŝ Běśŕì,"Ābôűt mə íŧ,ŝ mə ęňőġĥ",0,False,https://www.tiktok.com/@rasbesri1221/video/7103077721953078534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103077721953078534&source=h5_m,231614,160,82,471,1691,7103077685454883589,7103077685454883589,72,7103077685454883589,original sound - rasbesri1221,Řăŝ Běśŕì,6.907897450372023e+18,Řăŝ Běśŕì,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103077715745803013.mp3,,False,False,[],0,0,,,,,Ethiopia,#fypシ゚viral🖤tiktok #ertreantiktok🇪🇷💝💊💝🇪🇹,0,0,0,0,0,0,1,0,0,1
3,ET,7075274891058089222,1647340810,#ethiopiantiktok #viral #semerebariaw #ሰመረባርያው #ምንትላለች #ሰመረባሪያው #funnyvideos,6817835965438002182,Semere Bariaw,"Born in Addis and raised in Ethiopia
Aware + Educated + Free Spirited
MUSIC FAN",0,False,https://www.tiktok.com/@semerebariaw/video/7075274891058089222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075274891058089222&source=h5_m,1796176,1,2574,476,65573,7075274853544119045,7075274853544119045,72,7075274853544119045,original sound - semerebariaw,Semere Bariaw,6.817835965438002e+18,Semere Bariaw,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075274853225810694.mp3,,False,False,[],0,0,,,,,Ethiopia,#ethiopiantiktok #viral #semerebariaw #ሰመረባርያው #ምንትላለች #ሰመረባሪያው #funnyvideos,0,0,0,0,0,0,0,0,0,1
4,ET,7096448117914062086,1652270587,@kiduorthodox ❤️🤌,6902390738349442054,FRE,Subscribe my channel 👇👇,0,False,https://www.tiktok.com/@fresisye7/video/7096448117914062086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096448117914062086&source=h5_m,516053,169,296,164,21989,6956387789252365061,6956387789252365061,72,6956387789252365061,original sound - birukecross,Biruke Cross,3.1060167759282995e+17,Biruke Cross,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990670720862915334.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6e6d694c1d69ceddd5dfdd24cf01a668.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,ET,7071129922705575173,1646375734,#habesha #ethiopia #ab_shash #fyp #viral,7001116399154463749,ab_ሻሽ,"Ig - @ab_shash

-
🚫 ይህ ፔጅ ለሰግጥ ሰው አይመከርም🚫",0,False,https://www.tiktok.com/@ab_shash/video/7071129922705575173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071129922705575173&source=h5_m,399185,211,601,2100,25288,7071129812869466885,7071129812869466885,72,7071129812869466885,original sound - ab_shash,ab_ሻሽ,7.001116399154464e+18,ab_ሻሽ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071129856335350533.mp3,,False,False,[],0,0,,,,,Ethiopia,#habesha #ethiopia #ab_shash #fyp #viral,0,1,0,0,0,1,0,1,0,1
6,SA,7089344837698309377,1650616723,First my beauty♥️♥️#ኢትዮጵያtiktok🇪🇹🇪🇹🇪🇹 #ኢትዮጵያtiktok🇪🇹🇪🇹🇪🇹,6884891322407322629,Muhdin is a man of love,,0,False,https://www.tiktok.com/@mudin681/video/7089344837698309377?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089344837698309377&source=h5_m,1020837,716,669,619,29377,7089227941942414081,7089227941942414081,72,7089227941942414081,original sound - lubabaallii1 (Contains music from: Mulu Gojam - Ephrem Tamiru),"Contains music from: ""Mulu Gojam""",7.050394005448001e+18,Lubbaba Etp,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089227880303659777.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a24732cfd29ab2b04634df57d4dc943a.json,False,False,[],0,0,Ephrem Tamiru,Mulu Gojam,original sound - lubabaallii1 (Contains music from: Mulu Gojam - Ephrem Tamiru),"Contains music from: ""Mulu Gojam""",Ethiopia,#ኢትዮጵያtiktok🇪🇹🇪🇹🇪🇹 #ኢትዮጵያtiktok🇪🇹🇪🇹🇪🇹,0,0,0,0,0,0,0,0,0,0
7,ET,7095970241137724678,1652159324,when you are working out and one of your favorite song comes on #nebilnur #tigrignamusic,93468116139077632,Nebil Nur,"🖤| ʟᴏᴠᴇ = s ᴘ ʀ ᴇ ᴀ ᴅ   ɪᴛ
ከዚኛው ውጪ ሌላ አካውንት የለኝም!
ʏⓄᴜᴛᴜʙᴇ 👇👇",0,False,https://www.tiktok.com/@nebilnur/video/7095970241137724678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095970241137724678&source=h5_m,506958,716,241,864,48689,7095970190982138630,7095970190982138630,72,7095970190982138630,original sound - nebilnur,Nebil Nur,9.346811613907763e+16,Nebil Nur,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095970205825911557.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f3f3c958594c6a9e2d083d8611987405.json,False,False,[],0,0,,,,,Ethiopia,#nebilnur #tigrignamusic,0,0,0,0,0,0,0,0,0,0
