,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bulgaria,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_viral,hash_българия,hash_ергенът
5,BG,7074652178362731781,1647195821,"Настройките са до лично предпочитание. Информирайте се, преди да изключите. 🤔📝                Последвайте ни за още много други хакове. Може да ни споделите с приярели или в социалните мрежи.❤️                                                                                                                                                                                #Ardes #fyp #Iphone #хакове #bgtiktok #Ардесбг #Ардес #tiktokbulgaria #тиктокбъргария #тиктокбг #България #Bulgaria #Айфонхакове",7001774847424906245,Ardes.bg VIP zone,"𝙋𝙧𝙚𝙢𝙞𝙪𝙢 𝙜𝗮𝗺𝗶𝗻𝙜 промокод: TECHTOK
София🎮
Пловдив💻
Варна и Бургас🌊",0,False,https://www.tiktok.com/@ardes_fans/video/7074652178362731781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074652178362731781&source=h5_m,264488,96,99,210,12002,6805759042980415490,6805759042980415490,10033,6805759042980415490,Pavor  [Hip Hop] - Instrumental,Cuarta Pared Studio,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4c695a16ea7f49e8abd2d48dabc85511,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cfc9b9ebe1054b6aa202182b26ebb928,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1503353166', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#Ardes #fyp #Iphone #хакове #bgtiktok #Ардесбг #Ардес #tiktokbulgaria #тиктокбъргария #тиктокбг #България #Bulgaria #Айфонхакове,1,0,0,0,0,1,0,0,1,0
6,US,7103197557001637162,1653842060,Welcome to the jungle #fyp #ddk9 #foryou #foryourpage #darkdynastyk9s #bigboy #thehulk,6630301641747546118,Dark Dynasty K9’s  ,The REAL Dark Dynasty K9S Check the links ✔️ EMAIL darkdynastyk9s@yahoo.com,0,False,https://www.tiktok.com/@darkdynastyk9s/video/7103197557001637162?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103197557001637162&source=h5_m,1147651,515,540,1500,81940,7103197527448537899,7103197527448537899,72,7103197527448537899,original sound - darkdynastyk9s,Dark Dynasty K9’s  ,6.630301641747546e+18,Dark Dynasty K9’s  ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103197553361128238.mp3,,False,False,,,,,[],0,0,Bulgaria,#fyp #ddk9 #foryou #foryourpage #darkdynastyk9s #bigboy #thehulk,0,1,0,0,0,1,0,0,0,0
7,TR,7099831106358267138,1653058247, ,6792350366894654470,Cat Boy 😼,Gt var begen yorum yap paylaş,0,False,https://www.tiktok.com/@catboy971/video/7099831106358267138?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099831106358267138&source=h5_m,6932950,9235,30850,21652,700862,7099831099584449281,7099831099584449281,72,7099831099584449281,original sound - catboy971 (Contains music from: My Humps - Single Version - The Black Eyed Peas),"Contains music from: ""My Humps - Single Version""",6.792350366894654e+18,Cat Boy 😼,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099831069717285633.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c72fadd7e7ae13a97ab4e6ad3c869b28.json,False,False,The Black Eyed Peas,My Humps - Single Version,original sound - catboy971 (Contains music from: My Humps - Single Version - The Black Eyed Peas),"Contains music from: ""My Humps - Single Version""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,US,7070265681408691457,1646174512,based on a true story… @nataliereynoldsss #fyp,6532011134348689409,Zack and Natalie,Link in Bio :),0,False,https://www.tiktok.com/@zackandnat/video/7070265681408691457?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070265681408691457&source=h5_m,32930282,9479,35799,23547,1972293,7026870632872921902,7026870632872921902,72,7026870632872921902,original sound - lucaszeraora,Lucas Zeraora,6.773567507833587e+18,Lucas Zeraora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7026870699084106542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c723f5f588bb37d55ba8ab01d3695bf0.json,False,False,,,,,[],0,0,Bulgaria,#fyp,0,0,0,0,0,1,0,0,0,0
1,GB,7101706574300744966,1653494914,Лео ЗАСЕДНАХ 69 🤣🤣@joannaociepka,7027154314704405510,leoanddjoofficial5,Забава 💯,0,False,https://www.tiktok.com/@leoanddjoofficial5/video/7101706574300744966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101706574300744966&source=h5_m,76588,31,18,27,3424,7101706554289785606,7101706554289785606,72,7101706554289785606,original sound - leoanddjoofficial5,leoanddjoofficial5,7.027154314704406e+18,leoanddjoofficial5,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101706554939902726.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
2,TR,7099137465801264386,1652896747,Burcunuz ne yazın bakalım🤪 #arbaletemine #tiktokkeşfet #keşfettiktok #ArabTikTok #globall #global #keşfetbeni #keşfetteyizz #keşfeteal #keşfetedüş #keşfetmi,6599613515793940486,Emine SANDIKCI,"PUBG ID 511013622
ÖZCAN REİS 
S5 Gaming Klan
👇🏻DC kanalıma gelin👇🏻",0,False,https://www.tiktok.com/@arbaleteminee/video/7099137465801264386?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099137465801264386&source=h5_m,7781503,4395,1383,6039,349528,7057634444127079174,7057634444127079174,72,7057634444127079174,original sound - biserking1 (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",6.660149410272313e+18,Biser King,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057634453983988485.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3575038dee4702256972a06c5c145253.json,False,False,Lefaa,Sibili Sibili Dom Dom,original sound - biserking1 (Contains music from: Sibili Sibili Dom Dom - Lefaa),"Contains music from: ""Sibili Sibili Dom Dom""",[],0,0,Bulgaria,#arbaletemine #tiktokkeşfet #keşfettiktok #ArabTikTok #globall #global #keşfetbeni #keşfetteyizz #keşfeteal #keşfetedüş #keşfetmi,0,0,0,0,0,0,0,0,0,0
3,BG,7094987321161846021,1651930467,Send me money 💵😉 #fyp #foryou #dubai #money,6673100300109022214,amira.arabella,"Amira Arabella 
Arabian,Bulgarian and Russian girl
Follow my instagram ⬆️
👁👄👁",0,False,https://www.tiktok.com/@amira.arabella/video/7094987321161846021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094987321161846021&source=h5_m,201499,85,206,206,14992,7085338443542301446,7085338443542301446,72,7085338443542301446,original sound - parygullofficial (Contains music from: Habibi dubai || Nr Bamaniya || Song - Nr Bamaniya Official),"Contains music from: ""Habibi dubai || Nr Bamaniya || Song""",6.624075266425831e+18,Pary Gull Moti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085338477453216517.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4b2899cb452ac1cc509bdd2f3f2a7cbe.json,False,False,Nr Bamaniya Official,Habibi dubai || Nr Bamaniya || Song,original sound - parygullofficial (Contains music from: Habibi dubai || Nr Bamaniya || Song - Nr Bamaniya Official),"Contains music from: ""Habibi dubai || Nr Bamaniya || Song""",[],0,0,Bulgaria,#fyp #foryou #dubai #money,0,1,0,0,0,1,0,0,0,0
4,GB,7100537299204574470,1653222672,Винаги #тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,183302569597984768,MILEN KOLEV,"Follow my Instagram ➡️ milen_kolevv
За бизнес📧: milenkolevv@yahoo.com
YouTube⤵️",0,False,https://www.tiktok.com/@milenkolev1/video/7100537299204574470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100537299204574470&source=h5_m,227324,445,257,298,29407,7100537295719140101,7100537295719140101,72,7100537295719140101,original sound - milenkolev1,MILEN KOLEV,1.8330256959798477e+17,MILEN KOLEV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100537306473319173.mp3,,False,False,,,,,[],0,0,Bulgaria,#тиктокбългария #България #bulgaria🇧🇬 #tiktokbulgari #tiktokbulgaria,1,0,0,0,0,0,0,0,1,0
5,BG,7075612098973240581,1647419321, ,6782111769508496389,Travel_couple88,"Да се забавляваме заедно!💚☀️
Код Travelcouple88 за 10% отстъпка от тук 👇🐝🍯",0,False,https://www.tiktok.com/@travel_couple88/video/7075612098973240581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075612098973240581&source=h5_m,766208,121,1626,3,43075,7075612059802553093,7075612059802553093,72,7075612059802553093,original sound - travel_couple88,Travel_couple88,6.782111769508496e+18,Travel_couple88,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075612042455042821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a6e3e6ed9036f36173203016d12e573a.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7093484535706389765,1651580573,@ivaylo.zahariev @stanyspears 🎭,16026265,Zornica 💋,"add me for instagram↘
_zornicaa_
🇧🇬",0,False,https://www.tiktok.com/@zori_ch/video/7093484535706389765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093484535706389765&source=h5_m,266456,68,147,140,15792,6948005871616150278,6948005871616150278,72,6948005871616150278,original sound - wiptime1,Supernatural,6.850821988501046e+18,Supernatural,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948006044199111430.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/14733815b9168b17b4c6688f8768f490.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
7,BG,7084155179582442757,1649408412, ,6723592797272671237,Markicha,"INSTAGRAM-markichaa
Ш СА СЕТИШ😉
КААМ ТИ
👇",0,False,https://www.tiktok.com/@markicha/video/7084155179582442757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084155179582442757&source=h5_m,380804,328,369,575,29610,7084155129007704838,7084155129007704838,72,7084155129007704838,original sound - markicha,Markicha,6.723592797272671e+18,Markicha,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084155106345765637.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27d20394bdb8bb98c6c9318348ca7c8c.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
0,GB,7080507316298059013,1648559077,#couples #fyp #marriedlife #couplescomedy #husbandwife,7005608763525809157,Jessandmike4,"Enquiries: 📧 beatrice@boundlessmgmt.com 
Insta for more  - jessmikemillerxx",0,False,https://www.tiktok.com/@jessandmike4/video/7080507316298059013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080507316298059013&source=h5_m,12700764,7279,64585,43212,388239,7018966648875453189,7018966648875453189,72,7018966648875453189,original sound - 80smastervideos,80smastervideos and more,6.952421527992288e+18,80smastervideos and more,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7018966715686423302.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a07d53f6ff96a3e4607538fb7b49cdf7.json,False,False,,,,,[],0,0,Bulgaria,#couples #fyp #marriedlife #couplescomedy #husbandwife,0,0,0,0,0,1,0,0,0,0
1,BG,7086097546015296774,1649860654,In my Worldd🦋🦄🌈,93354518595112961,ElizabethV,,0,False,https://www.tiktok.com/@elizabetvasileva/video/7086097546015296774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086097546015296774&source=h5_m,212968,65,18,129,14539,6982268522579725062,6982268522579725062,72,6982268522579725062,Katieeee (Contains music from: Ozmo - Caribbean Snake),"Contains music from: ""Ozmo""",6.753641745886414e+18,chelsea.evee,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6989434253062769414.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47adb63f3645a3e203bbc4a77e823553.json,False,False,Caribbean Snake,Ozmo,Katieeee (Contains music from: Ozmo - Caribbean Snake),"Contains music from: ""Ozmo""",[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
2,SI,7079450759015697669,1648313078,#fyp #foryoupage #foryou #for_you #dogoargentino #dogoargentinopower #dogoargentinousa #viral #dog #usa #texas @arifbobi,6798901904270525445,De Ultimo Corredor Kennel,"Dogo Argentino puppies DM on IG
👇 TOPK9STORE 👇
DOGO T-SHIRTS AND HOODIES",0,False,https://www.tiktok.com/@dogoargentinopower/video/7079450759015697669?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079450759015697669&source=h5_m,4406771,246,10514,1013,149251,6704930248477116418,6704930248477116418,10033,6704930248477116418,Thinking with My Dick (feat. Juicy J),Kevin Gates,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/48f5fa1fcc544f02a28544f3e85009eb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9b751e22d4374f3883da37dcbe088130,True,True,,,,,[],0,0,Bulgaria,#fyp #foryoupage #foryou #for_you #dogoargentino #dogoargentinopower #dogoargentinousa #viral #dog #usa #texas,0,1,1,0,0,1,0,1,0,0
3,IT,7099083162994724101,1652884105,Finta di pancia e tiro a incrociare ⚽️ #luvadepedreiro #migliorgiocatore #euseba #imitazione,6906915422051615746,loziotano,"Instagram 👆
Road to 500k ❤️⚽️ 
Loziotano71@gmail.com
T-shirt zio tano👇🏻",0,False,https://www.tiktok.com/@loziotano71/video/7099083162994724101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099083162994724101&source=h5_m,17923525,8649,60277,110952,681088,7099083132783823622,7099083132783823622,72,7099083132783823622,original sound - loziotano71,loziotano,6.906915422051616e+18,loziotano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099083165196618502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/24190ded17878447dc65c70a99205e47.json,False,False,,,,,[],0,0,Bulgaria,#luvadepedreiro #migliorgiocatore #euseba #imitazione,0,0,0,0,0,0,0,0,0,0
4,BG,7091726359680027909,1651171214,Когато са ти много килограмите🤣#planetabyeleven #fyp #diskoteka #studentskigrad #disko #килограм,7090595966605149189,Planeta_by_Eleven,"Купон до сутринта!🥳
Студентски град, ул. ""Атанас Манчев"" 1А, София!
🍾🥃🎉",0,False,https://www.tiktok.com/@planeta_by_eleven/video/7091726359680027909?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091726359680027909&source=h5_m,517100,82,319,316,22809,7091726335600659206,7091726335600659206,72,7091726335600659206,original sound - planeta_by_eleven,Planeta_by_Eleven,7.090595966605149e+18,Planeta_by_Eleven,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091726343687129861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0925584ca994c9877dffd38c3cde26a2.json,False,False,,,,,[],0,0,Bulgaria,#planetabyeleven #fyp #diskoteka #studentskigrad #disko #килограм,0,0,0,0,0,1,0,0,0,0
5,BG,7087938390519221509,1650289259,#hellskitchenbulgaria #hellskitchen #hellskitchenbulgaria2022 #хелскитчен #хелскитчън #cooking,7083615427544499206,hell’s kitchen,predimno hell’s kitchen i ergena,0,False,https://www.tiktok.com/@ergenat.btv.bulgaria/video/7087938390519221509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087938390519221509&source=h5_m,517596,72,247,843,40381,7087938368574737157,7087938368574737157,72,7087938368574737157,original sound - ergenat.btv.bulgaria,hell’s kitchen,7.083615427544499e+18,hell’s kitchen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087938360165026565.mp3,,False,False,,,,,[],0,0,Bulgaria,#hellskitchenbulgaria #hellskitchen #hellskitchenbulgaria2022 #хелскитчен #хелскитчън #cooking,0,0,0,0,0,0,0,0,0,0
6,BG,7078944755782044934,1648195266,ЕЛАТЕ НА КОНЦЕРТА МИ ДОВЕЧЕРА! Има линк в описанието ❤ #fyp #foryoupage #music #bulgaria #trending,6781931019563320325,Christofer White,"Here for the music.
⬇️ Всичко свързано с мен ⬇️",0,False,https://www.tiktok.com/@christoferwhite/video/7078944755782044934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078944755782044934&source=h5_m,455307,180,380,590,28604,7069398030901988101,7069398030901988101,72,7069398030901988101,Old Town Road (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",6.824587076743955e+18,Тот самый Вовка🥕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069398014171695877.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1085100e5a58395101adad489490072.json,False,False,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) (Remix),Old Town Road (Contains music from: Old Town Road (feat. Billy Ray Cyrus) (Remix) - Lil Nas X),"Contains music from: ""Old Town Road (feat. Billy Ray Cyrus) (Remix)""",[],0,0,Bulgaria,#fyp #foryoupage #music #bulgaria #trending,1,0,1,0,0,1,0,0,0,0
7,FR,7097884443242745094,1652605006,The end is 😳 !! What is your favorite clip ?? 🔥 #respect #omg #fyp,7064608304153494533,Respect,"Respect moments !! 😎
⚠️ I am not khaby !! ⚠️
Please follow-me ❤️",0,False,https://www.tiktok.com/@respect_moments.off/video/7097884443242745094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097884443242745094&source=h5_m,2353125,60,241,75,72471,6943349590624193286,6943349590624193286,72,6943349590624193286,original sound - stephanieboxx (Contains music from: See Me Fall (Y2K Remix) - Ro Ransom),"Contains music from: ""See Me Fall (Y2K Remix)""",6.920396520300266e+18,Stephanie Box,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990284974997916417.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1a37c7b49ffcdf1b4481d15467426137.json,False,False,Ro Ransom,See Me Fall (Y2K Remix),original sound - stephanieboxx (Contains music from: See Me Fall (Y2K Remix) - Ro Ransom),"Contains music from: ""See Me Fall (Y2K Remix)""",[],0,0,Bulgaria,#respect #omg #fyp,0,0,0,0,0,1,0,0,0,0
0,BG,7071970470807014662,1646571438,#ергенът#забавно,6955854173376431109,AleksandraGardeva,Official profile 🤍 #Ергенът,0,False,https://www.tiktok.com/@aleksandragardeva/video/7071970470807014662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071970470807014662&source=h5_m,691228,485,155,209,35413,7006365955399994113,7006365955399994113,72,7006365955399994113,Are You Single? (Contains music from: Candy Shop - Instrumental - The Hit Crew),"Contains music from: ""Candy Shop - Instrumental""",6.815917727724537e+18,Wily Williams,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7006365942292826882.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd37a41ebe23ce1c4aaf0c0501c2669a.json,False,False,The Hit Crew,Candy Shop - Instrumental,Are You Single? (Contains music from: Candy Shop - Instrumental - The Hit Crew),"Contains music from: ""Candy Shop - Instrumental""",[],0,0,Bulgaria,#ергенът#забавно,0,0,0,0,0,0,0,0,0,1
1,BG,7081276392851131653,1648738141,Remember☝🏻#fypシ #fyp #goviral #bulgarian,6911400580927144966,⚜️ITZ.MAGGIE⚜️,"Tik tok,I’m legally 18! Don’t take my content too seriously🫠just have fun",0,False,https://www.tiktok.com/@kxshinn.maggie/video/7081276392851131653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081276392851131653&source=h5_m,117254,75,123,226,11210,7081276360643136261,7081276360643136261,72,7081276360643136261,original sound - kxshinn.maggie,⚜️ITZ.MAGGIE⚜️,6.911400580927145e+18,⚜️ITZ.MAGGIE⚜️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081276381803350790.mp3,,False,False,,,,,[],0,0,Bulgaria,#fypシ #fyp #goviral #bulgarian,0,0,0,0,0,1,1,0,0,0
2,BG,7085097815826763014,1649627886,#bulgariantiktok #bulgaria #fypシ,6746139828713309190,berintunay,,0,False,https://www.tiktok.com/@berin_tunay90/video/7085097815826763014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085097815826763014&source=h5_m,198781,123,116,165,10471,7085097796391242501,7085097796391242501,72,7085097796391242501,original sound - berin_tunay90,berintunay,6.746139828713309e+18,berintunay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085097794846935813.mp3,,False,False,,,,,[],0,0,Bulgaria,#bulgariantiktok #bulgaria #fypシ,1,0,0,0,0,0,1,0,0,0
