,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_israel,hash_trending,hash_viral,hash_פוריו,hash_اكسبلور,hash_فلسطين
1,US,7095198795428056366,1651979703, ,7084409314694317098,undercov3rshay,Yes I’m H.E.R 🙃 follow my ig while you’re here 💞,0,False,https://www.tiktok.com/@undercov3rshay/video/7095198795428056366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095198795428056366&source=h5_m,10107350,30125,24880,271,1959255,7095198758295767854,7095198758295767854,72,7095198758295767854,original sound - undercov3rshay,undercov3rshay,7.084409314694317e+18,undercov3rshay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095198788297542446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b5bb2d30e99f7da6318025d549e883b.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,US,7099184055916268842,1653746400,What are you listening to?,6756359291080508422,Shan Rizwan,"guy who asks stuff 🇵🇭🇵🇰🇨🇳
shan@shanrizwan.com

⬇️ my links & playlists ⬇️",0,False,https://www.tiktok.com/@shanrizwan/video/7099184055916268842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099184055916268842&source=h5_m,4555209,2172,775,2184,997586,7102786659837545258,7102786659837545258,72,7102786659837545258,original sound - shanrizwan (Contains music from: Tokyo Inn - HYUKOH),"Contains music from: ""Tokyo Inn""",6.756359291080508e+18,Shan Rizwan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102786696315521834.mp3,,False,False,HYUKOH,Tokyo Inn,original sound - shanrizwan (Contains music from: Tokyo Inn - HYUKOH),"Contains music from: ""Tokyo Inn""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
3,US,7098579098691325226,1652766743,"Coppell, Texas",6813725934164673541,Danesh,"Shah of Daneland
Need someone identified?🔍
Help Victims 👇",0,False,https://www.tiktok.com/@thatdaneshguy/video/7098579098691325226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098579098691325226&source=h5_m,6965755,33711,22580,322,899800,6754471827721947137,6754471827721947137,10033,6754471827721947137,Claire de Lune,Ave Maria,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/070a2806a07d42ad89b7628333922e30,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/353822c7c034424980d99c139bab77c8,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1453788830', 'external_song_key': 'apple_song_id'}]",0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,US,7103260013002558762,1653856602,@romethegoat_  Caught A Fake Pair Of Shoes At SneakerCon LA! #legitcheck #howto #nike #nikedunk #shoes #sneakers,6882811036690400261,Private Selection,"Private Selection 
Subscribe to our YT!
Click the Instagram button for IG and YT",0,False,https://www.tiktok.com/@prvt.selection/video/7103260013002558762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103260013002558762&source=h5_m,2027512,772,381,31,288565,7094499898527058694,7094499898527058694,10036,7094499898527058694,Me Porto Bonito,Bad Bunny & Chencho Corleone,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/faa40630f7eb42f8a238ea4f260d8f4d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0501c6cb793f42319fb31ee1206d1b4f,True,True,,,,,[],0,0,Israel,#legitcheck #howto #nike #nikedunk #shoes #sneakers,0,0,0,0,0,0,0,0,0,0
0,EC,7102596606238723334,1653702143, ,7102593946480280582,Zenka,HE®E 👇,0,False,https://www.tiktok.com/@tedasazemina58/video/7102596606238723334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102596606238723334&source=h5_m,1708369,65,828,1091,21262,7102509701216209669,7102509701216209669,72,7102509701216209669,FŮĊĶ МŶ PŪŠŠý în bîõ,Malina,7.073733998388397e+18,Malina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102509735039273733.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7086616468858653954,1649981476,#الله_يفضح_عرضو_الي_سوا_النت,6937256160769229826,M12__B4,محاربة عاهات التيك توك,0,False,https://www.tiktok.com/@m12__b4/video/7086616468858653954?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086616468858653954&source=h5_m,1231494,794,65540,3737,30538,7086616450651212545,7086616450651212545,72,7086616450651212545,original sound - m12__b4,M12__B4,6.93725616076923e+18,M12__B4,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086616395346053890.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec16acaa7d218f3608495ecdab537a1b.json,False,False,,,,,[],0,0,Israel,#الله_يفضح_عرضو_الي_سوا_النت,0,0,0,0,0,0,0,0,0,0
2,IL,7092332367079083265,1651312312,The last one will get me killed 🤣 #couplegoals #couplecomedy #revange #men #momsoftiktok,7049754443412046849,The Gliks,"Our children are going to be so embarrassed one day 
📩 the.glik.fam@gmail.com",0,False,https://www.tiktok.com/@the_gliks/video/7092332367079083265?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092332367079083265&source=h5_m,7228962,1878,3092,3574,618898,6799426662028036097,6799426662028036097,10033,6799426662028036097,I Got 5 On It - Tethered Mix from US,Michael Abels & Luniz,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc36125f2d924f1291480a0f560b800f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e95495ba4dcb4a5abf4747fa911379ab,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1455274310', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#couplegoals #couplecomedy #revange #men #momsoftiktok,0,0,0,0,0,0,0,0,0,0
3,IL,7076428648374373633,1647609438,Tell me your cab stories 😂 🚕 #getttaxi #ישראל,6782849483489575942,Johan Sandrea,IG imsandrea,0,False,https://www.tiktok.com/@imsandrea/video/7076428648374373633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076428648374373633&source=h5_m,252398,356,90,131,13478,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#getttaxi #ישראל,0,0,0,0,0,0,0,0,0,0
4,IL,7097163241658387713,1652437087,Sad reality 🙃🤦🏼‍♀️🤮,149721528564068352,🖤,"Peaceful mind over everything .🧚🏽‍♀️
📍Ramallah / Nazareth",0,False,https://www.tiktok.com/@dontfuckwithkayan/video/7097163241658387713?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097163241658387713&source=h5_m,968941,3729,3208,3311,32500,6889607397178869762,6889607397178869762,10033,6889607397178869762,GTA San Andreas Theme (Remake),Ben Morfitt (SquidPhysics),,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9474cda6970d4520b53556ed970d181e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c9389c72a8ae4931aa752a5e8aaaa466,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1242640377', 'external_song_key': 'apple_song_id'}]",0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,GB,7095720832655314181,1652101251,#funny #vibes #viral #explore,7019236552891876358,M⃨a⃨y⃨a⃨,"👆🏻الرابط ناار في الإنستغرام 
𝙏𝙝𝙚 𝙇𝙞𝙣𝙠 𝙄𝙨 𝙊𝙣 𝙈𝙮 𝙄𝙣𝙨𝙩𝙖𝙜𝙧𝙖𝙢",0,False,https://www.tiktok.com/@maya.ata.99/video/7095720832655314181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095720832655314181&source=h5_m,798664,55,162,229,10099,7086905742573226754,7086905742573226754,72,7086905742573226754,original sound - motez315 (Contains music from: Minimal Sex - Bertuss),"Contains music from: ""Minimal Sex""",7.012050043365033e+18,motez315,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086905747249842946.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5d92b73f1b4ae899c67fbef82e0caef.json,False,False,Bertuss,Minimal Sex,original sound - motez315 (Contains music from: Minimal Sex - Bertuss),"Contains music from: ""Minimal Sex""",[],0,0,Israel,#funny #vibes #viral #explore,0,0,0,0,0,0,1,0,0,0
6,US,7089982649443437826,1650765227,@georgiahassarati,6617414304110018565,Harry Jowsey,"Check my IG 🌶
⬇️ PODCAST & MORE  ⬇️",0,False,https://www.tiktok.com/@harryjowsey/video/7089982649443437826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089982649443437826&source=h5_m,27851688,5675,12766,6608,2010224,7080378866199513899,7080378866199513899,72,7080378866199513899,original sound - cassidycondiee,Cassidy Condie,6.713732600005428e+18,Cassidy Condie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080378907681114922.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/68eeaf30337ec350f0f34e624ad7bae1.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,US,7089918752099142955,1650750347,lately I’m loving brown #PringlesCanHands #TalkingTree #spanglishtiktok #traveltiktok #fyp #foryou #foryoupage,6791916068438901765,Amra Becirevic,"$UticaCommunityFridge
@utica-communityfridge",0,False,https://www.tiktok.com/@thatnerdddd/video/7089918752099142955?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089918752099142955&source=h5_m,14906551,1709,899,1409,972760,6703248683669981958,6703248683669981958,74,6703248683669981958,Haus of Holbein (Sing-A-Long),SIX,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c7302828c174448381a8147d66657825,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a24abdfd29f2485dac859fe891ce558e,False,True,,,,,[],0,0,Israel,#PringlesCanHands #TalkingTree #spanglishtiktok #traveltiktok #fyp #foryou #foryoupage,1,1,1,0,0,0,0,0,0,0
0,IL,7093102547505859842,1651491633,בואו תעזרו לחנה להגיע לפוריו #פוריו #דניאל_יונה⚽️🕊 #ביתספרלמוסיקה #foryou #חנההאייקונית,7070385061993317378,גאולהלנד - ט5,וולקאם טו גאולהלנד👅☝️,0,False,https://www.tiktok.com/@geulaland/video/7093102547505859842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093102547505859842&source=h5_m,423945,1401,1197,799,38632,7093102559246191361,7093102559246191361,72,7093102559246191361,original sound - geulaland,גאולהלנד - ט5,7.070385061993317e+18,גאולהלנד - ט5,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093102548902595330.mp3,,False,False,,,,,[],0,0,Israel,#פוריו #דניאל_יונה⚽️🕊 #ביתספרלמוסיקה #foryou #חנההאייקונית,1,0,0,0,0,0,0,1,0,0
1,IL,7102000188264303873,1653563276,לא הבנתי,6741465289953559558,Peleg Lavi,הכל בהומור,0,False,https://www.tiktok.com/@peleglavi_/video/7102000188264303873?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102000188264303873&source=h5_m,348437,590,96,147,26791,7098056752884615937,7098056752884615937,72,7098056752884615937,original sound - elinoy_zabari (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",6.874965309737108e+18,•elinoy zabari•,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098056730655591169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3ed3fbaa64f13433595d2f3040bb917a.json,False,False,Kwixou,I Love You,original sound - elinoy_zabari (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,IL,7097985001685486850,1652628418,Reply to @fut.algeria could have fooled us. Shalom from #Israel 🇮🇱💙!,6921177931989500934,@Israel,"Yes, this is the official Tik Tok account of the State of Israel. Shalom world!",0,False,https://www.tiktok.com/@israel/video/7097985001685486850?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097985001685486850&source=h5_m,252526,3185,290,315,33404,7071635509545618178,7071635509545618178,72,7071635509545618178,original sound - spotify._.foru,spotify._.foru,7.071631277413729e+18,spotify._.foru,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071635498443262722.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/adbc7818ecba9f251597c1c71b5eae10.json,False,False,,,,,[],0,0,Israel,#Israel,0,0,0,0,1,0,0,0,0,0
3,US,7084116934060444970,1649399508, ,6944253428819035142,timeciunt,❤️welcome to Ian Somerhalder fans home❤️,0,False,https://www.tiktok.com/@timeciunt/video/7084116934060444970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084116934060444970&source=h5_m,5737894,1071,627,183,263622,7084116813507775275,7084116813507775275,72,7084116813507775275,original sound - timeciunt,timeciunt,6.944253428819035e+18,timeciunt,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7084116880316042030.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c13cce9fe60ae99715a37dcc7bf75229.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,US,7080312772654861610,1648513782,that chair understood her assignment,6621234778546995205,Bruno Underwood,"📍Los Angeles / 🇧🇷
i be doing the most on here & ig",0,False,https://www.tiktok.com/@wobruno/video/7080312772654861610?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080312772654861610&source=h5_m,37186392,20386,99825,40973,3158673,7080312758062926634,7080312758062926634,72,7080312758062926634,original sound - wobruno,Bruno Underwood,6.621234778546995e+18,Bruno Underwood,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080312773519117102.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c3d9e365bc71da884f1f490f0b87b12a.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7077659033494129921,1647895910,Little George will never have to use one of those,7075865866827777030,Little British Boy,Naughty Naughty George,0,False,https://www.tiktok.com/@daddy_and_george/video/7077659033494129921?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077659033494129921&source=h5_m,133731,262,227,4,4251,7077659010853260034,7077659010853260034,72,7077659010853260034,original sound - daddy_and_george,Little British Boy,7.075865866827777e+18,Little British Boy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077658984697694978.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
6,IL,7103118692564716801,1653823702,גבהים ונהנים,6755767857554015238,Avi Aburomi,Instagram: AviAburomi,0,False,https://www.tiktok.com/@aviaburomi/video/7103118692564716801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103118692564716801&source=h5_m,149202,336,188,130,13677,7103118692686334722,7103118692686334722,72,7103118692686334722,original sound - aviaburomi,Avi Aburomi,6.755767857554015e+18,Avi Aburomi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103118665553414914.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,IL,7103113537857359106,1653822498,#💜 #foryou,298331924467617792,daniella_zeldis,"דניאלה זלדיס  🦋
19
🇮🇱",0,False,https://www.tiktok.com/@daniella_zeldis/video/7103113537857359106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103113537857359106&source=h5_m,125389,207,64,43,12028,7082357513894513413,7082357513894513413,72,7082357513894513413,Trinidad Love me back,SamiMcfc,6.781456787550275e+18,SamiMcfc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082357503299832582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b47fa09507ca012c94dc9005821083f6.json,False,False,,,,,[],0,0,Israel,#💜 #foryou,1,0,0,0,0,0,0,0,0,0
0,US,7099906987777051950,1653075915,Bro idk.. need those once a month viral toks .. expired Jen,81176631930732544,Jen Selter,"Fitness-Health-Recipes 💪🏼 Follow me on IG 13.3
Million Followers",0,False,https://www.tiktok.com/@jenselter/video/7099906987777051950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099906987777051950&source=h5_m,6121089,1867,6937,5571,367051,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7099014422458273026,1652868098,#foryou #duet,7002257176795169798,המחזיקות של שרת,זה לא בית מלון זה בית ספר,0,False,https://www.tiktok.com/@sharetmahzikot/video/7099014422458273026?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099014422458273026&source=h5_m,856047,1197,689,748,52764,6709423615915329538,6709423615915329538,10033,6709423615915329538,הרגת אותי,עטר מיינר,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2d23026dc2404227bea2e95f9820fe38,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0c0c0f2dedd042d886dc6be82fd1de43,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1461737735', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#foryou #duet,1,0,0,0,0,0,0,0,0,0
2,IL,7101722343742999810,1653498586,כמה אתם מכירים⁉️🎤 הפסדתי באתגר לא מאמין #דניאל_יונה⚽️🕊 ❤️,6644966917449596934,🧑🏻‍🎤דניאל יונה⚽️,"סקילר ישראלי🏆
20🥇
מייצג את ישראל בסקילים🇮🇱
לניצחון על פלג סקילס👇🏼",0,False,https://www.tiktok.com/@daniell_yona1_1/video/7101722343742999810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101722343742999810&source=h5_m,362770,1487,139,159,21542,7077656462399113986,7077656462399113986,72,7077656462399113986,2018 hits,Eilat Mistriel 🌟🦋💓✨,11292225.0,Eilat Mistriel 🌟🦋💓✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078259719265422082.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2ddf1188794f997e9b2399959b8cb77d.json,False,False,,,,,[],0,0,Israel,#דניאל_יונה⚽️🕊,0,0,0,0,0,0,0,0,0,0
3,IL,7089941643163372806,1650755678,Was bored did a pt.2#tufff #israelitiktok #icanteven,6832383067384038405,Salle balle,Tjo tjo va händer 🌺,0,False,https://www.tiktok.com/@shaulella3/video/7089941643163372806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089941643163372806&source=h5_m,533022,2128,1605,947,72601,7016767660058741510,7016767660058741510,72,7016767660058741510,original sound - comediankings,Kingsley,6.797599453248587e+18,Kingsley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7016767729231219461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa371ae8b055fad9f5d6c9fe381d8824.json,False,False,,,,,[],0,0,Israel,#tufff #israelitiktok #icanteven,0,0,0,0,0,0,0,0,0,0
4,CA,7103505572191833350,1653913777, ,9524483,Farah/فرح,"🇱🇧|🇨🇦
Farahrahal.mgr@gmail.com
IG: farahsh.rahal
Snapchat: farahsh.rahhal",0,False,https://www.tiktok.com/@farahsh.rahal/video/7103505572191833350?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103505572191833350&source=h5_m,225714,180,45,51,15128,7103505544480148229,7103505544480148229,72,7103505544480148229,original sound - farahsh.rahal,Farah/فرح,9524483.0,Farah/فرح,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103505554819140358.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,US,7098093316406922538,1652653636,#twinsisters #luxuryfashion #grwm,6603046932394049541,Olivia,"nyc + la 
✉️ hi@oliviamcdowell.com",0,False,https://www.tiktok.com/@oliviaamcdowell/video/7098093316406922538?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098093316406922538&source=h5_m,94606,51,57,24,8375,7086133657748327211,7086133657748327211,72,7086133657748327211,original sound - sagerosen (Contains music from: Blow Blow - Vitara),"Contains music from: ""Blow Blow""",6.739172799338644e+18,Sage Rosen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090599924915637034.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/009a1a9b88aab1e5cd8e03c278d2cbed.json,False,False,Vitara,Blow Blow,original sound - sagerosen (Contains music from: Blow Blow - Vitara),"Contains music from: ""Blow Blow""",[],0,0,Israel,#twinsisters #luxuryfashion #grwm,0,0,0,0,0,0,0,0,0,0
6,IL,7100595499656350977,1653236221,#דואט עם @lifehacks.top לייף האקס של הלייף #דואט #duet #נשים #פוריו #foryou #בנות #טיקטוק #לאמצחיק #סטייל,6760771083156947973,Noa Gromb,"Instagram: noagromb
YouTube: Noa & Anastasia",0,False,https://www.tiktok.com/@noagromb/video/7100595499656350977?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100595499656350977&source=h5_m,325480,601,450,248,19330,6884412140296341506,6884412140296341506,10033,6884412140296341506,Hide and Seek,Lizz Robinett,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d60916f3b54244dda8aa70ce995ab92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a3e16eeed06247adaae01cb8de6816ca,False,True,,,,,[],0,0,Israel,#דואט #דואט #duet #נשים #פוריו #foryou #בנות #טיקטוק #לאמצחיק #סטייל,1,0,0,0,0,0,0,1,0,0
