,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
3,US,7089180085181287722,1650578363,LOL WHAT WAS THAT MOVE AT THE END @Josh Herbert ib: @Cristian,6747459471943418885,Chris Olsen,"🏳️‍🌈🇵🇭
chrisolsen@select.co
CAA",0,False,https://www.tiktok.com/@chris/video/7089180085181287722?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089180085181287722&source=h5_m,9513772,2651,1969,2270,1493599,7047442133682244354,7047442133682244354,72,7047442133682244354,lgbt by cupcakke,✩,7.009968982867183e+18,✩,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7047442105718934274.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7dce46545cad173a9d4ae1cd2ba91f7b.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
4,ZA,7100492722548641030,1653212294,Take me now 🥺🥺❤️❤️❤️❤️ #jessicamashaba20,6696736251507033093,Jessica Mashaba,🤎 Email: businessabove20@gmail.com,0,False,https://www.tiktok.com/@jessicamashaba20/video/7100492722548641030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100492722548641030&source=h5_m,124008,48,94,813,16235,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Antigua and Barbuda,#jessicamashaba20,0,0,0,0,0,0,0,0,0,0
5,US,7072904102472191275,1646788815,#fyp,6893270779221001222,🇯🇲əuɐpız,"Main Acc got banned (1.2 mil)🤧
NEW & ONLY ACCOUNT
💸Play Me In this Game Rq👇🏽",0,False,https://www.tiktok.com/@kxng.zidii/video/7072904102472191275?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072904102472191275&source=h5_m,226903,186,180,732,44527,6831848215344596994,6831848215344596994,10033,6831848215344596994,No Games,Serani,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d61f7c40fdf42a1b7f03fbc95558dbe,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7a2f2a6cf83d4dc689759c42a4c6f145,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1303584247', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#fyp,0,0,0,1,0,0,0,0,0,0
6,US,7078513946625379627,1648094959,@Micaela Gil 😂😂😂#fyp #foryou,6570487460932681734,Girl That’s Eli 🥴,"Girl I’m Eli😏 With the faces 
IG is @eli_unique_ 📸 
Yt channel below⬇️",0,False,https://www.tiktok.com/@eli_unique_/video/7078513946625379627?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078513946625379627&source=h5_m,536860,203,96,92,55769,7054385364341263150,7054385364341263150,72,7054385364341263150,_itskristina X Shoddy X Robb (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",6.808449898884531e+18,Iamshoddyshod,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7054385390538656559.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf8ed6ca34e04e837349b8cb4ce92023.json,False,False,Imagine Dragons & JID & Arcane & League Of Legends,Enemy - from the series Arcane League of Legends,_itskristina X Shoddy X Robb (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",[],0,0,Antigua and Barbuda,#fyp #foryou,1,0,0,1,0,0,0,0,0,0
7,US,7103213281971670315,1653845721,ITS BECAUSE INKNOW THAT MF WILL TAKE ME BACK REGARDLESS AT ANY TIME. DOESNT MATTER WHO OR WHAT OR WHY OR WHEN THAT MF ALWAYS THERE AND IDK IF THATS A GOOD OR BAD THING I KNOW I CANT GO BACK TO THE TOXIC SHIT BUT BRO. AND I HAD A VIVID ASS DREAM ABOUT THAT MF LASTNIGHT. IM TRYING NOT TO LOSE THE BATTLE RN. I GOTTA FIGHT,6794124357322245126,Definitely Not Trinity,"congrats you found my secret account😈
Main acct. @its.tmariee
sc: @trintaytay",0,False,https://www.tiktok.com/@nottrinitymarie/video/7103213281971670315?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103213281971670315&source=h5_m,67680,130,231,141,17012,7077825864876002091,7077825864876002091,72,7077825864876002091,original sound - _nianation_ (Contains music from: Where I'm From - Pj Yung Rich),"Contains music from: ""Where I'm From""",6.615391251137364e+18,NIA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077825936929868587.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a201d87013b8c24ab9b815cfa017fdd3.json,False,False,Pj Yung Rich,Where I'm From,original sound - _nianation_ (Contains music from: Where I'm From - Pj Yung Rich),"Contains music from: ""Where I'm From""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7097314220387306798,1652472239,Reply to @riskclan_0  @target where should I do this dance at next? #al_kg #1b1gal #hairstyle #fyp #beforeandafter #foryou #blacktiktok #foryoupage #foodtok,6697113184337216517,🔥ALEX🔥&❤️KENZIE❤️,"We ❤️ You
Cash App$1B1GAL
Follow Instagram👉@1b1gal 
⬇️🔻👇FOLLOW  YOUTUBE👇🔻⬇️",0,False,https://www.tiktok.com/@1b1gal/video/7097314220387306798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097314220387306798&source=h5_m,1514770,659,168,1148,112220,7076062511933901573,7076062511933901573,72,7076062511933901573,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",6.808628320147654e+18,Phil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076062516677364486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/502e849a96f04fa9417d1c14e78c983d.json,False,False,Father Philis,Face Beat,Sweet Giirrrrllll face beat x Father Philis (Contains music from: Face Beat - Father Philis),"Contains music from: ""Face Beat""",[],0,0,Antigua and Barbuda,#al_kg #1b1gal #hairstyle #fyp #beforeandafter #foryou #blacktiktok #foryoupage #foodtok,1,1,0,1,0,0,0,0,0,0
1,GB,7099847698286710022,1653062111,"You lot really like this dance the first time so I thought I’d run it again, boy affi 😂",6798994295254500357,Cach.01,"Model📸
Dancer🕺🏾
Snap: Cacherelcdm282
Insta: Cach.01",0,False,https://www.tiktok.com/@cacherel_ll/video/7099847698286710022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099847698286710022&source=h5_m,93371,96,69,101,12965,7086264752310684421,7086264752310684421,72,7086264752310684421,"original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",6.893700174443906e+18,OTP Control,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086264749293619974.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614543879cadfc6e569b382661515aca.json,False,False,1Biggs Don,"Bwoii Affi"" Watch Eh Style","original sound - otp_control (Contains music from: Bwoii Affi"" Watch Eh Style - 1Biggs Don)","Contains music from: ""Bwoii Affi"" Watch Eh Style""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
2,US,7099128049362390315,1652894554,#POV: a girl tries to get with me while i’m with my girlfriend. (doordash on me 💙 link in bio) #fyp #acting,7028588048692905006,Hoodieduke 🖤,"Polk County, FL
POV Actor 🎬
doordash on me 💙
⬇️⬇️",0,False,https://www.tiktok.com/@povsbyduke/video/7099128049362390315?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099128049362390315&source=h5_m,95541,117,30,149,15248,6988168092991884038,6988168092991884038,72,6988168092991884038,original sound - huggiefromjuggie (Contains music from: Bad Blood - Taylor Swift),"Contains music from: ""Bad Blood""",6.900938647148135e+18,Who knows 🫶🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6988168164014181126.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a9d4279022063e2d43d4737ec26bc7e.json,False,False,Taylor Swift,Bad Blood,original sound - huggiefromjuggie (Contains music from: Bad Blood - Taylor Swift),"Contains music from: ""Bad Blood""",[],0,0,Antigua and Barbuda,#POV: #fyp #acting,0,0,0,1,0,0,0,0,0,0
3,US,7097437443686812971,1652500929,#pov: your friend comes to you with their problems (doordash on me💜link in bio),6712834273981891589,JayFilayy,"Fllw on instagram👆🏽
Snap: Flexonfilayy👻
👇🏽make $$$ from bingo👇🏽",0,False,https://www.tiktok.com/@jayfilayy/video/7097437443686812971?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097437443686812971&source=h5_m,100986,53,35,280,18447,6763349815351921414,6763349815351921414,72,6763349815351921414,Blameitonkway song,Blameitonkway,6854617.0,Blameitonkway,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1651218263253014.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5dd88d12157d94343a5d39c638e5dbdb.json,False,False,,,,,[],0,0,Antigua and Barbuda,#pov:,0,0,0,0,0,0,0,0,0,0
4,GB,7095508950346419461,1652051919,#fypシ #fyp #burberrytb #skillibeng,6624559947035525125,taee🤍,"@taeeldnn on the gram ❤️
🧿🧿🧿",0,False,https://www.tiktok.com/@taeeldn/video/7095508950346419461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095508950346419461&source=h5_m,129476,232,202,1351,29267,7081275915594648325,7081275915594648325,72,7081275915594648325,original sound - dhaneshmohan3,Dhanesh Mohan,6.710421868380423e+18,Dhanesh Mohan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081275914545400582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/47e8b0f0e2dc593d92a2563c0cebf9f4.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fypシ #fyp #burberrytb #skillibeng,0,0,0,1,1,0,0,0,0,0
5,US,7100702160576449834,1653261055,"Spain, the S is silent 😔",2477485,Chozus,"Change that 👆🏾 color from red and I owe you a dollar
Dubai 📍",0,False,https://www.tiktok.com/@chozus/video/7100702160576449834?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100702160576449834&source=h5_m,646150,836,5439,1353,75081,7072463640641276674,7072463640641276674,72,7072463640641276674,original sound - h.ermosa_,YOLA,6.702020773232231e+18,YOLA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072463597058050818.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f8bda81a16f0d46aae96f74c93c8338.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
6,US,7101027429853957419,1653336788,Nicknames sometimes sound like real names. #fyp #jamaicantiktok #caribbeantiktok,6901076482484487173,Julie Mango 🥭,Sugar & Spice and Everything CHRIST,0,False,https://www.tiktok.com/@iamjuliemango/video/7101027429853957419?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101027429853957419&source=h5_m,211609,833,1658,1131,35741,7101027399197903659,7101027399197903659,72,7101027399197903659,original sound - iamjuliemango,Julie Mango 🥭,6.901076482484487e+18,Julie Mango 🥭,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101027439823899434.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #jamaicantiktok #caribbeantiktok,0,0,0,1,0,0,0,0,0,0
7,US,7077655797039238443,1647895155,Fellas y’all know what we talking ab 😂😮‍💨 @igobykese #fyp #SeeHerGreatness #foryou #viral,6786188956921807877,Babyjoe💕,"HTX📍
BLM ✊🏾 
Goal: 1m? 
Business inquiries: josephneal10@yahoo.com
EARN EASY💰",0,False,https://www.tiktok.com/@iambabyjoe/video/7077655797039238443?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077655797039238443&source=h5_m,210183,167,44,23,23912,7064760168793262895,7064760168793262895,72,7064760168793262895,Streets X blood sweat tears (Contains music from: Blood Sweat & Tears - BTS),"Contains music from: ""Blood Sweat & Tears""",6.945976025101239e+18,🤨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7064760181472791342.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/09e9f49b8594e2ab577d3c8d46534285.json,False,False,BTS,Blood Sweat & Tears,Streets X blood sweat tears (Contains music from: Blood Sweat & Tears - BTS),"Contains music from: ""Blood Sweat & Tears""",[],0,0,Antigua and Barbuda,#fyp #SeeHerGreatness #foryou #viral,1,0,0,1,0,0,0,0,0,1
0,BE,7095012574072261893,1651936346,Makelele Jackson going crazy with it #chrislobanzo,6766199994544587782,Chris Lobanzo,"🇧🇪🇨🇩
Welcome to TikTok Premium 🤝
CEO of 😲
📩 t+chris@shake-influence.com",0,False,https://m.tiktok.com/v/7095012574072261893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095012574072261893&source=h5_m,811349,2573,4054,7688,202688,7038665576071629574,7038665576071629574,72,7038665576071629574,Fayaah YRMW Jordy Mix,Jordy 🦂,6.749657800940488e+18,Jordy 🦂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7038665572745284357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/68c5368d7270acdc9f4bde045f4612a1.json,False,False,,,,,[],0,0,Antigua and Barbuda,#chrislobanzo,0,0,0,0,0,0,0,0,0,0
1,US,7100076804832005418,1653115461,(Doordash on me in bioo) #fyp #viral,6781772430069056517,Naayy®️,"Follow backup @__naayyr
Doordash on me ⬇️",0,False,https://m.tiktok.com/v/7100076804832005418.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100076804832005418&source=h5_m,114749,79,191,327,25611,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Antigua and Barbuda,#fyp #viral,0,0,0,1,0,0,0,0,0,1
2,GB,7099907167553195270,1653075958,Follow for more⚠️ #fyp #childhood #tvset #childhoodmemories #abandoned #foryou #directify,94258829927817216,Direct,i don’t exist,0,False,https://m.tiktok.com/v/7099907167553195270.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099907167553195270&source=h5_m,1414653,935,442,1053,166987,6958092871383796485,6958092871383796485,72,6958092871383796485,never slowed,slowedaudios🖤🤍,6.817229943686137e+18,slowedaudios🖤🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6958092960256772869.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e084869923e108ba1209b731c908506.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #childhood #tvset #childhoodmemories #abandoned #foryou #directify,1,0,0,1,0,0,0,0,0,0
3,US,7099211030085078314,1652913875,ong cuh 😂😂,6648440474082836486,jetti 🛩,"snap: nycjalen
📧: jetti@strdm.io
get 🍔/💰 ⤵️",0,False,https://m.tiktok.com/v/7099211030085078314.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099211030085078314&source=h5_m,87903,49,26,93,11759,7098093578454584110,7098093578454584110,72,7098093578454584110,WILD and WIKID,Gyalis🇯🇲,6.9845941008597e+18,Gyalis🇯🇲,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098093397222787886.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e981ca473c428d696eb65b81d5d3d2ee.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
4,GB,7097275181625904389,1652463150,WHERE’S YOUR SELF WORTH MAMA? ?VALUE YOSELF MAN! #badgalcachely #jamaica🇯🇲 #fyp #fypシ #jamaciantiktok🇯🇲 #foryoupage #london #jamaicantiktoker🇯🇲🇯🇲 #fypp #viral #viraltiktok #fyp1 #londontiktokstar🌟 #explore #jamaicatiktok #yamhead,6800106348849513478,Che ché,"Jamaican🇯🇲 AND ME NAH MOVE IT‼️
Check out my music tho ⤵️",0,False,https://m.tiktok.com/v/7097275181625904389.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097275181625904389&source=h5_m,102321,393,409,1769,11752,7097275164300544773,7097275164300544773,72,7097275164300544773,original sound - cachelyyorke,Che ché,6.800106348849513e+18,Che ché,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097275186486987526.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#badgalcachely #jamaica🇯🇲 #fyp #fypシ #jamaciantiktok🇯🇲 #foryoupage #london #jamaicantiktoker🇯🇲🇯🇲 #fypp #viral #viraltiktok #fyp1 #londontiktokstar🌟 #explore #jamaicatiktok #yamhead,0,1,0,1,1,1,0,0,0,1
5,US,7103256244797951275,1653855724,2 Options… #wordsfromlulaboi #mrfrfr #standuporsitdown #fyp,6732156018137154566,Lulaboi🥶,"G.〽️.E
FOLLOW THE GRAM❗️☝🏽
      MERCH❓❓👇🏽",0,False,https://m.tiktok.com/v/7103256244797951275.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103256244797951275&source=h5_m,109522,448,1775,1418,15196,7103256206998817578,7103256206998817578,72,7103256206998817578,Two Options,Lulaboi🥶,6.732156018137155e+18,Lulaboi🥶,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103256240381283114.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#wordsfromlulaboi #mrfrfr #standuporsitdown #fyp,0,0,0,1,0,0,0,0,0,0
6,GB,7103204944504802565,1653843781,When Maverick City meets Lagos City 😂🇳🇬 One of the greatest songs ever written btw. @Maverick City Music @Elevation Worship  #HappiMusic #MaverickCity #ElevationWorship #Jireh #Afrobeats #Afroswing #ChristianTikTok #ProducersOfTiktok #ChandlerMoore #JirehDeluxe #FYP,6745299792156804101,Happi.,"Artist | Producer 🇬🇧
Making songs out of EVERYTHING",0,False,https://m.tiktok.com/v/7103204944504802565.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103204944504802565&source=h5_m,79128,590,572,572,16342,7103204929808190213,7103204929808190213,72,7103204929808190213,original sound - happi.music,Happi.,6.745299792156804e+18,Happi.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103204928855788294.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#HappiMusic #MaverickCity #ElevationWorship #Jireh #Afrobeats #Afroswing #ChristianTikTok #ProducersOfTiktok #ChandlerMoore #JirehDeluxe #FYP,0,0,0,1,0,0,0,0,0,0
7,DE,7099090435615902981,1652885798,🤦‍♀️🤣 #jbabe413,6838869874652644358,Jbabe413,"I appreciate you all 😍😘💋💋❤❤
🇳🇬🇩🇪 one love",0,False,https://m.tiktok.com/v/7099090435615902981.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099090435615902981&source=h5_m,1014399,215,1660,1252,23838,6942989122889960197,6942989122889960197,72,6942989122889960197,Wrestling Fun,Angie,6.806799209103803e+18,Angie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6942989278167501574.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e5c88f34d5344de7a8470a6867ebaff9.json,False,False,,,,,[],0,0,Antigua and Barbuda,#jbabe413,0,0,0,0,0,0,0,0,0,0
0,US,7093712877055528235,1651633736,Cozy time…. #momliferocks #adoptionstory #adoptionday #adoptionjourney #momlifeisthebestlife #momlifestyle #momlife #adoptions #adoptionsaveslives #adoptionrocks #adoptionislove #momlifebelike #adoption,6766012933346624518,Rachel,"Jesus ♥️’n 
Author/Entrepreneurs 
💍 HS sweet❤️ 
Mom x 3 👦🏻👦🏻👶🏾
❤️Adoption",0,False,https://www.tiktok.com/@crateandcottage/video/7093712877055528235?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093712877055528235&source=h5_m,1500578,108,68,308,142162,6807966889273346822,6807966889273346822,10036,6807966889273346822,Dream Girl,Ir Sais,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/328585413d21411dbb6c6bb13e176056,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bfcc864b4cd640209b5cd48d3bdd403a,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1463442940', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#momliferocks #adoptionstory #adoptionday #adoptionjourney #momlifeisthebestlife #momlifestyle #momlife #adoptions #adoptionsaveslives #adoptionrocks #adoptionislove #momlifebelike #adoption,0,0,0,0,0,0,0,0,0,0
